Tweets,Length,Date,Source,Favourites,RTs
"Nous aurons du pain sur la planche au retour en Chambre la semaine prochaine. Ces deux derniers jours, nous avons pu discuter en équipe de nos buts et priorités et des moyens à prendre pour continuer d’obtenir les résultats les plus importants pour vous et votre famille.",271,2020-01-24 20:58:33,Twitter Web App,193,19
"Jim Lehrer was a giant in journalism who delivered the news to millions with integrity &amp; poise, setting a high bar for all who followed. My thoughts are with his loved ones, colleagues, and all his adoring viewers.",218,2020-01-24 17:09:42,Twitter Web App,888,117
"Jim Lehrer était un géant du journalisme qui a présenté les nouvelles à des millions de gens avec intégrité et assurance et placé la barre haut pour tous ceux qui ont suivi. Mes pensées accompagnent ses proches, ses collègues et les téléspectateurs qui l’adoraient.",265,2020-01-24 17:09:23,Twitter Web App,222,35
"RT @MonaFortier: Back in Ottawa this week and ready to go! We’re talking all things climate change, health and safety, strengthening the mi…",140,2020-01-24 16:37:50,Twitter Web App,0,42
"RT @MonaFortier: De retour à Ottawa cette semaine! Nous parlons de changement climatique, santé et sécurité, renforcement de la classe moye…",140,2020-01-24 16:37:48,Twitter Web App,0,15
"RT @BardishKW: Around the world and in Canada, LGBTQ2 communities still face discrimination and violence. Everyone should feel safe to be w…",140,2020-01-24 16:22:09,Twitter for iPhone,0,134
"RT @BardishKW: Partout dans le monde et au Canada, les communautés LGBTQ2 continuent d’être confrontées à la discrimination et la violence.…",140,2020-01-24 16:22:04,Twitter for iPhone,0,19
"Senator Marc Gold has served his community &amp; our country for decades. As the new Government Representative in the Senate, he’ll help us find common ground as we work to keep our communities safe, make life more affordable, and fight climate change. https://t.co/nImZSBB9KV",276,2020-01-24 14:36:45,Twitter Web App,451,83
"En tant que nouveau représentant du gouvernement au Sénat, le sénateur Marc Gold nous aidera à trouver un terrain d’entente alors que nous travaillons à protéger nos communautés, à rendre la vie plus abordable et à contrer les changements climatiques. https://t.co/DdO2gtkxhR",275,2020-01-24 14:36:40,Twitter Web App,135,24
"Spicy P is headed to the #NBAAllStar game! Congrats, @pskills43. 🌶 https://t.co/xVOwiFebFA",90,2020-01-24 01:52:57,Twitter for iPhone,1993,218
"Spicy P s’en va au match des étoiles de la #NBA! Félicitations, @pskills43. 🌶 https://t.co/wI9IzJfJx9",101,2020-01-24 01:52:53,Twitter for iPhone,255,20
RT @cafreeland: Canada’s Premiers are united in calling for the swift ratification of the new #NAFTA. Let’s put Canadians first and get thi…,140,2020-01-23 23:22:49,Twitter for iPhone,0,156
RT @cafreeland: Les premiers ministres des provinces et territoires du Canada demandent unanimement que le nouvel #ALÉNA soit ratifié rapid…,140,2020-01-23 23:22:47,Twitter for iPhone,0,20
"The team’s back in Ottawa ahead of the House returning next week. We’re taking today &amp; tomorrow to talk about our plan to strengthen gun control &amp; keep our communities safe, fight climate change, and make life more affordable for you &amp; your family. https://t.co/9id5uxNxiS",284,2020-01-23 22:08:54,Twitter Web App,1599,192
"L’équipe revient à Ottawa en prévision du retour en Chambre la semaine prochaine. Jusqu’à demain, nous discutons de notre plan pour renforcer le contrôle des armes à feu, protéger nos communautés, agir pour le climat et rendre la vie plus abordable pour votre famille et vous. https://t.co/mH8cT76ZkE",300,2020-01-23 22:08:26,Twitter Web App,270,31
RT @HarjitSajjan: Canada is a leader in cybersecurity with @cse_cst protecting Canadians every day. We can use this experience to build a s…,140,2020-01-23 21:29:12,Twitter Web App,0,63
RT @HarjitSajjan: Le Canada est un leader en cybersécurité grâce à @cse_cst qui protège les Canadiens. Cette expertise bâtit une économie s…,140,2020-01-23 21:29:10,Twitter Web App,0,24
"RT @Bill_Morneau: At the @WEF in Davos, we’re promoting Canada to the world. Today, I joined international leaders to discuss global econom…",140,2020-01-23 18:00:00,Twitter Web App,0,52
"RT @Bill_Morneau: Au @wef de Davos, nous faisons la promotion du Canada. Aujourd'hui, je me suis joint à mes collègues pour discuter de la…",139,2020-01-23 17:59:58,Twitter Web App,0,16
Great to have the team back in Ottawa - here’s to another year of hope and hard work! https://t.co/rjQJVSaMEY,109,2020-01-23 03:35:54,Twitter for iPhone,2902,235
C’est fantastique de revoir l’équipe à Ottawa... En route vers une nouvelle année remplie d’espoir et de travail acharné! https://t.co/ukKSG7lum7,145,2020-01-23 03:35:51,Twitter for iPhone,332,35
"Earlier today, I spoke with President @RTErdogan and thanked him for Turkey’s assistance in the aftermath of the tragic event in Iran. More on our call here: https://t.co/KCkZXpohDV",181,2020-01-23 00:24:00,Twitter for iPhone,461,75
"Aujourd’hui, j’ai discuté avec le président @RTErdogan et l’ai remercié de l’aide que la Turquie apporte depuis le tragique événement survenu en Iran. Plus de détails sur notre entretien téléphonique ici : https://t.co/DA2yxEVeEf",229,2020-01-23 00:23:55,Twitter for iPhone,145,20
.@JakuKonbit does incredible work supporting youth in Ottawa. We spent some time this afternoon talking about their programs and how they’re helping to build a more inclusive community. https://t.co/aA557cjWKF,209,2020-01-22 23:33:27,Twitter for iPhone,768,110
"L’organisme @JakuKonbit fait un travail incroyable pour appuyer les jeunes à Ottawa. Cet après‑midi, j’ai discuté avec des représentants de l’organisme des programmes de ce dernier et de la façon dont il contribue à bâtir une communauté plus inclusive. https://t.co/yGCpxS7k7H",276,2020-01-22 23:33:13,Twitter for iPhone,220,27
"This morning, I met with New Zealand’s new High Commissioner, His Excellency Martin Harvey. Welcome to the role - and to Ottawa! I’m looking forward to working with you, and @jacindaardern, to build on the strong relationship between our two countries. https://t.co/SnprmcLnmJ",276,2020-01-22 21:10:55,Twitter Web App,1045,128
"Ce matin, j’ai rencontré le nouveau haut-commissaire de la Nouvelle-Zélande, Son Excellence Martin Harvey. Bienvenue dans ce rôle… et à Ottawa! J’ai bien hâte de travailler avec vous et @jacindaardern en misant sur la relation déjà solide entre nos deux pays. https://t.co/DTo6MnaBGf",283,2020-01-22 21:10:49,Twitter Web App,212,25
"RT @FP_Champagne: Update on #PS752. 
 
The Government of Canada will match donations to families of victims made to Canada Strong up to $1.…",140,2020-01-22 20:10:37,Twitter for iPhone,0,107
"RT @FP_Champagne: Mise à jour sur #PS752
 
Le gouvernement du Canada versera une somme équivalente aux dons faits aux familles des victimes…",140,2020-01-22 20:10:35,Twitter for iPhone,0,24
"My thanks to David Morrison, who has served as the acting National Security and Intelligence Advisor since November. He will remain in his role as Foreign and Defence Policy Advisor and I look forward to continuing our work together.",233,2020-01-22 19:00:29,Twitter Web App,180,27
"Vincent Rigby has two decades of experience in national defence, public safety, and foreign affairs. Starting January 27, he will play an essential role in protecting Canadians in his new position as National Security and Intelligence Advisor. https://t.co/ygzEGtjojI",267,2020-01-22 19:00:29,Twitter Web App,303,69
"Merci à David Morrison, qui assume par intérim les fonctions de conseiller à la sécurité nationale et au renseignement depuis novembre. Il conservera son rôle de conseiller en matière de politique étrangère et de défense, et j’ai hâte de poursuivre notre travail ensemble.",272,2020-01-22 19:00:19,Twitter Web App,68,9
"Vincent Rigby a 20 ans d'expérience dans les domaines de la défense nationale, de la sécurité publique et des affaires étrangères. Le 27 janvier, il deviendra conseiller à la sécurité nationale et au renseignement et contribuera à protéger les Canadiens. https://t.co/AMHAX1xK89",278,2020-01-22 19:00:18,Twitter Web App,112,11
"RT @HonAhmedHussen: Every child deserves a fair chance to grow and thrive. 📚 

Our government knows that child care needs don't stop when y…",140,2020-01-22 17:04:10,Twitter Web App,0,48
"RT @HonAhmedHussen: Chaque enfant mérite de s'épanouir. 📚

Notre gouvernement sait que les besoins en matière de garde d'enfants ne s'arrêt…",140,2020-01-22 17:04:08,Twitter Web App,0,20
"A beloved comedian, a brilliant writer &amp; director, and a creative powerhouse - Terry Jones was one of a kind. Sending my condolences to his family, friends, and legions of fans around the world. We’ll miss you, Terry.",221,2020-01-22 16:31:03,Twitter Web App,4230,514
"Comédien adoré, auteur et réalisateur brillant et créateur hors pair, Terry Jones était unique en son genre. Toutes mes condoléances à sa famille, à ses amis et à ses légions d’admirateurs de partout dans le monde. Tu nous manqueras, Terry.",240,2020-01-22 16:31:00,Twitter Web App,247,32
"Today, we remember the young victims of the senseless attack in La Loche. They were full of promise and potential. This terrible loss will never be forgotten. But the people of La Loche have shown that, even out of darkness, hope will find a way. https://t.co/n77qpdIqqP",270,2020-01-22 14:09:07,Twitter Web App,664,104
"Aujourd’hui, on se souvient des victimes de l’attentat insensé de La Loche – des jeunes pleins de potentiel. Cette perte tragique ne sera jamais oubliée. Mais les gens de La Loche nous ont montré qu’on peut faire renaître l’espoir même dans l’obscurité. https://t.co/8UziVfmnPz",277,2020-01-22 14:09:03,Twitter Web App,171,28
"He’s in! From the Montreal Expos all the way to the Baseball Hall of Fame - congratulations, @Cdnmooselips33! #LarryWalkerHOF https://t.co/yvoXNclD15",149,2020-01-22 00:37:52,Twitter for iPhone,2142,259
"C’est officiel! Des Expos de Montréal jusqu’au Temple de la renommée du baseball – félicitations, @Cdnmooselips33! #LarryWalkerHOF https://t.co/Vd7PT1M5cC",154,2020-01-22 00:37:49,Twitter for iPhone,322,53
Got any plans this summer? We’re looking for young leaders from across the country to join our team. Learn more about this unique opportunity &amp; apply today: https://t.co/rSsunjZemg https://t.co/bt7NrsMXjg,208,2020-01-21 21:52:52,Twitter Web App,529,204
Tu as des plans pour l’été? Notre équipe cherche des jeunes leaders qui veulent se joindre à nous. Pour en savoir plus et poser ta candidature : https://t.co/lKbL1pzmMP https://t.co/0uks10srRt,192,2020-01-21 21:52:46,Twitter Web App,127,29
"That’s a wrap on our Cabinet meeting where we’ve been working on our priorities for the year ahead, and when the House returns next week we’ll be focused on:
✅ Ratifying NAFTA
✅ Making life more affordable
✅ Keeping communities safe, &amp;
✅ Fighting climate change https://t.co/GQjUNk4VYG",289,2020-01-21 18:56:14,Twitter Web App,2023,280
"C’est la fin de notre réunion du Cabinet, axée sur nos priorités pour cette année. Au retour en Chambre la semaine prochaine, on travaillera à :
✅ Ratifier l’ALENA
✅ Rendre la vie abordable
✅ Assurer la sécurité de nos communautés 
✅ Lutter contre les changements climatiques https://t.co/uklvLMMgFh",299,2020-01-21 18:56:08,Twitter Web App,311,50
RT @CanadianPM: Watch live: Prime Minister Justin Trudeau holds a media availability in Winnipeg. https://t.co/VSCcTh2Q4A https://t.co/nvGT…,140,2020-01-21 15:25:12,Twitter Web App,0,36
RT @PMcanadien: En direct: le premier ministre Justin Trudeau tient un point de presse à Winnipeg. https://t.co/uXnPseWGP0 https://t.co/RKQ…,140,2020-01-21 15:25:08,Twitter Web App,0,20
"In our Cabinet meetings today, we focused on what we can do to build stronger communities across the country. Our conversations also covered our plan to make sure Parliament keeps working to address the issues that matter most to you and your family.",250,2020-01-21 00:53:26,Twitter for iPhone,2271,241
"Lors des réunions du Cabinet aujourd’hui, on s’est penché sur la façon de renforcer les communautés à l’échelle du pays et sur le plan qu’on met en œuvre pour veiller à ce que le Parlement continue de traiter des questions qui comptent le plus pour vous et votre famille.",271,2020-01-21 00:53:23,Twitter for iPhone,251,33
"Earlier today, I met with Winnipeg’s @Mayor_Bowman to talk about what we can do to help keep people safe across the city. We also talked about important infrastructure projects and our commitment to fighting climate change and planting trees. https://t.co/o63so9ssMv",266,2020-01-20 23:33:35,Twitter Web App,967,118
