Tweets,Length,Date,Source,Favourites,RTs,Username,id_str,isRT,tco,Language,Month,Quarter
"I know this isn’t the graduation you expected, but to help celebrate here’s some advice:

Take care of yourself
Take chances
Take care of one another

Your passion, excitement &amp; hope for the future are going to chart a path forward

Can’t wait to see what you do

Congratulations!",308,2020-06-27 20:12:57,Twitter for iPhone,631,107,theJagmeetSingh,1276971803148259329,False,https://t.co/xz2UzG3HmA,en,June,Q2
"The violence perpetrated against Dafonte Miller is a painful example of police acting with impunity.

We need:

➡️systemic change

➡️overhaul of use of force

➡️full review of police spending

➡️emphasis on de-escalation

➡️investment in community programs instead of police",274,2020-06-27 14:27:42,Twitter for iPhone,2940,778,theJagmeetSingh,1276884919898251264,False,,en,June,Q2
"On behalf of an entire generation.

On behalf of an entire country.

On behalf of every kid that called themselves Vince Carter in a dunk contest in their driveway.

Thank you @mrvincecarter15 for all that you've done for the game of basketball in Canada. 🏀🍁",258,2020-06-25 19:24:56,Twitter for Android,996,114,theJagmeetSingh,1276234945078464514,False,,en,June,Q2
"As Canada emerges as one of the countries with the worst record on #COVID19 deaths in long term care homes

I renew the call to remove profit from the care of our seniors

Our senior deserve better

#ThursdayThoughts",216,2020-06-25 14:21:26,Twitter for Android,3816,715,theJagmeetSingh,1276158563287732233,False,,en,June,Q2
"Glad to see the charges against Chief Allan Adam dropped.

The attack on him never should have happened. 

It will take more than words from the PM to end systemic racism in all its forms.",212,2020-06-25 02:06:26,Twitter for iPhone,1403,223,theJagmeetSingh,1275973594640797696,False,https://t.co/sDWOJ7qNlS,en,June,Q2
"I know these are heavy times

There's a lot of pain

There's so much we need to do

Your compassion is why you care you so much

It can be overwhelming

So take a moment to give yourself some grace, some time to reflect and to recharge

It's ok to show yourself some compassion",277,2020-06-24 21:38:58,Twitter for Android,3753,829,theJagmeetSingh,1275906286723436544,False,,en,June,Q2
"The federal government spends over $10 million/day on the RCMP

We need an immediate public &amp; transparent review of this budget

Instead of spending money on police we need more funding for healthcare workers to respond to healthcare crises",272,2020-06-24 16:15:08,Twitter for Android,3912,1614,theJagmeetSingh,1275824791547756553,False,https://t.co/FoYXctzr6j,en,June,Q2
"The pain of terrorism cannot be erased.

35 years ago, a horrifying act of terror took the lives of the 329 people aboard Air India Flight 182.

Today, we remember those who were lost and honour their memory.

And we recommit ourselves to building a more peaceful world together.",279,2020-06-23 19:43:47,Twitter for iPhone,1407,195,theJagmeetSingh,1275514911515426817,False,,en,June,Q2
"Ending systemic racism &amp; police brutality in policing services

Funding healthcare workers not police to respond to healthcare crises

Investing in affordable housing instead of riot gear, assault weapons and military grade vehicles for the police

#TuesdayThoughts",269,2020-06-23 14:15:37,Twitter for Android,5440,1473,theJagmeetSingh,1275432327129239561,False,,en,June,Q2
"It takes courage to call out racism.

It’s easy to want to fade away because you know there are those who will deny what you’re going through.  

I stand with Fabrice.",167,2020-06-23 00:46:11,Twitter for iPhone,709,94,theJagmeetSingh,1275228623780405248,False,,en,June,Q2
"Building a better Canada, where we take better care of one another

#MondayMotivation",85,2020-06-22 15:25:36,Twitter for iPhone,3470,470,theJagmeetSingh,1275087548495409152,False,,en,June,Q2
"Another cry for help.

Another person killed by the police.

His name was Ejaz Choudry. He should have been helped not killed.

We need healthcare workers responding to people in healthcare crisis NOT the police.",212,2020-06-22 01:19:58,Twitter for Android,16580,5662,theJagmeetSingh,1274874739903905793,False,,en,June,Q2
"My dad’s story is an inspiration, a roller coaster of highs and lows

No matter how good or bad things have been, one thing has never changed: my dad’s limitless generosity

Thanks for teaching me what it means to give of yourself

#HappyFathersDay to all the fathers out there",301,2020-06-21 22:47:22,Twitter for iPhone,3378,205,theJagmeetSingh,1274836337032597504,False,https://t.co/wGVfLe7KhC,en,June,Q2
"Happy National Indigenous Peoples Day!

Today we celebrate Indigenous culture, language &amp; teachings, &amp; acknowledge the injustice of the past &amp; present &amp; commit to justice for the future

That's how we walk the path of reconciliation &amp; truly celebrate the first people of this land",324,2020-06-21 15:02:49,Twitter for iPhone,3031,923,theJagmeetSingh,1274719428421320708,False,https://t.co/gWPqts6g7w,en,June,Q2
"Stories of anti-indigenous racism are not uncommon.     

I’m glad the BC government is urgently investigating.

We know this is what systemic racism looks like. 

It needs to be called out, named, and stopped.",235,2020-06-20 13:55:53,Twitter for iPhone,1740,428,theJagmeetSingh,1274340196163694592,False,https://t.co/NauyUN11Q9,en,June,Q2
@AndreaHorwath Thank you my friend.,35,2020-06-19 18:14:39,Twitter Web App,57,3,theJagmeetSingh,1274042929921888256,False,,en,June,Q2
@gcfiddler Thank you Grand Chief Fiddler,40,2020-06-19 18:10:43,Twitter Web App,10,1,theJagmeetSingh,1274041939822870532,False,,cy,June,Q2
"Again then PM said he would act, but people can’t wait

The government must commit - immediately - to concrete changes to end systemic racism in the RCMP:

- Review use of force

- Review of $10 million/day RCMP budget

- Fund a healthcare response instead of a police response",301,2020-06-19 02:37:56,Twitter for iPhone,3367,870,theJagmeetSingh,1273807194442608641,False,https://t.co/q4MNehlR3G,en,June,Q2
@jjhorgan Thank you my friend 🙏🏾✊🏾,34,2020-06-18 22:56:29,Twitter for Android,240,6,theJagmeetSingh,1273751466117943297,False,,en,June,Q2
"People have asked what happened in the House today.

Here are my thoughts.",98,2020-06-18 02:56:47,Twitter Media Studio,35313,14082,theJagmeetSingh,1273449551807078400,False,https://t.co/VV8hX5Tq0u,en,June,Q2
"To make these systemic changes, the Prime Minister needs to explain why he believes the RCMP commissioner can tackle systemic racism in the RCMP

And he needs to provide the tools to do it.",189,2020-06-17 02:22:31,Twitter for iPhone,682,106,theJagmeetSingh,1273078539072483329,False,,en,June,Q2
"Indigenous Leaders have expressed a lack of confidence in the RCMP commissioner’s ability to tackle systemic racism after she was unable to say whether it existed in the RCMP

We need systemic changes so that not one more Indigenous person dies at the hands of the RCMP",293,2020-06-17 02:22:30,Twitter for iPhone,1893,514,theJagmeetSingh,1273078535868088320,False,https://t.co/QWupAda6su,en,June,Q2
"Thanks Gord.

Thank you for everything you do for the people of Toronto.",96,2020-06-17 01:02:06,Twitter for iPhone,572,37,theJagmeetSingh,1273058303438917633,False,https://t.co/3ojF8GAIeP,en,June,Q2
"Systemic racism is killing people

To address it we need systemic change

- Overhaul use of force protocols
- Prioritize de-escalation 
- End racial profiling
- Fund healthcare not police to respond to health crisises

The Liberals must act so not another life is ever taken again",304,2020-06-16 17:33:34,Twitter Media Studio,2194,725,theJagmeetSingh,1272945424366739457,False,https://t.co/RRkkjgPDVW,en,June,Q2
"I spoke with @vancolour about the concrete things the Prime Minister can do to confront systemic racism.

It's not enough for empty words or symbolic actions, the Prime Minister has the power to act.",223,2020-06-16 17:10:54,Twitter Web App,282,72,theJagmeetSingh,1272939723548475392,False,https://t.co/9czJ5EkkVn,en,June,Q2
"The pressure is working!

Because of our pressure the PM announced today an openness to extending CERB

But that’s not good enough. The Liberal government often says the right things but then doesn’t follow through

Let’s keep the pressure going

Text yes to 604 227 0096",295,2020-06-16 01:40:02,Twitter for iPhone,2092,450,theJagmeetSingh,1272705460022501376,False,https://t.co/A4nFH3WjPl,en,June,Q2
"Millions of Canadians will no longer receive their CERB in a couple of weeks and many of them have no job to return to.

The Liberal government must immediately extend the CERB for families in need.",222,2020-06-16 00:40:47,Twitter for Android,842,188,theJagmeetSingh,1272690552471982080,False,https://t.co/epjJCelWpK,en,June,Q2
"Twenty days. 

That’s how long until support through CERB runs out for many worried Canadians who don’t have jobs. 

How will they pay their bills?

The Prime Minister needs to answer.",209,2020-06-15 00:14:47,Twitter for iPhone,1039,325,theJagmeetSingh,1272321619764170754,False,https://t.co/UrCy05bEhf,en,June,Q2
"My heart breaks for Rodney Levi’s family, his community, and everyone who lives in fear that they could be next

Systemic racism is killing people

Empty words alone from PM Trudeau won’t end it

We need real action

And we need it now",260,2020-06-13 17:41:45,Twitter for iPhone,2265,878,theJagmeetSingh,1271860323885219841,False,https://t.co/eVD6u1Ln84,en,June,Q2
"$12 million for fridges
$475 million in a Caribbean tax haven
$240 million profit off the pandemic
CEO received $7,928,555 in compensation in 2018
A board member on the federal government’s Industry Strategy Council 

But Loblaws can’t afford an extra $2/ hour for their workers",302,2020-06-12 18:28:21,Twitter for iPhone,5239,2162,theJagmeetSingh,1271509660290482176,False,https://t.co/FNPkAAakbd,en,June,Q2
"During the worst of the crisis, Extendicare gave $10 million to shareholders when only spending $300,000 on care of seniors

And while dozens of seniors died from in their care

This is appalling

We need to take profit out of long-term care and take better care of our seniors",301,2020-06-12 16:38:12,Twitter for iPhone,577,267,theJagmeetSingh,1271481941750153216,False,https://t.co/QXjR2sZF9j,en,June,Q2
"It’s story time! 🦊

Gather around for a story time reading for our littlest friends of “Sometimes I feel like a fox” by author &amp; illustrator Danielle Daniel",184,2020-06-12 03:43:48,Twitter Media Studio,434,91,theJagmeetSingh,1271287059265675266,False,https://t.co/nGv7zRwoEr,en,June,Q2
Warning this video shows RCMP officer striking Chief Adam,81,2020-06-12 02:44:45,Twitter for iPhone,806,374,theJagmeetSingh,1271272196074278914,False,https://t.co/icRJfkrIO2,en,June,Q2
"This is what police brutality looks like.

This is what conflict escalation looks like.

This is what systemic racism towards Indigenous people looks like.

And it needs to end.

Pretty words from Prime Minister Trudeau won’t cut it, he has the power to end this.",263,2020-06-12 02:44:05,Twitter for iPhone,2800,774,theJagmeetSingh,1271272027714920455,False,,en,June,Q2
"Taylor, like many other Canadians, is scared that once his CERB runs out, he won’t be able to put food on the table

He lost his job to #COVID19, applies for jobs everyday, but can’t get work

He has a very simple question for this Prime Minister:

Will the CERB be extended?",299,2020-06-12 02:01:24,Twitter for iPhone,355,100,theJagmeetSingh,1271261286857355264,False,https://t.co/LvbW5xdbir,en,June,Q2
"Canadians living with a disability have been waiting months for help

The government finally announced a plan, but it leaves out 60% of people, and those who need the most help

It’s time the Liberals propose a plan that helps all Canadians living with a disability",289,2020-06-11 20:48:16,Twitter for iPhone,483,131,theJagmeetSingh,1271182486916272136,False,https://t.co/3MmFLsGskf,en,June,Q2
"Tonight, I'm doing a Storybook Reading for our littlest friends

Join me at 8 p.m. PDT for a reading of Sometimes I feel like a fox by @daniellefdaniel, a Métis author and artist

Thank you to Victoria City Councillor @Chartj88 for putting together these story times!",291,2020-06-11 19:32:30,Twitter Web App,237,51,theJagmeetSingh,1271163419626962945,False,https://t.co/8JdFclELZH,en,June,Q2
"We can't go back to normal

We have to move forward to something better

Where we take better care of one another

#ThursdayThoughts",132,2020-06-11 17:15:39,Twitter Web App,2159,451,theJagmeetSingh,1271128978376527874,False,,en,June,Q2
"People can’t buy groceries with Prime Minister Trudeau’s pretty words

The Prime Minister needs to extend the CERB for families in need now",163,2020-06-10 20:38:26,Twitter Media Studio,1310,320,theJagmeetSingh,1270817621391347717,False,https://t.co/Ri3QfWQx6f,en,June,Q2
"We need to extend the CERB for people in need

Remove the heavy fines and jail penalties for people who applied for the CERB that didn’t need it, and instead use the tax system to recover the money

And bring in help for all Canadians living with disabilities",259,2020-06-10 12:52:34,Twitter for iPhone,7183,1501,theJagmeetSingh,1270700384307351552,False,,en,June,Q2
"Kirsten from Hamilton is an EA for students with special needs

Her school is closed &amp; doesn’t qualify for the wage subsidy

With the CERB ending in July, she has no way to put food on the table for her family

The PM must extend the CERB for families like Kirsten’s who need help",308,2020-06-10 02:19:38,Twitter for iPhone,1038,275,theJagmeetSingh,1270541101120839682,False,https://t.co/CAxgiMz9hj,en,June,Q2
"Essential workers are often paid the least

This must change

Workers need living wages, safe workplaces &amp; protections in case they lose their job or get sick

Join me tonight for our second town hall to chat about Building a Better future for workers",279,2020-06-09 22:17:42,Twitter for iPhone,767,168,theJagmeetSingh,1270480217279250433,False,https://t.co/1jLbwY6X8J,en,June,Q2
"It’s not enough for the PM to take a knee

He needs to take a stand against anti-Black racism

He has the power to actually change things for the better

The federal government has the ability to make concrete changes to end racial profiling by the RCMP

It’s time the PM does it",303,2020-06-08 20:16:55,Twitter Web App,1401,378,theJagmeetSingh,1270087431447105539,False,https://t.co/C3IQokkddJ,en,June,Q2
"There is no excuse for this

Enough is enough 

We need systemic changes to policing to end racial profiling and police brutality",155,2020-06-07 02:09:24,Twitter for iPhone,2083,756,theJagmeetSingh,1269451359595769857,False,https://t.co/CxmjmsKegD,en,June,Q2
"Last year, I had the honour of attending ceremonies on Juno Beach.

Standing on the same beach as thousands of young Canadians did 76 years ago, I imagined their courage as they fought against the forces of hatred.

To all our veterans, thank you for your service.",288,2020-06-06 19:23:41,Twitter for iPhone,630,72,theJagmeetSingh,1269349258697871360,False,https://t.co/bpDB1Dl9bM,en,June,Q2
