Tweets,Length,Date,Source,Favourites,RTs,Username,id_str
"Are you ready for more #TommyXLewis?
So happy to be collaborating on our 4th Season together @TommyHilfiger 🙌🏾
Fired up for Feb 10th 🔥 https://t.co/3Id7RzU5ME https://t.co/p0dRynfHfS",182,2020-01-23 21:12:21,Twitter for iPhone,4491,350,LewisHamilton,1220454242466652173
"Everything I am is because of this guy, my Dad🙏🏾🖤 #hero #fatherandson https://t.co/N67UZIbutv",93,2020-01-23 11:10:44,Twitter Web App,26765,1558,LewisHamilton,1220302842222850048
"My new #TommyXLewis collection drops soon! Get a first look at Season 4 here https://t.co/3Id7RzU5ME. 

Which pieces are you pumped for? 🔥@TommyHilfiger https://t.co/9PCJQ7aj2E",176,2020-01-21 17:04:58,Twitter Web App,5793,625,LewisHamilton,1219667213654863872
Roscoe trying on new shoes 🤣 https://t.co/69d8VPNga2,52,2020-01-21 10:36:49,Twitter Web App,17290,1089,LewisHamilton,1219569533234614272
"These koalas took over New York and now they’ve landed in London! If you spot one, please scan the QR code and help raise money for the amazing @WIRES_NSW. Every little helps. 🙏🏾 https://t.co/sahnvedzAz",202,2020-01-19 16:58:49,Twitter for iPhone,9362,1518,LewisHamilton,1218940887901884422
"2020, coming for you 💪🏾 @puma @pumamotorsport #ad https://t.co/yYxCBAlwTE",73,2020-01-17 19:20:56,Twitter for iPhone,8033,531,LewisHamilton,1218251877026029569
"Animals: @WIRES_NSW @WWF_Australia

Rural Fire Services: @NSWRFS @CFA_Updates @RFBAQ_Official @TasFireService @CFSAlerts @dfes_wa

#PrayingForAustralia 🙏🏾",154,2020-01-09 17:09:27,Twitter for iPhone,3785,655,LewisHamilton,1215319688424689674
"It breaks my heart to see the devastation the Australian bushfires are causing to people and animals across the country. I’m pledging $500k to support the animals, wildlife volunteers and rural fire services. If you are able to, and you haven’t already then you can donate too. https://t.co/DXjScK5Oqq",301,2020-01-09 17:08:46,Twitter for iPhone,68023,12186,LewisHamilton,1215319516076498944
Thank you #TeamLH for all the birthday wishes 🙏🏾 I’m so thankful for all of you in my life. Sending you all my love. https://t.co/Iigj5d5HQa,140,2020-01-07 16:50:13,Twitter for iPhone,10372,787,LewisHamilton,1214590070176526336
"Surfing into the new year, one of my favourite things to do. There is much to do. Much work is ahead of us, but I try to set my sights high, on things which most people would say are impossible. What are YOU going to do to make the difference for you this year? #believeinyourself https://t.co/dHBZxiAme7",304,2020-01-06 13:05:52,Twitter Web App,11980,803,LewisHamilton,1214171225246830592
