Tweets,Length,Date,Source,Favourites,RTs,Username,id_str,in_reply_to_user_id,user_id,isRT,tco,Language,Month,Quarter
"Don't forget to vote! Today is the Colorado primary election.

You can drop off your completed ballot at a drop box near you by 7 PM tonight.

Find your drop box or polling place at",229,2020-06-30 14:02:48,Twitter Media Studio,541,143,GovofCO,1277965813559947266,,728344273620344832,False,https://t.co/IdU2vB7kR5,en,June,Q2
"Today I signed an Executive Order designating Attorney General Phil Weiser to investigate and, if the facts support prosecution, criminally prosecute any individuals whose actions caused the death of Elijah McClain. 

Executive Order:  
Statement below:",300,2020-06-25 20:30:18,Twitter Web App,12584,3965,GovofCO,1276251394412961792,,728344273620344832,False,https://t.co/efmVp0mhGS,en,June,Q2
"I am hearing from many Coloradans who have expressed concerns with the investigation of Elijah McClain’s death. As a result, I have instructed my legal council to examine what the state can do and we are assessing next steps. (2/2)",231,2020-06-24 20:54:46,Twitter Web App,2531,606,GovofCO,1275895161826889728,7.283442736203448e+17,728344273620344832,False,,en,June,Q2
Public confidence in our law enforcement process is incredibly important now more than ever. A fair and objective process free from real or perceived bias for investigating officer-involved killings is critical. (1/2),217,2020-06-24 20:54:45,Twitter Web App,1067,172,GovofCO,1275895159452954624,,728344273620344832,False,,en,June,Q2
This is a historic moment for our country. Now is the time for the federal government to work together on bipartisan comprehensive immigration reform.,150,2020-06-18 14:46:46,Twitter Web App,415,25,GovofCO,1273628224040267778,7.283442736203448e+17,728344273620344832,False,,en,June,Q2
"I am thrilled that the thousands of DREAMers in Colorado will no longer be forced to live in fear and am glad the court made the right decision, although we still need Congress to act and create a pathway to citizenship.",244,2020-06-18 14:46:45,Twitter Web App,1605,182,GovofCO,1273628222622543872,,728344273620344832,False,https://t.co/8mUgxOOz44,en,June,Q2
"I'm joined by @FaithWinterCO, @matthewogray, and @RideRTD Board Chair Angie Rivera-Malpiede to announce the RTD Accountability Committee.

➡️ Watch live on my YouTube page:",197,2020-06-17 21:39:02,Twitter Web App,24,6,GovofCO,1273369587531149312,,728344273620344832,False,https://t.co/GrCdN2tjbK,en,June,Q2
No person should be afraid to show the world who they are - and no LGBTQ person should risk losing their job by doing so. Colorado will continue to lead on anti-discrimination policies and my administration will continue to build a Colorado For All. (2/2),255,2020-06-15 15:21:21,Twitter Web App,839,68,GovofCO,1272549765490724865,7.283442736203448e+17,728344273620344832,False,,en,June,Q2
"This strong 6-3, Supreme Court ruling is a victory for #LGBTQ workers and a significant step on the road to equality. We must continue to create a community where people feel safe, and loved, and valued, and respected. (1/2)",224,2020-06-15 15:21:21,Twitter Web App,1678,151,GovofCO,1272549763594858496,,728344273620344832,False,,en,June,Q2
"I am honored to be here at this moment of time, alongside so many passionate Coloradans on the journey towards a more equal, more just, and more peaceful society as I sign SB20-217 when it reaches my desk. (4/4)",211,2020-06-13 00:39:15,Twitter Web App,540,79,GovofCO,1271603003464638468,7.283442736203448e+17,728344273620344832,False,,en,June,Q2
"Coloradans should be proud our state is leading the way to make policing more accountable, restore trust in law enforcement, uphold an individual’s civil liberties, and lay the groundwork for future discussions of criminal and juvenile justice reform. (3/4)",257,2020-06-13 00:39:15,Twitter Web App,303,43,GovofCO,1271603002323816448,7.283442736203448e+17,728344273620344832,False,,en,June,Q2
"This is about a pattern of injustice and unfair treatment that Black Americans and communities of color have endured, not only in our criminal justice system but also in aspects of every day life. (2/4)",202,2020-06-13 00:39:15,Twitter Web App,143,16,GovofCO,1271603000906149888,7.283442736203448e+17,728344273620344832,False,,en,June,Q2
"My statement on the passage of SB20-217 Enhance Law Enforcement Integrity:

I commend the sponsors and lawmakers on both sides of the aisle for their efforts to pass this landmark reform bill. 
@leslieherod, @SerenaForCO, @Leroy_Garcia, @SenRhondaFields (1/4)",259,2020-06-13 00:39:14,Twitter Web App,695,140,GovofCO,1271602999501090816,,728344273620344832,False,,en,June,Q2
"The use of masks, along with social distancing, are simple measures that can allow us to continue to enjoy our favorite outdoor activities like parks &amp; open spaces. As we continue to deal with the reality of the virus still present, we need to protect ourselves &amp; those around us.",312,2020-06-04 22:06:08,Twitter Media Studio,869,175,GovofCO,1268665364184838145,,728344273620344832,False,https://t.co/9Xjb3C4wXf,en,June,Q2
.@MayorHancock has requested the support of the National Guard to help keep people safe and prevent further destruction and I have granted that request.,152,2020-05-30 19:33:01,Twitter Web App,232,24,GovofCO,1266814893698674688,7.283442736203448e+17,728344273620344832,False,,en,May,Q2
"To those peacefully protesting at a safe social distance, know that I see you and I am listening.",97,2020-05-30 19:32:48,Twitter Web App,370,24,GovofCO,1266814840674238464,7.283442736203448e+17,728344273620344832,False,,en,May,Q2
We are all filled with grief about the unjust murder of George Floyd and I stand ready to join hands with those hurting today as we peacefully work for justice. Today is a new day and it is my hope and the hope of all Coloradans that any future demonstrations remain peaceful.,276,2020-05-30 19:32:23,Twitter Web App,130,18,GovofCO,1266814732385701888,7.283442736203448e+17,728344273620344832,False,,en,May,Q2
"Unfortunately, because of a few individuals who were more focused on causing unrest and damage rather than advocating for justice, people awoke to images of smashed out windows, graffiti, and the smell of tear gas.",214,2020-05-30 19:31:38,Twitter Web App,95,13,GovofCO,1266814545617489920,7.283442736203448e+17,728344273620344832,False,,en,May,Q2
It appears the disruptors that caused damage throughout the city were not necessarily the same peaceful protesters from the day time.,133,2020-05-30 19:31:38,Twitter Web App,139,22,GovofCO,1266814544241819648,7.283442736203448e+17,728344273620344832,False,,en,May,Q2
Friday’s demonstrations against the senseless killing of George Floyd and far too many innocent black Americans before him began as a peaceful day time protest and unfortunately shifted into disorder late into the evening.,222,2020-05-30 19:31:38,Twitter Web App,302,45,GovofCO,1266814543256141824,,728344273620344832,False,,en,May,Q2
"These are extremely difficult times for our state, country, and world. Now more than ever we need to lift each other up and do right by each other. I ask everyone to make their voice heard peacefully and to turn their anger into advocacy and action -- never violence. (3/3)",273,2020-05-29 04:09:01,Twitter Web App,1872,185,GovofCO,1266219974089076740,7.283442736203448e+17,728344273620344832,False,,en,May,Q2
"Coloradans are better than this. I share the immense anguish we all feel about the unjust murder of George Floyd. But let me be clear, senseless violence will never be healed by more violence. (2/3)",198,2020-05-29 04:09:01,Twitter Web App,1567,164,GovofCO,1266219973287899136,7.283442736203448e+17,728344273620344832,False,,en,May,Q2
"Tonight is a very sad night for our state. While we are still uncovering all of the facts, a protest regarding the killing of George Floyd devolved into vandalism and violence, and I was absolutely shocked by video evidence of a motorist attempting to run over a protestor.  (1/3)",280,2020-05-29 04:09:01,Twitter Web App,2438,410,GovofCO,1266219972432289792,,728344273620344832,False,,en,May,Q2
Congratulations to the class of 2020! Tag the graduate in your life! 🎓,94,2020-05-22 15:05:22,Twitter Media Studio,423,57,GovofCO,1263848433749647362,,728344273620344832,False,https://t.co/D4Ccnh0Kxu,en,May,Q2
"Colorado is home to a proud military community, a critical aerospace industry, an educated workforce, and prestigious research institutions so we are the natural and best home for U.S. Space Command.",199,2020-05-15 20:50:12,Twitter Web App,136,8,GovofCO,1261398498412396545,7.283442736203448e+17,728344273620344832,False,,en,May,Q2
This is great news for our state and I will continue urging the President and the Air Force to make Colorado the permanent home of U.S. Space Command.,150,2020-05-15 20:50:12,Twitter Web App,158,6,GovofCO,1261398497460285440,7.283442736203448e+17,728344273620344832,False,,en,May,Q2
Today I welcomed an announcement today that Peterson Air Force Base in Colorado Springs will be the provisional headquarters of U.S. Space Command for at least the next six years. The final decision will be in January 2021.,247,2020-05-15 20:50:11,Twitter Web App,703,87,GovofCO,1261398495853899777,,728344273620344832,False,https://t.co/OgFGuJCkbE,en,May,Q2
Tomorrow at 7 pm buildings around CO will turn red to honor those we have lost to #COVID19 and stand together with the families of victims in our fight against this deadly virus. You can join by wearing a mask as a symbol that we will do our part &amp; observing a moment of silence.,307,2020-05-15 01:11:18,Twitter Web App,1499,358,GovofCO,1261101819507257344,,728344273620344832,False,https://t.co/WAyblFqcED,en,May,Q2
At The White House with @CDPHE Executive Director Jill Ryan waiting to meet with President Trump to advocate for Colorado.,146,2020-05-13 19:43:38,TweetDeck,2518,157,GovofCO,1260656973197926401,,728344273620344832,False,https://t.co/llN51GBpE3,en,May,Q2
"Today we are officially launching new Spanish Facebook and Twitter pages to better provide important information around COVID-19. 

Like and follow them here:
🔵 Facebook: 
🔵 Twitter: @GovofCoEspanol",245,2020-05-12 15:30:03,Twitter Web App,286,66,GovofCO,1260230768279732224,,728344273620344832,False,https://t.co/unQxsEMrOv,en,May,Q2
"Following our local news is more important than ever. Journalists across the state are working hard to put out facts, not fear, surrounding the pandemic. By working together and getting information from reputable news sources, Colorado will be stronger than ever. #DoingMyPartCO",302,2020-05-12 00:58:16,Twitter Media Studio,1014,151,GovofCO,1260011374224134144,,728344273620344832,False,https://t.co/AgVJJGJNWf,en,May,Q2
"Every day I hear stories about Colorado teachers going above and beyond for their students. During #TeacherAppreciationWeek, I want to again thank Colorado’s dedicated educators that are continuing to work hard and educate our youngest Coloradans during these difficult times.",300,2020-05-07 22:55:55,Twitter Media Studio,531,86,GovofCO,1258531033139433474,,728344273620344832,False,https://t.co/GTWp7nIALC,en,May,Q2
"One year ago today, we lost a young hero who died saving others at STEM School Highlands Ranch.

Rest In Peace, Kendrick. Your bravery won't be forgotten.",178,2020-05-07 14:28:19,TweetDeck,3898,547,GovofCO,1258403290825388032,,728344273620344832,False,https://t.co/gGWigcocPy,en,May,Q2
Today is #NationalNursesDay! And now more than ever we’re thankful for their hard work and dedication.,126,2020-05-06 15:09:32,TweetDeck,587,134,GovofCO,1258051275079311360,,728344273620344832,False,https://t.co/xbBjkKBIQT,en,May,Q2
"Join me live today at 1:30 PM for an update on the state’s response to COVID-19. #COVID19Colorado 

Facebook:  
YouTube:",191,2020-05-04 15:22:24,TweetDeck,101,29,GovofCO,1257329738982600708,,728344273620344832,False,https://t.co/Usa7uhZVIt,en,May,Q2
Happy Star Wars Day! #MayThe4thBeWithYou,64,2020-05-04 14:39:39,TweetDeck,929,158,GovofCO,1257318981280530440,,728344273620344832,False,https://t.co/6SabPftleK,en,May,Q2
"In case you missed it, this week the CDC announced that there are now nine main symptoms of COVID-19. Call your doctor if you have symptoms or have been in close contact with a person known to have COVID-19.

Learn more: 
➡️ 
➡️",299,2020-05-03 00:05:00,TweetDeck,369,183,GovofCO,1256736478975197184,,728344273620344832,False,https://t.co/mvVo4Cy03W,en,May,Q2
