Tweets,Length,Date,Source,Favourites,RTs,Username,id_str,in_reply_to_user_id,user_id,isRT,tco,Language,Month,Quarter
".@WMAR2News | Gov. Hogan, State Superintendent announce $210 million in additional funding to help Maryland schools",139,2020-06-29 17:21:15,Twitter Web App,10,2,LarryHogan,1277653369549717506,,280121510,False,https://t.co/yFu7hukVyY,en,June,Q2
.@WMAR2News | Gov. Hogan announces over $45 million in education funding to help students affected by COVID-19 pandemic,143,2020-06-24 17:32:30,Twitter for iPhone,34,7,LarryHogan,1275844261041319939,,280121510,False,https://t.co/BZCOtG6cu2,en,June,Q2
".@wjz | Maryland has now distributed more than 50 million units of personal protective equipment to hospitals, state agencies, local health departments and front line workers, Governor Larry Hogan announced Tuesday.",239,2020-06-23 20:58:20,Twitter for iPhone,12,1,LarryHogan,1275533672851087367,,280121510,False,https://t.co/xMcbZ2hxh8,en,June,Q2
.@FOXBaltimore | Gov. Hogan says over 200 companies contributed to COVID-19 Relief Efforts in MD,120,2020-06-22 18:25:42,Twitter Web App,8,2,LarryHogan,1275132874451189772,,280121510,False,https://t.co/RyOEGLaD20,en,June,Q2
"Happy Birthday, Monica!",47,2020-06-22 12:48:27,Twitter for iPhone,39,2,LarryHogan,1275048003615719428,,280121510,False,https://t.co/tn7y88R1we,en,June,Q2
"I learned more from my dad about integrity from that act alone than most men learn in a lifetime, and I could not be more proud to be his son.",142,2020-06-21 14:41:39,Twitter Web App,36,0,LarryHogan,1274714102728884227,280121510.0,280121510,False,,en,June,Q2
"As the world was watching, he was the first Republican on the House Judiciary Committee to call for the impeachment of President Richard Nixon, and the only Republican to vote for all three articles of impeachment.",214,2020-06-21 14:41:39,Twitter Web App,32,2,LarryHogan,1274714102028537859,280121510.0,280121510,False,,en,June,Q2
"My dad was my hero and will always be the man that I am most proud of. For Larry Hogan, Sr., no challenge was too big and nothing ever seemed impossible. He stood up and fought for what was right, even when the odds were stacked against him.",265,2020-06-21 14:41:39,Twitter Web App,54,1,LarryHogan,1274714101101604866,,280121510,False,https://t.co/mqIGiCWrF7,en,June,Q2
.@wjz | New Free COVID-19 Testing Site Opening At Baltimore Convention Center,101,2020-06-17 12:47:30,Twitter for iPhone,18,6,LarryHogan,1273235822498676736,,280121510,False,https://t.co/ysJfelga7b,en,June,Q2
.@FOXBaltimore | Free COVID-19 Testing Begins At Baltimore Convention Center Tomorrow,109,2020-06-16 13:47:42,Twitter Web App,21,9,LarryHogan,1272888583456727040,,280121510,False,https://t.co/FN3KoP6tWw,en,June,Q2
.@WJZ | New COVID-19 Testing Site To Open In Prince George's County,91,2020-06-14 12:29:44,Twitter for iPhone,8,4,LarryHogan,1272144186649858051,,280121510,False,https://t.co/aFEPDYs6Dx,en,June,Q2
.@wjz | CVS Announces 33 Additional Drive-Thru Coronavirus Testing Locations – CBS Baltimore,116,2020-06-12 12:10:52,Twitter for iPhone,16,7,LarryHogan,1271414664929447936,,280121510,False,https://t.co/irGB1TsIJh,en,June,Q2
"Governor Hogan Announces Next Stage Two Reopenings, Including Indoor Dining and Outdoor Amusements",122,2020-06-11 00:02:42,Twitter for iPhone,23,5,LarryHogan,1270869027431292930,,280121510,False,https://t.co/2VhEtjcxOk,en,June,Q2
Watch today's announcement live:,56,2020-06-10 21:04:37,TweetDeck,6,0,LarryHogan,1270824213323091969,,280121510,False,https://t.co/iUttGqJ6Vg,en,June,Q2
"Today at 5:00 PM, I will hold a press conference to provide an update on the reopening of our economy and Stage Two of the #MarylandStrong Roadmap to Recovery.

Watch live here on Twitter, Facebook, or YouTube (live captioning available):",286,2020-06-10 19:30:00,TweetDeck,15,6,LarryHogan,1270800399759478785,,280121510,False,https://t.co/3zyjli5K4e,en,June,Q2
.@wbaltv11  | Gov. Hogan to update Stage Two of coronavirus recovery plan,97,2020-06-10 15:50:39,Twitter Web App,23,6,LarryHogan,1270745199115984899,,280121510,False,https://t.co/WgmXdgiDiv,en,June,Q2
".@BaltimoreSun | Maryland coronavirus hospitalizations decline to lowest level in eight weeks, health officials say",139,2020-06-07 15:29:21,Twitter for iPhone,63,5,LarryHogan,1269652675626504195,,280121510,False,https://t.co/jREwXJIUFj,en,June,Q2
".@47abc | Md. surpasses 400,000 COVID-19 tests, positivity rate drops to 8.4%",102,2020-06-05 16:06:10,TweetDeck,23,2,LarryHogan,1268937163829370886,,280121510,False,https://t.co/CCI8XzvBcp,en,June,Q2
".@frednewspost | Hospitalizations, positivity rate continue to fall",91,2020-06-05 01:23:13,Twitter for iPhone,28,2,LarryHogan,1268714962496733186,,280121510,False,https://t.co/A6de4fDAaQ,en,June,Q2
.@wbalradio | Gov. Hogan: Maryland Ready For Second Phase Of Reopening,94,2020-06-04 18:00:00,TweetDeck,12,2,LarryHogan,1268603425731665920,,280121510,False,https://t.co/Iwgjm5ItxL,en,June,Q2
".@FOXBaltimore | COVID-19 IN MD: Positivity rate 8.91%, 27 more deaths, hospitalizations are down",121,2020-06-04 16:32:24,TweetDeck,17,2,LarryHogan,1268581377324339200,,280121510,False,https://t.co/tySCRjYvs4,en,June,Q2
.@BaltBizOnline | Gov. Hogan moves Maryland into Stage 2 of reopening,93,2020-06-04 15:30:00,TweetDeck,24,3,LarryHogan,1268565675792117765,,280121510,False,https://t.co/KfFjEcKX9i,en,June,Q2
.@ABC7News | Governor Hogan: Phase Two of Maryland's re-opening begins Friday,101,2020-06-04 13:00:00,TweetDeck,46,10,LarryHogan,1268527926330490881,,280121510,False,https://t.co/hK4H9cLiQX,en,June,Q2
@ABC7News | Governor Hogan: Phase Two of Maryland's re-opening begins Friday,100,2020-06-04 12:30:00,TweetDeck,1,0,LarryHogan,1268520376746643457,14897840.0,280121510,False,https://t.co/hK4H9d2TIv,en,June,Q2
