Tweets,Length,Date,Source,Favourites,RTs,Username,id_str,isRT,tco,Language,Month,Quarter
"Today I’m tipping my hat to all the giants in the Negro Leagues, from Satchel Paige to Toni Stone and so many others. Their brave example, first set 100 years ago, changed America’s pastime for the better––opening it up for new generations of players and fans alike.",290,2020-06-29 14:00:17,Twitter Media Studio,248857,32203,barackobama,1277602792715300864,False,https://t.co/05jWocKs17,en,June,Q2
"Jim’s courage and persistence helped change America for the better. And so did every American who marched, organized, stood up, came out—or changed their own heart because they love someone who did. Happy anniversary, everybody.",252,2020-06-26 14:56:57,Twitter for iPhone,73050,11196,barackobama,1276529890867793920,False,https://t.co/t8ULh2c0P5,en,June,Q2
Michelle and I want every kid in Chicago to grow up knowing even better opportunities than we had. We’re happy to help Chicago Connected reach every kid in the city. This is where I found a purpose and a family––and it’ll always be our home.,265,2020-06-25 19:47:05,Twitter for iPhone,98572,11155,barackobama,1276240519182647297,False,https://t.co/ofSCxK8cJC,en,June,Q2
"I’m joining my friend @JoeBiden tomorrow to talk about everything that’s at stake in this election. 

I hope you’ll join us, too. This is a critical moment in our history––and all of us have to do our part to build this country into what we know it can be.",280,2020-06-22 16:30:58,Twitter Web App,127398,23877,barackobama,1275103999474229249,False,https://t.co/diQxk3uFH2,en,June,Q2
"Juneteenth has never been a celebration of victory, or an acceptance of the way things are. It's a celebration of progress. It's an affirmation that despite the most painful parts of our history, change is possible––and there is still so much work to do.",278,2020-06-19 16:51:15,Twitter Web App,366636,77139,barackobama,1274021940760641536,False,https://t.co/5XCRdnk3iR,en,June,Q2
"...and now to stand up for those ideals, we have to move forward and elect @JoeBiden and a Democratic Congress that does its job, protects DREAMers, and finally creates a system that’s truly worthy of this nation of immigrants once and for all.",244,2020-06-18 15:24:24,Twitter for iPhone,196705,25204,barackobama,1273637698012614664,False,,en,June,Q2
"Eight years ago this week, we protected young people who were raised as part of our American family from deportation. Today, I'm happy for them, their families, and all of us. We may look different and come from everywhere, but what makes us American are our shared ideals…",273,2020-06-18 15:23:59,Twitter for iPhone,579754,86919,barackobama,1273637590013480961,False,,en,June,Q2
"And here are two more essays that powerfully express the hope, heart, grief, and rage that are driving this moment of potential change. 

Racism Is Terrible. Blackness Is Not: 

The Trayvon Generation:",248,2020-06-16 15:30:53,Twitter Web App,30639,5403,barackobama,1272914550917038081,False,https://t.co/64b0Xms1LE,en,June,Q2
These Nashville teenagers are representative of the remarkable leadership we’re seeing from young people across the country and around the world.,171,2020-06-16 15:30:52,Twitter Web App,88176,12117,barackobama,1272914549415477248,False,https://t.co/TMA2BmKyq9,en,June,Q2
"Today reminds us that progress might be slow. It might take decades. But no matter what things might look like today, it’s always possible. Happy Pride month, everybody.",193,2020-06-16 01:06:17,Twitter Web App,758350,104602,barackobama,1272696969899708417,False,https://t.co/ey7p2TgEEf,en,June,Q2
