Tweets,Length,Date,Source,Favourites,RTs,Username,id_str,isRT,tco,Language,Month,Quarter
"If I’m elected, I’ll immediately reach out to Dr. Fauci and ask him to continue his incredible service to our country. 

I’ll have the nation’s top medical experts and scientists ready to advise our response on day one — and I'll actually listen to them.",254,2020-06-30 20:55:00,TweetDeck,243145,33997,joebiden,1278069548076331008,False,,en,June,Q2
"Mr. President, the American people didn’t make enormous sacrifices over the past four months so you could waste your time with late night rants and tweets.

Step up. Take responsibility. Do your job.",199,2020-06-30 19:25:00,TweetDeck,147511,26015,joebiden,1278046898536898560,False,,en,June,Q2
"Tune in as I deliver remarks on how President Trump failed to protect the American people, save our economy, and control the virus:",155,2020-06-30 17:09:30,Periscope,24462,6849,joebiden,1278012801143865344,False,https://t.co/pqbJECpUHQ,en,June,Q2
"I want every single American to know: if you’re sick, if you’re struggling, if you’re worried about how you’re going to get through the day — I will not abandon you. I will not leave you to face these challenges alone.

We are going to get through this — together.",264,2020-06-30 15:22:00,TweetDeck,124205,21624,joebiden,1277985745609908225,False,,en,June,Q2
"As simple as it sounds, we need a president who listens. So much of this could have been prevented if Donald Trump listened to someone other than himself.",154,2020-06-30 00:30:00,TweetDeck,159670,25666,joebiden,1277761266757431299,False,,en,June,Q2
"Folks, tomorrow night marks our first end-of-quarter deadline of the general election. We need your help to hit our goal so we can catch up to Donald Trump's hefty cash-on-hand advantage.
 
I know times are tough, but if you're able, please chip in today:",279,2020-06-29 23:20:00,TweetDeck,9885,3149,joebiden,1277743650412408839,False,https://t.co/mv8ZZdhwAI,en,June,Q2
The President spent his weekend golfing.,64,2020-06-29 21:30:00,TweetDeck,161586,38680,joebiden,1277715968614035457,False,https://t.co/zQepsL9lUp,en,June,Q2
Here’s my promise to you: I’ll appoint a director who will actually go after financial predators and protect consumers.,143,2020-06-29 20:39:07,Twitter Web App,41215,8747,joebiden,1277703163429208068,False,https://t.co/LYY54KXbUk,en,June,Q2
"Today's decision reaffirmed that states can't put in place laws that unduly burden a woman's right to make her own health care decisions—but the fight isn't over. As President, I'll codify Roe v. Wade and protect a woman’s constitutional right to choose.",279,2020-06-29 20:10:00,TweetDeck,26481,5677,joebiden,1277695835413925888,False,https://t.co/qFrH8hFst8,en,June,Q2
"It's time we remember who we are as Americans: we treat each other with dignity and respect, we leave nobody behind, and we give hate no safe harbor.

We are everything that Donald Trump is not.",194,2020-06-29 17:40:00,TweetDeck,105961,21644,joebiden,1277658086556209155,False,,en,June,Q2
"William Perry Pendley spent his career fighting to sell off public lands — and to allow drilling, mining, and logging on them with hardly any oversight. 

Now the President has nominated him to oversee them at @BLMNational. Consider me opposed.",268,2020-06-29 16:19:21,Twitter Web App,21965,7277,joebiden,1277637790965129216,False,https://t.co/jwlQGs68kO,en,June,Q2
White supremacy should be rooted out and relegated to the pages of history — not promoted by the President of the United States.,128,2020-06-29 00:30:00,TweetDeck,216777,38515,joebiden,1277398878526963712,False,,en,June,Q2
The arc of the moral universe bent a little bit more today.,83,2020-06-28 23:48:19,Twitter Web App,69815,9598,joebiden,1277388390518964225,False,https://t.co/OzyeyLc3Rc,en,June,Q2
Obamacare was and is a big deal. We can't let Donald Trump tear it down — we have to protect and build on it.,133,2020-06-28 22:30:00,Twitter Media Studio,17843,4369,joebiden,1277368680276344832,False,https://t.co/P9QZvidZmD,en,June,Q2
"51 years ago today, a movement was born on Christopher Street. As we remember the anniversary of the Stonewall Uprising and the brave individuals who changed our world forever, let's recommit to finishing the job and finally achieving full LGBTQ+ equality. #Pride",287,2020-06-28 21:00:00,Twitter Media Studio,31903,7184,joebiden,1277346032427425799,False,https://t.co/PzbGOMy0zx,en,June,Q2
"Donald Trump's entire presidency has been a gift to Putin, but this is beyond the pale. It’s a betrayal of the most sacred duty we bear as a nation, to protect and equip our troops when we send them into harm’s way.",239,2020-06-28 19:12:00,TweetDeck,60158,17513,joebiden,1277318851160506369,False,https://t.co/r6DCWowxc4,en,June,Q2
"Today the President shared a video of people shouting “white power” and said they were “great.” Just like he did after Charlottesville. 

We’re in a battle for the soul of the nation — and the President has picked a side. But make no mistake: it’s a battle we will win.",269,2020-06-28 17:38:00,TweetDeck,286658,62870,joebiden,1277295195348807680,False,,en,June,Q2
"Children should be released from ICE detention with their parents immediately. This is pretty simple, and I can't believe I have to say it: Families belong together.",189,2020-06-27 23:42:00,TweetDeck,64501,13774,joebiden,1277024411091075072,False,https://t.co/11F5X71AO1,en,June,Q2
"Now, let's push our progress further.",86,2020-06-27 22:10:00,Twitter Media Studio,28856,6582,joebiden,1277001258558042113,False,https://t.co/gm6jgUrcaT,en,June,Q2
"Every day that Donald Trump sits in the Oval Office, he proves just how unfit he is to lead our nation.",103,2020-06-27 20:12:00,TweetDeck,187667,30035,joebiden,1276971562843795457,False,,en,June,Q2
Wear a mask.,36,2020-06-27 17:28:00,TweetDeck,267279,32831,joebiden,1276930290858905605,False,https://t.co/lejMbH1jjC,en,June,Q2
"If Donald Trump prevails in the U.S. Supreme Court, insurers could strip away your health insurance coverage or jack up premiums — simply because you experience long-term effects after battling the coronavirus.

We can't let that happen.",261,2020-06-27 15:15:00,TweetDeck,40582,11586,joebiden,1276896820547985409,False,https://t.co/cpgHP1FQuS,en,June,Q2
Equal representation and participation matter. #DCStatehood,83,2020-06-27 01:09:17,Twitter Web App,24835,4777,joebiden,1276683990594879493,False,https://t.co/EmwKbEeuI3,en,June,Q2
"I know these times are dark, but I firmly believe that our best days still lie ahead. If we come together as one America, there's nothing that we can't accomplish.",163,2020-06-27 00:01:00,TweetDeck,112401,17105,joebiden,1276666804782407680,False,,en,June,Q2
"Health care is a right for all — not a privilege for the few. We have to ensure every single American has access to the care they need and deserve.

Here’s what I would do as president:",233,2020-06-26 22:38:00,TweetDeck,18436,4763,joebiden,1276645916988993537,False,https://t.co/gm6jgUrcaT,en,June,Q2
"Congratulations, Alexis. We need you in this fight. Proud to stand with you and Planned Parenthood Action Fund.",135,2020-06-26 20:11:23,Twitter Web App,14584,2297,joebiden,1276609021026459650,False,https://t.co/7x7UP9KutR,en,June,Q2
Progress is possible.,45,2020-06-26 18:55:00,TweetDeck,82495,10125,joebiden,1276589797398765574,False,https://t.co/wvw97zNd9j,en,June,Q2
Donald Trump is acting like a child who just can’t believe this pandemic has happened to him.,117,2020-06-26 17:36:00,Twitter Web App,46826,10979,joebiden,1276569916427120640,False,https://t.co/06xilwAmlV,en,June,Q2
"Last week, President Trump claimed the virus would ""fade away.""

Now, we're facing a record-high number of new cases, and it's surging across the country.

Trump refuses to listen to the experts and take action — and we're all paying the price.",244,2020-06-26 15:35:00,TweetDeck,80992,18540,joebiden,1276539465830449154,False,,en,June,Q2
"In this moment, we have an enormous opportunity to root out systemic racism and close the racial wealth and income gaps. We can do it, together.",168,2020-06-26 01:50:00,Twitter Media Studio,29831,7333,joebiden,1276331847987990529,False,https://t.co/l6AmXzfDDB,en,June,Q2
Donald Trump is the worst possible person to lead us through a global pandemic.,79,2020-06-25 23:30:00,TweetDeck,352358,47427,joebiden,1276296615377145856,False,,en,June,Q2
DC should be a state. Pass it on.,57,2020-06-25 22:45:20,Twitter Web App,126996,30440,joebiden,1276285377595281408,False,https://t.co/xUJ1sud76f,en,June,Q2
"The American people have sacrificed so much to fight this virus — we've lost lives, businesses, paychecks. And now, we're losing the progress we've made because this president refuses to do his job.

Donald Trump has failed our nation every step of the way.",281,2020-06-25 21:48:17,Twitter Web App,29683,8395,joebiden,1276271018143879168,False,https://t.co/k5CCKcJzjZ,en,June,Q2
"While President Trump continues his victory lap, over 20 million Americans remain out of work. He may have forgotten about you, but I never will — and I'll fight for you every single day in the White House.",230,2020-06-25 20:33:14,Twitter Web App,43609,9487,joebiden,1276252130731610112,False,https://t.co/cuBH5ufI2f,en,June,Q2
"While the Trump Administration continues their efforts to rip health care away from millions, I'm speaking about how we can make quality, affordable health care available to every American.  Tune in:",223,2020-06-25 18:46:18,Periscope,14541,4356,joebiden,1276225221486243840,False,https://t.co/CJ8KWt4Z2M,en,June,Q2
"Health care workers are selflessly risking their lives every day on the front lines of the fight against COVID-19 — and hundreds have paid the ultimate price.

They are American heroes — and we cannot forget the sacrifices they made to care for us all.",276,2020-06-25 18:20:00,TweetDeck,11392,3198,joebiden,1276218601528229888,False,https://t.co/JBlSo0mYdb,en,June,Q2
"Democracy is under threat globally. Restoring the soul of America means fixing democracy at home, and confronting — not cozying up to — dictators around the world. When I'm president, America will defend democracy at home and abroad.",257,2020-06-25 16:58:00,TweetDeck,17218,4463,joebiden,1276197965451780096,False,https://t.co/3L6gqvXgI7,en,June,Q2
Health care is a right for all — not a privilege for the few.,61,2020-06-25 15:15:00,TweetDeck,151928,23764,joebiden,1276172044925722625,False,,en,June,Q2
"This virus is not just going to disappear because you want it to, Mr. President.

Listen to the experts. Take clear, concrete action. Do your job.",170,2020-06-24 23:59:14,Twitter Web App,82034,16278,joebiden,1275941587596595200,False,https://t.co/kXUiBzMYWS,en,June,Q2
"Tonight, @DrBiden and I will be hosting ""A Community of Pride"" to celebrate the 50th anniversary of the world's first Pride march. Join us, @theebillyporter, @jvn, @catcora, and @K_JeanPierre at 7:30 PM ET:",254,2020-06-24 22:30:00,TweetDeck,10115,2121,joebiden,1275919129292095488,False,https://t.co/cFrDy8CbhY,en,June,Q2
"I am proud to have the @NRDC_AF, under the exceptional leadership of my friend Gina McCarthy, by my side. Together, we'll lead the world in a clean energy revolution that will help us reduce our carbon emissions and create good-paying union jobs.",270,2020-06-24 21:26:25,Twitter Web App,11944,2777,joebiden,1275903127808618504,False,https://t.co/nCJ726LVVr,en,June,Q2
"Ignore the polls. 

Register to vote:",85,2020-06-24 19:40:11,Twitter Web App,147635,39742,joebiden,1275876391389728768,False,https://t.co/Hy8C4mIL2M,en,June,Q2
"Brian — the courage and strength you've shown in the face of daunting odds is an inspiration to us all. I'm confident that with folks like you leading the way and with the power of our best minds, we'll find treatments and cures and beat this thing once and for all.",290,2020-06-24 17:25:48,Twitter Web App,14764,2859,joebiden,1275842575803527169,False,https://t.co/QbwQoEaAp7,en,June,Q2
"Workers called back on the job deserve access to regular, reliable COVID-19 testing.",84,2020-06-24 15:26:00,TweetDeck,87621,13752,joebiden,1275812425120444416,False,,en,June,Q2
"Instead of passing police reform or helping hardworking Americans get through this crisis, Republicans are jamming through another one of Trump’s unqualified nominees. It's wrong.

Cory Wilson lacks judicial temperament and experience—and has no place on a Federal Court.",295,2020-06-24 01:58:35,Twitter Web App,18404,5690,joebiden,1275609235171180545,False,https://t.co/jmVXBZroCa,en,June,Q2
"We need a president who will expand access to quality, affordable health care — not rip it away.",96,2020-06-24 01:12:00,TweetDeck,115908,17303,joebiden,1275597508903747584,False,,en,June,Q2
"To everyone who is scared, hurting, and wondering what's going to happen next: I want you to know I see you. I hear you. And I'll fight for you every single day in the White House.",204,2020-06-23 23:45:00,Twitter Media Studio,31924,7811,joebiden,1275575614607691776,False,https://t.co/UDQiuTX69L,en,June,Q2
Our planet cannot take four more years of Donald Trump.,79,2020-06-23 22:36:00,TweetDeck,73167,16183,joebiden,1275558250109272064,False,https://t.co/0Wrl9URSxF,en,June,Q2
"The American people are tough, resilient, and always full of hope. There’s not a single thing we can't do if we do it together.",127,2020-06-23 20:15:00,TweetDeck,74080,11815,joebiden,1275522767094517760,False,,en,June,Q2
It's clear Donald Trump will stop at nothing to tear down Obamacare and rip health care away from millions. We cannot let him get away with it. We have to build on the ACA with a new public option to ensure everyone receives the care they deserve.,271,2020-06-23 18:30:00,TweetDeck,16791,4559,joebiden,1275496343872712705,False,https://t.co/34NCSYhO2C,en,June,Q2
"It's pretty simple: If we want to save people's jobs and save people's lives, we need more testing — and we need it faster. The President is intentionally slowing it down.",195,2020-06-23 16:36:50,Twitter Web App,49823,12811,joebiden,1275467864544366596,False,https://t.co/bu1oq1TwzL,en,June,Q2
This is yet another attempt to distract from this Administration's failure to lead an effective response to COVID-19. Immigrants help grow our economy and create jobs. The President can't scapegoat his way out of this crisis.,249,2020-06-23 14:10:02,Twitter Web App,33728,8741,joebiden,1275430918946263041,False,https://t.co/FEqWNJG6TK,en,June,Q2
"It's worth repeating that this weekend, President Trump admitted he directed his administration to slow down coronavirus testing in the middle of a global pandemic.

He continues to prove just how unfit he is to lead our nation.",228,2020-06-23 01:05:00,TweetDeck,156357,32031,joebiden,1275233359615180800,False,,en,June,Q2
"To Ashley, and all the health care workers on the front lines of this fight, thank you. You are American heroes.",136,2020-06-23 00:05:00,Twitter Media Studio,18484,4001,joebiden,1275218260116549633,False,https://t.co/B6UCR5xmhc,en,June,Q2
"Tomorrow, President @BarackObama and I are hosting a virtual grassroots fundraiser. We’ll be answering some of your questions and taking a few trips down memory lane. You won’t want to miss it.
 
Time is running out to reserve your spot. RSVP today:",273,2020-06-22 23:08:00,TweetDeck,28488,7619,joebiden,1275203915403927555,False,https://t.co/spYqBqnX0U,en,June,Q2
"The strength of the LGBTQ+ community has always been rooted in the ability to find hope in spite of setbacks. If we stand together #UnitedByPride, we'll get through this — and emerge stronger.",216,2020-06-22 20:30:00,Twitter Media Studio,20855,5009,joebiden,1275164153817321473,False,https://t.co/nXPtQqQB98,en,June,Q2
"No one should have to choose between their paycheck and their health. That's why my plan for a safe and effective reopening ensures everyone has access to testing and paid leave for all those who get sick from COVID-19.

Read more here:",260,2020-06-22 19:40:00,TweetDeck,17373,4443,joebiden,1275151570410393612,False,https://t.co/v6hImc0J3q,en,June,Q2
"We can overcome four years of Donald Trump. But if we give him eight years in the White House, he will forever alter the character of our nation.

We can't stand by and let that happen.",185,2020-06-22 16:52:00,TweetDeck,226902,37623,joebiden,1275109292014620672,False,,en,June,Q2
From my days as a public defender to my time as Vice President — I've spent my career fighting against injustice. And I'm not finished yet.,163,2020-06-22 13:25:00,Twitter Media Studio,44072,10245,joebiden,1275057198687596545,False,https://t.co/vJ7jDk9OCH,en,June,Q2
"Trump talks tough on Venezuela, but admires thugs and dictators like Nicolas Maduro. 

As President, I will stand with the Venezuelan people and for democracy.",183,2020-06-22 03:40:57,Twitter Web App,38129,7838,joebiden,1274910217508196352,False,https://t.co/eUt28UxyXS,en,June,Q2
"Trump opposed sanctioning China’s government over its atrocious human rights violations to protect his hollow trade deal and serve his own personal interests.

Where Trump has been weak, I will be strong, clear, and consistent in standing up for America's values and its people.",302,2020-06-22 02:59:35,Twitter Web App,33998,8671,joebiden,1274899809791508480,False,https://t.co/AgGPD46JJN,en,June,Q2
"My dad instilled a lot in me, but perhaps most important is the belief that there’s no higher calling than to be a good parent. Happy Father’s Day to all the dads working to help raise their children — and all our children — to be honorable, generous, and kind.",285,2020-06-21 23:42:38,Twitter Web App,91953,11419,joebiden,1274850243671097347,False,https://t.co/Lsm7AkABTn,en,June,Q2
"I can't believe I have to say this, but we should be speeding up testing — not slowing it down.",119,2020-06-21 21:48:57,Twitter Media Studio,143627,33600,joebiden,1274821636466892806,False,https://t.co/zuZh7DiQ9X,en,June,Q2
"It’s in some of our darkest moments of despair that we’ve made some of our greatest progress. If we stand together, as one America, we'll rise stronger than before.",188,2020-06-21 19:24:00,Twitter Media Studio,47631,15675,joebiden,1274785156050464768,False,https://t.co/buzkmkM1Gf,en,June,Q2
Speed up the testing.,21,2020-06-21 02:50:17,Twitter Web App,251718,34800,joebiden,1274535081470824451,False,,en,June,Q2
I've found that the way to overcome enormous tragedy in your life is to turn that grief and pain into purpose. Christian Cooper and I discussed how we can take our collective pain in this moment and turn it into a catalyst for change:,258,2020-06-21 00:45:00,Twitter Media Studio,22290,5404,joebiden,1274503550358478850,False,https://t.co/uPtszYLXxN,en,June,Q2
"This nation has always strived to serve as a beacon of hope, but Trump has made it clear that he does not believe our country should be a place of refuge. 

As president, I'll recommit to building a more inclusive and welcoming America. #WorldRefugeeDay",279,2020-06-20 23:35:52,Twitter Web App,26479,5657,joebiden,1274486151714353152,False,https://t.co/akD4aANCia,en,June,Q2
Folks credit me for speaking out on marriage equality in 2012 — but I'm not the one who took a real risk. Countless others did the hard work and paid a price just for being themselves. Christian Cooper and I discussed the trailblazers who came before us and the work that remains:,304,2020-06-20 22:22:00,Twitter Media Studio,17765,4346,joebiden,1274467563745865729,False,https://t.co/bEPmsRgZDo,en,June,Q2
"Donald Trump is so eager to get back to his campaign rallies that he’s willing to put people at risk and violate CDC guidelines — as long as they sign a waiver promising not to hold his campaign liable.

Unbelievable.",217,2020-06-20 21:24:00,TweetDeck,187346,31461,joebiden,1274452967211569155,False,,en,June,Q2
"The Tulsa Race Massacre is one of the worst incidents of racial violence in our history — and it has been erased from our national consciousness for far too long.

It’s time we reckon with what happened in 1921.",235,2020-06-20 19:36:00,Twitter Media Studio,33222,12016,joebiden,1274425788117417986,False,https://t.co/wYX3Adq3vN,en,June,Q2
"Christian Cooper’s encounter in Central Park was another wake-up call for our nation and a reminder of the work that remains to root out hate and intolerance. I'm grateful for Christian's support and know with folks like him leading the way, we'll get the job done.",289,2020-06-20 17:25:00,Twitter Media Studio,24084,6135,joebiden,1274392820938309634,False,https://t.co/XWhcTjbo0t,en,June,Q2
"We're months into this pandemic and still don't have proper testing, PPE, or clear nationwide guidance. Instead, Donald Trump:

- Pushes dangerous, disproven drugs
- Stands in the way of the CDC
- Refuses to wear a mask

He is failing even the most basic test of leadership.",274,2020-06-20 15:24:00,TweetDeck,86599,18278,joebiden,1274362370375274496,False,,en,June,Q2
"I know it can be hard to keep faith that we will ever achieve that more perfect union we strive to be. But ours is a union worth fighting for — and we are all called to the cause.

None of us can turn away. None of us can stay silent.",234,2020-06-20 00:30:00,TweetDeck,50117,9855,joebiden,1274137388227465216,False,,en,June,Q2
Donald Trump’s failure to fight the coronavirus with the same energy and focus that he uses to troll his enemies on Twitter has cost us lives — and is putting hope for an economic recovery at risk.,197,2020-06-19 23:05:00,TweetDeck,131339,24772,joebiden,1274115997029421056,False,,en,June,Q2
"I’ve said from the outset of this election that we are in a battle for the soul of this nation. Who we are. What we believe. And maybe most important — who we want to be. It’s all at stake.

That's the case we're making in our first TV ad of the general election:",287,2020-06-19 20:47:00,Twitter Media Studio,33989,11141,joebiden,1274081268142137350,False,https://t.co/gGeSmBIIxA,en,June,Q2
"On June 19, 1865, in Galveston, TX, the last enslaved African Americans were finally given notice of their freedom. 155 years later, we're still on the long road to equality, equity, and fairness for all.

We can't rest until the promise of this nation is fulfilled. #Juneteenth",302,2020-06-19 18:53:00,Twitter Media Studio,25648,7952,joebiden,1274052578876088320,False,https://t.co/ZHOH8Hz57H,en,June,Q2
"#Juneteenth reminds us of how vulnerable our nation is to being poisoned by systems and acts of inhumanity—but it's also a reminder of our ability to change. Together, we can lay the roots of real and lasting justice, and become the extraordinary nation that was promised to all.",279,2020-06-19 17:38:00,TweetDeck,44556,8251,joebiden,1274033704587767814,False,,en,June,Q2
"Amy — from the moment you announced you were running for president in a snowstorm, it wasn't hard to see you had the grit and determination to do anything you set your mind to. You know how to get things done. With your help, we’re going to beat Donald Trump.",283,2020-06-19 03:13:35,Twitter Web App,69138,9219,joebiden,1273816170081193984,False,https://t.co/4kquPZtSV9,en,June,Q2
"Climate change is linked to increased pregnancy risks — and heartbreakingly, Black mothers are being hit the hardest. As President, I'll work every day to tackle the climate crisis head-on and root out injustice. Because they are intertwined.",266,2020-06-19 01:45:00,Twitter Web App,16576,3826,joebiden,1273793874226544641,False,https://t.co/egmxpkXoLc,en,June,Q2
To all the Dreamers who make our country better and stronger every single day: Thank you. This country needs you. #HomeIsHere,149,2020-06-19 01:15:00,Twitter Media Studio,28381,5882,joebiden,1273786324512763904,False,https://t.co/VZPVqY1cgq,en,June,Q2
"The decisions of the last few days should remind us all of the immense power of the Supreme Court — and the generational impact its justices can have.

We have the power to shape the Court's future this November — and we can’t forget that.",239,2020-06-19 00:45:00,TweetDeck,49410,9829,joebiden,1273778774849404928,False,,en,June,Q2
"I'm ready on day one. After more than three years in office, why isn't Donald Trump ready?",114,2020-06-19 00:00:00,Twitter Media Studio,23643,5217,joebiden,1273767450543304705,False,https://t.co/ksgxTsG7QK,en,June,Q2
Dreamers are Americans. Period.,31,2020-06-18 23:05:00,TweetDeck,200197,25242,joebiden,1273753609302351872,False,,en,June,Q2
"Just like Donald Trump couldn’t wish COVID-19 away in March, and just like he couldn’t tweet it away in April — he can’t ignore it away in June.",168,2020-06-18 22:12:00,Twitter Media Studio,18538,4725,joebiden,1273740271214227456,False,https://t.co/nOBnrL4rWi,en,June,Q2
"Here’s my promise to you: On day one, I’ll send a bill to Congress that creates a clear roadmap to citizenship for Dreamers and 11 million undocumented people who are already strengthening our nation. It’s long overdue.",219,2020-06-18 21:00:00,TweetDeck,126572,21315,joebiden,1273722153301655554,False,,en,June,Q2
"It didn’t have to be this bad. But we have a president who is more interested in taking a victory lap than he is in doing the work needed to solve this crisis.

We need a president who will put the American people first — and actually do the work.",271,2020-06-18 19:37:58,Twitter Web App,26328,6434,joebiden,1273701510380126212,False,https://t.co/Lk1GDmSmAM,en,June,Q2
"Thanks, Barack. You're right — and we won't stop until every Dreamer feels safe in this country.",120,2020-06-18 18:06:34,Twitter Web App,72625,12171,joebiden,1273678505901948928,False,https://t.co/fVoZRhabRy,en,June,Q2
"Donald Trump inherited a growing economy from President Obama and me. And just like everything else he has inherited in his life, he has squandered it.",175,2020-06-18 17:35:00,Twitter Media Studio,52507,15176,joebiden,1273670561864929280,False,https://t.co/kxBBzhxvxc,en,June,Q2
"The Supreme Court’s ruling today is a victory made possible by the courage and resilience of hundreds of thousands of DACA recipients who bravely stood up and refused to be ignored. And as President, I will get to work immediately to make it permanent.",276,2020-06-18 15:58:00,TweetDeck,43422,8945,joebiden,1273646151024214016,False,https://t.co/xKkCp4P9Ff,en,June,Q2
"Donald Trump wants to style himself a wartime president against an invisible enemy — but he has surrendered the fight.

Instead of leading the charge to defeat this virus, he has waved the white flag and retreated.",214,2020-06-18 01:45:00,TweetDeck,79640,16070,joebiden,1273431486339796994,False,,en,June,Q2
"Vice President Pence claimed success because COVID-19 deaths are “down to” fewer than 750 a day.

That's more than 20,000 a month — and they're self-congratulating? Unbelievable.

It may be good enough for President Trump, but it will never be acceptable if I am President.",297,2020-06-18 00:45:00,Twitter Media Studio,39249,10285,joebiden,1273416386841214976,False,https://t.co/9h08nxjC6k,en,June,Q2
I’m proud to stand with folks across the country participating in today’s #WorkersFirst Caravan. Senate Republicans need to pass the #HeroesAct now and take action to root out systemic racism.,216,2020-06-18 00:21:16,Twitter Web App,8251,2189,joebiden,1273410413569495040,False,https://t.co/s5zCJBXYIp,en,June,Q2
"If John Bolton's accounts are true, it’s not only morally repugnant, it’s a violation of Donald Trump’s sacred duty to the American people to protect America’s interests and defend our values.",192,2020-06-17 23:35:00,TweetDeck,126592,25773,joebiden,1273398770944770048,False,,en,June,Q2
"Donald Trump ignored the experts, downplayed the threat COVID-19 posed, and failed to take the action necessary to contain it — and now in many states, COVID cases are on the rise again.

This president has failed to lead our nation.",257,2020-06-17 21:06:07,Twitter Web App,34566,8724,joebiden,1273361303973900289,False,https://t.co/1fdu8WMeN5,en,June,Q2
"Five years ago, nine good souls were ripped from this world — killed by hate and white supremacy. Today, we honor the memory of the Emanuel Nine and the unspeakable grace of those they left behind.",221,2020-06-17 19:15:00,Twitter Media Studio,25676,6673,joebiden,1273333339710160896,False,https://t.co/zpVG2ak8aK,en,June,Q2
"I'm in Darby, Pennsylvania, to discuss how we can make sure the country's reopening is safe, effective, and gets Americans back to work. Tune in:",169,2020-06-17 18:29:05,Periscope,15101,3704,joebiden,1273321785027518464,False,https://t.co/VaCPc32w9A,en,June,Q2
"The truth of our nation is that too often the color of your skin alone can endanger your life and, for far too long, systemic racism has oppressed communities of color in the United States.

It has to change.",208,2020-06-17 15:02:00,TweetDeck,73168,13840,joebiden,1273269670796288002,False,,en,June,Q2
We need a president who chooses unity over division.,52,2020-06-17 00:30:00,TweetDeck,181170,22941,joebiden,1273050224144023552,False,,en,June,Q2
"I’ve said it before, and I’ll say it again: Donald Trump is running the most corrupt administration in modern American history.",151,2020-06-16 23:27:05,Twitter Web App,85498,20776,joebiden,1273034393175625730,False,https://t.co/6Uxn50HzH9,en,June,Q2
"We have the power to write the future we want for this country. One where health care is a right, we lead the world in the fight against climate change, we end our gun violence epidemic, and our government works for all — not just the powerful.

Let’s do it together.",267,2020-06-16 22:08:00,TweetDeck,39596,8476,joebiden,1273014488858583040,False,,en,June,Q2
"We can’t forget that in the middle of a global pandemic, the Trump Administration is trying to gut Obamacare and rip health insurance away from millions. It's morally reprehensible.",181,2020-06-16 20:30:00,TweetDeck,96741,21493,joebiden,1272989827282001921,False,,en,June,Q2
"Systemic racism pervades every part of our society, including law enforcement — and we have to do the hard work to root it out. In January, I sat down with Jake, a field organizer on our campaign, to listen to what he had to say and discuss how we can move forward:",289,2020-06-16 17:13:00,Twitter Media Studio,17954,5875,joebiden,1272940249648377856,False,https://t.co/mVkxpWxbod,en,June,Q2
"This virus won’t just go away because you want it to, Mr. President. It’s time for you to step up and do your job.",114,2020-06-16 15:17:00,TweetDeck,168201,25666,joebiden,1272911057330167813,False,,en,June,Q2
Los Dreamers son estadounidenses. Trump les quitó la protección que lograron con tanto esfuerzo. Esto es inaceptable. El primer día de mi presidencia enviaré un proyecto de ley al Congreso que protegerá a los beneficiarios de DACA de la deportación.,273,2020-06-16 02:20:00,TweetDeck,12773,3005,joebiden,1272715518743584768,False,https://t.co/mGmTA03HEq,en,June,Q2
LGBTQ+ rights are human rights. Period.,39,2020-06-16 01:15:00,TweetDeck,258639,32484,joebiden,1272699161016582145,False,,en,June,Q2
"Folks, I’ve got some big news: Next week, I’m getting together with my friend and former boss, President @BarackObama, for a virtual grassroots fundraiser. We would love to see you there.
 
Chip in now to get your ticket:",245,2020-06-16 00:41:00,TweetDeck,48427,10628,joebiden,1272690604464431104,False,https://t.co/UD3RHHKIw1,en,June,Q2
"Dreamers are Americans. But Trump's ripped away the hard-won protections of DACA recipients, throwing their lives into upheaval. It’s unacceptable, and on day one of my presidency I will protect them from deportation and send a bill to Congress.",269,2020-06-16 00:30:00,TweetDeck,24685,5906,joebiden,1272687836349837313,False,https://t.co/YlvFuCaTrZ,en,June,Q2
"I wish I could say this hate began with Donald Trump and will end with him. It didn’t, and it won’t. American history isn’t a fairytale with a guaranteed happy ending.
 
It's up to all of us to do the hard work to ensure the American ideal finally wins out.",281,2020-06-15 22:55:00,Twitter Media Studio,36338,9351,joebiden,1272663928728743937,False,https://t.co/iUyi82zXN7,en,June,Q2
"I'm grateful for @PPact's support and proud to stand with them in this fight. As president, I’m going to do everything in my power to expand access to quality, affordable health care — including reproductive health care.",244,2020-06-15 20:45:24,Twitter Web App,13836,3221,joebiden,1272631315775586306,False,https://t.co/dYHAOGlfSQ,en,June,Q2
"Donald Trump is not responsible for COVID-19, but he does bear full responsibility for his slow, uncoordinated, bungled response.",153,2020-06-15 20:00:00,TweetDeck,71606,13837,joebiden,1272619889501454337,False,https://t.co/IUdWpqZncn,en,June,Q2
"Race-neutral policies are not a sufficient response to race-based disparities. We need to tackle systemic racism head-on and ensure everyone has a fair shot at the American dream.

Here’s what I would do as president:",241,2020-06-15 17:20:00,TweetDeck,14445,4021,joebiden,1272579623285448706,False,https://t.co/Ni1rAm8DNZ,en,June,Q2
Today's decision is another step in our march toward equality for all. The Supreme Court has confirmed the simple but profoundly American idea that every human being should be treated with respect. But we're not done.,241,2020-06-15 15:53:00,TweetDeck,61947,12078,joebiden,1272557729257672704,False,https://t.co/Bz4SMA9tgb,en,June,Q2
"After reports of wealthy Trump donors getting millions in relief meant for small businesses, the administration is now refusing to disclose where the PPP money went. It's unacceptable.

The American people deserve answers.",246,2020-06-15 00:01:00,TweetDeck,77874,27252,joebiden,1272318150525280257,False,https://t.co/F2n3PA7RZU,en,June,Q2
