Tweets,Length,Date,Source,Favourites,RTs,Username,id_str,in_reply_to_user_id,user_id,isRT,tco,Language,Month,Quarter
"Israel's annexation of occupied territory would be a disaster for international law, self-determination, freedom and equality.

I stand with @AOC and House progressives. We cannot allow U.S. tax dollars to be used to violate Palestinians' human rights.",276,2020-06-30 21:21:34,Twitter Web App,33498,8035,SenSanders,1278076233776074755,,29442313,False,https://t.co/UkrTcWhHvy,en,June,Q2
"Join me NOW: I urge my colleagues to stop pouring billions of dollars into wars and weapons.

President Eisenhower and Dr. King were right. We need the guts to say NO to the military industrial complex and start focusing on real human needs.",265,2020-06-30 19:00:33,Twitter Media Studio,9621,2481,SenSanders,1278040745014951936,,29442313,False,https://t.co/6DdSZQJJN1,en,June,Q2
"Today, I asked Dr. Fauci whether we need to manufacture and distribute free, high-quality masks and guarantee free vaccines to everyone in America.

He agreed.

The Senate must listen to our public health experts and immediately pass my proposals to do exactly that.",290,2020-06-30 17:13:36,Twitter Media Studio,5874,1467,SenSanders,1278013830367457280,,29442313,False,https://t.co/TCc4kDCsn6,en,June,Q2
"Health care workers who risk their lives every day fighting this pandemic are being denied the personal protective equipment they need. 

The Trump administration's response: Ignoring thousands of workers' safety complaints. Beyond outrageous.",267,2020-06-30 15:59:44,Twitter Web App,1304,377,SenSanders,1277995243439259649,,29442313,False,https://t.co/atIujH4Ncv,en,June,Q2
"In the midst of a pandemic, the Senate is voting on a $740 billion Pentagon budget.

I will be presenting an alternative: Cut the military by 10% to invest in health care, jobs, housing, and the environment.

It's time to transform our national priorities.",280,2020-06-30 14:32:47,Twitter Web App,14566,2859,SenSanders,1277973358974365696,,29442313,False,https://t.co/r18bu95GQ4,en,June,Q2
"The $600 in additional weekly unemployment income passed by Congress saved millions from financial ruin.

Ending it could cost 5 million jobs and hurt countless struggling families. As coronavirus cases rise, we must extend this critical lifeline.",271,2020-06-30 12:40:00,TweetDeck,4471,1089,SenSanders,1277944976920338439,,29442313,False,https://t.co/SxtB0J7roK,en,June,Q2
"How the hell can two people be charged $200 or $6,400 for the same test?

No rational person can accept our dysfunctional, profit-driven health care system.

No more greed. It's time to make health care a human right. It's time to pass Medicare for All.",277,2020-06-29 20:10:00,Twitter Web App,11152,2847,SenSanders,1277695835254296576,,29442313,False,https://t.co/07uKJIP8VB,en,June,Q2
"Trump's lies and incompetence have cost us lives.

America's coronavirus cases are skyrocketing even as other major countries have controlled its spread.

Congress must step up. We need to act urgently to guarantee robust testing, tracing, masks, and medical treatment for all.",301,2020-06-29 18:38:27,Twitter Web App,5636,1361,SenSanders,1277672796936683520,,29442313,False,https://t.co/DtQLpJUaOy,en,June,Q2
"Taxpayers provided funding for the development of this drug. Now Gilead is price-gouging off it during a pandemic. Beyond disgusting. 

Coronavirus treatment must be free to all.",202,2020-06-29 16:30:00,Twitter Web App,20432,6930,SenSanders,1277640473364983821,,29442313,False,https://t.co/RcZHmnTL6G,en,June,Q2
Extremist Republican legislators lost again today. Abortion is a constitutional right and we will make damn sure it stays that way.,155,2020-06-29 15:11:50,Twitter Web App,12187,1688,SenSanders,1277620798732283905,,29442313,False,https://t.co/6o3jDRQO58,en,June,Q2
Billionaires are waging class war against the working people of this country in the middle of a pandemic. That is obscene. It’s time to stand up and fight back.,184,2020-06-29 13:53:14,Twitter Web App,12806,3329,SenSanders,1277601020751876096,,29442313,False,https://t.co/40xeUEpvfR,en,June,Q2
"Whether it is:

🌎 Transforming our energy system away from fossil fuel
✊ Fighting systemic racism
🏥 Ending a cruel and dysfunctional healthcare system
📈 Addressing the grotesque level of wealth inequality in our country

Now is the time for change—real change.",260,2020-06-28 16:41:58,Twitter for iPhone,8784,1778,SenSanders,1277281096367996936,,29442313,False,,en,June,Q2
"It is unbelievable that this has to be said, but no: reducing testing will not make this pandemic go away.

Trump's decision to pull federal support for testing is threatening the health of millions of people.",233,2020-06-27 20:42:00,TweetDeck,7511,1944,SenSanders,1276979112620568579,,29442313,False,https://t.co/qvYR4WEHjC,en,June,Q2
"Unemployment rate:
🇺🇸 13%
🇬🇧 4%

Why? The United Kingdom provided paychecks to its workers and kept them employed. It's about time we do the same.",170,2020-06-27 18:22:00,Twitter Media Studio,7433,1687,SenSanders,1276943880601038848,,29442313,False,https://t.co/5mI5S015j8,en,June,Q2
"If there's any silver lining to this horrible moment that we are in—the pandemic, the economic collapse, police brutality—it is that people are taking a hard look at the kind of society we want to become, and thinking about justice from top to bottom.",251,2020-06-27 15:22:28,Twitter Web App,36007,5996,SenSanders,1276898699671724032,,29442313,False,,en,June,Q2
"Today, the House rightly recognized that D.C.'s 700,000 residents deserve full citizenship as Americans.

If Senate Republicans are sincere in their belief that there can be no taxation without representation, they must immediately schedule a vote to grant statehood to D.C.",298,2020-06-26 19:37:11,Twitter Web App,9327,1740,SenSanders,1276600415359045632,,29442313,False,https://t.co/x1eJM05cMX,en,June,Q2
"As coronavirus cases rise, nurses are demanding that this for-profit, corporate hospital chain provide them with the protective gear and staffing support they need to care for their patients.

I stand with the nurses striking across this country today.",276,2020-06-26 17:31:38,Twitter Web App,2525,649,SenSanders,1276568820547760129,,29442313,False,https://t.co/HMe8XeIrf4,en,June,Q2
"Cut the Pentagon. Feed, shelter, educate, and employ all our people.",92,2020-06-26 15:10:23,Twitter Media Studio,5510,1320,SenSanders,1276533270654726145,,29442313,False,https://t.co/HnSGcfwr4l,en,June,Q2
Do not tell me that a Green New Deal is “radical.” What’s radical is doing nothing to stop climate change while the Arctic is on fire.,158,2020-06-26 12:22:49,Twitter for iPhone,44507,11679,SenSanders,1276491100266602499,,29442313,False,https://t.co/VWpJWqWTu2,en,June,Q2
I said it in 1993 and I'll say it again today: D.C. statehood now!,90,2020-06-25 22:47:25,Twitter Media Studio,7733,1369,SenSanders,1276285898225844229,,29442313,False,https://t.co/3wkOAXzPN4,en,June,Q2
"Why do we spend more on the military than the next 11 nations combined? I have a better idea: Cut Pentagon spending by 10% and invest it in the fight to end homelessness, hunger and poverty in the richest country on Earth.",246,2020-06-25 19:07:25,Twitter Media Studio,20771,4863,SenSanders,1276230533916344321,,29442313,False,https://t.co/vgGd8WdMbu,en,June,Q2
"Join me in a half hour, when I will speak on the Senate floor about my effort with @repmarkpocan, @RepBarbaraLee and @SenMarkey to reduce military spending by 10% and invest that money in communities ravaged by poverty, mass incarceration, deindustrialization and systemic racism.",304,2020-06-25 18:34:29,Twitter Web App,2923,625,SenSanders,1276222248882495495,,29442313,False,https://t.co/gCGBr5udQD,en,June,Q2
"Over fifty years ago, Dr. Martin Luther King Jr. warned us that “a nation that continues year after year to spend more money on military defense than on programs of social uplift is approaching spiritual death.”

That is what our amendment is all about.",277,2020-06-25 14:15:09,Twitter for iPhone,9255,1754,SenSanders,1276156983905783809,,29442313,False,https://t.co/3zxcBVYMwW,en,June,Q2
"President Trump and Senate Republicans would rather deny science than provide the American people with the economic relief and leadership they need, threatening the lives of hundreds of thousands of Americans.

Absolutely shameful.",255,2020-06-25 12:00:00,Twitter Web App,3293,699,SenSanders,1276122974152568832,,29442313,False,https://t.co/bZvFYpHYAy,en,June,Q2
"Today, Republicans pushed empty gestures on police reform. No. Enough lip service.

Any serious effort must ban chokeholds, abolish legal immunity, create unarmed civilian first responders, and strip federal funds for police that violate civil rights.",275,2020-06-25 02:12:16,Twitter Web App,6141,1276,SenSanders,1275975065591521281,,29442313,False,https://t.co/50MTvrf09g,en,June,Q2
"How the hell can corporations going bankrupt and laying off workers still hand out million-dollar bonuses to their CEOs?

CEOs love this game: Heads, I win. Tails, you lose.

This is why workers must get a say in their companies and seats on their boards.",279,2020-06-24 19:18:18,Twitter Web App,6554,1806,SenSanders,1275870885019336711,,29442313,False,https://t.co/mpEUueYsjO,en,June,Q2
"Robert Julian-Borchak Williams was wrongfully arrested because racist facial recognition technology misidentified him for a crime he did not commit.

We can't allow this to happen again. It's time to ban facial recognition technology for policing.",272,2020-06-24 16:57:17,Twitter Web App,8095,2339,SenSanders,1275835400091729920,,29442313,False,https://t.co/T8mtCCAvkG,en,June,Q2
"The pandemic surges, people die, and Trump continues to ignore reality. Let us save lives by using the Defense Production Act to produce high quality masks for everyone, and distribute them free to every household. That's the legislation I am introducing.",279,2020-06-23 17:15:56,Twitter Web App,9407,2074,SenSanders,1275477705455136768,,29442313,False,https://t.co/lqzBLDx1vW,en,June,Q2
"As we combat a deadly pandemic, we must understand that proper sanitation and safe tap water are not luxuries to be denied to the poor—they are essential.

@RepLawrence and I discuss how Congress can and must guarantee clean water to all as a human right:",279,2020-06-23 15:57:25,Twitter Web App,1811,417,SenSanders,1275457946139283456,,29442313,False,https://t.co/XejJiFJyav,en,June,Q2
"Responding to the pandemic with a fierce sense of urgency means providing every working-class person in America with an emergency $2,000 payment each month until this crisis is over so that they can pay the rent, feed their families and make ends meet.",276,2020-06-23 13:41:49,Twitter Media Studio,3612,844,SenSanders,1275423819604213761,,29442313,False,https://t.co/EIw4TISY08,en,June,Q2
"Vulnerable nursing home residents are being kicked out on the street to fend for themselves, in a pandemic, because they're considered ""less-profitable."" How disgusting!

We cannot tolerate a health care system driven by such staggering greed and cruelty.",279,2020-06-22 21:17:21,Twitter Web App,4403,1402,SenSanders,1275176069964890113,,29442313,False,https://t.co/dZFhGaIfc7,en,June,Q2
"We must make it easier to vote—not harder. No one should be forced to wait in line for hours to participate in our elections. 

Our job is to fight racist voter suppression everywhere, restore the Voting Rights Act, and create a vibrant democracy.",271,2020-06-22 18:23:50,Twitter Web App,5141,1253,SenSanders,1275132403405803521,,29442313,False,https://t.co/ECnvxxuydl,en,June,Q2
"America can give tax breaks to billionaires, no problem. But somehow when it comes to workers' rights, we are the worst among major countries.

Here's a radical idea: Maybe working people in the wealthiest country on Earth should get to live with dignity.",279,2020-06-22 15:36:44,Twitter Web App,8540,2265,SenSanders,1275090352500871174,,29442313,False,https://t.co/0WdwZRcRMZ,en,June,Q2
"If the U.S. does not end its involvement in the Saudi-led war, millions of Yemenis may die of famine. It makes me very proud to see our young people organizing together to bring this horrific conflict to an end.",235,2020-06-20 20:39:39,Twitter Media Studio,10950,3091,SenSanders,1274441806495617024,,29442313,False,https://t.co/Vi3siDDzFK,en,June,Q2
"We have three major issues going on in this country: an economic meltdown, a horrific pandemic, and people out in the streets demanding racial justice in America.
 
Senate Leader Mitch McConnell, what is your leadership doing to address these issues? Nothing. Do your job.",272,2020-06-20 18:10:04,Twitter Web App,19352,3459,SenSanders,1274404164622094337,,29442313,False,,en,June,Q2
"Target just raised the minimum wage for its 275,000 workers to $15 an hour. 

Now is the time for Walmart to also raise their minimum wage to at least $15 an hour.

I suspect the world's richest family, the Walton family, can afford it.",260,2020-06-19 20:53:42,Twitter Media Studio,8570,1631,SenSanders,1274082957313978368,,29442313,False,https://t.co/oBKi1Hf4ZH,en,June,Q2
