Tweets,Length,Date,Source,Favourites,RTs,Username,id_str,isRT,tco,Language,Month,Quarter
"Today, the House unanimously passed a resolution recognizing June 19th as Juneteenth Independence Day – commemorating the day in 1865 when slaves in Texas finally learned they were free. Thank you, @JacksonLeeTX18, for leading the House on this historic occasion.",263,2020-06-30 20:36:15,Twitter Web App,29266,5289,speakerpelosi,1278064830340104193,False,,en,June,Q2
"The whole world is praying for a coronavirus vaccine, but it must be effective and safe to be the answer to our prayers. The @US_FDA standards released today are critical to ensuring any vaccine that is approved for the U.S. will be effective and safe.",276,2020-06-30 19:42:02,Twitter Web App,2481,582,speakerpelosi,1278051186730504194,False,https://t.co/hYe2njjOFc,en,June,Q2
"We can keep America #MovingForward, and it starts by rebuilding America’s infrastructure. By investing in communities nationwide, we will create millions of good-paying jobs, combat the climate crisis &amp; address inequality nationwide.",261,2020-06-30 19:29:27,Twitter Web App,1307,321,speakerpelosi,1278048019158532097,False,https://t.co/Y9VijQuwmI,en,June,Q2
"President Trump must hold Chinese officials accountable by deploying sanctions under the 2016 Magnitsky Act and taking steps under the Hong Kong Human Rights and Democracy Act, proudly passed by Congress.",228,2020-06-30 16:10:41,Twitter Web App,4698,1615,speakerpelosi,1277998000124694529,False,https://t.co/1AWktOKAOk,en,June,Q2
"The brutal purpose of Beijing’s so-called “national security” law is to frighten, intimidate &amp; suppress the speech of Hong Kongers. All freedom-loving people must come together to condemn this law, which signals the death of the “one country, two systems” principle.",270,2020-06-30 16:10:41,Twitter Web App,21197,8003,speakerpelosi,1277997999306801154,False,,en,June,Q2
Democrats are committed to #SolvingTheClimateCrisis. Tune in as we unveil our action plan.,115,2020-06-30 14:04:40,Twitter Media Studio,3256,804,speakerpelosi,1277966285570097154,False,https://t.co/cd83QAgZFr,en,June,Q2
".@HouseDemocrats are coming together at 10 am ET to unveil the Select Committee on the @ClimateCrisis’s Action Plan. #SolvingTheClimateCrisis

Watch here:",178,2020-06-30 13:21:46,Sprout Social,2030,407,speakerpelosi,1277955489419202561,False,https://t.co/rFd2fqW3Qv,en,June,Q2
"Americans deserve to know whether the President was briefed about the shocking reports of Russian bounties on American lives – and if not, why officials chose not to inform him. #TheLead",210,2020-06-30 01:50:18,Twitter Media Studio,7432,2102,speakerpelosi,1277781476172599299,False,https://t.co/HyxYYSZLt4,en,June,Q2
"Today, I spoke with DNI Ratcliffe &amp; CIA Director Haspel, following up on my formal request for a full House briefing on intelligence that Russia secretly offered Taliban-connected militants bounties for killing American and coalition troops in Afghanistan.",284,2020-06-30 01:43:56,Twitter Web App,11933,3638,speakerpelosi,1277779872904097792,False,https://t.co/iubfECUIit,en,June,Q2
Read my full statement here:,52,2020-06-29 20:30:06,Twitter Web App,1075,302,speakerpelosi,1277700896336510976,False,https://t.co/Me5kUDfJBx,en,June,Q2
