Tweets,Length,Date,Source,Favourites,RTs,Username,id_str,in_reply_to_user_id,user_id,isRT,tco,Language,Month,Quarter
"Taking executive action to contain the spread of #COVID19.

More information:",125,2020-06-26 14:14:09,Twitter for iPhone,2523,1444,govabbott,1276519120914337793,,19291441,False,https://t.co/P6Ak08plcn,en,June,Q2
".@TDEM in partnership with @TXMilitary will begin distributing 3-ply surgical masks to EVERY Texan who undergoes #COVID19 testing at state-run test collection sites. 
 
Texans can find testing site locations here ➡️",263,2020-06-24 18:43:26,Twitter for iPhone,688,310,govabbott,1275862112171106304,,19291441,False,https://t.co/w1zbFRnvTU,en,June,Q2
"Nuevo anuncio de servicio público #COVID19 en Español: 

La Dra. Amneris Luque de @UTSWNews aconseja a los Texanos usar una máscara, lavarse las manos con frecuencia y de manera eficaz, y continuar practicando el distanciamiento social.",260,2020-06-24 17:30:40,Twitter for iPhone,150,72,govabbott,1275843801614073858,,19291441,False,https://t.co/J1lReD4rML,en,June,Q2
"We need ALL Texans to follow the safety protocols from our team of medical experts including:
 
☑️ Staying home if you are sick or at risk
☑️ Sanitizing your hands
☑️ Social distancing
☑️ Wearing face coverings or masks
 
#COVID19 @TexasDSHS",241,2020-06-22 20:25:51,Twitter for iPhone,624,255,govabbott,1275163110064754695,19291441.0,19291441,False,,en,June,Q2
"Providing an update on Texas’ continued response to #COVID19.
 
Texans and Texas businesses should continue to follow the minimum standard health protocols established by @TexasDSHS to mitigate the spread of this virus.",268,2020-06-22 20:25:50,Twitter for iPhone,587,188,govabbott,1275163107913072640,,19291441,False,https://t.co/LmFUgtCphZ,en,June,Q2
"NEW: Study shows U.S. military installations in Texas create an economic impact of $123.6 billion and support more than 630,000 jobs in communities across the Lone Star State.",223,2020-06-22 15:18:21,Twitter for iPhone,582,194,govabbott,1275085723742412807,,19291441,False,https://t.co/H6B9Mkj8L3,en,June,Q2
"Today marks the 155th anniversary of the date that news of the Emancipation Proclamation arrived in Texas.
 
We celebrate and recognize the freedom Juneteenth represents.
 
Texas continues to stand for liberty for all.",242,2020-06-19 12:56:54,Twitter for iPhone,1484,390,govabbott,1273962963129507840,,19291441,False,https://t.co/02AdKYngx0,en,June,Q2
"As the Lone Star State continues to combat #COVID19, it’s important for every Texan to do their part. 

This includes:
☑️ Washing your hands 

☑️ Practicing social distancing

☑️ Wearing a mask",193,2020-06-16 19:56:30,Twitter for iPhone,536,173,govabbott,1272981398719213569,19291441.0,19291441,False,,en,June,Q2
"Providing an update on Texas’ abundant hospital capacity as the state continues to combat #COVID19.

@TexasDSHS @TDEM @TexasHHSC",177,2020-06-16 19:56:29,Twitter for iPhone,508,189,govabbott,1272981393975410688,,19291441,False,https://t.co/ifiqZFEh1Q,en,June,Q2
"WATCH: New PSA from Dallas Cowboys Linebacker @thejaylonsmith, “Wear A Mask On And Off The Field.""

@dallascowboys | #COVID19",149,2020-06-15 15:32:23,Twitter for iPhone,550,169,govabbott,1272552542543773696,,19291441,False,https://t.co/HUEEkktiic,en,June,Q2
