handle,period,num_communities,pct,isMonth,isQuarter,isYTD
trumpgenrun3sample1,jan,7,0.83,True,False,True
trumpgenrun3sample1,feb,5,0.58,True,False,True
trumpgenrun3sample1,mar,7,0.49,True,False,True
trumpgenrun3sample1,apr,5,0.69,True,False,True
trumpgenrun3sample1,may,6,0.8,True,False,True
trumpgenrun3sample1,jun,5,0.57,True,False,True
trumpgenrun3sample1,YTD,5,0.59,False,False,True
trumpgenrun3sample1,_q1,5,0.64,False,True,True
trumpgenrun3sample1,_q2,4,0.35,False,True,True
trumpgenrun3sample1,YTD,5,0.68,False,False,True
TrumpGenRun3Sample1,jan,7,0.97,True,False,True
TrumpGenRun3Sample1,feb,5,0.59,True,False,True
TrumpGenRun3Sample1,mar,7,0.55,True,False,True
TrumpGenRun3Sample1,apr,5,0.69,True,False,True
TrumpGenRun3Sample1,may,6,0.82,True,False,True
TrumpGenRun3Sample1,jun,5,0.78,True,False,True
TrumpGenRun3Sample1,YTD,5,0.69,False,False,True
TrumpGenRun3Sample1,_q1,5,0.49,False,True,True
TrumpGenRun3Sample1,_q2,5,0.58,False,True,True
TrumpGenRun3Sample1,YTD,5,0.7,False,False,True
TrumpGenRun3Sample2,jan,5,0.55,True,False,True
TrumpGenRun3Sample2,feb,6,0.74,True,False,True
TrumpGenRun3Sample2,mar,7,0.54,True,False,True
TrumpGenRun3Sample2,apr,6,0.43,True,False,True
TrumpGenRun3Sample2,may,5,0.82,True,False,True
TrumpGenRun3Sample2,jun,6,0.62,True,False,True
TrumpGenRun3Sample2,YTD,4,0.59,False,False,True
TrumpGenRun3Sample2,_q1,4,0.38,False,True,True
TrumpGenRun3Sample2,_q2,5,0.63,False,True,True
TrumpGenRun3Sample2,YTD,4,0.71,False,False,True
TrumpGenRun3Sample3,jan,6,0.84,True,False,True
TrumpGenRun3Sample3,feb,6,0.6,True,False,True
TrumpGenRun3Sample3,mar,6,0.87,True,False,True
TrumpGenRun3Sample3,apr,5,0.34,True,False,True
TrumpGenRun3Sample3,may,7,0.51,True,False,True
TrumpGenRun3Sample3,jun,6,0.58,True,False,True
TrumpGenRun3Sample3,YTD,4,0.81,False,False,True
TrumpGenRun3Sample3,_q1,4,0.34,False,True,True
TrumpGenRun3Sample3,_q2,5,0.64,False,True,True
TrumpGenRun3Sample3,YTD,4,0.7,False,False,True
TrumpGenRun3Sample4,jan,5,0.64,True,False,True
TrumpGenRun3Sample4,feb,7,0.55,True,False,True
TrumpGenRun3Sample4,mar,6,0.68,True,False,True
TrumpGenRun3Sample4,apr,6,0.55,True,False,True
TrumpGenRun3Sample4,may,5,0.63,True,False,True
TrumpGenRun3Sample4,jun,7,0.5,True,False,True
TrumpGenRun3Sample4,YTD,4,0.47,False,False,True
TrumpGenRun3Sample4,_q1,4,0.37,False,True,True
TrumpGenRun3Sample4,_q2,5,0.86,False,True,True
TrumpGenRun3Sample4,YTD,4,0.53,False,False,True
TrumpGenRun3Sample5,jan,6,0.47,True,False,True
TrumpGenRun3Sample5,feb,5,0.4,True,False,True
TrumpGenRun3Sample5,mar,6,0.5,True,False,True
TrumpGenRun3Sample5,apr,7,0.58,True,False,True
TrumpGenRun3Sample5,may,5,0.43,True,False,True
TrumpGenRun3Sample5,jun,5,0.51,True,False,True
TrumpGenRun3Sample5,YTD,5,0.77,False,False,True
TrumpGenRun3Sample5,_q1,5,0.6,False,True,True
TrumpGenRun3Sample5,_q2,6,0.65,False,True,True
TrumpGenRun3Sample5,YTD,5,0.74,False,False,True
TrumpGenRun3Sample6,jan,6,0.45,True,False,True
TrumpGenRun3Sample6,feb,7,0.5,True,False,True
TrumpGenRun3Sample6,mar,7,0.36,True,False,True
TrumpGenRun3Sample6,apr,6,0.6,True,False,True
TrumpGenRun3Sample6,may,9,0.65,True,False,True
TrumpGenRun3Sample6,jun,6,0.57,True,False,True
TrumpGenRun3Sample6,YTD,5,0.77,False,False,True
TrumpGenRun3Sample6,_q1,5,0.62,False,True,True
