kw_jan,freq_jan,kw_feb,freq_feb,kw_mar,freq_mar,kw_apr,freq_apr,kw_may,freq_may,kw_jun,freq_jun,kw_junYTD,freq_junYTD
state,29,state,46,#covid19,170,covid19,136,died,95,people,96,connecticut,338
connecticut,21,connecticut,32,state,87,connecticut,103,covid19,88,data,81,covid19,293
live,12,new,20,connecticut,64,updates,76,#memorialday,67,covid19,63,people,267
thanks,11,#ctsots,16,county,58,news,76,#honorthefallen,65,connecticut,56,state,261
new,9,states,13,briefing,57,briefing,73,connecticut,62,news,47,news,248
service,9,year,13,response,54,live,69,army,60,briefing,47,briefing,237
communities,8,efforts,12,news,54,people,62,people,60,latest,38,updates,222
lamont,8,great,12,updates,54,latest,59,briefing,59,live,37,live,220
continue,7,ct,11,order,47,discuss,53,news,59,updates,35,#covid19,190
happening,7,best,11,residents,43,patients,48,data,53,tests,34,data,184
news,7,workforce,11,tested,42,data,45,updates,53,positive,34,latest,173
people,7,live,11,positive,42,state,44,live,51,visit,31,discuss,152
help,6,health,10,provide,41,tested,43,state,43,update,31,tested,145
family,6,families,10,health,40,update,39,latest,43,tested,30,positive,144
good,6,work,9,live,40,positive,36,iraq,40,discuss,29,update,137
proud,6,residents,9,update,37,hospitalized,32,discuss,40,currently,27,died,136
provide,6,education,9,people,34,health,32,patients,30,reported,27,happening,106
business,6,local,9,connecticuts,34,workers,29,tested,28,daily,26,hospitalized,98
residents,6,people,8,@ctdph,33,new,28,hospitalized,28,died,26,health,95
governor,6,online,8,#connecticut,32,visit,27,update,28,hospitalized,26,visit,94
hall,6,community,8,efforts,31,daily,24,daily,28,tracker,24,patients,92
great,6,students,8,public,30,states,23,tests,27,click,24,tests,89
students,6,opportunity,7,actions,30,sets,23,currently,27,todays,20,new,89
forward,6,teachers,7,latest,29,happening,23,afghanistan,27,happening,19,daily,82
stream,6,connecticuts,7,happening,29,video,22,positive,26,watch,16,residents,80
thank,6,holding,7,emergency,28,care,21,reported,26,youtube,15,states,80
town,6,jobs,7,executive,28,hold,21,visit,26,2,14,hold,78
best,5,children,7,new,26,home,20,sets,25,icymi,14,provide,77
announce,5,meeting,6,medical,25,provide,20,school,24,facebook,13,response,73
radio,5,looking,6,signed,25,air,19,hold,23,hold,13,connecticuts,69
transportation,5,working,6,hospitals,24,call,19,age,23,states,13,reported,68
important,5,join,6,discuss,23,heres,19,happening,23,state,12,order,68
call,5,proud,6,continue,22,connecticuts,19,high,22,connecticutwatch,11,efforts,68
healthcare,5,provide,6,tests,22,de,18,sgt,22,covid19watch,11,#memorialday,67
conference,5,morning,6,yesterday,21,best,18,marine,21,pandemic,10,currently,66
efforts,5,schools,6,#connecticuts,20,400,18,youtube,19,community,10,#honorthefallen,65
2020,5,help,6,working,20,public,17,facebook,19,covid,9,public,60
morning,5,serve,6,info,20,work,16,connecticutwatch,17,thank,8,army,60
signed,5,#care4kids,6,hold,19,minutes,16,staff,15,police,8,county,59
honor,5,honor,6,take,19,nursing,16,joined,15,safety,8,thank,55
system,5,starting,6,states,19,facebook,16,video,15,residents,8,working,53
nation,5,chat,5,hospital,19,medical,16,thank,14,efforts,8,help,53
states,5,stay,5,#coronavirus,18,help,16,2004,14,june,8,medical,51
young,5,innovative,5,tonight,18,cases,16,watch,14,school,8,workers,51
office,5,development,5,laboratory,17,response,15,todays,13,4pm,8,continue,51
join,4,2020,5,online,17,#covid19,14,covid19watch,13,de,7,sets,51
ceremony,4,continue,5,home,17,bringing,14,phase,12,phase,7,school,50
bring,4,governor,5,help,17,hospitals,14,reopen,12,support,6,executive,50
ct,4,support,5,additional,17,4pm,14,graduated,11,17,6,facebook,49
thousands,4,coronavirus,5,guidance,17,working,14,roundtable,10,la,6,work,48
january,4,conference,5,testing,17,safe,14,icymi,10,health,6,video,48
working,4,business,5,conference,16,youtube,14,may,10,services,6,youtube,48
public,4,important,5,soon,16,died,13,advisory,10,9,6,call,48
school,4,moving,5,statewide,16,virus,13,cpl,10,public,5,todays,47
administration,4,office,5,businesses,16,together,13,battalion,10,working,5,best,47
quality,4,@cdcgov,5,taking,16,join,13,committee,10,ct,5,hospitals,46
making,4,next,5,stream,16,fatalitiesmore,13,reopening,10,connecticuts,5,emergency,45
safety,4,access,5,ensure,15,thank,13,pfc,9,4,5,@ctdph,45
tomorrow,4,website,5,spread,15,residents,12,member,9,continue,5,watch,44
work,4,economic,5,bringing,15,conference,12,regarding,9,job,5,home,43
information,4,happening,5,morning,15,@ctnationalguard,11,1st,9,mask,5,conference,42
earthquakes,4,address,5,case,14,reported,11,2003,9,came,5,iraq,41
congratulations,4,world,5,preparedness,14,host,11,guidance,9,details,5,take,41
#mentoringmonth,4,center,5,workers,14,ct,11,discussion,9,accountability,5,connecticutwatch,41
programs,4,kids,5,call,14,homes,11,2011,9,hospitalizations,5,ct,40
opportunities,4,@ctdph,5,check,13,reopening,11,members,9,communities,5,tonight,40
settlement,4,program,5,heres,13,connecticutwatch,11,2005,9,local,5,businesses,40
growth,4,news,5,staff,13,tonight,11,service,8,take,5,signed,39
advocates,4,parents,5,full,13,order,11,impact,8,country,5,community,39
jobs,4,conversation,4,schools,13,impact,11,education,8,conversation,5,care,39
take,4,half,4,cases,13,difficult,10,air,8,cases,5,staff,39
future,3,stop,4,date,12,needed,10,spec,8,transparency,5,cases,38
following,3,thousands,4,employees,12,#inthistogetherct,10,911,8,14,5,#connecticut,38
drivers,3,change,4,patients,12,communities,10,infantry,8,opportunity,4,morning,38
id,3,government,4,everyone,12,additional,10,attended,8,regarding,4,heres,37
medical,3,ask,4,healthcare,12,businesses,10,20,7,additional,4,de,36
@ctdmv,3,less,4,certain,12,emergency,10,2006,7,certain,4,join,36
holding,3,throughout,4,federal,12,masks,10,testing,7,inperson,4,testing,36
across,3,country,4,press,12,line,10,1,7,plan,4,impact,35
rail,3,businesses,4,hospitalized,12,ensure,9,health,7,days,4,yesterday,35
legislators,3,amazing,4,stay,12,en,9,commissioner,7,everyone,4,info,34
improve,3,everyone,4,work,12,executive,9,team,7,throughout,4,support,34
remain,3,ensuring,4,declarations,12,spread,9,afternoon,7,work,4,icymi,34
@wfsbnews,3,updates,4,3,12,front,9,joining,7,making,4,actions,34
voters,3,leaders,4,several,11,essential,9,400pm,7,incredible,4,guidance,33
federal,3,protect,4,resident,11,amlisten,9,2007,7,businesses,4,additional,33
held,3,issues,4,virus,11,covid19watch,9,states,7,reopening,4,service,33
together,3,#communityconversation,4,support,11,yesterday,9,de,6,22,4,hospital,33
officials,3,costs,4,administration,11,face,9,lives,6,hear,4,local,33
land,3,incredibly,4,thank,11,pandemic,9,#waterbury,6,fatalitiesfor,4,covid19watch,33
de,3,discuss,4,safe,10,hospital,9,#newhaven,6,justice,4,online,32
@wherewelive,3,policy,4,contact,10,currently,9,group,6,emergency,4,air,32
@wtic1080,3,@uconn,4,regarding,10,making,9,23,6,force,4,communities,32
glad,3,services,4,another,10,testing,9,groups,6,rates,4,safe,32
year,3,care,4,link,10,responders,8,nurses,6,building,4,safety,31
coming,3,afternoon,4,mitigate,10,social,8,combat,6,400pm,4,spread,30
ask,3,shelters,4,summary,10,continue,8,@ctnationalguard,6,together,4,high,30
ppl,3,women,4,office,10,soon,8,served,6,service,4,bringing,30
change,3,latest,4,video,10,curve,8,order,6,crisis,4,ensure,30
friends,3,town,4,appreciate,10,employees,8,star,6,por,4,nursing,29
