Tweets,Length,Date,Source,Favourites,RTs,Username,id_str,isRT,tco,Language,Month,TweetsTokenized
"Tonight, an entire country will come together virtually to honour those who were taken from us far too soon. We will remember - and we will mourn – together. For info on where to watch and how you can help, click here:  #NovaScotiaRemembers",287,2020-04-24 21:50:57,Twitter for iPhone,3009,689,JustinTrudeau,1253803643234648069,False,https://t.co/1CBJ5DM0rX,en,April,"['tonight', 'entire', 'country', 'together', 'virtually', 'honour', 'taken', 'soon', 'remember', 'mourn', 'together', 'info', 'watch', 'help', 'click', '#novascotiaremembers']"
"We’ve introduced significant measures to support small business owners through this difficult time, and today I’m announcing more details about the Canada Emergency Commercial Rent Assistance. Watch my announcement live for the details:",260,2020-04-24 15:18:12,Twitter for iPhone,925,192,JustinTrudeau,1253704804360171522,False,https://t.co/R15GoWR6p3,en,April,"['introduced', 'significant', 'measures', 'support', 'business', 'owners', 'difficult', 'announcing', 'details', 'canada', 'emergency', 'commercial', 'rent', 'assistance', 'watch', 'announcement', 'live', 'details']"
"We must never forget the victims of the Armenian genocide. On this solemn day, we reaffirm our commitment to build a world where everyone can feel safe from discrimination and persecution - no matter who they are, where they’re from, or what they believe.",279,2020-04-24 13:14:58,Twitter for iPhone,2154,572,JustinTrudeau,1253673791735070722,False,https://t.co/xPqp7LdwY4,en,April,"['forget', 'victims', 'armenian', 'genocide', 'solemn', 'reaffirm', 'commitment', 'build', 'world', 'everyone', 'feel', 'safe', 'discrimination', 'persecution', 'matter', 'believe']"
"Wishing a blessed Ramadan to Muslims observing the month at home this year. By coming together virtually, we’ll be able to stay connected and still honour the values at the heart of Islam - compassion, peace, and service to others. Ramadan Mubarak!",296,2020-04-23 22:33:34,Twitter Media Studio,22309,6410,JustinTrudeau,1253451980090994688,False,https://t.co/sJg0aRUP0a,en,April,"['wishing', 'blessed', 'ramadan', 'muslims', 'observing', 'month', 'home', 'year', 'coming', 'together', 'virtually', 'able', 'stay', 'connected', 'still', 'honour', 'values', 'heart', 'islam', 'compassion', 'peace', 'service', 'ramadan', 'mubarak']"
"President @RTErdogan and I spoke today about the importance of international cooperation to respond to the COVID-19 pandemic, develop vaccines and treatments, and keep people safe. For more on our call, click here:",238,2020-04-23 21:33:13,Twitter for iPhone,528,92,JustinTrudeau,1253436792663048192,False,https://t.co/BuuySYnd9w,en,April,"['president', '@rterdogan', 'spoke', 'importance', 'international', 'cooperation', 'respond', 'covid19', 'pandemic', 'develop', 'vaccines', 'treatments', 'people', 'safe', 'call', 'click']"
"Canada’s health experts and researchers are some of the brightest in the world, and they’re working around the clock to keep you safe and healthy. We’ll keep doing everything we can to support their work. For more on what we announced today, click here:",277,2020-04-23 19:04:13,Twitter for iPhone,558,85,JustinTrudeau,1253399294297636871,False,https://t.co/WFAdEJSnF1,en,April,"['canadas', 'health', 'experts', 'researchers', 'brightest', 'world', 'working', 'clock', 'safe', 'healthy', 'support', 'work', 'announced', 'click']"
"Under this plan, we’re investing in research that hospitals and universities across the country are doing to develop vaccines and treatments. We’re also investing in clinical trials so that, when we have potential vaccines and treatments, we can test a wide range of options.",275,2020-04-23 19:04:13,Twitter for iPhone,660,80,JustinTrudeau,1253399293039464448,False,,en,April,"['plan', 'investing', 'research', 'hospitals', 'universities', 'across', 'country', 'develop', 'vaccines', 'treatments', 'investing', 'clinical', 'trials', 'potential', 'vaccines', 'treatments', 'test', 'wide', 'range', 'options']"
"These are tough times but there’s reason to hope. However, we need to make sure we have long-term solutions too. That’s why we’re putting in place a $1.1 billion national medical and research strategy to address COVID-19.",221,2020-04-23 19:04:12,Twitter for iPhone,2697,396,JustinTrudeau,1253399290208235520,False,,en,April,"['tough', 'times', 'theres', 'reason', 'hope', 'however', 'longterm', 'solutions', 'putting', 'place', '11', 'billion', 'national', 'medical', 'research', 'strategy', 'address', 'covid19']"
"This task force will be led by Dr. David Naylor, Dr. Catherine Hankins, and Dr. Tim Evans, as well as Dr. Tam and Dr. Nemer. And yesterday, we spoke about how this important research will prepare Canada for the road ahead.",246,2020-04-23 18:01:13,Twitter for iPhone,763,114,JustinTrudeau,1253383439253934082,False,https://t.co/Q52DUJvQHo,en,April,"['task', 'force', 'led', 'dr', 'david', 'naylor', 'dr', 'catherine', 'hankins', 'dr', 'tim', 'evans', 'dr', 'tam', 'dr', 'nemer', 'yesterday', 'spoke', 'important', 'research', 'prepare', 'canada', 'road', 'ahead']"
"We’re bringing together top health experts and scientists from across the country to create the COVID-19 Immunity Task Force. To track and understand immunity to the virus, they’ll work on blood testing - at least a million Canadians will be tested over the next two years.",273,2020-04-23 18:01:10,Twitter for iPhone,2511,389,JustinTrudeau,1253383425886769153,False,,en,April,"['bringing', 'together', 'top', 'health', 'experts', 'scientists', 'across', 'country', 'create', 'covid19', 'immunity', 'task', 'force', 'track', 'understand', 'immunity', 'virus', 'theyll', 'work', 'blood', 'testing', 'least', 'million', 'canadians', 'tested', 'next']"
"Today, I’m announcing more support for medical research to fight COVID-19, and a new national task force to oversee country-wide blood test surveys. Watch live for the details:",200,2020-04-23 15:24:36,Twitter for iPhone,1046,222,JustinTrudeau,1253344027614875649,False,https://t.co/PF8UtB3Ys9,en,April,"['announcing', 'support', 'medical', 'research', 'fight', 'covid19', 'new', 'national', 'task', 'force', 'oversee', 'countrywide', 'blood', 'test', 'surveys', 'watch', 'live', 'details']"
"Two years ago, all Canadians grieved with the people of Toronto after a senseless attack took ten lives and forever changed many more. Today, we remember those we lost and, as the community did that day, we come together to stand with their loved ones. We are #TorontoStrong.",275,2020-04-23 15:13:50,Twitter for iPhone,3629,492,JustinTrudeau,1253341316114767872,False,,en,April,"['canadians', 'grieved', 'people', 'toronto', 'senseless', 'attack', 'took', 'ten', 'lives', 'forever', 'changed', 'remember', 'lost', 'community', 'together', 'stand', 'loved', 'ones', '#torontostrong']"
"With these measures, we’re going to help you get through this difficult time so you can build that career and future you’ve been working so hard for. To get all the details on the new support we’ve announced today, click here:",250,2020-04-22 18:46:55,Twitter for iPhone,1654,387,JustinTrudeau,1253032553168220166,False,https://t.co/8L8UknyiQe,en,April,"['measures', 'help', 'difficult', 'build', 'career', 'future', 'youve', 'working', 'hard', 'details', 'new', 'support', 'announced', 'click']"
"We’re also expanding eligibility for student financial assistance. And at the same time, we’re increasing support specifically for First Nations, Inuit, and Métis Nation students. Because as we look ahead to the next school year, we want to make sure we’re there for you then too.",280,2020-04-22 18:46:55,Twitter for iPhone,1320,190,JustinTrudeau,1253032551675035649,False,,en,April,"['expanding', 'eligibility', 'student', 'financial', 'assistance', 'increasing', 'support', 'specifically', 'nations', 'inuit', 'métis', 'nation', 'students', 'ahead', 'next', 'school', 'year']"
"We’re doubling all student grants from the government for the 2020-2021 school year. And because Quebec, the Northwest Territories, and Nunavut have different systems, we’ll provide additional compensation to their governments so they can increase their financial aid programs.",277,2020-04-22 18:46:54,Twitter for iPhone,1070,180,JustinTrudeau,1253032549804380161,False,,en,April,"['doubling', 'student', 'grants', 'government', '20202021', 'school', 'year', 'quebec', 'northwest', 'territories', 'nunavut', 'different', 'systems', 'provide', 'additional', 'compensation', 'governments', 'increase', 'financial', 'aid', 'programs']"
"We’re creating 76,000 more jobs for young people in sectors that need an extra hand right now or that are on the front lines of this pandemic. And if you’re a student researcher, we need your help, so we’re investing to extend your scholarships and fellowships by 3 to 4 months.",278,2020-04-22 18:46:54,Twitter for iPhone,1155,191,JustinTrudeau,1253032548302827520,False,,en,April,"['creating', '76000', 'jobs', 'young', 'people', 'sectors', 'extra', 'hand', 'front', 'lines', 'pandemic', 'student', 'researcher', 'help', 'investing', 'extend', 'scholarships', 'fellowships', '3', '4', 'months']"
"We’re also launching the new Canada Student Service Grant. If you’re volunteering this summer and you’re helping in the fight against COVID-19, this grant will provide you up to $5,000 for your education in the fall. Your energy and your skills can do a lot of good right now.",276,2020-04-22 18:46:53,Twitter for iPhone,1772,349,JustinTrudeau,1253032545425465344,False,,en,April,"['launching', 'new', 'canada', 'student', 'service', 'grant', 'volunteering', 'summer', 'helping', 'fight', 'covid19', 'grant', 'provide', '5000', 'education', 'fall', 'energy', 'skills', 'lot', 'good']"
"We’re launching the Canada Emergency Student Benefit. With this benefit, you’ll get $1,250 a month from May to August. And if you’re taking care of someone or if you have a disability, that amount will go up to $1,750 each month.",229,2020-04-22 18:46:53,Twitter for iPhone,2301,502,JustinTrudeau,1253032543642886149,False,,en,April,"['launching', 'canada', 'emergency', 'student', 'benefit', 'benefit', 'youll', '1250', 'month', 'may', 'august', 'taking', 'care', 'someone', 'disability', 'amount', '1750', 'month']"
"Whether you’re a student living away from home and worried about covering your expenses, or you’re a recent graduate looking for work, we know the COVID-19 pandemic has affected you too. So here’s what we’re doing to support you today, this summer, and next year. ⤵️",266,2020-04-22 18:46:50,Twitter for iPhone,9675,2073,JustinTrudeau,1253032530065928197,False,,en,April,"['whether', 'student', 'living', 'away', 'home', 'worried', 'covering', 'expenses', 'recent', 'graduate', 'looking', 'work', 'covid19', 'pandemic', 'affected', 'heres', 'support', 'summer', 'next', 'year']"
"I’m announcing new support for students today, because we’ve heard from many of you across the country and we want to help you get through this difficult time. Watch my announcement live for more info:",225,2020-04-22 15:17:05,Twitter for iPhone,3053,679,JustinTrudeau,1252979747661008896,False,https://t.co/6mK0zpkUXl,en,April,"['announcing', 'new', 'support', 'students', 'heard', 'across', 'country', 'help', 'difficult', 'watch', 'announcement', 'live', 'info']"
"Today on #EarthDay, we appreciate the natural beauty of our country and our planet, and commit to leaving a cleaner environment for our kids and grandkids.",179,2020-04-22 13:01:28,Twitter for iPhone,2123,440,JustinTrudeau,1252945618462531584,False,https://t.co/9UZZnbkaak,en,April,"['#earthday', 'appreciate', 'natural', 'beauty', 'country', 'planet', 'commit', 'leaving', 'cleaner', 'environment', 'kids', 'grandkids']"
"Starting on Monday, employers will be able to apply to the Canada Emergency Wage Subsidy. But today, we’re launching a new calculator on the @CanRevAgency website so businesses can determine the amount they can expect to claim. Get more info here:",271,2020-04-21 23:31:02,Twitter for iPhone,911,216,JustinTrudeau,1252741664231297024,False,https://t.co/NCbVsnVD7q,en,April,"['starting', 'monday', 'employers', 'able', 'apply', 'canada', 'emergency', 'wage', 'subsidy', 'launching', 'new', 'calculator', '@canrevagency', 'website', 'businesses', 'determine', 'amount', 'expect', 'claim', 'info']"
"@UGDB29 Hey Nahla, thanks so much for answering my call and joining the fight against COVID-19! We’ll need your help and your superpowers again I’m sure - and I know you’re up for the challenge. Stay safe and stay strong! And thanks for passing this along, @CamGuthrie.",269,2020-04-21 20:56:47,Twitter for iPhone,140,16,JustinTrudeau,1252702845062778880,False,,en,April,"['@ugdb29', 'hey', 'nahla', 'thanks', 'answering', 'call', 'joining', 'fight', 'covid19', 'help', 'superpowers', 'challenge', 'stay', 'safe', 'stay', 'strong', 'thanks', 'passing', 'along', '@camguthrie']"
"Ted Grant was one of our country’s greatest photographers. From Vietnam to Chernobyl, the Olympics to the ’68 Liberal convention, he captured history like few others could. He was one of the kindest men I’ve ever met, and my thoughts are with his family as they mourn his passing.",304,2020-04-21 19:33:58,Twitter for iPhone,1642,199,JustinTrudeau,1252682003817824258,False,https://t.co/8DSPWPcmiK,en,April,"['ted', 'grant', 'countrys', 'greatest', 'photographers', 'vietnam', 'chernobyl', 'olympics', '68', 'liberal', 'convention', 'captured', 'history', 'could', 'kindest', 'men', 'ive', 'thoughts', 'family', 'mourn', 'passing']"
"Today, I join millions of Canadians in wishing Her Majesty Queen Elizabeth II a very happy 94th birthday. She has stood by Canada with extraordinary strength and enduring grace, and we wish her continued health and happiness in the years ahead.",268,2020-04-21 17:48:19,Twitter for iPhone,4418,625,JustinTrudeau,1252655419564138506,False,https://t.co/a082TYvKRS,en,April,"['join', 'millions', 'canadians', 'wishing', 'majesty', 'queen', 'elizabeth', 'ii', 'happy', '94th', 'birthday', 'stood', 'canada', 'extraordinary', 'strength', 'enduring', 'grace', 'wish', 'continued', 'health', 'happiness', 'ahead']"
"We need to look out for one another in these difficult times. That’s why we’re taking these steps to get our most vulnerable the help they need, when they need it. For more details on today’s announcement, click here:",241,2020-04-21 15:59:49,Twitter for iPhone,484,89,JustinTrudeau,1252628114607353862,False,https://t.co/ZS6zsqWmzK,en,April,"['another', 'difficult', 'times', 'taking', 'steps', 'vulnerable', 'help', 'details', 'todays', 'announcement', 'click']"
"We’re making sure these organizations can keep delivering groceries and medications, driving seniors and persons with disabilities to appointments, offering support through help lines, training volunteers, and so much more. Because this work is needed now more than ever.",271,2020-04-21 15:59:49,Twitter for iPhone,622,74,JustinTrudeau,1252628113336360960,False,,en,April,"['making', 'organizations', 'delivering', 'groceries', 'medications', 'driving', 'seniors', 'persons', 'disabilities', 'appointments', 'offering', 'support', 'help', 'lines', 'training', 'volunteers', 'work', 'needed']"
"People across the country are feeling the impacts of COVID-19. For many who were already facing challenges, it’s even harder now. So to get them the help they need, we’re giving more support to charities and non-profit organizations through the Emergency Community Support Fund.",278,2020-04-21 15:59:49,Twitter for iPhone,2650,380,JustinTrudeau,1252628111784652801,False,,en,April,"['people', 'across', 'country', 'feeling', 'impacts', 'covid19', 'facing', 'challenges', 'harder', 'help', 'giving', 'support', 'charities', 'nonprofit', 'organizations', 'emergency', 'community', 'support', 'fund']"
We’re announcing more support for the charities and non-profit organizations that deliver essential services to our most vulnerable. Watch my announcement live for more details on how we’re helping those in need:,236,2020-04-21 15:17:16,Twitter for iPhone,742,163,JustinTrudeau,1252617406767341577,False,https://t.co/qVbmYTbikd,en,April,"['announcing', 'support', 'charities', 'nonprofit', 'organizations', 'deliver', 'essential', 'services', 'vulnerable', 'watch', 'announcement', 'live', 'details', 'helping']"
"The Holocaust was one of the darkest periods in human history. And on Yom HaShoah, we pause to remember the more than six million Jews who were murdered by the Nazis. We must make sure these atrocities are never forgotten - or ever repeated. #NeverAgain",277,2020-04-21 13:01:37,Twitter for iPhone,2003,428,JustinTrudeau,1252583265963212801,False,https://t.co/4UFMGQdPTv,en,April,"['holocaust', 'darkest', 'periods', 'human', 'history', 'yom', 'hashoah', 'pause', 'remember', 'six', 'million', 'jews', 'murdered', 'nazis', 'atrocities', 'forgotten', 'repeated', '#neveragain']"
Click here to read my full speech:,58,2020-04-21 02:45:04,Twitter for iPhone,632,121,JustinTrudeau,1252428109048975366,False,https://t.co/YQNxLso4d9,en,April,"['click', 'full', 'speech']"
"There are no words for the pain felt by the families and loved ones of the victims. But I want them to know that all Canadians are with them. That this senseless, evil act will not define Nova Scotia. Today, all Canadians are Nova Scotian.",263,2020-04-21 02:43:07,Twitter Media Studio,8225,1244,JustinTrudeau,1252427618017660932,False,https://t.co/yYC7rrWwMH,en,April,"['words', 'pain', 'felt', 'families', 'loved', 'ones', 'victims', 'canadians', 'senseless', 'evil', 'act', 'define', 'nova', 'scotia', 'canadians', 'nova', 'scotian']"
"Without pause and without hesitation, our first responders take risks and make sacrifices every day to keep us safe - and this tragedy has been a painful reminder of the work they do. Thank you for your service. We’re mourning the loss of Cst. Heidi Stevenson with you.",293,2020-04-21 01:13:09,Twitter for iPhone,4265,584,JustinTrudeau,1252404975776354309,False,https://t.co/uNQ0QYtv50,en,April,"['without', 'pause', 'without', 'hesitation', 'responders', 'take', 'risks', 'sacrifices', 'safe', 'tragedy', 'painful', 'reminder', 'work', 'thank', 'service', 'mourning', 'loss', 'cst', 'heidi', 'stevenson']"
Please read my full statement:,54,2020-04-21 00:03:16,Twitter for iPhone,322,59,JustinTrudeau,1252387387541319680,False,https://t.co/bjeAeDaNhb,en,April,"['please', 'full', 'statement']"
"One of our country’s most distinguished public servants, Allan Gotlieb was known for his generosity and kindness. As an ambassador, deputy minister, author, and mentor, he contributed so much to Canada. I’m sending my deepest condolences to all of his loved ones and colleagues.",278,2020-04-20 23:37:58,Twitter for iPhone,1552,157,JustinTrudeau,1252381023117049863,False,,en,April,"['countrys', 'distinguished', 'public', 'servants', 'allan', 'gotlieb', 'known', 'generosity', 'kindness', 'ambassador', 'deputy', 'minister', 'author', 'mentor', 'contributed', 'canada', 'sending', 'deepest', 'condolences', 'loved', 'ones', 'colleagues']"
"To the children who lost a grandparent, the parents who lost a child, and the neighbour who lost a friend, we’re standing with you. We’re mourning these tragic losses with you. And we’re keeping all of you in our thoughts.",246,2020-04-20 20:16:58,Twitter for iPhone,9010,1299,JustinTrudeau,1252330439014060038,False,https://t.co/Nq67jekDYn,en,April,"['children', 'lost', 'grandparent', 'parents', 'lost', 'child', 'neighbour', 'lost', 'friend', 'standing', 'mourning', 'tragic', 'losses', 'keeping', 'thoughts']"
"Aileen Carroll served the people of Barrie, Ontarians, and all Canadians with dedication and compassion. Her impact extends right across the country and her legacy will live on. My thoughts are with her family, friends, and all her colleagues who are mourning her passing.",272,2020-04-20 19:39:03,Twitter for iPhone,1359,160,JustinTrudeau,1252320897161199616,False,,en,April,"['aileen', 'carroll', 'served', 'people', 'barrie', 'ontarians', 'canadians', 'dedication', 'compassion', 'impact', 'extends', 'across', 'country', 'legacy', 'live', 'thoughts', 'family', 'friends', 'colleagues', 'mourning', 'passing']"
"This morning, I’m speaking about the terrible events that unfolded in Nova Scotia. In the face of tragedy, Canadians always pull together and support each other, and that’s what we need to do now.",220,2020-04-20 15:16:38,Twitter for iPhone,1856,318,JustinTrudeau,1252254859262398464,False,https://t.co/zZEvLm6Qs6,en,April,"['morning', 'speaking', 'terrible', 'events', 'unfolded', 'nova', 'scotia', 'face', 'tragedy', 'canadians', 'pull', 'together', 'support']"
"To those who lost loved ones following the senseless violence in Nova Scotia, and to the @RCMPNS family mourning the loss of Cst. Heidi Stevenson, know Canadians across the country are mourning with you - and are here to support you through this tragedy.",278,2020-04-19 22:47:08,Twitter for iPhone,6048,1443,JustinTrudeau,1252005840007180288,False,https://t.co/J6TM2od0Le,en,April,"['lost', 'loved', 'ones', 'following', 'senseless', 'violence', 'nova', 'scotia', '@rcmpns', 'family', 'mourning', 'loss', 'cst', 'heidi', 'stevenson', 'canadians', 'across', 'country', 'mourning', 'support', 'tragedy']"
"I’ve been in contact with Premier @StephenMcNeil, the @CommrRCMPGRC, Minister @BillBlair, and @ZannLenore. I’d like to thank first responders for their work - you have our sincere gratitude for all that you do.",210,2020-04-19 19:12:57,Twitter for iPhone,2063,240,JustinTrudeau,1251951942588383232,False,,en,April,"['ive', 'contact', 'premier', '@stephenmcneil', '@commrrcmpgrc', 'minister', '@billblair', '@zannlenore', 'id', 'thank', 'responders', 'work', 'sincere', 'gratitude']"
"Our hearts go out to everyone affected by the shooting in Nova Scotia. To the Portapique community, we’re keeping all of you in our thoughts. And on behalf of all Canadians, I want you to know that we’re here for you - and we’ll be here for you in the days and weeks ahead.",273,2020-04-19 19:12:57,Twitter for iPhone,22106,4069,JustinTrudeau,1251951941434912770,False,,en,April,"['hearts', 'everyone', 'affected', 'shooting', 'nova', 'scotia', 'portapique', 'community', 'keeping', 'thoughts', 'behalf', 'canadians', 'days', 'weeks', 'ahead']"
"We’re working around the clock to keep you safe and get you the support you need during the COVID-19 pandemic, and today I’m giving an update on our government’s response. Watch it here:",210,2020-04-19 15:19:26,Twitter for iPhone,1112,198,JustinTrudeau,1251893172873150464,False,https://t.co/OSNvYAmsGP,en,April,"['working', 'clock', 'safe', 'support', 'covid19', 'pandemic', 'giving', 'update', 'governments', 'response', 'watch']"
"In times like these, kindness and compassion are more important than ever. So to Orthodox Christians observing Easter today, please take care of each other by staying home and finding new ways to celebrate. I’m wishing you all a day full of hope and peace.",280,2020-04-19 14:00:55,Twitter for iPhone,1597,282,JustinTrudeau,1251873415763562498,False,https://t.co/HNu2o7ufc7,en,April,"['times', 'kindness', 'compassion', 'important', 'orthodox', 'christians', 'observing', 'easter', 'please', 'take', 'care', 'staying', 'home', 'finding', 'new', 'ways', 'celebrate', 'wishing', 'full', 'hope', 'peace']"
"To the millions of volunteers who are stepping up to help their fellow Canadians: Thank you. However you’re giving back, you’re making our country a better place and playing a vital role in getting us through this crisis. We’re so grateful. #NVW2020",297,2020-04-19 13:03:02,Twitter Media Studio,4928,803,JustinTrudeau,1251858847922360320,False,https://t.co/NbUbm7w1bE,en,April,"['millions', 'volunteers', 'stepping', 'help', 'fellow', 'canadians', 'thank', 'however', 'giving', 'making', 'country', 'place', 'playing', 'vital', 'role', 'crisis', 'grateful', '#nvw2020']"
"We can’t let the progress we’ve made go to waste. And we can’t put lives at risk. So let’s make the right choices, let’s do our part to keep each other and our front line workers safe, and let’s #StayHome.",229,2020-04-18 19:04:18,Twitter Media Studio,3364,964,JustinTrudeau,1251587375370850304,False,https://t.co/5d8ZxYqMT2,en,April,"['cant', 'progress', 'waste', 'cant', 'put', 'lives', 'risk', 'lets', 'choices', 'lets', 'part', 'front', 'line', 'workers', 'safe', 'lets', '#stayhome']"
"Update on personal protective equipment: Yesterday, two planes full of N95 masks and coveralls arrived in Canada. More shipments will be coming in this weekend with additional medical supplies.",193,2020-04-18 17:53:17,Twitter for iPhone,6719,844,JustinTrudeau,1251569502497759233,False,,en,April,"['update', 'personal', 'protective', 'equipment', 'yesterday', 'planes', 'full', 'n95', 'masks', 'coveralls', 'arrived', 'canada', 'shipments', 'coming', 'weekend', 'additional', 'medical', 'supplies']"
"This funding will help thousands of Indigenous businesses access short-term, interest-free loans and non-repayable contributions so they are better positioned to rebound after this crisis. For all the details, click here:",245,2020-04-18 15:51:47,Twitter for iPhone,532,106,JustinTrudeau,1251538927388889088,False,https://t.co/UUqKsD2RSn,en,April,"['funding', 'help', 'thousands', 'indigenous', 'businesses', 'access', 'shortterm', 'interestfree', 'loans', 'nonrepayable', 'contributions', 'positioned', 'rebound', 'crisis', 'details', 'click']"
"Indigenous businesses provide jobs, goods, and services to communities across the country - and right now they’re also facing unique challenges. So today, we’re announcing $306 million in funding to help them out.",213,2020-04-18 15:51:47,Twitter for iPhone,2449,376,JustinTrudeau,1251538925929345024,False,,en,April,"['indigenous', 'businesses', 'provide', 'jobs', 'goods', 'services', 'communities', 'across', 'country', 'facing', 'unique', 'challenges', 'announcing', '306', 'million', 'funding', 'help']"
We’re taking action to make sure that Indigenous business owners have access to the support they need to get through this crisis. Watch my announcement live for more details:,198,2020-04-18 15:17:11,Twitter for iPhone,591,110,JustinTrudeau,1251530219455950851,False,https://t.co/JCpGLYE9HO,en,April,"['taking', 'action', 'indigenous', 'business', 'owners', 'access', 'support', 'crisis', 'watch', 'announcement', 'live', 'details']"
"Great initiative on Vancouver Island! If you’re looking for something to do while staying at home this evening, the #RockForRelief concert sounds like it’ll be worth your time - and it’s all to help those most in need right now. Get more info below and enjoy the show! ⤵️",295,2020-04-18 02:00:25,Twitter for iPhone,922,193,JustinTrudeau,1251329706768637952,False,https://t.co/aSBbPYmAkz,en,April,"['great', 'initiative', 'vancouver', 'island', 'looking', 'something', 'staying', 'home', 'evening', '#rockforrelief', 'concert', 'sounds', 'itll', 'worth', 'help', 'info', 'enjoy', 'show']"
"Today’s the 38th anniversary of our Charter of Rights and Freedoms. It underpins who we are as a country, and at its heart is the notion of choice. As we confront this pandemic, I’m grateful so many of you have chosen to protect each other and care for one another. #CDNCharter",301,2020-04-18 01:28:36,Twitter for iPhone,8935,1580,JustinTrudeau,1251321699615866880,False,https://t.co/fhWEYZpcQf,en,April,"['todays', '38th', 'anniversary', 'charter', 'rights', 'freedoms', 'underpins', 'country', 'heart', 'notion', 'choice', 'confront', 'pandemic', 'grateful', 'chosen', 'protect', 'care', 'another', '#cdncharter']"
"Like all sectors, the arts, culture, and sports sectors have been impacted by COVID-19. But we’re here to help - we’re giving $500 million to @CDNHeritage so people will be able to receive wage support and organizations struggling with cash flow will be able to access financing.",279,2020-04-18 00:43:02,Twitter for iPhone,1458,296,JustinTrudeau,1251310232606846976,False,,en,April,"['sectors', 'arts', 'culture', 'sports', 'sectors', 'impacted', 'covid19', 'help', 'giving', '500', 'million', '@cdnheritage', 'people', 'able', 'receive', 'wage', 'support', 'organizations', 'struggling', 'cash', 'flow', 'able', 'access', 'financing']"
"We’re also investing in @Futurpreneur to support young entrepreneurs who are facing challenges due to COVID-19. And to help innovative and early-stage development firms that can’t access existing supports, we’re giving $250 million to the Industrial Research Assistance Program.",278,2020-04-18 00:05:13,Twitter for iPhone,396,67,JustinTrudeau,1251300717849182215,False,,en,April,"['investing', '@futurpreneur', 'support', 'young', 'entrepreneurs', 'facing', 'challenges', 'due', 'covid19', 'help', 'innovative', 'earlystage', 'development', 'firms', 'cant', 'access', 'existing', 'supports', 'giving', '250', 'million', 'industrial', 'research', 'assistance', 'program']"
"To help small businesses and the people they employ, we’re giving $962 million to regional development agencies and the Community Futures Network. This means more businesses - including smaller employers based in more rural parts of the country - can get the support they need.",277,2020-04-18 00:05:12,Twitter for iPhone,1182,223,JustinTrudeau,1251300712727920643,False,,en,April,"['help', 'businesses', 'people', 'employ', 'giving', '962', 'million', 'regional', 'development', 'agencies', 'community', 'futures', 'network', 'means', 'businesses', 'smaller', 'employers', 'based', 'rural', 'parts', 'country', 'support']"
"We’re also establishing a $750-million Emission Reduction Fund to create and maintain jobs through pollution reduction efforts right across the country. Combined, we expect the measures announced today will protect and create roughly 10,000 jobs.",246,2020-04-17 23:34:43,Twitter for iPhone,1114,163,JustinTrudeau,1251293040939085825,False,,en,April,"['establishing', '750million', 'emission', 'reduction', 'fund', 'create', 'maintain', 'jobs', 'pollution', 'reduction', 'efforts', 'across', 'country', 'combined', 'expect', 'measures', 'announced', 'protect', 'create', 'roughly', '10000', 'jobs']"
"Workers in our energy sector are struggling right now because of things beyond their control, including the COVID-19 pandemic. So to help bring people back to work, we’re investing $1.7 billion to clean up orphan and inactive wells in Alberta, Saskatchewan, and British Columbia.",279,2020-04-17 23:34:42,Twitter for iPhone,2553,350,JustinTrudeau,1251293037151629314,False,,en,April,"['workers', 'energy', 'sector', 'struggling', 'beyond', 'control', 'covid19', 'pandemic', 'help', 'bring', 'people', 'work', 'investing', '17', 'billion', 'clean', 'orphan', 'inactive', 'wells', 'alberta', 'saskatchewan', 'british', 'columbia']"
"We’ve been taking action to help businesses and organizations across the country keep their doors open and their employees on the payroll. And today, we’re taking further steps to protect jobs and provide support to those feeling the impacts of COVID-19:",278,2020-04-17 20:12:05,Twitter for iPhone,986,211,JustinTrudeau,1251242048423890945,False,https://t.co/wETDH8G9jZ,en,April,"['taking', 'action', 'help', 'businesses', 'organizations', 'across', 'country', 'doors', 'employees', 'payroll', 'taking', 'steps', 'protect', 'jobs', 'provide', 'support', 'feeling', 'impacts', 'covid19']"
"We’re working day and night to make sure everyone gets through this challenging time. And today, I’m announcing new supports to make sure more people get the help they need. Watch live:",209,2020-04-17 15:23:09,Twitter for iPhone,992,176,JustinTrudeau,1251169332098465796,False,https://t.co/DcPJV1bkW7,en,April,"['working', 'night', 'everyone', 'gets', 'challenging', 'announcing', 'new', 'supports', 'people', 'help', 'watch', 'live']"
"Just got off the phone with @cafreeland and the Premiers again. We’re working together as Team Canada to get you the support you need, protect our most vulnerable, and support our economy. As we have from the beginning, we’ll stay in touch as the situation continues to evolve. 🇨🇦",280,2020-04-17 01:22:45,Twitter for iPhone,6885,697,JustinTrudeau,1250957841931931651,False,,en,April,"['phone', '@cafreeland', 'premiers', 'working', 'together', 'team', 'canada', 'support', 'protect', 'vulnerable', 'support', 'economy', 'beginning', 'stay', 'touch', 'situation', 'continues', 'evolve']"
