kw_jan,freq_jan,kw_feb,freq_feb,kw_mar,freq_mar,kw_apr,freq_apr,kw_may,freq_may,kw_jun,freq_jun,kw_junYTD,freq_junYTD,kw_q1,freq_q1,kw_q2,freq_q2,kw_q2YTD,freq_q2YTD
missouri,85,missouri,65,covid19,140,missouri,189,covid19,125,missouri,81,missouri,645,missouri,276,missouri,369,missouri,645
#missourisots,67,state,31,missouri,126,covid19,165,testing,124,covid19,72,covid19,503,state,157,covid19,362,covid19,503
state,46,great,26,state,80,state,111,missouri,99,testing,59,state,390,covid19,141,state,233,state,390
workforce,33,president,18,county,46,health,109,recovery,78,state,55,testing,242,#missourisots,67,testing,226,testing,242
new,25,#missouriproud,14,health,42,care,85,state,67,recovery,37,health,224,county,63,recovery,173,health,224
development,22,new,14,response,35,missourians,83,continue,66,director,32,missourians,198,health,60,health,164,missourians,198
year,20,team,14,missourians,33,home,72,care,53,across,26,continue,196,great,58,missourians,151,continue,196
million,19,capitol,14,continue,33,director,66,missourians,45,economy,25,recovery,181,working,53,care,148,recovery,181
infrastructure,19,2020,14,public,32,order,60,health,45,continue,25,care,174,continue,52,continue,144,care,174
proud,15,members,14,people,30,plan,59,plan,43,missourians,23,director,162,new,52,director,133,director,162
continue,15,proud,13,governor,28,recovery,58,#showmestrong,42,@healthylivingmo,23,missouris,142,workforce,48,plan,114,missouris,142
great,15,workforce,12,working,28,public,58,across,37,missouris,23,working,140,missourians,47,#showmestrong,112,working,140
states,15,st,12,emergency,27,stay,57,missouris,36,community,21,people,136,people,47,missouris,102,people,136
working,15,governors,12,local,27,may,53,director,35,county,20,across,134,work,45,across,101,across,134
members,14,leadership,11,positive,27,continue,53,work,34,forward,20,work,130,president,45,may,99,work,130
business,14,meet,11,@healthylivingmo,25,#showmestrong,50,social,32,#showmestrong,20,public,125,public,44,social,90,public,125
best,14,missouris,10,visit,24,thank,50,businesses,32,budget,19,#showmestrong,125,thank,42,people,89,#showmestrong,125
administration,13,office,10,regarding,24,people,49,tests,30,briefing,19,plan,118,st,41,working,87,plan,118
military,13,morning,10,order,24,social,49,working,29,economic,19,new,117,missouris,40,home,85,new,117
work,13,working,10,citizens,23,working,45,may,29,local,18,county,116,governor,40,work,85,county,116
government,13,thank,10,1,23,missouris,43,people,28,may,17,thank,113,response,36,order,81,thank,113
jobs,13,teresa,10,work,23,testing,43,positive,28,@missouri_ng,17,social,111,program,36,public,81,social,111
another,13,program,9,tested,22,distancing,39,data,27,million,17,home,106,million,36,data,77,home,106
community,12,community,9,thank,22,across,38,safe,26,workforce,16,order,106,local,34,economy,76,order,106
missouris,11,trade,9,press,21,ppe,37,@healthylivingmo,25,good,16,@healthylivingmo,105,proud,34,@healthylivingmo,76,@healthylivingmo,105
job,11,leaders,9,director,21,help,36,give,25,new,16,may,101,help,34,businesses,75,may,101
health,11,work,9,social,21,work,36,week,24,st,16,help,100,members,34,thank,71,help,100
people,11,honored,8,care,21,data,36,county,24,give,15,businesses,97,community,33,week,68,businesses,97
school,11,#missouriforward,8,across,20,reopen,35,economy,24,work,15,st,92,across,33,live,68,st,92
president,11,county,8,protect,20,governor,35,phase,23,law,15,million,92,citizens,32,ppe,67,million,92
st,11,help,8,businesses,20,live,33,still,22,still,15,great,88,#missouriproud,32,forward,67,great,88
program,10,infrastructure,8,provide,19,week,33,capacity,22,louis,14,week,88,visit,32,help,66,week,88
thank,10,@chiefs,8,information,19,dr,31,facilities,22,live,14,positive,87,year,31,new,65,positive,87
communities,10,rural,8,food,19,forward,30,food,22,businesses,14,forward,85,development,31,stay,65,forward,85
nation,9,visit,8,missouris,19,3pm,30,new,21,help,14,economy,85,2020,31,reopen,63,economy,85
hard,9,city,8,help,19,businesses,29,live,21,communities,14,community,85,positive,31,give,63,community,85
veterans,9,missourians,8,march,19,federal,29,1,21,data,14,local,84,infrastructure,30,distancing,59,local,84
county,9,#sotu,8,disaster,19,parson,28,economic,21,training,14,live,84,city,30,hospitals,58,live,84
together,9,#weservemo,7,support,18,mike,28,reopening,20,critical,14,data,81,states,29,positive,56,data,81
system,9,public,7,st,18,@healthylivingmo,28,ppe,20,reopen,14,ppe,80,director,29,million,56,ppe,80
part,9,year,7,great,17,new,28,important,20,news,13,governor,77,team,29,dr,56,governor,77
city,9,life,7,2,17,hospitals,27,safety,19,citizens,13,safe,75,louis,29,safe,56,safe,75
forward,9,@realdonaldtrump,7,parson,17,million,27,hospitals,19,enforcement,13,protect,75,@healthylivingmo,29,facebook,55,protect,75
rate,8,home,7,resources,17,facebook,27,update,19,working,13,facebook,74,emergency,28,county,53,facebook,74
funding,8,future,7,additional,17,economy,27,public,19,great,13,distancing,74,protect,28,important,52,distancing,74
dollars,8,million,7,program,17,important,26,community,19,facebook,12,response,73,school,27,economic,52,response,73
thanks,8,family,7,president,16,responders,25,distancing,18,morning,12,stay,73,meet,27,community,52,stay,73
team,8,health,7,conference,16,capacity,25,increase,18,people,12,support,72,administration,27,capacity,52,support,72
honor,8,people,6,mike,16,essential,24,local,18,plan,12,president,71,support,27,briefing,51,president,71
education,8,american,6,louis,16,emergency,24,another,17,june,12,federal,71,care,26,st,51,federal,71
agriculture,8,general,6,assistance,16,efforts,24,patients,17,dr,12,louis,70,communities,26,still,51,louis,70
