kw_jan,freq_jan,kw_feb,freq_feb,kw_mar,freq_mar,kw_apr,freq_apr,kw_may,freq_may,kw_jun,freq_jun,kw_junYTD,freq_junYTD,kw_q1,freq_q1,kw_q2,freq_q2,kw_q2YTD,freq_q2YTD
iowa,24,#investiniowaact,20,iowa,25,#covid19,17,signed,4,iowa,13,iowa,86,iowa,64,iowa,22,iowa,86
#opportunityliveshere,20,iowa,15,#covid19,24,iowa,7,proclamation,4,county,8,state,47,state,42,#covid19,19,state,47
iowans,15,great,9,update,22,spread,6,new,4,iowans,8,#covid19,43,#investiniowaact,36,iowans,13,#covid19,43
state,14,health,7,state,21,updateread,5,public,3,thank,6,thank,42,thank,31,health,12,thank,42
thank,12,state,7,covid19,15,limit,4,health,3,great,6,iowans,41,iowans,28,thank,11,iowans,41
next,12,thank,7,conference,14,proclamation,4,disaster,2,test,6,#investiniowaact,36,#opportunityliveshere,26,signed,10,#investiniowaact,36
life,8,conversation,7,#investiniowaact,14,measures,4,#memorialday,2,health,5,health,32,#covid19,24,new,10,health,32
2020,8,quality,5,press,12,todays,4,measures,2,#99countytour,5,#opportunityliveshere,26,update,22,proclamation,10,#opportunityliveshere,26
year,8,#opportunityliveshere,5,thank,12,new,4,team,2,public,4,new,24,health,20,public,10,new,24
opportunity,6,support,4,positive,11,dr,4,reopen,2,appreciate,4,update,24,great,16,county,8,update,24
work,6,town,4,cases,11,health,4,businesses,2,work,4,great,23,conference,15,test,8,great,23
funding,6,help,4,additional,10,signed,4,additional,2,continue,4,covid19,20,next,15,appreciate,7,covid19,20
@potus,6,center,4,spread,10,additional,3,@potus,2,covid19,4,public,20,covid19,15,great,7,public,20
decade,6,people,4,emergency,9,public,3,behind,2,emergency,4,additional,19,additional,14,emergency,7,additional,19
communities,6,iowans,4,iowans,9,iowans,3,iowans,2,clinic,3,@potus,17,new,14,measures,7,@potus,17
new,6,talk,4,health,9,help,3,iowa,2,find,3,work,17,2020,13,@potus,6,work,17
@futurereadyiowa,5,appreciate,4,new,8,part,3,permitting,2,grateful,3,spread,16,life,13,continuing,6,spread,16
workforce,5,working,3,public,7,fauci,3,continuing,2,full,3,support,16,support,12,spread,6,support,16
trade,5,everyone,3,holding,7,@potus,3,2020,2,food,3,conference,16,positive,12,food,5,conference,16
taxes,5,iowas,3,iowas,6,state,3,thank,2,serve,3,emergency,16,press,12,work,5,emergency,16
agreement,5,mental,3,disaster,6,continuing,3,country,2,thanks,3,2020,16,work,12,businesses,5,2020,16
condition,5,outstanding,3,230,6,thank,3,iowas,1,community,3,proclamation,15,@potus,11,state,5,proclamation,15
reduce,5,congratulations,3,@iapublichealth,6,plants,2,outstanding,1,@iowanatguard,3,signed,15,cases,11,todays,5,signed,15
future,5,opportunities,3,declaration,5,challenge,2,law,1,freedom,3,next,15,iowas,11,part,5,next,15
morning,5,2020,3,work,5,declaration,2,statement,1,statement,3,iowas,14,spread,10,#99countytour,5,iowas,14
1,4,#iowastem,3,@potus,5,association,2,entire,1,week,3,help,13,people,10,covid19,5,help,13
ia,4,welcome,3,proclamation,5,school,2,farmers,1,sites,3,appreciate,13,future,10,updateread,5,appreciate,13
people,4,care,3,coronavirus,5,#testiowachallenge,2,sacrifice,1,managers,3,positive,13,public,10,grateful,5,positive,13
act,4,important,3,support,5,tomorrow,2,covid19,1,supporting,3,press,13,help,10,additional,5,press,13
historic,4,hall,3,community,5,test,2,part,1,meat,3,life,13,year,10,continue,5,life,13
take,4,efforts,3,capitol,4,play,2,@vp,1,coalition,2,community,12,center,9,team,5,community,12
ingenuity,4,build,3,response,4,critical,2,idea,1,forward,2,continue,12,emergency,9,statement,4,continue,12
lets,4,discuss,3,give,4,food,2,fed,1,program,2,year,11,quality,9,sites,4,year,11
strong,4,forward,3,great,4,closures,2,carrie,1,proclamation,2,people,11,morning,9,dr,4,people,11
entire,4,association,3,signed,4,fight,2,community,1,started,2,future,11,community,8,freedom,4,future,11
learning,4,expand,3,services,4,states,2,neighbors,1,extending,2,cases,11,holding,8,full,4,cases,11
justice,4,braved,2,supports,4,role,2,openings,1,legislation,2,center,10,opportunities,7,disaster,4,center,10
workbased,4,lot,2,live,3,appreciate,2,plans,1,impressed,2,disaster,10,act,7,meat,4,disaster,10
10,4,public,2,limit,3,sundays,2,restrictions,1,pandemic,2,county,10,working,7,support,4,county,10
million,4,rural,2,hygienic,3,may,2,certain,1,board,2,continuing,10,communities,7,@iowanatguard,4,continuing,10
vision,4,todays,2,fund,3,schools,2,brave,1,dallas,2,quality,10,continue,7,community,4,quality,10
students,4,feb,2,center,3,earlier,2,#testiowa,1,signed,2,thanks,9,across,7,forward,4,thanks,9
opportunities,4,honoring,2,heres,3,prayer,2,forward,1,proud,2,care,9,capitol,7,limit,4,care,9
health,4,education,2,life,3,support,2,dental,1,advisory,2,incredible,9,town,7,supporting,4,incredible,9
phase,3,life,2,novel,3,assessment,2,seriously,1,place,2,working,9,talk,7,clinic,3,working,9
support,3,vietnam,2,operations,3,visit,2,safely,1,partnership,2,holding,9,hall,7,pandemic,3,holding,9
session,3,continue,2,continue,3,efforts,2,president,1,disaster,2,conversation,9,opportunity,7,iowas,3,conversation,9
increase,3,generation,2,future,3,update,2,nurses,1,economic,2,todays,9,care,7,2020,3,todays,9
schools,3,jobs,2,related,3,team,2,appreciate,1,support,2,services,9,services,7,thanks,3,services,9
general,3,recovery,2,negative,3,provide,2,protest,1,site,2,morning,9,conversation,7,outstanding,3,morning,9
tax,3,next,2,issued,3,emergency,2,emergency,1,new,2,businesses,8,build,7,proud,3,businesses,8
ready,3,elected,2,presumptive,3,combat,1,rule,1,rural,2,efforts,8,incredible,7,country,3,efforts,8
path,3,advocates,2,video,3,athletic,1,combatting,1,shows,2,measures,8,@iapublichealth,6,program,3,measures,8
making,3,thanks,2,combat,3,keeping,1,frontline,1,family,2,proud,8,taxes,6,visit,3,proud,8
proud,3,states,2,incredible,3,good,1,reopening,1,iowas,2,across,8,1,6,week,3,across,8
thousands,3,leadership,2,working,3,heres,1,responsibility,1,american,2,states,8,funding,6,managers,3,states,8
school,3,governors,2,legislation,3,high,1,census#iowacounts,1,mitchell,2,forward,8,congratulations,6,fauci,3,forward,8
legislative,3,local,2,across,3,holding,1,relaxing,1,effort,2,part,8,thanks,6,rural,3,part,8
families,3,role,2,help,3,supply,1,services,1,businesses,2,act,8,230,6,site,3,act,8
ensure,3,week,2,happening,3,ias,1,grateful,1,recovery,2,test,8,important,6,efforts,3,test,8
mental,3,@potuss,2,town,3,social,1,togetherread,1,#covid19,2,opportunity,8,appreciate,6,partnership,3,opportunity,8
investment,3,proud,2,individuals,3,providing,1,state,1,tomorrows,1,town,8,lets,6,reopen,3,town,8
care,3,morning,2,hall,3,hit,1,take,1,hawk,1,communities,7,@futurereadyiowa,6,serve,3,communities,7
#usmca,3,success,2,@iowahsemd,3,@thecarsonkingf1,1,throughout,1,remember,1,critical,7,fund,6,find,3,critical,7
great,3,spoke,2,quality,3,rmcc,1,honoring,1,comeback,1,school,7,mental,6,states,3,school,7
cut,3,celebrate,2,appreciate,2,named,1,work,1,bar,1,declaration,7,reduce,6,help,3,declaration,7
court,3,partner,2,congratulations,2,effect,1,calls,1,katies,1,@futurereadyiowa,7,coronavirus,6,welcome,2,@futurereadyiowa,7
