kw_jan,freq_jan,kw_feb,freq_feb,kw_mar,freq_mar,kw_apr,freq_apr,kw_may,freq_may,kw_jun,freq_jun,kw_junYTD,freq_junYTD,kw_q1,freq_q1,kw_q2,freq_q2,kw_q2YTD,freq_q2YTD
new,35,new,48,new,162,new,82,new,80,new,64,new,471,new,245,new,226,new,471
#makingprogresshappen,23,yorkers,22,#coronavirus,93,#coronavirus,65,watch,68,daily,44,#coronavirus,227,york,102,watch,166,#coronavirus,227
state,22,york,18,york,70,briefing,62,#coronavirus,63,watch,42,york,204,#coronavirus,98,briefing,164,york,204
york,14,ny,9,cases,50,watch,56,briefing,63,briefing,39,watch,197,yorkers,70,#coronavirus,129,watch,197
hate,12,trump,8,health,46,giving,35,york,35,giving,37,briefing,178,state,65,daily,112,briefing,178
year,11,still,8,yorkers,40,daily,34,live,34,york,36,state,146,health,55,giving,105,state,146
lets,11,traveler,7,nys,38,available,32,daily,34,covid,35,yorkers,143,cases,55,york,102,yorkers,143
ny,10,trusted,7,state,37,state,31,mask,33,yesterday,29,daily,114,ny,51,live,85,daily,114
proposing,9,help,7,spread,33,people,31,giving,33,tests,29,giving,113,nys,48,state,81,giving,113
yorkers,8,across,6,ny,32,interpretation,31,yorkers,33,police,28,ny,112,help,44,yorkers,73,ny,112
#puertorico,8,federal,6,help,32,closed,31,wear,32,positive,23,health,110,spread,36,people,65,health,110
jewish,8,state,6,testing,31,york,31,holding,31,state,23,live,104,home,33,covid,63,live,104
law,7,safe,5,update,29,live,31,updates,31,ny,22,people,96,testing,32,holding,63,people,96
community,7,nys,5,home,29,asl,31,state,27,press,21,testing,91,update,32,ny,61,testing,91
directing,6,coronavirus,5,watch,28,captioning,30,ny,26,live,20,nys,90,watch,31,updates,59,nys,90
safe,6,great,5,hospital,25,holding,29,reopening,25,reform,20,help,82,people,31,testing,59,help,82
assist,6,president,5,public,25,updates,28,health,22,mask,18,states,76,states,30,mask,56,states,76
puerto,6,hate,5,#covid19,25,testing,28,workers,21,1130am,18,updates,73,federal,29,1130am,55,updates,73
across,6,fight,5,people,24,yorkers,27,reopen,20,law,17,holding,71,public,27,health,55,holding,71
antisemitism,5,weekend,5,save,24,workers,27,people,19,moment,17,cases,71,hospital,25,wear,55,cases,71
help,5,health,5,states,22,et,26,testing,18,people,15,workers,67,save,25,available,51,workers,67
full,5,#coronavirus,5,medical,22,federal,26,1130am,18,hospitalizations,15,available,66,#covid19,25,workers,50,available,66
#sots2020,5,novel,5,thank,22,help,23,available,17,nyc,15,closed,66,confirmed,25,et,47,closed,66
2020,5,law,5,closed,21,distancing,23,region,16,wear,14,federal,64,work,24,states,46,federal,64
nys,5,political,5,stay,20,nys,21,begin,16,came,14,covid,63,#makingprogresshappen,24,closed,45,covid,63
crimes,5,continuing,4,federal,20,thank,21,covid,16,fatalities,14,thank,63,stay,24,asl,43,thank,63
stand,5,solidarity,4,confirmed,20,health,20,phase,15,update,13,public,59,medical,23,reopening,43,public,59
million,5,nyers,4,capacity,19,lost,20,states,15,change,13,wear,57,thank,23,interpretation,43,wear,57
security,5,call,4,work,19,states,20,may,14,testing,13,mask,56,closed,21,captioning,42,mask,56
holocaust,5,decision,4,healthcare,18,stay,19,closed,14,nys,13,1130am,55,healthcare,20,nys,42,1130am,55
solidarity,5,discrimination,4,care,17,1130am,19,thank,13,fell,13,captioning,54,take,20,yesterday,41,captioning,54
auschwitz,5,travel,4,tests,16,social,18,et,13,yorkers,13,spread,54,capacity,20,thank,40,spread,54
force,4,18883643065,4,hospitals,15,public,18,interpretation,12,health,13,tests,54,live,19,help,38,tests,54
justice,4,take,4,positive,15,government,18,asl,12,performed,12,home,52,hate,19,lost,36,home,52
health,4,confirmed,4,virus,15,lives,17,captioning,12,todays,11,stay,51,tests,19,tests,35,stay,51
love,4,country,4,live,15,#newyorktough,17,symptoms,12,totaltotal,11,positive,51,across,19,federal,35,positive,51
en,4,people,4,center,15,essential,16,pandemic,12,lead,11,work,50,government,18,positive,35,work,50
remember,4,states,4,workers,15,ventilators,15,lost,12,states,11,update,49,care,18,police,33,update,49
tolerance,4,areas,4,professionals,14,ny,13,public,12,phase,10,government,48,lets,17,public,32,government,48
honor,4,sign,4,take,14,healthcare,13,help,11,reopening,10,et,47,workers,17,reopen,31,et,47
tax,4,concerns,4,reduce,14,covid19,13,mental,11,work,9,interpretation,47,law,17,government,30,interpretation,47
survivors,4,ensure,4,available,14,covid,12,cases,11,stop,9,asl,47,hospitals,17,#newyorktough,28,asl,47
de,4,lake,4,briefing,13,facts,12,honor,11,justice,9,reopening,43,center,16,covid19,28,reopening,43
support,4,stand,4,lives,13,home,12,regions,11,protesters,9,yesterday,43,positive,16,stay,27,yesterday,43
police,4,coming,4,updates,13,face,11,government,11,curve,8,lost,42,lives,16,distancing,27,lost,42
75th,4,cases,4,government,12,save,11,great,11,president,8,law,41,protect,16,essential,27,law,41
rico,4,#nohateinourstate,4,life,12,virus,11,1,11,et,8,police,41,still,16,phase,27,police,41
task,4,ban,4,stop,12,cant,11,care,10,real,8,lives,41,year,16,work,26,lives,41
executive,4,risk,4,temporary,12,support,11,covid19,10,peaceful,8,across,39,fight,15,nyc,25,across,39
leave,4,tests,3,order,12,infection,10,essential,10,order,8,save,39,provide,15,social,25,save,39
infrastructure,4,multiple,3,protect,12,working,10,video,10,1,8,virus,38,professionals,15,lives,25,virus,38
national,4,rights,3,captioning,12,antibody,10,respect,10,abuse,8,working,37,available,15,may,24,working,37
budget,4,proud,3,staff,12,order,10,tested,9,tested,7,social,36,coronavirus,15,law,24,social,36
states,4,restore,3,emergency,11,hospital,10,country,9,executive,7,nyc,36,continue,15,1,24,nyc,36
brothers,4,covid19,3,bringing,11,wear,9,communities,9,show,7,covid19,36,working,15,facts,24,covid19,36
ban,4,control,3,supplies,11,still,9,work,9,use,7,hospital,36,virus,15,virus,23,hospital,36
work,3,lgbtq,3,rochelle,11,decisions,9,death,9,still,7,take,35,stop,15,press,23,take,35
visited,3,received,3,provide,11,executive,9,lives,8,across,7,still,35,reduce,14,working,22,still,35
voice,3,necessary,3,best,11,protect,9,support,8,record,7,#newyorktough,35,emergency,14,masks,22,#newyorktough,35
bring,3,snowmobiling,3,continue,11,heroes,8,tell,8,city,7,essential,35,sick,14,pandemic,22,essential,35
country,3,update,3,working,11,masks,8,working,8,spread,6,order,34,briefing,14,support,22,order,34
pass,3,protect,3,cant,10,meet,8,masks,8,violence,6,facts,34,community,14,order,21,facts,34
