kw_jan,freq_jan,kw_feb,freq_feb,kw_mar,freq_mar,kw_apr,freq_apr,kw_may,freq_may,kw_jun,freq_jun,kw_junYTD,freq_junYTD,kw_q1,freq_q1,kw_q2,freq_q2,kw_q2YTD,freq_q2YTD
people,11,meet,13,help,40,help,35,care,30,people,18,help,112,help,53,help,59,help,112
canadians,7,chiefs,13,people,31,people,19,workers,21,systemic,13,people,110,people,52,people,58,people,110
help,7,canadians,12,canadians,23,government,19,people,21,racism,13,government,76,canadians,42,care,56,government,76
new,7,hereditary,12,government,20,everyone,18,government,19,government,12,care,70,government,26,government,50,care,70
canada,6,wetsuweten,11,health,12,care,15,work,18,end,11,canadians,70,work,20,workers,41,canadians,70
answers,6,people,10,work,11,canadians,13,help,17,care,11,workers,58,needs,18,canadians,28,workers,58
country,6,pharmacare,9,needs,10,workers,12,safe,14,police,11,work,48,workers,17,work,28,work,48
across,6,work,7,wage,9,needs,12,sick,13,cerb,10,needs,42,support,15,needs,24,needs,42
families,6,black,6,home,9,new,11,longterm,11,prime,9,health,33,health,15,safe,23,health,33
friends,6,stand,6,workers,9,families,11,canada,10,canadians,9,everyone,33,care,14,everyone,23,everyone,33
family,6,trudeau,6,stay,9,health,10,public,9,healthcare,8,canada,32,meet,14,cerb,21,canada,32
support,5,liberals,6,care,9,rent,10,#covid19,9,needs,8,families,31,new,13,canada,19,families,31
loved,5,help,6,support,9,work,10,thank,9,workers,8,safe,30,liberals,13,thank,19,safe,30
still,5,police,6,direct,8,cerb,9,paid,8,minister,8,new,29,chiefs,13,take,18,new,29
everyone,5,failure,6,wait,7,crisis,9,seniors,7,take,8,support,29,canada,13,health,18,support,29
safe,4,year,5,subsidy,7,support,8,funding,7,help,7,indigenous,27,families,13,families,18,indigenous,27
prime,4,still,5,pay,7,still,8,health,7,indigenous,7,still,26,plan,13,crisis,17,still,26
needs,4,prime,5,rent,7,democrats,8,governments,7,pain,6,take,25,wetsuweten,12,#covid19,17,take,25
schools,4,says,5,worried,7,students,8,women,7,rcmp,6,thank,24,stay,12,new,16,thank,24
communities,4,important,5,businesses,7,safe,8,canadian,6,cant,6,cant,23,hereditary,12,racism,16,cant,23
workers,4,canada,5,plan,7,left,7,indigenous,6,act,6,democrats,22,still,12,longterm,16,democrats,22
kids,4,situation,4,liberals,6,universal,7,lets,6,black,6,prime,22,indigenous,12,lives,16,prime,22
islamophobia,3,universal,4,liberal,6,take,7,canadians,6,celebrate,5,cerb,21,prime,11,indigenous,15,cerb,21
govt,3,country,4,cant,6,cant,7,lives,6,profiling,5,stay,21,everyone,10,cant,15,stay,21
plan,3,leadership,4,jobs,6,#covid19,6,stay,6,enough,5,racism,21,country,10,still,14,racism,21
coming,3,action,4,measures,6,normal,6,love,6,racial,5,public,21,home,10,sick,14,public,21
democrats,3,needs,4,public,6,lives,6,leave,6,changes,5,minister,21,stand,10,public,14,minister,21
offer,3,mr,4,sick,6,thank,6,parents,6,canada,4,sick,20,trudeau,10,support,14,sick,20
fight,3,workers,4,quickly,5,keeping,6,paying,6,review,4,#covid19,20,pharmacare,10,federal,13,#covid19,20
tragedy,3,deliver,4,good,5,access,6,home,5,federal,4,home,19,democrats,10,celebrate,13,home,19
heartbreaking,3,words,4,interest,5,lost,5,crisis,5,living,4,lives,19,important,9,systemic,13,lives,19
situation,3,care,4,indigenous,5,federal,5,build,5,looks,4,liberals,19,situation,9,healthcare,13,liberals,19
stand,3,1,4,business,5,national,5,new,5,remember,4,crisis,19,wage,9,minister,12,crisis,19
quebec,3,forward,4,mortgage,5,continue,5,run,5,words,4,meet,18,communities,9,democrats,12,meet,18
minister,3,families,4,companies,5,canada,5,essential,5,municipalities,4,end,18,across,9,end,12,end,18
call,3,indigenous,4,act,5,pay,5,frontlines,5,extend,4,rent,18,direct,9,paid,11,rent,18
indigenous,3,asked,4,take,5,behind,4,term,5,job,4,together,17,minister,9,prime,11,together,17
government,3,hes,4,democrats,5,healthy,4,lot,5,use,4,federal,17,says,8,police,11,federal,17
violence,3,appoint,3,urgently,4,hard,4,deserve,5,call,4,family,17,rent,8,women,10,family,17
taking,3,enough,3,leave,4,medication,4,celebrate,5,thank,4,act,17,companies,8,lost,10,act,17
friend,3,government,3,protect,4,essential,4,girls,4,wont,4,police,17,cant,8,job,10,police,17
clear,3,across,3,days,4,communities,4,businesses,4,lives,4,country,17,together,8,act,10,country,17
racism,3,talk,3,calling,4,together,4,building,4,instead,4,communities,16,call,8,rent,10,communities,16
important,3,everyone,3,credit,4,response,4,family,4,million,4,celebrate,16,liberal,8,essential,10,celebrate,16
victims,3,reckless,3,utility,4,build,4,support,4,power,4,systemic,16,loved,8,seniors,10,systemic,16
tamil,3,meeting,3,spoke,4,apply,4,away,4,year,4,longterm,16,family,8,access,10,longterm,16
deserve,3,violent,3,75,4,hope,4,federal,4,story,4,pay,16,deliver,7,normal,10,pay,16
trump,3,national,3,announcement,4,good,4,action,4,crisis,3,access,16,friends,7,love,10,access,16
streets,3,stop,3,access,4,community,4,normal,4,respond,3,plan,16,businesses,7,continue,10,plan,16
together,3,involved,3,job,4,fight,4,life,4,path,3,across,15,jobs,7,fight,9,across,15
stay,3,big,3,fees,4,businesses,4,weeks,4,families,3,businesses,15,pay,7,away,9,businesses,15
loss,3,companies,3,communities,4,news,4,money,4,feel,3,national,15,safe,7,pay,9,national,15
pain,3,refusing,3,taking,3,money,4,access,4,family,3,job,15,action,7,students,9,job,15
end,3,relationship,3,immediate,3,country,4,million,4,building,3,year,15,wait,7,keeping,9,year,15
trudeau,3,federal,3,national,3,public,4,healthy,4,behalf,3,healthcare,15,subsidy,7,parents,9,healthcare,15
working,3,new,3,south,3,away,4,across,4,chief,3,paid,14,act,7,million,9,paid,14
heritage,2,trudeaus,3,#covid19,3,home,4,families,4,everyone,3,companies,14,worried,7,national,9,companies,14
justice,2,canadian,3,afford,3,wage,4,continue,4,violence,3,stand,14,taking,7,remember,9,stand,14
responsible,2,special,3,payments,3,criteria,4,job,4,waiting,3,lets,14,public,7,funding,9,lets,14
abortion,2,thank,3,working,3,gets,4,needs,4,pressure,3,black,14,year,7,together,9,black,14
millions,2,justin,3,countries,3,frontlines,4,place,4,lot,3,love,14,black,7,home,9,love,14
massive,2,scheer,3,deliver,3,banks,4,still,4,antiblack,3,canadian,14,take,7,family,9,canadian,14
online,2,rcmp,3,ends,3,fighting,4,speak,3,concrete,3,fight,14,mr,6,stay,9,fight,14
ford,2,discussions,3,per,3,month,4,give,3,10,3,wage,14,answers,6,canadian,9,wage,14
hate,2,minister,3,announced,3,direct,3,says,3,reading,3,chiefs,14,quickly,6,money,9,chiefs,14
ones,2,history,3,money,3,return,3,lost,3,brutality,3,continue,14,put,6,deserve,9,continue,14
speak,2,plan,3,leaders,3,stories,3,rely,3,killing,3,deserve,14,big,6,frontlines,9,deserve,14
makes,2,education,3,chief,3,love,3,clear,3,another,3,call,13,days,6,lets,9,call,13
investigation,2,actions,3,needed,3,subsidy,3,fight,3,honour,3,trudeau,13,end,6,build,9,trudeau,13
stories,2,struggling,2,ban,3,loved,3,fought,3,profit,3,another,13,asked,6,living,9,another,13
sending,2,denounce,2,families,3,deserve,3,justice,3,frustration,3,month,13,national,6,fighting,8,month,13
asked,2,pms,2,feeling,3,distance,3,take,3,justice,2,loved,13,police,6,year,8,loved,13
discrimination,2,month,2,sending,3,canadian,3,ceos,3,racismits,2,says,13,sick,6,left,8,says,13
flight,2,paying,2,possible,3,mortgage,3,increase,3,still,2,women,13,working,6,another,8,women,13
send,2,standing,2,labour,3,companies,3,taking,3,good,2,asked,13,access,6,community,8,asked,13
world,2,land,2,new,3,working,3,child,3,policing,2,direct,12,actions,6,lot,8,direct,12
cdns,2,comments,2,banks,3,asking,3,fair,3,spending,2,wetsuweten,12,month,6,businesses,8,wetsuweten,12
plane,2,heard,2,call,3,longterm,3,profit,3,immediately,2,money,12,failure,6,healthy,8,money,12
lets,2,commit,2,month,3,stay,3,avoid,3,fund,2,hereditary,12,measures,6,honour,8,hereditary,12
heard,2,making,2,paid,3,works,3,without,3,adam,2,pharmacare,12,talk,5,governments,8,pharmacare,12
standing,2,show,2,hear,3,times,3,tax,3,fight,2,universal,12,forward,5,leave,7,universal,12
act,2,bills,2,levels,3,making,3,together,3,ltc,2,good,12,services,5,building,7,good,12
thoughts,2,put,2,2000,3,financial,3,workthe,3,stand,2,away,12,hear,5,good,7,away,12
continues,2,threats,2,contact,3,frontline,3,remember,3,together,2,parents,12,fight,5,wont,7,parents,12
use,2,repeat,2,continue,3,act,3,racism,3,moment,2,taking,12,deserve,5,asked,7,taking,12
honoured,2,dangerous,2,safe,3,honour,3,democrats,3,entire,2,put,12,clear,5,pain,7,put,12
message,2,together,2,minister,3,celebrate,3,share,3,world,2,liberal,12,mortgage,5,enough,7,liberal,12
pongal,2,facing,2,away,3,due,3,keeping,3,put,2,governments,12,words,5,month,7,governments,12
newfoundland,2,democrats,2,together,3,stop,3,world,3,force,2,action,12,heard,5,universal,7,action,12
put,2,concrete,2,tourists,2,coast,3,rights,3,tonight,2,violence,11,violence,5,communities,7,violence,11
stigma,2,pharma,2,due,2,millions,3,responsibility,3,matter,2,leave,11,leadership,5,world,7,leave,11
peace,2,mediator,2,predatory,2,pause,3,minister,3,seniors,2,fighting,11,coming,5,black,7,fighting,11
fighting,2,committed,2,violence,2,showing,3,asian,3,happy,2,enough,11,week,5,paying,7,enough,11
house,2,reconciliation,2,freeze,2,clean,3,liberals,3,community,2,wont,11,job,5,country,7,wont,11
remember,2,call,2,owners,2,another,3,healthcare,3,#covid19,2,lost,11,sending,5,story,7,lost,11
iran,2,comprehensive,2,passed,2,ones,3,join,3,give,2,remember,11,calling,5,response,6,remember,11
raise,2,hate,2,risk,2,helping,3,living,3,tackle,2,working,11,75,5,violence,6,working,11
another,2,provinces,2,nova,2,asked,3,homes,3,bring,2,days,11,thank,5,increase,6,days,11
bring,2,allowed,2,250,2,system,3,national,3,something,2,jobs,11,business,5,tax,6,jobs,11
welcome,2,premiers,2,canadian,2,find,3,choice,3,women,2,build,10,hes,5,across,6,build,10
