kw_jan,freq_jan,kw_feb,freq_feb,kw_mar,freq_mar,kw_apr,freq_apr,kw_may,freq_may,kw_jun,freq_jun,kw_junYTD,freq_junYTD,kw_q1,freq_q1,kw_q2,freq_q2,kw_q2YTD,freq_q2YTD
#akleg,42,alaskans,5,#covid19,29,live,66,#akgov,47,#covid19,16,#akgov,161,#akgov,55,live,109,#akgov,161
#akgov,38,create,3,live,25,#covid19,51,#covid19,38,#akgov,14,live,137,alaska,44,#akgov,106,live,137
alaska,32,commissioner,3,#akgov,17,#akgov,45,live,33,#alaska,13,#covid19,134,#akleg,42,#covid19,105,#covid19,134
state,20,alaskan,3,outbreak,17,watch,37,#reopenalaskaresponsibly,32,live,10,alaska,96,alaskans,38,press,66,alaska,96
alaskans,19,alaska,3,watch,16,press,36,press,23,cases,9,alaskans,84,state,31,briefing,62,alaskans,84
alaskas,10,development,3,update,16,@alaska_dhss,35,briefing,21,alaskans,8,watch,78,#covid19,29,watch,58,watch,78
future,10,@realdonaldtrump,3,health,16,briefing,34,alaska,21,@alaska_dhss,7,press,67,live,28,@alaska_dhss,54,press,67
together,10,department,3,alaskans,14,#flattenthecurve,34,watch,16,new,7,state,64,alaskas,24,alaska,52,state,64
year,9,nation,3,officials,14,alaska,26,alaskans,16,tonight,7,@alaska_dhss,63,watch,20,alaskans,46,@alaska_dhss,63
reading,8,future,3,public,14,health,25,tonight,15,briefing,7,briefing,63,outbreak,17,#reopenalaskaresponsibly,40,briefing,63
legislation,6,resource,2,alaskas,12,outbreak,25,new,14,press,7,#akleg,51,health,17,tonight,38,#akleg,51
#alaska,6,prevention,2,#flattenthecurve,11,alaskans,22,businesses,13,state,6,health,48,update,17,#flattenthecurve,36,health,48
land,6,elizabeth,2,@alaska_dhss,9,economy,21,@alaska_dhss,12,alaska,5,tonight,47,public,16,#alaska,34,tonight,47
great,6,grow,2,alaska,9,update,19,plan,11,info,5,#flattenthecurve,47,officials,15,state,33,#flattenthecurve,47
work,6,programs,2,state,9,tonight,16,state,11,tests,5,update,46,together,14,economy,32,update,46
new,5,due,2,covid19,8,state,16,economy,9,cumulative,5,alaskas,45,future,13,health,31,alaskas,45
@realdonaldtrump,5,district,2,ak,8,reopen,15,12,9,deaths,5,outbreak,45,#flattenthecurve,11,new,29,outbreak,45
create,5,live,2,giving,8,5pm,13,#caresact,9,todays,5,#alaska,42,ak,10,update,29,#alaska,42
states,5,groups,2,joined,7,#alaska,13,#akleg,9,watch,5,#reopenalaskaresponsibly,40,tonight,9,outbreak,28,#reopenalaskaresponsibly,40
people,5,@senatorshoshana,2,local,5,public,13,reopen,8,0,5,economy,40,@alaska_dhss,9,5pm,23,economy,40
administration,5,age,2,help,5,officials,12,#alaska,8,apply,4,new,38,year,9,reopen,23,new,38
resource,5,petersburg,2,spread,5,alaskas,11,5pm,8,1,4,public,34,joined,9,alaskas,21,public,34
reads,5,thanks,2,slow,5,facebook,10,numbers,8,update,4,officials,27,new,9,cases,20,officials,27
act,5,governors,2,protect,4,page,10,holding,8,alaskas,4,ak,27,economy,8,thank,18,ak,27
life,5,economy,2,facebook,4,joined,10,gt,7,latest,4,5pm,25,reading,8,public,18,5pm,25
law,5,friend,2,information,4,join,9,1,7,fishing,4,businesses,24,covid19,8,join,17,businesses,24
governor,4,state,2,businesses,4,ak,9,0,7,rate,4,thank,23,great,8,ak,17,thank,23
economy,4,joined,2,together,4,reopening,8,responsibly,7,travel,4,cases,23,giving,8,businesses,17,cases,23
business,4,talk,2,approximately,4,approximately,8,join,7,thank,4,reopen,23,@realdonaldtrump,8,plan,17,reopen,23
2020,4,week,2,town,4,@annezinkmd,8,thank,7,help,3,great,21,work,8,0,17,great,21
children,4,across,2,tonight,4,new,8,may,7,capacity,3,joined,21,help,8,facebook,16,joined,21
watch,4,alaskas,2,providing,4,another,7,cases,7,announced,3,plan,21,#alaska,8,page,15,plan,21
oil,4,great,2,learn,4,thank,7,efforts,7,interstate,3,covid19,20,create,8,holding,15,covid19,20
history,4,lottery,2,hall,3,aks,7,phase,6,ak,3,facebook,20,land,8,numbers,14,facebook,20
possible,4,new,2,response,3,5,6,update,6,great,3,join,20,businesses,7,great,13,join,20
pfd,4,jobs,2,stay,3,cabinet,6,alaskas,6,#reopenalaskaresponsibly,3,help,18,information,7,responsibly,13,help,18
tonight,4,invest,2,virus,3,members,6,22,6,hall,3,work,17,resource,7,1,13,work,17
#akreads,4,meeting,2,stabilize,3,responsibly,6,discuss,6,international,3,page,17,life,7,reopening,12,page,17
happy,4,mike,2,partners,3,hosting,6,communities,6,22,3,together,17,learn,7,@annezinkmd,12,together,17
budget,4,peratrovich,2,dr,3,#reopenalaskaresponsibly,5,funding,5,proclamation,3,0,17,week,7,joined,12,0,17
spending,4,@adndotcom,2,thank,3,continue,5,covid19,5,holding,3,holding,16,local,7,deaths,12,holding,16
renewable,3,academy,2,top,3,0,5,nonprofits,5,answer,3,1,15,law,7,covid19,12,1,15
solutions,3,discuss,2,weekend,2,protect,5,ak,5,11,3,information,14,legislation,6,officials,12,information,14
stop,3,land,2,sector,2,great,5,latest,5,june,3,responsibly,14,people,6,12,11,responsibly,14
matsu,3,life,2,crum,2,commissioner,5,recovered,5,numbers,3,numbers,14,continue,6,cumulative,11,numbers,14
grow,3,energy,1,commissioner,2,virus,5,next,5,activities,3,12,14,protect,6,discuss,11,12,14
trade,3,agenda,1,hands,2,plan,5,great,5,#alaskas,3,discuss,13,good,6,tests,11,discuss,13
good,3,americans,1,5pm,2,provide,5,capacity,5,travelers,3,continue,13,pfd,5,todays,10,continue,13
gas,3,ferries,1,plan,2,medical,5,social,5,case,3,provide,13,spread,5,#caresact,10,provide,13
comprehensive,3,vacant,1,cases,2,working,5,ongoing,5,covid19,3,latest,13,grow,5,another,10,latest,13
upon,3,southcentral,1,new,2,help,5,2,5,yesterday,3,another,13,development,5,aks,10,another,13
week,3,snowmachine,1,meetings,2,ways,5,information,4,outdoor,3,@realdonaldtrump,13,act,5,latest,10,@realdonaldtrump,13
jobs,3,responsibly,1,@who,2,team,5,todays,4,another,3,future,13,states,5,efforts,10,future,13
historic,3,dominanceusmca,1,communities,2,cases,4,women,4,recovered,3,virus,12,town,5,recovered,10,virus,12
introduced,3,generated,1,travel,2,discuss,4,economic,4,hospitalized,3,year,12,business,5,help,10,year,12
love,3,prax,1,ways,2,holding,4,men,4,housing,2,@annezinkmd,12,slow,5,gt,10,@annezinkmd,12
outcomes,3,president,1,economy,2,actions,4,billion,4,wont,2,may,12,reads,5,#akleg,9,may,12
improve,3,tonight,1,continue,2,supplies,4,public,4,average,2,approximately,12,thank,5,provide,9,approximately,12
dunleavy,3,doneread,1,whether,2,briefings,4,cumulative,4,village,2,reopening,12,history,5,22,9,reopening,12
congratulations,3,discussion,1,care,2,taking,4,questions,4,details,2,week,12,communities,5,discussing,9,week,12
statewide,3,join,1,may,2,plans,4,tomorrow,4,rent,2,efforts,12,administration,5,may,9,efforts,12
learn,3,near,1,@sendansullivan,2,work,4,hospitalizations,4,care,2,deaths,12,alaskan,5,economic,9,deaths,12
energy,3,exclusive,1,service,2,care,4,deaths,4,virtual,2,team,11,providing,5,5,9,team,11
industry,3,6pm,1,team,2,resume,4,facebook,4,stay,2,hosting,11,jobs,5,work,9,hosting,11
help,3,hall,1,world,2,economic,4,health,4,@realdonaldtrump,2,care,11,commissioner,5,virus,9,care,11
