kw_jan,freq_jan,kw_feb,freq_feb,kw_mar,freq_mar,kw_apr,freq_apr,kw_may,freq_may,kw_jun,freq_jun,kw_junYTD,freq_junYTD
north,19,north,32,gov,38,north,49,people,65,north,57,north,251
rc,14,carolina,18,cooper,37,people,41,north,65,people,51,people,187
state,13,state,17,coronavirus,31,gov,41,covid19,45,covid19,39,state,165
cooper,12,cooper,16,covid19,29,covid19,33,phase,44,state,35,gov,160
school,12,gov,14,north,29,work,33,state,43,carolina,33,covid19,146
gov,11,carolinians,11,state,24,state,33,carolina,40,health,32,carolina,138
students,11,people,10,task,22,cooper,32,gov,35,work,28,cooper,129
health,9,communities,8,force,22,restrictions,31,home,26,virus,25,health,102
education,9,health,7,live,21,home,28,help,26,force,21,help,91
community,8,million,7,help,20,carolina,27,testing,24,gov,21,work,89
carolina,8,education,6,people,17,health,26,virus,24,face,21,carolinians,88
budget,8,rc,6,order,16,help,24,businesses,24,communities,21,virus,77
finish,7,jobs,6,update,14,order,23,face,22,cases,20,home,75
carolinians,7,invest,6,carolinians,14,virus,23,cooper,21,pandemic,20,force,72
program,7,helping,5,health,12,new,23,work,20,task,18,task,66
families,7,making,5,carolina,12,school,23,carolinians,20,carolinians,17,coronavirus,64
early,7,community,5,continue,10,testing,20,1,20,help,17,order,63
across,7,students,5,workers,10,stay,19,2,19,spread,17,school,61
medicaid,6,announced,5,briefing,9,carolinians,19,important,18,school,16,live,60
college,6,family,4,working,9,working,18,safe,17,black,14,continue,59
childhood,6,goal,4,home,9,continue,17,order,17,important,14,businesses,57
leaders,6,new,4,unemployment,8,lives,17,safety,17,continue,13,testing,56
care,5,continue,4,spread,8,trends,15,still,16,new,13,communities,56
pay,5,expanding,4,executive,8,coronavirus,15,health,16,businesses,13,new,55
repair,5,life,4,lives,8,tracing,15,stay,16,justice,13,phase,54
line,5,world,4,members,8,ease,15,across,15,testing,12,restrictions,54
funding,5,nc,4,school,7,may,15,continue,15,numbers,12,stay,48
future,4,stronger,4,schools,7,give,15,workers,15,care,12,pandemic,48
public,4,weather,4,business,7,plan,14,care,15,coverings,12,important,48
nc,4,service,4,care,7,live,14,covering,15,live,11,care,47
shouldnt,4,yesterday,4,assistance,7,economy,14,coopers,15,coopers,11,working,47
expansion,4,care,4,public,6,fight,14,restrictions,14,cooper,11,update,46
gap,4,growing,4,businesses,6,members,14,force,14,still,11,face,45
close,4,leaders,4,families,6,task,14,pandemic,14,law,10,students,45
new,4,future,4,governor,6,force,14,live,13,recovery,10,members,44
working,4,workforce,4,difficult,6,update,13,watch,13,community,10,safe,44
grant,4,facility,4,response,6,hospitals,13,local,13,schools,10,spread,40
plan,4,governor,4,benefits,6,move,13,members,13,watch,10,lives,40
coverage,4,honor,4,updates,6,week,13,may,12,color,10,give,40
action,4,create,4,stay,6,businesses,12,economy,12,disparities,9,rc,40
bond,4,winter,3,students,6,unemployment,12,give,12,together,9,watch,39
car,4,kristin,3,together,6,safe,12,equipment,12,students,9,coopers,39
negotiate,4,schools,3,watch,6,normal,12,critical,12,wear,9,across,39
lets,4,pay,3,rc,6,thank,12,6,12,give,9,still,39
career,4,medicaid,3,states,5,social,11,tested,11,loved,9,economy,38
service,4,budget,3,hard,5,pandemic,11,update,11,leaders,9,cases,37
construction,4,grants,3,communities,5,students,11,task,11,protect,9,families,37
stand,4,learning,3,work,5,public,11,briefing,11,across,9,community,37
grants,4,companies,3,times,5,another,11,feet,11,economy,9,may,36
million,4,water,3,service,5,path,10,coronavirus,10,hospital,9,briefing,36
legislative,4,affordable,3,important,5,forward,10,show,10,system,9,public,36
hearts,3,access,3,directs,5,business,10,hands,10,members,8,workers,36
opportunity,3,lt,3,lines,5,staying,10,communities,10,increase,8,thank,35
stay,3,hurricanes,3,thank,5,distancing,10,updates,10,country,8,week,35
andy,3,continues,3,gatherings,5,communities,10,week,10,briefing,8,local,34
year,3,business,3,employees,5,spread,9,5,9,home,8,making,32
making,3,colleges,3,coopers,5,together,9,friday,9,families,8,another,31
states,3,grateful,3,slow,5,families,9,thank,9,enforcement,8,schools,31
todays,3,county,3,front,5,important,9,remember,9,critical,8,updates,31
may,3,bring,3,save,5,schools,9,country,9,another,8,fight,31
brave,3,potential,2,safe,5,local,9,weekend,9,update,8,together,31
grateful,3,@ncdot,2,able,4,watch,9,place,9,hard,8,2,30
yesterday,3,@rebuildnc_gov,2,decision,4,beat,8,protective,9,weeks,8,protect,29
help,3,strengthen,2,jobs,4,still,8,emergency,9,criminal,8,business,29
best,3,leading,2,across,4,dr,8,apart,9,public,8,safety,28
pitt,3,jordan,2,virus,4,cohen,8,personal,8,systemic,8,critical,28
loss,3,sgt,2,job,4,protect,8,ws,8,restrictions,8,education,28
fort,3,counter,2,distancing,4,coopers,8,data,8,updates,8,hard,28
legislature,3,homes,2,media,4,hope,8,sites,8,thank,8,grateful,28
learning,3,monitor,2,nc,4,general,8,lives,8,especially,8,leaders,27
