kw_jan,freq_jan,kw_feb,freq_feb,kw_mar,freq_mar,kw_apr,freq_apr,kw_may,freq_may,kw_jun,freq_jun,kw_junYTD,freq_junYTD
#alpolitics,32,#alpolitics,81,#alpolitics,67,#togetheral,94,#togetheral,46,#togetheral,21,#alpolitics,272
al,17,state,35,#covid19,43,#covid19,52,#covid19,21,#alpolitics,21,#togetheral,171
state,14,alabama,24,@alpublichealth,20,#alpolitics,51,#alpolitics,20,alabama,13,#covid19,128
alabama,13,new,16,#coronavirus,19,alabamians,31,alabama,18,state,12,state,112
thank,11,#yes4amendment1,13,state,19,al,26,@alpublichealth,17,#covid19,12,alabama,104
economic,10,al,11,alabama,15,health,23,order,16,thank,9,al,81
proud,8,march,11,alabamians,14,alabama,21,#saferathome,15,workforce,7,thank,73
great,7,proud,11,thank,13,state,20,thank,13,learn,7,alabamians,65
development,7,education,11,al,13,@alpublichealth,19,state,12,support,6,@alpublichealth,58
year,7,vote,10,@potus,12,thank,19,al,10,alabamians,6,health,44
new,6,3,10,#togetheral,10,people,17,alabamians,9,youth,6,new,42
work,6,#aledchat,10,pandemic,10,order,15,proud,8,@flotus,5,help,41
workforce,6,help,9,please,10,help,15,social,8,pandemic,5,order,40
governor,5,alabamas,9,help,9,visit,14,distancing,7,across,5,great,40
forward,5,work,9,call,9,great,13,people,7,visit,5,people,38
als,5,students,8,great,9,continue,12,visit,7,assist,4,visit,38
states,5,year,8,health,9,#askgovivey,11,states,6,statement,4,work,38
local,5,career,8,family,9,care,10,forward,6,local,4,proud,38
news,4,thank,8,members,9,#stayathome,10,businesses,6,proud,4,support,33
lost,4,governor,8,information,8,april,10,taking,5,july,4,continue,30
economy,4,people,7,work,8,fellow,10,help,5,#saferathome,4,take,27
@potus,4,take,7,@cdcgov,8,#ribbonsofhope,10,please,5,act,4,members,27
join,4,amendment,7,#yes4amendment1,8,support,10,next,5,full,4,learn,27
continue,4,board,7,efforts,8,working,10,amended,5,folks,4,year,27
best,4,honor,7,important,8,new,10,precautions,5,al,4,working,26
excited,4,members,7,citizens,8,crisis,9,may,5,order,4,als,26
facing,3,#sboe,7,dr,7,across,9,act,5,please,4,efforts,25
hope,3,job,6,resources,7,learn,9,new,5,community,4,important,25
bridges,3,centers,6,#aledchat,7,@yext,9,cares,5,happy,4,states,25
issues,3,group,6,news,7,economy,9,support,5,provide,3,please,25
everyone,3,working,6,home,7,federal,8,appreciate,5,ways,3,across,24
success,3,together,6,continue,7,safe,8,guidance,4,#caresact,3,#aledchat,24
dr,3,full,6,year,7,weather,8,@alabamang,4,hosting,3,pandemic,24
2020,3,opportunities,6,lets,7,businesses,8,work,4,training,3,@potus,24
involved,3,2020,6,team,6,harris,8,health,4,#2020census,3,news,23
share,3,#alsboe,6,take,6,spread,8,protect,4,plan,3,dr,22
part,3,serve,6,update,6,work,8,encouraged,4,million,3,full,22
office,3,states,6,als,6,dr,8,take,4,responsibility,3,social,22
cities,3,#strongstartstrongfinish,6,safety,6,testing,7,practice,4,country,3,workforce,21
phase,3,important,6,best,6,live,7,available,4,students,3,care,21
rep,3,support,6,ive,6,resources,7,partnership,4,broadband,3,#yes4amendment1,21
@us_eda,3,visit,6,alabamas,6,taking,7,legislature,4,summer,3,economic,20
making,3,special,5,@alabamaachieves,6,program,7,efforts,4,join,3,local,20
grateful,3,commitment,5,assistance,6,assistance,7,week,4,police,3,provide,20
represent,3,public,5,care,5,important,7,guidelines,4,leadership,3,3,20
world,3,session,5,everyone,5,hope,7,continue,4,als,3,#saferathome,20
