kw_jan,freq_jan,kw_feb,freq_feb,kw_mar,freq_mar,kw_apr,freq_apr,kw_may,freq_may,kw_jun,freq_jun,kw_junYTD,freq_junYTD,kw_q1,freq_q1,kw_q2,freq_q2,kw_q2YTD,freq_q2YTD
trump,22,people,16,united,16,great,22,great,15,people,18,great,112,new,44,great,50,great,112
new,18,great,16,states,14,new,17,president,13,trump,15,new,96,united,43,people,46,new,96
president,14,united,15,great,14,united,17,people,13,states,13,united,92,great,43,united,41,united,92
great,13,president,13,new,13,states,15,united,12,great,13,people,90,trump,43,states,40,people,90
united,12,new,13,trump,12,people,15,states,12,united,12,trump,89,states,37,new,37,trump,89
election,11,states,13,world,10,president,9,new,11,federal,10,states,86,president,37,president,32,states,86
states,10,national,13,president,10,night,7,city,10,world,10,president,84,people,30,trump,31,president,84
campaign,8,federal,9,state,10,administration,7,trump,9,president,10,national,48,national,23,world,20,national,48
people,8,trump,9,big,10,trump,7,working,7,new,9,federal,43,state,22,federal,19,federal,43
obama,7,news,9,love,9,obama,7,political,7,country,8,state,42,department,18,national,18,state,42
department,7,senate,8,party,7,national,6,best,7,news,8,news,40,man,18,administration,17,news,40
democrats,7,government,7,man,7,court,6,american,7,campaign,7,american,39,election,18,news,16,american,39
political,7,republican,7,win,7,love,6,world,7,fake,7,obama,37,news,18,house,16,obama,37
russia,7,state,7,democrats,6,federal,6,department,6,government,7,world,37,federal,18,working,15,world,37
national,7,obama,6,people,6,news,6,thing,6,administration,7,department,35,american,17,country,15,department,35
donald,6,important,6,fbi,6,law,6,americans,6,state,7,administration,34,party,17,obama,14,administration,34
history,6,media,6,american,6,democrats,6,latest,5,house,7,love,34,obama,16,state,14,love,34
white,6,american,6,department,6,bill,5,biggest,5,national,7,house,33,senate,16,love,14,house,33
party,6,fake,5,working,6,former,5,week,5,republican,6,senate,32,love,16,city,14,senate,32
man,6,security,5,economic,5,click,5,national,5,media,6,election,30,world,15,department,13,election,30
provide,5,help,5,wisconsin,5,money,5,country,5,working,6,working,29,democrats,15,american,13,working,29
country,5,administration,5,america,5,next,5,york,5,happened,6,republican,29,government,14,democrats,13,republican,29
defense,5,nations,5,house,5,house,5,work,5,love,6,man,29,big,14,white,13,man,29
state,5,article,5,federal,5,take,4,following,5,possible,6,country,29,russia,14,fake,12,country,29
news,5,love,5,millions,5,everyone,4,show,5,please,5,democrats,29,fbi,14,media,12,democrats,29
