kw_jan,freq_jan,kw_feb,freq_feb,kw_mar,freq_mar,kw_apr,freq_apr,kw_may,freq_may,kw_jun,freq_jun,kw_junYTD,freq_junYTD,kw_q1,freq_q1,kw_q2,freq_q2,kw_q2YTD,freq_q2YTD
hogan,4,city,8,@govlarryhogan,7,live,9,maryland,13,hogan,11,maryland,36,@govlarryhogan,12,maryland,25,maryland,36
#mdga20,3,baltimore,7,health,6,watch,6,hogan,10,covid19,9,hogan,28,maryland,11,hogan,23,hogan,28
lets,3,#mdga20,6,together,6,@govlarryhogan,6,testing,9,maryland,8,live,22,tax,11,live,21,live,22
maryland,3,crime,6,take,5,maryland,4,coronavirus,8,gov,6,coronavirus,22,#mdga20,11,covid19,18,coronavirus,22
majority,3,tax,6,state,5,coronavirus,4,new,8,testing,6,@govlarryhogan,22,city,10,coronavirus,17,@govlarryhogan,22
thank,2,action,6,coronavirus,5,@govlarryhogans,4,live,8,@wjz,6,state,21,take,10,testing,15,state,21
transit,2,legislators,5,lives,5,update,3,state,8,rate,6,covid19,19,state,9,watch,13,covid19,19
via,2,maryland,4,actions,4,nursing,3,covid19,7,positivity,5,testing,15,health,8,announces,12,testing,15
take,2,legislation,4,save,4,recovery,3,announces,7,coronavirus,5,new,15,baltimore,8,state,12,new,15
sentences,2,#mdpolitics,4,maryland,4,governors,3,watch,5,reopening,5,watch,14,crime,8,new,12,watch,14
plan,2,support,4,may,4,tune,3,recovery,5,baltimore,4,baltimore,14,action,7,@wjz,12,baltimore,14
project,2,hike,4,emergency,4,homes,3,@wjz,5,stage,4,@wjz,13,actions,7,@govlarryhogan,10,@wjz,13
@govlarryhogans,2,@govlarryhogan,4,visit,3,announces,2,governor,4,hospitalizations,4,announces,13,together,7,governor,9,announces,13
americas,2,bills,4,tax,3,moving,2,@govlarryhogan,4,live,4,health,12,support,6,recovery,9,health,12
#ravensflock,2,take,3,bill,3,covid19,2,#marylandstrong,4,governor,4,take,11,majority,6,update,8,take,11
gov,2,murders,3,update,2,announcement,2,@foxbaltimore,4,phase,3,tax,11,marylanders,6,gov,8,tax,11
@ravens,2,marylanders,3,cannot,2,country,2,site,4,md,3,together,11,lives,6,announcement,7,together,11
support,2,legislature,3,meeting,2,together,2,drivethru,4,@wmar2news,3,#mdga20,11,leaders,6,@foxbaltimore,7,#mdga20,11
tougher,2,majority,3,bars,2,strike,2,says,3,million,3,governor,10,coronavirus,5,rate,7,governor,10
marylanders,2,streets,3,americans,2,pandemic,2,larry,3,new,3,gov,10,hogan,5,reopening,6,gov,10
crime,2,overwhelming,3,important,2,states,2,update,3,@foxbaltimore,3,update,10,violent,5,site,6,update,10
opposing,2,leaders,3,resources,2,continue,2,announcement,3,begins,3,city,10,legislators,5,help,6,city,10
health,2,excuses,3,#mdga20,2,roadmap,2,roadmap,3,state,3,recovery,9,overwhelming,5,stage,6,recovery,9
state,2,delays,3,seem,2,teams,2,todays,3,announces,3,crime,8,#mdpolitics,5,todays,6,crime,8
leaders,2,violent,3,thing,2,hogan,2,500,3,announcement,2,marylanders,8,emergency,5,#marylandstrong,6,marylanders,8
new,2,stop,2,necessary,2,relief,2,local,3,@abc7news,2,action,8,legislation,5,roadmap,6,action,8
care,2,state,2,list,2,nations,2,incredible,2,site,2,@govlarryhogans,7,bill,5,hospitalizations,6,@govlarryhogans,7
overwhelming,2,continually,2,critical,2,help,2,provide,2,larry,2,@foxbaltimore,7,hike,4,baltimore,6,@foxbaltimore,7
tax,2,criminals,2,thousands,2,strong,1,april,2,days,2,rate,7,murders,4,md,5,rate,7
violent,2,year,2,people,2,leaders,1,health,2,update,2,actions,7,save,4,tune,5,actions,7
less,1,change,2,comptroller,2,road,1,people,2,republican,2,todays,7,annapolis,4,marylands,5,todays,7
continued,1,television,2,says,2,democrats,1,level,2,center,2,announcement,7,bills,4,larry,5,announcement,7
problem,1,spot,2,whatever,2,businesses,1,17,2,lowest,2,governors,7,may,4,drivethru,5,governors,7
@washtimes,1,passing,2,part,2,protect,1,regarding,2,proud,2,leaders,7,critical,3,positivity,5,leaders,7
taking,1,life,2,comprehensive,2,best,1,marylanders,2,todays,2,support,7,washington,3,youtube,4,support,7
cracks,1,urgent,2,extreme,2,facebook,1,half,2,friday,2,majority,6,people,3,tests,4,majority,6
ticket,1,death,2,personnel,1,lead,1,together,2,impeachment,2,stage,6,excuses,3,500,4,stage,6
bay,1,crisis,2,lifesaving,1,@baltimoresun,1,bipartisan,2,additional,2,help,6,new,3,together,4,help,6
success,1,shootings,2,washington,1,desperately,1,sites,2,health,2,site,6,delays,3,twitter,4,site,6
schedule,1,efforts,2,baltimore,1,behalf,1,goal,2,dad,2,roadmap,6,important,3,phase,4,roadmap,6
independent,1,massive,2,democrats,1,try,1,captioning,2,watch,2,lives,6,governors,3,health,4,lives,6
provides,1,fund,2,anyone,1,responding,1,tests,2,help,2,people,6,meeting,3,provide,4,people,6
stand,1,haircut,2,todays,1,#happybirthday,1,congress,2,funding,2,reopening,6,opposing,3,@wbaltv11,4,reopening,6
larry,1,pass,2,restaurants,1,honors,1,md,2,marylands,2,bipartisan,6,efforts,3,relief,4,bipartisan,6
home,1,43,2,arent,1,officials,1,protect,2,50,2,md,6,crisis,3,across,4,md,6
nonpartisan,1,launched,2,increase,1,target,1,critical,2,tests,2,#marylandstrong,6,stop,3,says,4,#marylandstrong,6
