kw_jan,freq_jan,kw_feb,freq_feb,kw_mar,freq_mar,kw_apr,freq_apr,kw_may,freq_may,kw_jun,freq_jun,kw_junYTD,freq_junYTD
state,15,state,10,covid19,22,covid19,44,utah,37,utah,22,utah,134
utah,9,utah,10,utah,21,utah,35,health,14,state,13,state,95
year,8,great,6,home,21,testing,33,navajo,11,utahns,11,covid19,77
new,7,#utpol,5,state,19,data,29,state,10,public,8,health,51
quality,6,school,5,stay,19,together,29,utahs,10,health,7,utahs,47
growth,6,celebrate,4,spread,18,state,28,risk,10,continue,7,help,45
ensure,5,thank,4,help,14,health,20,public,9,grateful,7,together,44
budget,5,women,4,take,13,public,19,covid19,9,work,7,home,43
work,5,join,4,coronavirus,12,risk,18,county,8,face,7,public,42
future,5,lake,3,local,10,utahs,18,nation,8,use,6,utahns,41
#utpol,5,full,3,gatherings,10,help,18,help,8,risk,6,testing,40
place,5,salt,3,slow,10,people,17,lands,8,next,6,data,39
coming,5,city,3,family,10,home,17,tribal,8,data,6,stay,38
air,4,visit,3,lives,9,#utcovid19,16,orange,8,utahs,6,risk,37
plan,4,primary,3,utahs,9,phase,16,#utcovid19,8,days,6,people,34
live,4,vote,3,people,9,stay,15,salt,7,legislature,5,spread,33
million,4,students,2,provide,8,symptoms,14,lake,7,economic,5,family,31
best,4,rotating,2,safe,8,capacity,14,family,7,meet,5,work,30
family,4,dc,2,care,8,orange,13,grateful,6,coverings,5,grateful,29
utahns,4,text,2,utahns,8,may,13,yellow,6,green,5,take,28
life,4,@betterdays2020,2,order,7,still,13,remain,6,executive,5,continue,28
session,3,capitol,2,health,7,app,13,guidance,6,national,5,#utcovid19,25
ongoing,3,opportunity,2,following,7,utahns,12,city,6,safety,5,still,23
working,3,morning,2,together,7,masks,12,mask,6,return,5,working,23
nation,3,grateful,2,earthquake,6,medical,12,friends,6,safe,4,plan,22
utahs,3,appreciate,2,avoid,6,continue,12,impacted,5,please,4,new,21
everyone,3,week,2,measures,6,travel,12,prayers,5,session,4,orange,21
morning,3,nation,2,march,6,take,12,wearing,5,service,4,social,21
prepare,3,valentines,2,@utahdepofhealth,6,work,11,morning,5,downturn,4,nation,20
health,3,country,2,schools,6,distancing,11,service,5,cases,4,symptoms,20
children,3,part,2,steps,6,plan,10,encourage,5,special,4,order,20
education,3,cannabis,2,still,6,healthy,10,working,5,states,4,capacity,20
invest,3,counselors,2,continue,5,@utahdepofhealth,10,commission,5,social,4,distancing,20
end,3,signed,2,employees,5,grateful,10,follow,5,yellow,4,care,19
making,3,system,2,prepare,5,test,10,testing,4,mask,4,coronavirus,19
forward,3,winter,2,public,5,social,10,sports,4,protect,4,may,19
recommend,3,current,2,individuals,5,spread,9,wear,4,wearing,4,phase,19
news,3,suffrage,2,weeks,5,high,9,virus,4,dc,4,safe,19
drive,3,resolution,2,emergency,5,exercise,9,coronavirus,4,spread,4,medical,18
legislature,3,utahns,2,social,5,order,9,moderate,4,low,4,thank,18
local,3,fought,2,learn,5,new,9,masks,4,call,4,local,18
together,3,new,2,directive,5,red,9,directives,4,due,4,lives,18
tonight,3,people,2,symptoms,5,working,9,together,4,guidance,4,call,18
bill,2,counseling,2,distancing,5,close,8,situation,4,distancing,4,provide,17
process,2,tier,2,work,5,everyone,8,communities,4,hope,3,friends,17
grateful,2,celebrating,2,beginning,4,directive,8,guidelines,4,high,3,individuals,17
governor,2,help,2,good,4,precautions,8,utahns,4,called,3,mask,17
commuting,2,fuels,2,hear,4,visit,8,individuals,4,4,3,navajo,17
changes,2,150,2,effective,4,moderate,8,efforts,4,heroic,3,county,17
special,2,nations,2,monday,4,tests,8,senate,4,lake,3,masks,17
states,2,fred,2,quick,4,weeks,8,people,4,possible,3,visit,17
2020,2,service,2,57,4,care,8,example,4,july,3,@utahdepofhealth,16
thriving,2,3,2,mornings,4,family,7,jerry,3,follow,3,weeks,16
inauguration,2,history,2,available,4,transition,7,home,3,could,3,communities,16
increased,2,2,2,increasing,4,individuals,7,hear,3,hygiene,3,everyone,16
safely,2,groups,1,school,4,mask,7,local,3,leadership,3,virus,16
welcome,2,urging,1,recommend,4,1,7,highrisk,3,community,3,service,16
communities,2,ksl,1,visit,4,contact,7,leads,3,urge,3,following,16
investments,2,pleased,1,working,4,virus,7,department,3,country,3,good,15
general,2,constituents,1,plan,4,tested,7,socially,3,common,3,morning,15
address,2,150th,1,restaurants,4,use,7,saddened,3,conditions,3,slow,15
legislative,2,speaking,1,novel,4,tracing,6,hearts,3,status,3,use,15
49,2,dedicated,1,#utahcovid19,4,part,6,economic,3,tomorrow,3,#utpol,15
lives,2,legislature,1,watch,4,outside,6,3,3,place,3,salt,15
another,2,evening,1,sick,4,procedures,6,strongly,3,fire,3,school,15
information,2,paramount,1,damage,4,parks,6,hard,3,address,3,efforts,15
billion,2,committee,1,businesses,4,resume,6,honor,3,review,3,community,15
recommendations,2,tax,1,60,4,trends,6,grand,3,recovery,3,possible,15
people,2,storm,1,making,4,hospital,6,apply,3,fiscal,3,part,15
safety,2,hjr12,1,#oneutah,4,#stayhome,6,mothers,3,1st,3,lake,15
injuries,2,law,1,community,4,able,6,park,3,order,3,high,15
population,2,joined,1,large,4,efforts,6,valley,3,actions,3,face,14
good,2,happy,1,service,4,20,6,care,3,practice,3,making,14
passing,2,leadership,1,food,4,required,6,upon,3,salt,3,next,13
looking,2,fund,1,procedures,4,thank,6,sovereign,3,proud,3,great,13
funding,2,ensure,1,medical,4,supplies,6,school,3,water,3,follow,13
broken,2,@catoinstitute,1,district,3,possible,6,clean,3,effort,3,test,13
transit,2,@repjohncurtis,1,test,3,following,6,call,3,civil,3,guidance,13
jeanette,2,take,1,departments,3,call,6,living,3,guard,3,healthy,13
thank,2,inequities,1,necessary,3,communities,6,combat,3,lt,3,information,13
lets,2,sell,1,risk,3,response,6,lady,3,however,3,app,13
