kw_jan,freq_jan,kw_feb,freq_feb,kw_mar,freq_mar,kw_apr,freq_apr,kw_may,freq_may,kw_jun,freq_jun,kw_junYTD,freq_junYTD
new,35,new,48,new,162,new,82,new,80,new,64,new,471
#makingprogresshappen,23,yorkers,22,#coronavirus,93,#coronavirus,65,watch,68,daily,44,#coronavirus,227
state,22,york,18,york,70,briefing,62,#coronavirus,63,watch,42,york,204
york,14,ny,9,cases,50,watch,56,briefing,63,briefing,39,watch,197
hate,12,trump,8,health,46,giving,35,york,35,giving,37,briefing,178
year,11,still,8,yorkers,40,daily,34,live,34,york,36,state,146
lets,11,traveler,7,nys,38,available,32,daily,34,covid,35,yorkers,143
ny,10,trusted,7,state,37,state,31,mask,33,yesterday,29,daily,114
proposing,9,help,7,spread,33,people,31,giving,33,tests,29,giving,113
yorkers,8,across,6,ny,32,interpretation,31,yorkers,33,police,28,ny,112
#puertorico,8,federal,6,help,32,closed,31,wear,32,positive,23,health,110
jewish,8,state,6,testing,31,york,31,holding,31,state,23,live,104
law,7,safe,5,update,29,live,31,updates,31,ny,22,people,96
community,7,nys,5,home,29,asl,31,state,27,press,21,testing,91
directing,6,coronavirus,5,watch,28,captioning,30,ny,26,live,20,nys,90
safe,6,great,5,hospital,25,holding,29,reopening,25,reform,20,help,82
assist,6,president,5,public,25,updates,28,health,22,mask,18,states,76
puerto,6,hate,5,#covid19,25,testing,28,workers,21,1130am,18,updates,73
across,6,fight,5,people,24,yorkers,27,reopen,20,law,17,holding,71
antisemitism,5,weekend,5,save,24,workers,27,people,19,moment,17,cases,71
help,5,health,5,states,22,et,26,testing,18,people,15,workers,67
full,5,#coronavirus,5,medical,22,federal,26,1130am,18,hospitalizations,15,available,66
#sots2020,5,novel,5,thank,22,help,23,available,17,nyc,15,closed,66
2020,5,law,5,closed,21,distancing,23,region,16,wear,14,federal,64
nys,5,political,5,stay,20,nys,21,begin,16,came,14,covid,63
crimes,5,continuing,4,federal,20,thank,21,covid,16,fatalities,14,thank,63
stand,5,solidarity,4,confirmed,20,health,20,phase,15,update,13,public,59
million,5,nyers,4,capacity,19,lost,20,states,15,change,13,wear,57
