kw_jan,freq_jan,kw_feb,freq_feb,kw_mar,freq_mar,kw_apr,freq_apr,kw_may,freq_may,kw_jun,freq_jun,kw_junYTD,freq_junYTD,kw_q1,freq_q1,kw_q2,freq_q2,kw_q2YTD,freq_q2YTD
virginia,31,virginia,15,#covid19,65,#covid19,70,virginia,42,virginia,41,virginia,232,virginia,89,virginia,143,virginia,232
#sotc,30,commonwealth,12,virginia,43,virginia,60,#covid19,33,#covid19,19,#covid19,187,#covid19,65,#covid19,122,#covid19,187
commonwealth,13,virginians,7,virginians,31,virginians,33,phase,21,phase,18,health,111,virginians,49,health,69,health,111
state,12,lets,6,health,30,health,32,health,20,health,17,virginians,110,health,42,virginians,61,virginians,110
virginians,11,important,5,public,23,continue,22,virginians,17,commonwealth,15,commonwealth,84,commonwealth,39,commonwealth,45,commonwealth,84
health,11,visit,5,working,16,help,22,public,17,laws,11,public,75,public,32,continue,44,public,75
people,10,historic,5,people,16,testing,22,continue,14,justice,11,work,61,#sotc,30,public,43,work,61
year,9,vote,4,state,15,care,20,work,14,virginians,11,continue,58,state,29,work,42,continue,58
virginias,9,honor,4,commonwealth,14,virginias,20,commonwealth,13,work,10,state,55,people,26,phase,41,state,55
new,9,work,4,emergency,14,public,19,restrictions,12,important,9,help,55,help,21,help,34,help,55
system,8,learn,4,spread,13,federal,18,may,11,continue,8,people,53,virginias,19,care,32,people,53
public,8,students,4,response,13,work,18,northern,11,together,8,working,50,work,19,testing,31,working,50
learn,8,forward,3,help,13,support,18,briefing,11,public,7,care,50,working,19,working,31,care,50
economy,7,general,3,continue,12,working,18,watch,10,lives,7,virginias,47,care,18,may,30,virginias,47
violence,7,session,3,additional,11,home,17,stay,9,racial,7,important,45,emergency,17,important,29,important,45
work,7,rights,3,watch,11,new,17,200,9,communities,7,new,41,learn,17,virginias,28,new,41
care,7,bill,3,care,11,commonwealth,17,people,9,pandemic,7,phase,41,important,16,together,28,phase,41
justice,6,gun,3,updates,11,important,16,safe,8,june,6,together,40,watch,16,people,27,together,40
general,6,proud,3,support,10,state,16,thank,8,country,6,watch,40,live,15,new,27,watch,40
access,6,help,3,efforts,10,together,15,across,8,believe,6,testing,37,new,14,home,27,testing,37
pass,6,great,3,together,10,workers,15,care,8,tune,6,support,36,continue,14,briefing,26,support,36
lets,6,local,3,businesses,10,crisis,14,forward,8,people,6,home,35,support,14,state,26,home,35
energy,5,assembly,3,live,10,may,14,businesses,8,briefing,6,across,35,response,14,federal,25,across,35
increasing,5,extreme,3,local,9,local,13,working,8,thing,6,federal,35,visit,13,pandemic,24,federal,35
safe,5,laws,3,thank,9,pandemic,13,tests,7,new,6,local,34,lets,13,watch,24,local,34
assembly,5,virginias,3,cases,9,ensure,13,tune,7,year,6,briefing,33,spread,13,stay,23,briefing,33
community,5,veterans,3,federal,8,people,12,help,7,still,6,live,33,across,13,crisis,23,live,33
session,5,bills,3,medical,8,week,12,safely,7,means,5,businesses,31,morning,12,support,22,businesses,31
laws,5,across,3,across,8,signed,12,face,7,may,5,response,31,together,12,local,22,response,31
watch,5,making,3,tune,8,benefits,11,data,7,working,5,may,31,updates,12,across,22,may,31
help,5,good,2,work,8,provide,11,live,7,taking,5,thank,30,local,12,week,21,thank,30
ensure,5,#swva,2,protect,8,students,11,ppe,7,capacity,5,crisis,30,protect,12,safely,19,crisis,30
past,5,census,2,latest,8,stay,11,week,7,court,5,#sotc,30,businesses,12,thank,19,#sotc,30
rights,5,full,2,coronavirus,7,response,11,home,6,black,5,safe,29,safe,12,workers,19,safe,29
expand,5,nation,2,taking,7,ppe,11,full,6,live,5,stay,29,tune,11,businesses,19,stay,29
voting,5,information,2,outbreak,7,#askgovnortham,10,update,6,statue,5,justice,28,additional,11,justice,19,justice,28
budget,5,emergency,2,ongoing,7,times,10,ease,6,place,5,year,28,thank,11,ppe,19,year,28
legislative,5,fought,2,briefing,7,businesses,10,remain,6,eviction,5,safety,28,year,11,live,18,safety,28
threats,5,safer,2,important,7,unemployment,9,region,6,watch,5,ensure,28,safety,11,ensure,18,ensure,28
build,5,join,2,virginias,7,updates,9,virginias,6,system,5,emergency,28,efforts,11,communities,18,emergency,28
progress,5,inclusive,2,morning,7,medical,9,communities,6,state,5,learn,27,ensure,10,restrictions,18,learn,27
criminal,4,@vahouse,2,statewide,7,use,9,safety,6,action,5,tune,27,information,10,200,18,tune,27
opportunity,4,past,2,crisis,7,additional,9,localities,6,past,5,protect,26,general,10,response,17,protect,26
safety,4,flood,2,visit,7,watch,9,starting,6,celebrate,5,laws,26,access,10,latest,17,laws,26
jobs,4,barriers,2,positive,7,briefing,9,testing,6,across,5,week,26,federal,10,laws,17,week,26
annual,4,year,2,priority,7,economy,9,plan,6,access,5,lives,25,economy,10,year,17,lives,25
agenda,4,safety,2,update,7,nursing,9,latest,6,help,5,access,25,proud,9,safe,17,access,25
grateful,4,new,2,10,6,weeks,9,lives,6,find,4,latest,25,update,9,forward,17,latest,25
business,4,school,2,provide,6,facilities,9,service,5,care,4,pandemic,25,making,9,safety,17,pandemic,25
important,4,legislation,2,facilities,6,capacity,9,local,5,history,4,proud,25,assembly,9,still,17,proud,25
place,4,code,2,respond,6,across,9,response,5,relief,4,additional,25,gun,9,remain,17,additional,25
economic,4,risk,2,safe,6,safely,9,#forwardvirginia,5,order,4,updates,24,system,9,lives,17,updates,24
gun,4,language,2,testing,6,proud,9,virus,5,thank,4,communities,24,violence,9,proud,16,communities,24
making,4,plan,2,restaurants,6,announced,9,critical,5,law,4,forward,23,medical,9,move,16,forward,23
climate,4,strong,2,30,6,data,8,crisis,5,indoor,4,update,23,take,9,capacity,16,update,23
women,4,step,2,team,6,safety,8,move,5,lee,4,workers,23,community,9,tune,16,workers,23
clean,4,womens,2,take,6,remain,8,science,5,crisis,4,take,23,justice,9,place,15,take,23
lives,4,women,2,steps,6,fight,8,together,5,richmond,4,place,22,laws,9,access,15,place,22
capitol,4,country,2,information,6,team,8,@vdhgov,5,plan,4,spread,22,cases,9,northern,15,spread,22
early,4,civil,2,impacted,6,information,8,join,5,home,4,cases,22,priority,9,signed,15,cases,22
building,4,protections,2,announced,5,move,8,tomorrow,5,latest,4,visit,22,ive,9,announced,15,visit,22
equal,4,tax,2,affected,5,protect,8,holding,5,starting,4,announced,21,home,8,data,15,announced,21
morning,4,infrastructure,2,@8news,5,year,8,state,5,mortgage,4,still,21,lives,8,tests,15,still,21
ive,4,accessible,2,reduce,5,funding,8,still,5,request,4,information,21,pass,8,holding,15,information,21
stronger,4,education,2,professionals,5,april,8,friday,5,earlier,4,students,21,latest,8,order,14,students,21
government,4,stay,2,healthy,5,act,8,protect,4,violence,4,medical,21,statewide,8,next,14,medical,21
live,4,find,2,directed,5,give,8,available,4,federal,4,remain,21,students,8,take,14,remain,21
share,4,change,2,safety,5,forward,8,key,4,city,4,200,20,rights,8,additional,14,200,20
service,4,support,2,learn,5,take,8,distancing,4,change,4,safely,20,taking,8,update,14,safely,20
constitution,3,protect,2,plans,5,school,7,reduce,4,take,4,signed,20,expand,8,plan,14,signed,20
transportation,3,put,2,virus,5,access,7,delay,4,freedom,4,capacity,20,steps,8,starting,14,capacity,20
give,3,justice,2,mitigate,5,thanks,7,based,4,honest,4,taking,20,plans,8,protect,14,taking,20
ballot,3,protective,2,close,5,individuals,7,country,4,racism,4,restrictions,20,critical,8,face,13,restrictions,20
invest,3,oliver,2,nursing,5,visit,7,new,4,50,4,order,20,session,8,weeks,13,order,20
home,3,end,2,critical,5,supplies,7,announced,4,chief,4,efforts,19,economic,8,provide,13,efforts,19
best,3,lgbtq,2,disaster,5,next,7,order,4,program,4,full,19,government,8,cases,13,full,19
@efillercorn,3,start,2,order,4,resources,7,able,4,rent,4,ppe,19,women,8,times,13,ppe,19
tuition,3,senate,2,@vdhgov,4,education,7,proud,4,safe,4,making,19,great,7,fight,13,making,19
education,3,big,2,centers,4,200,7,spread,4,gun,4,system,19,measures,7,students,13,system,19
equity,3,working,2,ordering,4,holding,7,wear,4,local,4,economy,19,coronavirus,7,taking,12,economy,19
full,3,commonsense,2,workers,4,economic,7,emergency,4,safely,3,move,19,leaders,7,todays,12,move,19
richmond,3,behalf,2,list,4,cant,7,next,4,proud,3,provide,19,historic,7,medical,12,provide,19
reform,3,solar,2,leave,4,latest,7,extend,4,steps,3,weeks,18,budget,7,join,12,weeks,18
credible,3,yesterday,2,hospitals,4,thank,7,guidelines,4,progress,3,tests,18,share,7,updates,12,tests,18
country,3,building,2,2,4,@vaemploy,6,positive,4,american,3,great,18,crisis,7,benefits,12,great,18
tonight,3,repealing,2,economic,4,assembly,6,commitment,4,next,3,plan,18,full,7,act,12,plan,18
passed,3,passing,2,days,4,million,6,reported,4,historic,3,general,18,outbreak,7,full,12,general,18
executive,3,follow,2,prepare,4,services,6,months,4,remain,3,northern,17,voting,7,distancing,11,northern,17
proud,3,week,2,top,4,place,6,todays,4,400,3,country,17,ongoing,7,education,11,country,17
@firstladyva,3,state,2,family,4,elections,6,different,4,matter,3,community,17,positive,7,begin,11,community,17
life,3,@vsutrojans,2,ensure,4,cases,6,justice,4,executive,3,families,17,past,7,use,11,families,17
job,3,books,2,home,4,states,6,pandemic,4,bed,3,vote,17,briefing,7,action,11,vote,17
seen,3,federal,2,operations,4,increase,6,important,4,legislation,3,critical,17,school,7,june,11,critical,17
strong,3,practice,2,address,4,update,6,cases,4,vote,3,morning,17,vote,7,families,11,morning,17
plans,3,program,2,families,4,homes,6,place,4,medicaid,3,lets,17,place,7,emergency,11,lets,17
2020,3,legislature,2,weeks,4,actions,6,beaches,3,#juneteenth,3,holding,17,30,7,great,11,holding,17
wind,3,register,2,closely,4,general,6,officers,3,learn,3,assembly,16,grateful,7,find,11,assembly,16
monday,3,hbcus,2,access,4,q,6,nonessential,3,restrictions,3,next,16,order,6,information,11,next,16
tune,3,leaders,2,risk,4,laws,6,reopen,3,leaders,3,violence,16,families,6,country,11,violence,16
proposals,3,result,2,national,4,great,6,continues,3,join,3,grateful,16,communities,6,means,11,grateful,16
