kw_jan,freq_jan,kw_feb,freq_feb,kw_mar,freq_mar,kw_apr,freq_apr,kw_may,freq_may,kw_jun,freq_jun,kw_junYTD,freq_junYTD
nv,33,nevada,21,health,52,nevada,80,nevada,98,thank,79,nevada,343
nevada,27,great,19,nevada,49,state,76,thank,74,nevada,68,thank,282
great,25,thank,16,nevadans,48,nevadans,55,phase,71,nevadans,44,state,269
thank,25,state,16,state,42,thank,51,nevadans,70,state,44,nevadans,232
state,21,nv,12,thank,37,#covid19,39,state,70,#maskupnv,41,health,156
ty,21,ty,10,#covid19,30,nv,38,continue,45,face,34,help,124
year,17,community,9,covid19,26,health,36,reopening,43,support,33,covid19,122
support,14,dr,9,nv,23,help,27,covid19,42,covid19,29,nv,117
new,13,service,8,care,23,#stayhomefornevada,26,may,42,health,28,work,114
help,12,everyone,8,public,22,continue,26,social,39,help,28,continue,108
lady,11,history,8,help,22,medical,26,public,34,work,27,public,105
students,11,work,7,emergency,22,plan,24,businesses,34,contact,23,great,99
ely,11,veteran,7,medical,20,covid19,22,distancing,34,community,20,phase,95
work,11,lady,7,#stayhomefornevada,20,emergency,22,health,33,public,19,support,85
nevadans,11,kathy,7,working,20,work,21,2,33,cases,18,#covid19,85
service,11,bob,6,businesses,20,reopening,21,work,32,new,18,businesses,82
helping,10,support,6,continue,19,home,21,1,32,response,17,reopening,80
family,10,helping,6,great,18,tune,20,help,32,covering,17,social,77
vegas,10,governor,6,provide,16,forward,20,week,29,claims,16,nevadas,76
honor,10,veterans,6,schools,16,states,19,testing,28,reopening,16,face,74
check,10,making,6,work,16,across,18,face,28,data,16,local,71
joining,10,impact,6,information,16,testing,18,stay,27,pandemic,16,community,71
pleasure,9,meeting,6,local,15,great,17,local,25,protect,16,new,71
county,9,vegas,6,nevadas,15,public,17,safe,25,testing,15,may,70
life,9,city,6,spread,15,nevadas,16,nevadas,23,local,15,safe,67
staff,8,women,6,together,15,support,15,reopen,22,social,14,medical,66
public,8,happy,6,please,15,guidance,14,together,22,nevadas,14,working,66
director,8,staff,6,protect,14,care,14,pandemic,21,coverings,14,response,65
stop,8,governors,6,ty,14,dr,14,new,20,please,14,together,65
