kw_jan,freq_jan,kw_feb,freq_feb,kw_mar,freq_mar,kw_apr,freq_apr,kw_may,freq_may,kw_jun,freq_jun,kw_junYTD,freq_junYTD
states,9,wyoming,18,state,25,wyoming,34,wyoming,20,health,8,wyoming,107
state,7,state,8,covid19,23,covid19,28,health,15,wyoming,7,health,70
wyoming,7,thank,5,health,23,health,23,covid19,11,covid19,6,covid19,68
wyomings,5,great,4,wyoming,21,cases,20,may,9,public,5,state,50
trade,5,students,3,help,15,confirmed,14,public,8,orders,4,cases,39
commerce,4,inspiring,2,#covid19wy,14,continue,13,provide,8,restrictions,4,public,32
constitution,4,capitol,2,cases,12,public,10,help,7,distancing,4,help,31
rights,4,issues,2,social,12,orders,10,thank,7,people,4,social,29
access,3,return,2,#slowthespread,11,states,9,businesses,6,15,4,distancing,28
international,3,together,2,distancing,11,distancing,9,orders,6,social,4,states,28
united,3,signing,2,home,10,social,9,state,6,remain,3,may,24
ensure,3,help,2,confirmed,9,communities,8,testing,6,weeks,3,confirmed,24
agreement,3,wonderful,2,public,8,home,8,work,5,states,3,wyomings,23
great,3,future,2,measures,8,stay,8,wyomings,5,economy,3,continue,23
win,2,game,2,spread,7,additional,8,communities,5,citizens,3,provide,22
#usmca,2,reported,2,staying,7,transition,7,counties,5,allow,3,orders,22
ranchers,2,challenges,2,critical,7,april,7,additional,5,june,3,additional,21
businesses,2,cases,2,together,7,number,7,bills,5,seen,3,thank,21
america,2,drive,2,information,7,#stayhomestaysafe,7,briefing,4,updated,3,businesses,19
protect,2,conversation,2,protect,7,new,7,facebook,4,cases,3,home,18
species,2,school,2,additional,7,data,7,live,4,possible,2,#slowthespread,17
meet,2,process,2,possible,7,people,6,distancing,4,media,2,facebook,17
products,2,investment,2,provide,6,work,6,restrictions,4,progress,2,communities,16
farmers,2,2020,2,impacts,6,put,6,local,4,briefing,2,testing,16
signed,2,big,2,states,6,recovered,6,continue,4,continued,2,spread,16
hosting,2,importance,2,may,6,response,6,data,4,fathers,2,people,15
montanas,2,improving,1,working,6,safe,6,staff,4,protests,2,stay,15
help,2,mountain,1,facebook,6,#slowthespread,6,safe,4,walton,2,protect,15
census,2,breakfast,1,order,5,important,5,special,4,world,2,live,14
export,2,todays,1,wyomings,5,holding,5,youtube,4,wyomings,2,work,14
1,2,president,1,statewide,5,county,5,variances,4,gatherings,2,#covid19wy,14
@potus,2,diligence,1,close,5,workers,5,social,4,childs,2,citizens,14
ports,2,@senatorenzi,1,please,5,provide,5,@wyomingpbs,4,recent,2,critical,14
ensuring,2,officials,1,wyomingites,5,testing,5,economy,4,facebook,2,number,13
citizens,2,experience,1,testing,5,wyomings,5,school,4,ii,2,possible,12
invasive,2,underlying,1,response,5,spread,5,national,3,everyone,2,watch,12
may,2,outlook,1,number,5,may,5,memorial,3,express,2,data,12
foreign,2,imagery,1,practicing,5,help,5,department,3,program,2,local,12
decision,2,healthcare,1,travel,5,facebook,5,virus,3,life,2,staying,12
national,1,natural,1,issued,5,thank,5,workers,3,@wyomingpbs,2,important,12
