kw_jan,freq_jan,kw_feb,freq_feb,kw_mar,freq_mar,kw_apr,freq_apr,kw_may,freq_may,kw_jun,freq_jun,kw_junYTD,freq_junYTD,kw_q1,freq_q1,kw_q2,freq_q2,kw_q2YTD,freq_q2YTD
state,14,south,14,state,27,south,16,south,15,south,5,south,86,south,50,south,36,south,86
south,10,carolina,11,south,26,carolina,8,thank,9,justice,4,state,60,state,45,thank,19,state,60
carolina,8,education,7,carolina,14,thank,8,state,8,safety,4,carolina,50,carolina,33,carolina,17,carolina,50
executive,7,law,5,covid19,13,carolinians,6,carolinians,7,wear,4,thank,27,new,14,state,15,thank,27
budget,7,year,4,employees,11,home,5,public,6,hurricane,4,public,25,executive,14,carolinians,13,public,25
schools,6,state,4,carolinians,10,states,4,carolina,5,carolina,4,carolinians,23,public,14,public,11,carolinians,23
year,6,house,4,order,9,health,4,#teamsc,5,act,3,new,17,law,13,take,9,new,17
new,5,enforcement,4,public,9,public,4,take,5,mask,3,work,17,schools,13,safe,8,work,17
taxpayers,5,@realdonaldtrump,4,2,9,businesses,4,@realdonaldtrump,4,state,3,covid19,17,covid19,13,health,8,covid19,17
care,4,work,4,home,8,12,4,health,4,#palmettopriority,2,law,15,work,13,please,6,law,15
surplus,4,new,4,business,7,state,4,pandemic,4,senator,2,people,14,employees,12,pandemic,6,people,14
best,4,12,3,schools,7,family,3,communities,4,tour,2,states,14,education,11,businesses,6,states,14
calls,4,please,3,@scdhec,7,safe,3,great,4,coastal,2,continue,14,enforcement,10,#teamsc,6,continue,14
people,4,forward,3,students,7,goods,3,safe,4,criminal,2,employees,14,carolinians,10,act,6,employees,14
free,4,carolinas,3,executive,7,economy,3,vital,3,learned,2,executive,14,year,10,great,6,executive,14
private,4,#scwinning,3,states,7,work,3,proud,3,enforcement,2,schools,14,continue,10,home,5,schools,14
billion,4,pay,3,coronavirus,6,22,3,follow,3,tim,2,home,13,business,9,follow,5,home,13
million,4,billion,3,1,6,times,3,sc,3,scott,2,education,13,order,9,economy,5,education,13
work,4,welcome,3,shall,6,ready,3,recommendations,3,beautiful,2,take,13,people,9,lost,5,take,13
family,4,winning,3,law,6,care,3,ones,3,evil,2,22,13,2,9,states,5,22,13
public,4,general,3,continue,6,stay,3,1,3,take,2,12,13,states,9,safety,5,12,13
proud,3,reform,3,response,6,please,3,loved,3,lost,2,please,13,budget,8,22,5,please,13
money,3,investment,3,emergency,6,closed,3,continue,3,accountability,2,year,13,free,8,support,5,year,13
proudly,3,people,3,department,6,essential,2,services,3,love,2,enforcement,12,students,8,1,5,enforcement,12
act,3,economy,3,help,6,cooperation,2,military,3,emanuel,2,business,12,thank,8,@realdonaldtrump,5,business,12
bold,3,jobs,3,virus,5,officials,2,week,3,thank,2,2,12,12,8,people,5,2,12
next,3,22,3,allow,5,protect,2,experts,3,law,2,family,12,22,8,family,5,family,12
dollar,3,@schousespeaker,3,22,5,virus,2,absentee,3,confident,1,health,12,home,8,12,5,health,12
education,3,prayers,2,work,5,darlington,2,please,3,ourseleves,1,order,12,parents,7,services,5,order,12
service,3,president,2,follow,5,1,2,guidance,3,five,1,follow,11,response,7,communities,4,follow,11
economy,3,10,2,remain,5,ive,2,tornadoes,2,provide,1,help,11,general,7,#acceleratesc,4,help,11
parochial,3,looking,2,essential,5,call,2,recognition,2,create,1,economy,11,best,7,wear,4,economy,11
tonight,3,stay,2,directed,5,saw,2,fill,2,grace,1,1,11,@scdhec,7,covid19,4,1,11
prolife,3,office,2,closed,5,providing,2,counted,2,unspeakable,1,best,10,help,7,leaders,4,best,10
raise,3,community,2,new,5,order,2,anger,2,carolinas,1,safe,10,carolinas,7,provide,4,safe,10
parents,3,working,2,information,5,business,2,people,2,stop,1,@realdonaldtrump,10,house,7,loved,4,@realdonaldtrump,10
bill,3,taxes,2,12,5,hard,2,especially,2,year,1,sc,10,family,7,recommendations,4,sc,10
announced,3,capital,2,lives,5,services,2,faith,2,little,1,carolinas,10,working,7,quickly,4,carolinas,10
took,3,county,2,regulations,5,lost,2,prayer,2,preparedness,1,#teamsc,10,please,7,week,4,#teamsc,10
cuts,3,money,2,nonessential,4,county,2,family,2,live,1,working,10,billion,7,information,4,working,10
market,3,ask,2,working,4,educators,2,servant,2,confidence,1,act,10,assembly,6,stay,4,act,10
continue,3,taken,2,3,4,information,2,peacefully,2,effects,1,businesses,10,local,6,proud,4,businesses,10
tax,3,path,2,local,4,ensure,2,act,2,civic,1,stay,9,follow,6,welcome,4,stay,9
returning,3,childhood,2,necessary,4,trying,2,2,2,bowman,1,house,9,#scwinning,6,life,4,house,9
live,3,local,2,spread,4,safely,2,havent,2,united,1,service,9,economy,6,hurricane,4,service,9
desk,3,excellence,2,prevent,4,zip,2,response,2,existing,1,emergency,9,private,6,work,4,emergency,9
unleash,3,sumter,2,families,4,team,2,welcome,2,exemplified,1,safety,9,another,6,help,4,safety,9
quarter,3,thank,2,thank,4,governors,2,thanking,2,managers,1,students,9,tonight,6,virus,4,students,9
place,2,serve,2,school,4,leaders,2,bill,2,great,1,information,9,coronavirus,6,continue,4,information,9
hard,2,sc,2,sources,4,masks,2,workers,2,afghanistan,1,@scdhec,9,lives,6,justice,4,@scdhec,9
4k,2,business,2,official,4,take,2,advice,2,safe,1,response,9,department,6,experts,4,response,9
thank,2,another,2,enforcement,4,morning,2,quickly,2,life,1,local,9,workforce,6,providing,4,local,9
assembly,2,assembly,2,agencies,4,quickly,2,#2020census,2,transparency,1,virus,9,regulations,6,sc,4,virus,9
leaders,2,next,2,ordered,4,3,2,use,2,@secretaryross,1,proud,9,ask,6,ones,4,proud,9
dollars,2,market,2,immediately,4,nascar,2,country,2,funding,1,lives,8,1,6,carolinas,3,lives,8
military,2,means,2,workforce,4,closures,2,worship,2,jobs,1,free,8,emergency,6,care,3,free,8
immediately,2,good,2,leave,4,precious,2,support,2,carry,1,parents,8,service,6,ive,3,parents,8
ensure,2,free,2,government,4,#acceleratesc,2,moment,2,provided,1,budget,8,shall,6,goods,3,budget,8
income,2,proud,2,health,4,best,2,responsibly,2,measures,1,plan,8,taxpayers,6,closed,3,plan,8
step,2,morning,2,beaches,4,spirit,2,making,2,thrilled,1,providing,8,agencies,6,absentee,3,providing,8
law,2,early,2,neighbors,4,provide,2,disaster,2,review,1,welcome,8,directed,6,mask,3,welcome,8
applaud,2,@murrellsmith,2,clarification,3,nonessential,2,situation,2,strict,1,services,8,sc,6,country,3,services,8
available,2,teacher,2,suspended,3,code,2,families,2,local,1,closed,8,immediately,6,use,3,closed,8
night,2,join,2,additional,3,life,2,good,2,700,1,essential,7,stay,5,best,3,essential,7
centers,2,nation,1,services,3,carolinas,2,virus,2,collaboration,1,care,7,serve,5,tornadoes,3,care,7
makes,2,call,1,please,3,professionals,2,carolinian,2,ppe,1,agencies,7,essential,5,working,3,agencies,7
tuition,2,30000,1,#teamsc,3,customers,2,help,2,leaders,1,morning,7,place,5,local,3,morning,7
least,2,ive,1,businesses,3,raceway,2,#acceleratesc,2,trainingsanitation,1,jobs,7,reform,5,families,3,jobs,7
aims,2,great,1,recommendations,3,follow,2,gradually,2,counties,1,making,7,surplus,5,plan,3,making,7
choices,2,veterans,1,stay,3,clarification,2,providing,2,order,1,directed,7,investment,5,opportunity,3,directed,7
