kw_jan,freq_jan,kw_feb,freq_feb,kw_mar,freq_mar,kw_apr,freq_apr,kw_may,freq_may,kw_jun,freq_jun,kw_junYTD,freq_junYTD,kw_q1,freq_q1,kw_q2,freq_q2,kw_q2YTD,freq_q2YTD
arkansas,17,arkansas,15,covid19,78,covid19,75,covid19,47,covid19,44,covid19,247,covid19,81,covid19,166,covid19,247
state,15,students,9,provide,34,update,51,update,41,update,35,update,159,arkansas,60,update,127,update,159
great,9,state,8,update,32,health,37,live,22,governor,26,arkansas,127,state,46,live,76,arkansas,127
thank,8,great,6,arkansas,28,arkansas,31,hutchinson,21,hutchinson,26,live,105,provide,34,governor,75,live,105
ar,7,address,6,live,25,news,30,provide,21,live,26,governor,100,update,32,hutchinson,74,governor,100
2020,7,governors,6,state,23,response,30,governor,21,provides,22,hutchinson,98,ar,32,provides,69,hutchinson,98
states,6,career,5,hutchinson,22,state,29,provides,20,arkansas,18,provide,90,live,29,arkansas,67,provide,90
new,6,anniversary,5,health,20,live,28,may,19,news,11,state,90,governor,25,news,60,state,90
weeks,5,technical,5,media,20,media,28,130pm,19,conference,11,news,84,news,24,health,59,news,84
address,5,ar,5,ar,20,governor,28,news,19,holding,10,health,80,hutchinson,24,provide,56,health,80
speak,5,former,4,governor,20,hutchinson,27,conference,18,provide,9,provides,72,great,22,conference,53,provides,72
dedication,5,help,4,response,19,provides,27,watch,18,work,9,conference,71,health,21,holding,51,conference,71
radio,5,news,4,news,16,provide,26,arkansas,18,watch,9,watch,67,media,20,watch,51,watch,67
honor,5,president,4,watch,16,watch,24,holding,18,state,9,holding,65,response,20,130pm,48,holding,65
home,4,leadership,4,care,16,conference,24,health,14,health,8,response,64,students,19,response,44,response,64
refugees,4,education,4,cases,16,holding,23,work,13,continue,7,130pm,58,conference,18,state,44,130pm,58
life,4,conference,4,conference,14,130pm,22,great,10,130pm,7,media,56,care,17,media,36,media,56
service,4,states,4,holding,14,#askgovhutchinson,22,response,10,law,6,ar,48,cases,17,arkansans,31,ar,48
annual,4,discuss,4,social,13,arkansans,21,arkansans,8,states,5,arkansans,43,watch,16,continue,30,arkansans,43
education,4,honored,4,outbreak,13,public,19,continue,8,enforcement,5,work,40,states,16,may,28,work,40
work,4,important,3,spread,12,thanks,18,media,7,public,5,continue,40,weeks,16,work,27,continue,40
learn,4,future,3,@adhpio,11,continue,15,announced,7,across,5,great,40,address,16,public,27,great,40
trade,4,covid19,3,businesses,10,testing,14,thank,6,protests,4,public,40,thank,14,thanks,23,public,40
school,4,weeks,3,emergency,10,federal,13,covid,6,springs,4,thanks,30,holding,14,#askgovhutchinson,22,thanks,30
news,4,nursing,3,130pm,10,guidance,13,national,6,recognize,4,may,29,public,13,great,18,may,29
governor,4,share,3,distancing,10,experts,12,week,6,announced,4,care,29,outbreak,13,testing,18,care,29
rock,3,radio,3,support,9,efforts,12,service,6,masks,4,thank,28,new,13,announced,17,thank,28
king,3,skills,3,announced,9,follow,12,businesses,6,number,4,states,28,work,13,guidance,17,states,28
good,3,birth,3,arkansans,9,ar,12,state,6,hot,4,cases,27,social,13,ar,16,cases,27
help,3,ars,3,public,9,next,11,camps,5,response,4,people,27,help,13,people,15,people,27
power,3,people,3,business,9,spread,10,guidelines,5,united,4,announced,26,radio,12,week,15,announced,26
inspiring,3,importance,3,positive,8,situation,9,everyone,5,president,4,social,26,arkansans,12,next,14,social,26
year,3,capitol,3,school,8,question,9,thankful,5,people,3,spread,25,school,12,follow,14,spread,25
opportunities,3,good,3,guidelines,8,arkansass,9,yesterday,4,rogers,3,testing,24,emergency,12,thank,14,testing,24
force,3,work,3,order,8,hope,9,lives,4,grateful,3,week,23,spread,12,social,13,week,23
opportunity,3,strategy,2,weeks,8,people,8,social,4,honored,3,guidance,23,people,12,efforts,13,guidance,23
1,3,pleasure,2,people,7,care,8,country,4,todays,3,#askgovhutchinson,22,learn,11,masks,13,#askgovhutchinson,22
nwa,3,air,2,great,7,may,8,little,4,best,3,help,22,@adhpio,11,guidelines,13,help,22
understand,3,center,2,students,7,week,8,business,4,discuss,3,distancing,21,businesses,11,spread,13,distancing,21
martin,3,licensing,2,thanks,7,social,8,month,4,able,3,guidelines,21,support,11,federal,13,guidelines,21
commend,3,civil,2,general,7,evaluate,8,@adhpio,4,fund,3,school,21,home,10,care,12,school,21
young,3,@realdonaldtrumps,2,number,7,distancing,7,people,4,protect,3,businesses,21,education,10,states,12,businesses,21
across,3,local,2,continue,7,masks,7,hard,4,war,3,students,20,distancing,10,service,12,students,20
march,3,patrol,2,testing,6,thank,7,local,4,covering,3,support,20,good,10,arkansass,12,support,20
historic,3,words,2,line,6,tested,7,dr,4,face,3,service,20,130pm,10,experts,12,service,20
tonight,3,stem,2,help,6,working,7,testing,4,economic,3,new,20,continue,10,covid,11,new,20
yrs,3,spoke,2,guidance,6,level,7,industry,4,lives,3,grateful,19,business,10,national,11,grateful,19
students,3,opportunity,2,grateful,6,crisis,7,safety,4,seen,3,emergency,19,general,9,distancing,11,emergency,19
fled,3,broadband,2,home,6,recovery,7,ready,4,6320,2,weeks,19,2020,9,working,11,weeks,19
discuss,3,talented,2,13,6,cases,7,states,4,national,2,next,19,grateful,9,grateful,10,next,19
honored,3,celebration,2,mitigate,6,workers,7,help,4,recent,2,address,19,announced,9,cases,10,address,19
task,3,learned,2,working,6,12,6,good,4,community,2,federal,18,governors,9,businesses,10,federal,18
little,3,serving,2,work,6,guidelines,6,thanks,4,ward,2,follow,18,honor,9,economic,10,follow,18
legacy,3,changes,2,new,6,medical,6,employees,4,county,2,working,18,year,8,hope,10,working,18
todays,3,military,2,assembly,6,announced,6,phase,4,another,2,number,17,order,8,recovery,10,number,17
luther,3,year,2,virus,6,support,6,ar,4,unified,2,governors,17,service,8,workers,10,governors,17
forrest,3,todays,2,23,6,new,6,effective,3,nearly,2,safe,17,positive,8,safe,9,safe,17
summer,3,grateful,2,states,6,governors,6,armed,3,america,2,@adhpio,17,march,8,school,9,@adhpio,17
lab,3,election,2,safe,6,hospital,6,night,3,guidelines,2,national,17,discuss,8,question,9,national,17
@realdonaldtrump,3,learn,2,blood,6,tests,6,honor,3,confident,2,business,17,week,8,situation,9,business,17
apply,3,2020,2,address,5,economic,6,safe,3,birthday,2,home,17,safe,8,protect,9,home,17
economic,3,science,2,lives,5,great,6,sacrifice,3,peaceful,2,workers,16,number,8,support,9,workers,16
#usmca,2,federal,2,additional,5,staff,5,care,3,sunday,2,efforts,16,guidelines,8,law,9,efforts,16
morning,2,recognition,2,learn,5,responders,5,workers,3,flag,2,good,16,assembly,8,crisis,9,good,16
hard,2,recognize,2,part,5,mitigate,5,school,3,end,2,arkansass,16,line,8,12,9,arkansass,16
development,2,honor,2,encourage,5,home,5,el,3,following,2,discuss,15,across,7,help,9,discuss,15
importance,2,continue,2,workers,5,force,5,13,3,fight,2,across,15,leadership,7,number,9,across,15
shared,2,public,2,coronavirus,5,service,5,danville,3,wearing,2,year,15,honored,7,tests,9,year,15
people,2,members,2,patients,5,school,5,grant,3,nation,2,outbreak,14,13,7,hospital,8,outbreak,14
income,2,enforcement,2,week,5,mask,5,sunday,3,critical,2,daily,14,rock,7,daily,8,daily,14
decisions,2,ronald,2,33,5,task,5,working,3,stopping,2,hard,14,working,7,22,8,hard,14
congratulations,2,sunday,2,practice,5,safe,5,department,3,throughout,2,lives,14,dedication,7,hard,8,lives,14
leadership,2,attend,2,24,5,currently,5,honored,3,world,2,masks,13,speak,7,lives,8,masks,13
dr,2,blessed,2,current,5,work,5,guidance,3,pine,2,economic,13,23,7,medical,8,economic,13
night,2,bright,2,possible,5,easter,5,next,3,million,2,protect,13,little,7,wearing,8,protect,13
visited,2,safety,2,individuals,4,year,5,meet,3,proud,2,honor,13,commend,7,department,8,honor,13
natural,2,gifted,2,34,4,1st,5,forces,3,6120,2,honored,13,thanks,7,evaluate,8,honored,13
wood,2,thank,2,reduce,4,covid,5,world,3,importance,2,crisis,13,important,7,across,8,crisis,13
individuals,2,youth,2,safety,4,encourage,5,capacity,3,daily,2,law,13,safety,6,able,8,law,13
line,2,workforce,2,14,4,decision,5,able,3,weekend,2,13,13,sunday,6,dr,8,13,13
lets,2,70th,2,march,4,restrictions,5,jonesboro,3,officials,2,encourage,12,nursing,6,governors,8,encourage,12
ars,2,#coronavirus,2,deadline,4,restaurants,5,goal,3,department,2,little,12,share,6,level,8,little,12
arkansans,2,live,2,national,4,committee,5,rock,3,razorback,2,education,12,individuals,6,new,7,education,12
technology,2,rural,2,daily,4,questions,5,ensure,3,home,2,medical,12,virus,6,fund,7,medical,12
security,2,critical,2,next,4,needed,4,leaders,3,higher,2,month,12,blood,6,discuss,7,month,12
story,2,appreciate,2,confirmed,4,2,4,support,3,bluff,2,leadership,12,million,6,yesterday,7,leadership,12
officers,2,story,2,community,4,help,4,god,3,meeting,2,23,12,33,6,phase,7,23,12
high,2,law,2,hospitals,4,answer,4,morning,3,pandemic,2,33,12,future,6,services,7,33,12
duty,2,mansion,2,facilities,4,socially,4,across,3,happy,2,experts,12,workers,6,year,7,experts,12
reduced,2,meet,2,normal,4,call,4,22,3,contact,2,department,12,behalf,6,tested,7,department,12
trail,2,calls,1,issued,4,understand,4,60000,3,ptsd,2,community,12,national,6,emergency,7,community,12
opening,2,@arkansastech,1,spring,4,necessary,4,dorado,3,deal,2,safety,12,24,6,month,7,safety,12
3,2,contributions,1,providers,4,advisory,4,leadership,3,missed,2,order,12,testing,6,local,7,order,12
helps,2,daily,1,equipment,4,certain,4,community,3,student,2,local,12,hard,6,thankful,7,local,12
week,2,dedication,1,hard,4,emergency,4,distancing,3,tracing,2,million,12,lives,6,enforcement,7,million,12
summit,2,tells,1,assist,4,22,4,law,3,traumatic,2,enforcement,12,part,6,face,7,enforcement,12
land,2,16th,1,million,4,wearing,4,protect,3,affects,2,2020,12,mitigate,6,encourage,7,2020,12
building,2,support,1,department,4,symptoms,4,resume,3,spread,2,important,12,lab,6,business,7,important,12
report,2,february,1,thank,4,strategy,4,case,3,leadership,2,radio,12,guidance,6,home,7,radio,12
program,2,academic,1,ppe,4,fund,4,tests,3,commission,2,hope,12,daily,6,meeting,7,hope,12
