kw_jan,freq_jan,kw_feb,freq_feb,kw_mar,freq_mar,kw_apr,freq_apr,kw_may,freq_may,kw_jun,freq_jun,kw_junYTD,freq_junYTD,kw_q1,freq_q1,kw_q2,freq_q2,kw_q2YTD,freq_q2YTD
minnesotans,24,minnesota,13,minnesotans,32,minnesotans,65,minnesotans,53,minnesotans,21,minnesotans,204,minnesotans,65,minnesotans,139,minnesotans,204
#buildonemn,12,state,10,care,26,covid19,45,minnesota,32,minnesota,19,minnesota,136,minnesota,43,minnesota,93,minnesota,136
#oneminnesota,11,mn,10,#stayhomemn,25,minnesota,42,home,25,work,16,health,86,state,36,covid19,71,health,86
state,10,minnesotans,9,minnesota,23,#stayhomemn,37,health,23,police,14,covid19,86,care,29,health,59,covid19,86
access,10,#mnleg,9,#covid19,22,health,33,stay,18,accountability,14,state,81,health,27,home,52,state,81
working,10,thank,6,health,21,home,23,safe,16,reform,13,home,70,#stayhomemn,25,state,45,home,70
local,9,school,5,state,16,state,22,covid19,16,thank,12,care,69,#covid19,22,work,44,care,69
ensure,9,safety,5,covid19,15,care,22,tune,15,plan,11,#stayhomemn,68,thank,22,#stayhomemn,43,#stayhomemn,68
projects,9,everyone,5,stay,13,support,21,people,15,people,10,thank,65,#oneminnesota,20,thank,43,thank,65
work,8,#oneminnesota,5,home,11,pandemic,20,local,15,covid19,10,work,64,together,20,care,40,work,64
across,8,funding,5,providers,11,together,18,thank,15,george,9,together,58,mn,20,together,38,together,58
#mnleg,8,safe,5,child,10,#mnstrong,17,state,14,together,9,safe,51,work,20,safe,36,safe,51
minnesota,7,states,4,together,9,thank,16,care,14,state,9,stay,49,working,18,tune,35,stay,49
affordable,7,together,4,emergency,9,help,16,update,14,change,9,community,44,home,18,stay,34,community,44
thank,7,help,4,work,9,work,16,justice,13,tune,9,local,44,across,18,people,33,local,44
together,7,firefighters,4,thank,9,lives,15,communities,13,local,8,support,43,#mnleg,17,support,32,support,43
people,7,place,4,support,8,workers,15,work,12,senate,8,people,43,community,16,pandemic,32,people,43
students,7,without,4,lives,7,proud,15,safety,12,communities,8,tune,41,stay,15,local,30,tune,41
community,7,proud,4,crisis,7,safe,14,lives,12,community,8,communities,40,safe,15,help,30,communities,40
communities,6,lost,4,take,7,#mnsots,14,together,11,history,8,help,39,covid19,15,communities,29,help,39
year,6,farm,4,across,7,new,14,community,11,important,8,lives,39,#buildonemn,15,community,28,lives,39
broadband,6,folks,3,safety,7,ways,13,protect,11,systemic,8,pandemic,36,local,14,lives,27,pandemic,36
mn,6,community,3,order,6,stay,12,plan,11,toward,7,working,35,access,14,update,25,working,35
businesses,6,stand,3,families,6,continue,12,please,11,justice,7,safety,35,ensure,13,continue,24,safety,35
great,6,jake,3,healthy,6,loved,12,minnesotas,10,live,7,plan,33,students,13,plan,23,plan,33
services,6,across,3,minnesotas,6,neighbors,11,law,10,families,6,proud,32,projects,12,workers,23,proud,32
cant,6,high,3,safe,6,tune,11,businesses,9,bring,6,businesses,32,emergency,12,testing,23,businesses,32
jobs,6,joined,3,save,6,making,11,#staysafemn,9,safe,6,workers,31,safety,12,safety,23,workers,31
king,5,#buildonemn,3,@mnhealth,6,minnesotas,11,public,9,#staysafemn,6,across,31,lives,12,#mnstrong,23,across,31
#mnmlk,5,governors,3,workers,6,ones,10,testing,9,announced,6,continue,30,child,11,minnesotas,22,continue,30
plan,5,afford,3,questions,6,testing,10,continue,9,help,6,#covid19,30,support,11,public,22,#covid19,30
home,5,honored,3,priority,6,take,9,response,9,moment,6,minnesotas,30,proud,11,live,21,minnesotas,30
insulin,5,communities,3,community,6,community,9,pandemic,9,working,6,public,29,communities,11,businesses,21,public,29
quality,4,law,3,public,5,forward,9,signed,8,meaningful,6,#oneminnesota,28,businesses,11,proud,21,#oneminnesota,28
#insulin4all,4,great,3,supplies,5,businesses,9,order,8,death,6,take,28,providers,11,protect,21,take,28
million,4,injuries,3,businesses,5,lets,9,live,8,paul,6,ensure,28,place,10,take,20,ensure,28
honor,4,fellow,3,virus,5,sacrifices,8,workers,8,public,6,protect,28,everyone,10,justice,20,protect,28
critical,4,ensuring,3,signed,5,front,8,year,8,steps,5,mn,27,plan,10,response,18,mn,27
improve,4,people,3,unprecedented,5,people,8,help,8,action,5,update,27,people,10,year,17,update,27
proud,4,projects,3,states,5,communities,8,situation,7,safety,5,live,26,great,10,new,17,live,26
safe,4,local,3,call,5,virus,8,life,7,rights,5,#mnleg,25,crisis,10,working,17,#mnleg,25
dr,4,work,3,spread,5,line,8,station,7,past,5,spread,23,call,10,making,17,spread,23
health,4,incredible,3,top,5,find,7,means,7,build,5,child,23,states,9,change,16,child,23
greater,4,accidents,3,working,5,unprecedented,7,curfew,7,stronger,5,#mnstrong,23,help,9,spread,16,#mnstrong,23
minnesotan,4,working,3,neighbors,5,crisis,7,support,7,part,5,testing,23,@mnhealth,9,forward,16,testing,23
everyone,3,service,3,students,5,social,7,honor,7,equitable,5,year,23,families,9,please,15,year,23
young,3,#blackhistorymonth,3,may,5,challenge,7,week,7,economy,5,response,22,affordable,8,important,15,response,22
heard,3,someone,3,respond,4,save,7,take,7,spread,5,neighbors,21,jobs,8,honor,15,neighbors,21
joined,3,beautiful,3,protect,4,folks,7,rebuild,6,test,5,providers,21,minnesotas,8,ensure,15,providers,21
place,3,violence,3,prepare,4,ensure,7,critical,6,update,5,important,21,facing,8,ways,15,important,21
find,3,gwen,3,due,4,response,7,providing,6,rebuild,4,honor,21,take,8,announced,15,honor,21
#weremembermn,3,women,3,#oneminnesota,4,child,7,#mnstrong,6,happy,4,justice,21,school,8,police,15,justice,21
deserves,3,family,3,prepared,4,public,7,minneapolis,6,leaders,4,great,20,services,8,#staysafemn,15,great,20
corner,3,weekend,3,children,4,lost,7,george,6,effort,4,order,20,workers,8,social,15,order,20
