kw_jan,freq_jan,kw_feb,freq_feb,kw_mar,freq_mar,kw_apr,freq_apr,kw_may,freq_may,kw_jun,freq_jun,kw_junYTD,freq_junYTD
maine,34,maine,11,maine,46,maine,37,maine,24,maine,14,maine,166
people,18,state,7,covid19,26,people,27,1,16,people,8,people,86
state,13,families,5,health,19,health,15,testing,16,virus,6,health,58
new,8,new,5,people,18,2,11,2,14,businesses,6,state,51
year,7,justices,4,support,14,state,10,people,12,covid19,5,1,41
ask,7,thank,3,coronavirus,13,1,10,maines,12,health,5,covid19,40
fund,6,welcome,3,care,12,learn,9,health,12,2,4,2,36
health,6,service,3,state,12,care,9,economy,9,spread,4,maines,33
businesses,6,proud,3,maines,11,work,8,state,9,protect,4,new,31
service,5,conrad,3,1,11,maines,7,safety,8,reopen,4,care,28
progress,4,school,3,spread,11,provide,7,work,8,1,4,economy,27
legislation,4,people,3,new,10,help,7,states,7,continue,4,support,26
tax,4,responders,3,respond,9,safe,7,may,7,economy,4,learn,26
million,4,court,3,businesses,8,virus,7,learn,6,vigilant,3,businesses,25
credit,4,work,2,learn,8,continue,6,33,6,pandemic,3,work,25
teachers,4,11th,2,million,7,33,6,capacity,6,remain,3,states,20
thank,4,september,2,taking,7,stay,5,announced,6,33,3,virus,20
legislature,4,attracting,2,2,7,face,5,precautions,6,visitors,3,help,19
program,4,home,2,mitigate,6,economy,5,covid19,6,states,3,spread,19
roux,4,great,2,economy,6,meet,5,support,5,dangerous,2,protect,19
boost,3,act,2,steps,6,protect,5,partnership,5,fearful,2,33,19
children,3,law,2,emergency,6,love,5,memorial,5,public,2,testing,18
workforce,3,program,2,federal,6,home,5,3,5,care,2,coronavirus,16
prosperity,3,retired,2,protect,5,hope,4,administration,5,efforts,2,provide,15
22,3,cancer,2,thank,5,new,4,protect,4,announcement,2,safety,15
forward,3,joined,2,ensure,5,workers,4,plan,4,cases,2,thank,15
economy,3,outdoors,2,@mepublichealth,5,44,4,full,4,safe,2,continue,14
hope,3,hope,2,possible,5,may,4,behalf,4,limit,2,million,14
