kw_jan,freq_jan,kw_feb,freq_feb,kw_mar,freq_mar,kw_apr,freq_apr,kw_may,freq_may,kw_jun,freq_jun,kw_junYTD,freq_junYTD,kw_q1,freq_q1,kw_q2,freq_q2,kw_q2YTD,freq_q2YTD
people,17,great,19,trump,17,great,22,trump,21,trump,17,great,118,great,49,trump,57,great,118
great,16,people,16,president,16,states,21,people,17,president,15,trump,112,people,44,great,53,trump,112
united,16,trump,14,great,14,trump,19,great,16,great,15,president,98,trump,43,states,43,president,98
states,15,state,13,states,13,united,15,president,14,united,13,people,98,united,41,president,43,people,98
new,13,united,12,united,13,president,14,thank,11,states,12,united,90,president,39,united,39,united,90
trump,12,house,11,people,11,house,11,united,11,government,11,states,87,states,37,people,33,states,87
aug,12,government,11,news,10,new,11,states,10,people,11,new,71,new,26,house,29,new,71
president,12,president,11,government,10,government,10,washington,9,news,10,house,59,state,23,new,28,house,59
fbi,8,federal,10,new,7,white,8,state,9,federal,10,government,53,government,23,government,24,government,53
may,7,states,9,house,7,obama,7,new,8,house,10,news,48,house,21,federal,19,news,48
investigating,6,party,8,may,6,2016,7,house,8,new,9,state,45,news,19,national,18,state,45
american,6,republican,7,democrats,6,caught,6,national,7,world,8,white,41,party,18,white,17,white,41
sanders,6,national,7,state,6,released,6,told,7,democrats,8,federal,41,democrats,17,world,17,federal,41
information,6,white,7,act,6,american,6,may,7,washington,7,national,39,federal,16,obama,17,national,39
man,6,world,7,working,6,national,6,world,6,administration,7,world,36,american,15,state,17,world,36
working,6,army,7,law,6,federal,6,obama,5,making,6,american,36,may,15,thank,16,american,36
campaign,5,million,7,vote,5,campaign,6,love,5,iran,6,democrats,35,white,15,washington,16,democrats,35
election,5,media,7,white,5,donald,6,department,5,senate,6,republican,31,working,15,news,16,republican,31
2016,5,police,6,election,5,video,5,working,5,help,6,party,31,media,14,donald,15,party,31
democrats,5,free,6,party,5,republican,5,continue,5,court,6,obama,30,act,13,republican,14,obama,30
department,5,democrats,6,military,5,dangerous,5,report,5,york,5,department,29,world,13,american,14,department,29
wants,5,department,6,could,5,election,5,york,5,china,5,administration,28,man,13,democrats,14,administration,28
russia,5,new,6,morning,5,university,5,campaign,5,article,5,washington,28,national,13,york,14,washington,28
morning,5,terrorist,6,american,5,scrolls,5,money,5,history,5,working,28,fbi,13,administration,13,working,28
democrat,5,news,5,following,5,trade,5,big,5,republican,5,country,27,million,12,help,12,country,27
left,5,administration,5,sunday,5,thank,5,country,5,white,5,may,27,history,12,vote,12,may,27
big,5,best,5,making,5,good,5,intelligence,5,national,5,thank,26,election,12,campaign,11,thank,26
law,5,sign,5,court,5,people,5,decision,5,interest,5,help,25,campaign,12,may,11,help,25
year,5,bill,5,michigan,4,job,5,donald,5,state,5,election,25,aug,12,bill,11,election,25
party,5,email,5,korea,4,think,4,white,4,bill,5,history,25,military,12,senate,11,history,25
california,4,help,5,real,4,general,4,women,4,left,5,big,25,help,12,making,10,big,25
committee,4,finally,5,killed,4,j,4,safe,4,community,5,york,25,country,12,working,10,york,25
congress,4,country,5,post,4,decision,4,act,4,american,5,campaign,24,2016,11,department,10,campaign,24
team,4,governor,5,help,4,nfl,4,job,4,vote,5,donald,24,former,11,election,10,donald,24
foreign,4,former,5,media,4,security,4,republican,4,obama,5,million,24,court,11,court,10,million,24
comey,4,2016,4,general,4,attacks,4,post,4,radical,4,russia,23,department,11,security,10,russia,23
work,4,donald,4,year,4,aid,4,million,4,ban,4,military,23,law,11,senator,10,military,23
senate,4,campaign,4,win,4,vote,4,youthank,4,asked,4,police,22,republican,11,decision,10,police,22
youthank,4,released,4,preference,4,california,4,care,4,full,4,man,22,russia,11,told,10,man,22
act,4,contract,4,fake,4,york,4,military,4,failing,4,court,22,morning,11,life,9,court,22
2017,4,texas,4,black,4,city,4,security,4,market,4,fake,22,terrorist,11,report,9,fake,22
public,4,fake,4,fbi,4,democrats,4,administration,4,republicans,4,media,22,fake,10,city,9,media,22
free,4,hard,4,health,4,help,4,flu,4,fake,4,fbi,21,free,10,military,9,fbi,21
son,4,supreme,4,history,4,secretary,4,south,4,senator,4,post,21,investigating,10,police,9,post,21
federal,4,nation,4,votes,4,economy,4,closely,4,allowed,4,2016,21,big,10,country,9,2016,21
national,4,court,4,country,4,says,4,disastrous,4,approved,4,job,20,administration,10,post,9,job,20
sense,4,voted,4,support,4,billion,4,senior,4,times,4,investigating,20,information,9,job,9,investigating,20
washington,4,thing,4,world,4,report,4,city,4,donald,4,bill,20,contract,9,j,9,bill,20
history,4,syria,4,article,4,crisis,4,fbi,4,life,4,act,20,presidential,9,million,9,act,20
state,4,history,4,washington,4,woman,4,general,4,democrat,4,article,19,sunday,9,iran,9,article,19
thank,4,american,4,set,4,best,4,campaigns,4,military,4,report,19,left,9,big,9,report,19
5,4,presidential,4,air,3,patients,4,law,4,stop,4,left,19,year,9,money,8,left,19
news,4,america,4,seen,3,police,4,bill,4,use,4,law,19,support,9,night,8,law,19
job,4,think,4,north,3,presidential,4,able,4,party,3,vote,19,texas,9,article,8,vote,19
weeks,4,usa,4,syrian,3,russia,3,news,3,judge,3,city,18,washington,9,party,8,city,18
bernie,4,man,4,cia,3,country,3,live,3,tuesday,3,senate,18,congress,9,left,8,senate,18
support,4,wisconsin,3,family,3,press,3,win,3,beginning,3,terrorist,18,best,9,2016,8,terrorist,18
dems,4,russia,3,trying,3,fighting,3,baseball,3,release,3,released,18,thank,8,released,8,released,18
military,4,republicans,3,surveillance,3,nations,3,health,3,post,3,presidential,18,set,8,continue,8,presidential,18
bill,3,london,3,texas,3,live,3,illegal,3,thursday,3,security,18,army,8,law,8,security,18
scientology,3,political,3,branded,3,policy,3,sign,3,important,3,former,18,nation,8,general,8,former,18
post,3,war,3,group,3,senator,3,according,3,21,3,senator,17,win,8,university,8,senator,17
media,3,part,3,russian,3,imperial,3,vote,3,may,3,support,17,police,8,economy,8,support,17
