kw_jan,freq_jan,kw_feb,freq_feb,kw_mar,freq_mar,kw_apr,freq_apr,kw_may,freq_may,kw_jun,freq_jun,kw_junYTD,freq_junYTD,kw_q1,freq_q1,kw_q2,freq_q2,kw_q2YTD,freq_q2YTD
#waleg,54,wa,30,covid19,94,covid19,58,covid19,23,covid19,25,covid19,204,covid19,98,covid19,106,covid19,204
wa,39,thanks,14,washingtonians,58,stay,53,watch,22,watch,21,state,176,wa,98,state,90,state,176
@careerconnectwa,30,washingtonians,11,state,49,home,49,state,21,state,20,wa,146,state,86,stay,77,wa,146
@paidleavewa,28,new,10,stay,40,state,49,stay,20,wa,17,washingtonians,138,washingtonians,83,watch,67,washingtonians,138
state,27,work,10,health,37,washingtonians,33,phase,19,washington,16,stay,117,#waleg,63,home,63,stay,117
people,19,students,10,#wegotthiswa,30,health,28,#wegotthiswa,17,work,15,health,94,health,50,washington,56,health,94
@kpwashington,19,great,10,home,29,response,27,update,16,county,15,home,94,people,47,washingtonians,55,home,94
@seiu1199nw,19,state,10,wa,29,washington,27,2,15,help,14,washington,88,thanks,42,wa,48,washington,88
work,18,safe,9,care,26,#wegotthiswa,26,response,14,wear,13,people,86,work,40,update,47,people,86
climate,16,good,8,help,24,healthy,26,washington,13,press,12,watch,85,help,40,#wegotthiswa,45,watch,85
washingtonians,14,college,8,workers,23,update,25,people,13,health,11,work,78,stay,40,response,45,work,78
thanks,14,people,7,response,23,watch,24,counties,13,people,11,help,77,care,36,health,44,help,77
washington,12,health,7,people,21,wa,22,washingtonians,12,mask,11,#wegotthiswa,75,@careerconnectwa,33,people,39,#wegotthiswa,75
clean,12,country,6,washington,20,work,17,home,12,care,10,response,74,washington,32,healthy,38,response,74
year,11,hs,6,healthy,18,people,15,tune,12,3,10,#waleg,63,home,31,work,38,#waleg,63
best,11,communities,6,live,16,continue,15,safe,11,phase,10,healthy,59,workers,31,help,37,healthy,59
help,11,working,6,grateful,15,protect,15,help,10,police,10,thanks,57,#wegotthiswa,30,virus,32,thanks,57
fight,10,program,6,steps,15,recovery,15,move,9,community,10,care,56,response,29,protect,29,care,56
homelessness,10,leaders,6,watch,15,virus,14,healthy,9,facial,10,new,55,@paidleavewa,29,phase,29,new,55
leadership,9,protect,6,continue,14,public,13,wa,9,virus,10,protect,54,new,28,tune,28,protect,54
thank,9,news,5,thanks,14,help,13,virus,8,washingtonians,10,continue,52,continue,25,continue,27,continue,52
new,8,public,5,spread,14,giving,13,new,8,sea,9,update,51,protect,25,new,27,update,51
continue,8,@monadas,5,federal,13,working,13,approved,7,ellis,9,workers,49,climate,23,public,26,workers,49
gun,8,leadership,5,businesses,13,staying,12,contact,7,still,9,safe,46,live,23,2,26,safe,46
protect,8,week,5,measures,13,across,12,together,7,inslee,9,public,41,thank,23,giving,24,public,41
family,7,help,5,outbreak,13,states,12,good,7,new,9,working,41,safe,23,lives,23,working,41
energy,7,@waltgov,5,social,13,plan,12,giving,6,governor,9,virus,40,grateful,22,safe,23,virus,40
