kw_jan,freq_jan,kw_feb,freq_feb,kw_mar,freq_mar,kw_apr,freq_apr,kw_may,freq_may,kw_jun,freq_jun,kw_junYTD,freq_junYTD,kw_q1,freq_q1,kw_q2,freq_q2,kw_q2YTD,freq_q2YTD
ontario,23,ontario,48,ontario,53,thank,71,covid19,58,ontario,62,ontario,264,ontario,124,covid19,171,ontario,264
great,11,great,19,covid19,45,covid19,63,update,45,covid19,50,covid19,216,people,54,ontario,140,covid19,216
people,11,new,17,people,35,update,49,ontario,36,update,39,thank,167,thank,49,update,133,thank,167
jobs,9,washington,16,#ontariospirit,32,people,46,may,34,june,28,people,151,covid19,45,thank,118,people,151
health,9,government,15,thank,29,#covid19,42,thank,31,visit,24,update,143,great,43,people,97,update,143
year,9,thank,14,working,26,ontario,42,health,30,businesses,24,health,102,health,38,#covid19,89,health,102
community,8,@natlgovsassoc,13,health,25,#ontariospirit,39,people,28,premier,23,#covid19,95,working,35,visit,74,#covid19,95
communities,8,community,13,workers,25,continue,30,safety,25,people,23,businesses,95,government,34,2020,68,businesses,95
live,8,business,13,work,23,stay,29,#covid19,24,#covid19,23,work,90,workers,34,daily,65,work,90
new,8,job,12,together,22,april,28,premier,24,ford,22,visit,89,#ontariospirit,32,help,65,visit,89
#onpoli,7,trade,12,businesses,21,visit,27,ford,24,support,22,help,86,businesses,32,updates,65,help,86
mental,7,happy,11,safe,21,work,27,provides,23,2020,20,safe,84,new,32,health,64,safe,84
trades,7,join,11,protect,20,2020,27,visit,23,provides,19,premier,82,work,31,premier,64,premier,82
family,7,meeting,11,care,20,working,27,daily,22,help,18,working,82,community,28,check,63,working,82
ontarios,6,forward,11,home,19,workers,27,help,21,updates,18,support,81,business,26,businesses,63,support,81
premier,6,dc,10,ontarians,19,daily,26,2020,21,daily,17,workers,80,together,26,support,61,workers,80
join,6,@victorfedeli,10,part,15,updates,26,updates,21,safe,17,continue,80,ontarians,26,ford,60,continue,80
businesses,6,ontarios,10,government,15,safe,26,check,21,check,17,2020,77,safe,25,work,59,2020,77
ford,6,jobs,10,action,14,help,26,across,20,across,17,#ontariospirit,75,care,25,safe,59,#ontariospirit,75
celebrating,6,year,9,proud,13,check,25,reopen,20,work,16,great,74,happy,25,provides,56,great,74
thank,6,continue,9,relief,13,home,24,support,19,thank,16,ford,74,continue,24,continue,56,ford,74
province,5,people,8,great,13,health,23,businesses,19,testing,15,province,73,jobs,23,province,51,province,73
job,5,toronto,8,stay,12,frontline,22,province,17,2,14,daily,69,ontarios,23,across,51,daily,69
business,5,million,7,visit,12,please,21,economy,16,please,14,updates,69,home,23,please,48,updates,69
build,5,province,7,spread,11,support,20,safe,16,province,14,check,68,protect,22,working,47,check,68
plan,5,premier,7,continue,11,businesses,20,work,16,ontarios,14,care,66,province,22,workers,46,care,66
rural,5,meet,7,important,11,province,20,week,15,reopen,14,across,66,help,21,safety,44,across,66
@normmillerpc,5,pleased,7,times,11,ontarians,19,guidelines,14,continue,13,ontarians,65,support,20,#ontariospirit,43,ontarians,65
doug,5,colleagues,7,everyone,11,together,18,please,13,families,13,ontarios,64,job,20,may,42,ontarios,64
skilled,5,friends,6,ensure,11,care,18,continue,13,centre,12,together,62,year,20,ontarios,41,together,62
happy,5,making,6,support,11,premier,17,working,13,tested,12,please,61,family,19,care,41,please,61
local,5,working,6,help,11,vulnerable,16,care,12,million,12,provides,57,join,19,ontarians,39,provides,57
contributions,4,workers,6,hard,10,ontarios,16,workers,12,local,12,home,56,part,18,stay,38,home,56
office,4,economic,6,please,10,critical,15,ontarios,11,tomorrow,12,stay,54,everyone,18,reopen,36,stay,54
healthy,4,billion,6,province,10,great,15,action,11,stage,12,new,51,plan,18,together,36,new,51
infrastructure,4,help,6,public,9,across,14,keeping,10,new,12,government,50,premier,18,home,33,government,50
morning,4,learn,6,happy,9,medical,14,everyone,10,great,11,safety,49,trade,18,families,32,safety,49
lost,4,family,6,update,9,provides,14,top,10,care,11,community,49,washington,17,economy,31,community,49
continue,4,support,6,challenging,9,ford,14,homes,10,communities,11,everyone,49,proud,17,everyone,31,everyone,49
parry,4,trafficking,6,march,9,fight,14,ontarians,10,health,11,may,47,stay,16,great,31,may,47
million,4,winter,6,plan,9,families,13,together,9,ontarians,10,economy,46,important,16,april,30,economy,46
heart,4,economy,6,take,9,everyone,13,longterm,9,social,10,families,45,hard,16,frontline,30,families,45
#bellletstalk,4,infrastructure,6,strong,8,#strongertogether,12,#nationalnursingweek,9,together,9,happy,44,across,15,week,29,happy,44
victims,4,canadian,6,taking,8,part,12,join,8,safety,9,protect,41,forward,15,june,29,protect,41
ones,4,ties,5,across,8,lives,12,starting,8,contact,9,million,41,economic,15,million,27,million,41
