Tweets,Length,Date,Source,Favourites,RTs,Username,id_str,isRT,tco,Language,Month,TweetsTokenized
".@ObamaFoundation Fellow @alexsmith1982 is helping seniors fight loneliness in the UK through a mix of new and old technology: online chats through Zoom and Skype, and postcards and poems shared by younger neighbors.",240,2020-03-19 15:25:07,Twitter for iPhone,7463,1441,barackobama,1240660582090657799,False,https://t.co/GdnqDR8JJ4,en,March,"['@obamafoundation', 'fellow', '@alexsmith1982', 'helping', 'seniors', 'fight', 'loneliness', 'uk', 'mix', 'new', 'old', 'technology', 'online', 'chats', 'zoom', 'skype', 'postcards', 'poems', 'shared', 'younger', 'neighbors']"
Some great stories of big-hearted people coming up with new ways to come together—even while remaining apart—to help the vulnerable who face some very tough times ahead.,193,2020-03-19 15:25:07,Twitter for iPhone,78866,14910,barackobama,1240660579200700419,False,https://t.co/kcBQK915jo,en,March,"['great', 'stories', 'bighearted', 'people', 'coming', 'new', 'ways', 'togethereven', 'remaining', 'apartto', 'help', 'vulnerable', 'face', 'tough', 'times', 'ahead']"
"In the meantime, remember to check up by phone on elderly or vulnerable friends and neighbors who may need our help.",116,2020-03-18 14:57:45,Twitter for iPhone,52211,7869,barackobama,1240291304573227009,False,,en,March,"['meantime', 'remember', 'check', 'phone', 'elderly', 'vulnerable', 'friends', 'neighbors', 'may', 'help']"
"As communities have begun to recognize the importance of social distancing measures to “flatten the curve” on COVID-19 transmission, here’s a sober but useful primer on what we should expect in the coming months:",236,2020-03-18 14:57:44,Twitter for iPhone,110249,26239,barackobama,1240291302811500549,False,https://t.co/9oqdRF5J0Q,en,March,"['communities', 'begun', 'recognize', 'importance', 'social', 'distancing', 'measures', 'flatten', 'curve', 'covid19', 'transmission', 'heres', 'sober', 'useful', 'primer', 'expect', 'coming', 'months']"
We owe a profound debt of gratitude to all our health professionals and everybody who’ll be on the front lines of this pandemic for a long while. They’re giving everything. May we all model our own behavior on their selflessness and sacrifice as we help each other through this.,302,2020-03-17 16:49:38,Twitter for iPhone,522630,92550,barackobama,1239957076211834881,False,https://t.co/F3tsJTqd4c,en,March,"['owe', 'profound', 'debt', 'gratitude', 'health', 'professionals', 'everybody', 'wholl', 'front', 'lines', 'pandemic', 'giving', 'may', 'model', 'behavior', 'selflessness', 'sacrifice', 'help']"
"Not everybody can stay home, and we owe a big debt of gratitude to health professionals, transit and airport workers, first responders, and everyone keeping our communities going. Leaders have to step up to support people whose lives and livelihoods take a hit in the weeks ahead.",280,2020-03-15 19:09:21,Twitter for iPhone,201801,39585,barackobama,1239267459028353024,False,,en,March,"['everybody', 'stay', 'home', 'owe', 'big', 'debt', 'gratitude', 'health', 'professionals', 'transit', 'airport', 'workers', 'responders', 'everyone', 'keeping', 'communities', 'leaders', 'step', 'support', 'people', 'whose', 'lives', 'livelihoods', 'take', 'hit', 'weeks', 'ahead']"
"Watch this. It shows why we should all do the right thing and stay home to the fullest extent possible. All of us can help slow the spread of the virus, protecting the elderly, the vulnerable, and each other.",232,2020-03-15 19:08:57,Twitter for iPhone,385599,124849,barackobama,1239267360739074048,False,https://t.co/FgffQrMVB7,en,March,"['watch', 'shows', 'thing', 'stay', 'home', 'fullest', 'extent', 'possible', 'help', 'slow', 'spread', 'virus', 'protecting', 'elderly', 'vulnerable']"
"A shout out to Kevin, Giannis, Zion, Blake, Steph and all the players, owners and organizations who are setting a good example during a challenging time. A reminder that we’re a community, and that each of us has an obligation to look out for each other.",278,2020-03-14 14:11:06,Twitter for iPhone,318331,46886,barackobama,1238830014432522240,False,https://t.co/cv1RZi9GGL,en,March,"['shout', 'kevin', 'giannis', 'zion', 'blake', 'steph', 'players', 'owners', 'organizations', 'setting', 'good', 'example', 'challenging', 'reminder', 'community', 'obligation']"
"If you’re wondering whether it’s an overreaction to cancel large gatherings and public events (and I love basketball), here’s a useful primer as to why these measures can slow the spread of the virus and save lives. We have to look out for each other.",275,2020-03-12 23:00:56,Twitter for iPhone,575896,164806,barackobama,1238238576141352966,False,https://t.co/Ld7Uc8sPTQ,en,March,"['wondering', 'whether', 'overreaction', 'cancel', 'large', 'gatherings', 'public', 'events', 'love', 'basketball', 'heres', 'useful', 'primer', 'measures', 'slow', 'spread', 'virus', 'save', 'lives']"
"In the midst of campaign season, it’s important to look squarely at what’s at stake. This article speaks to one of the disturbing long term trends that we as voters and citizens need to expect our government to address.",243,2020-03-10 20:50:11,Twitter for iPhone,94809,19939,barackobama,1237480895466127361,False,https://t.co/m49rbES0i6,en,March,"['midst', 'campaign', 'season', 'important', 'squarely', 'whats', 'stake', 'article', 'speaks', 'disturbing', 'term', 'trends', 'voters', 'citizens', 'expect', 'government', 'address']"
"55 years ago, when a group of civil rights organizers crossed the Edmund Pettus Bridge, they carried America with them. Today, let's honor that legacy by continuing their work to protect and exercise our foundational right to vote.",255,2020-03-07 15:18:26,Twitter for iPhone,243224,29864,barackobama,1236310244508254208,False,https://t.co/zhMeTA3kFj,en,March,"['55', 'group', 'civil', 'rights', 'organizers', 'crossed', 'edmund', 'pettus', 'bridge', 'carried', 'america', 'lets', 'honor', 'legacy', 'continuing', 'work', 'protect', 'exercise', 'foundational', 'vote']"
"Protect yourself and your community from coronavirus with common sense precautions: wash your hands, stay home when sick and listen to the @CDCgov and local health authorities. Save the masks for health care workers. Let’s stay calm, listen to the experts, and follow the science.",280,2020-03-04 16:52:19,Twitter for iPhone,609174,129568,barackobama,1235246706817630208,False,,en,March,"['protect', 'community', 'coronavirus', 'common', 'sense', 'precautions', 'wash', 'hands', 'stay', 'home', 'sick', 'listen', '@cdcgov', 'local', 'health', 'authorities', 'save', 'masks', 'health', 'care', 'workers', 'lets', 'stay', 'calm', 'listen', 'experts', 'follow', 'science']"
"Michelle and I are sending our prayers to those affected by the severe storms in Tennessee, especially to those who lost loved ones. Our hearts are with you and the first responders working so diligently to protect the vibrant communities of Nashville.",252,2020-03-03 21:34:30,Twitter for iPhone,326910,28017,barackobama,1234955335305175041,False,,en,March,"['michelle', 'sending', 'prayers', 'affected', 'severe', 'storms', 'tennessee', 'especially', 'lost', 'loved', 'ones', 'hearts', 'responders', 'working', 'diligently', 'protect', 'vibrant', 'communities', 'nashville']"
"America needs you as states prepare for the next round of redistricting. It's up to all of us to make sure we have a fair democracy. Join me in the fight for fair maps.
  
Join me and @allontheline today:",228,2020-02-28 15:49:05,Twitter Web App,24114,4965,barackobama,1233418854686216192,False,https://t.co/bTF7myfK5s,en,February,"['america', 'needs', 'states', 'prepare', 'next', 'round', 'redistricting', 'fair', 'democracy', 'join', 'fight', 'fair', 'maps', 'join', '@allontheline']"
"Shirley Chisholm said ""You don't make progress by standing on the sidelines, whimpering and complaining. You make progress by implementing ideas.""
  
All across this country, right now, people are coming together to create extraordinary change.",268,2020-02-28 15:48:25,Twitter Web App,69849,13266,barackobama,1233418687308234754,False,https://t.co/YTTfJYrYXW,en,February,"['shirley', 'chisholm', 'progress', 'standing', 'sidelines', 'whimpering', 'complaining', 'progress', 'implementing', 'ideas', 'across', 'country', 'people', 'coming', 'together', 'create', 'extraordinary', 'change']"
"After a lifetime of reaching for the stars, today, Katherine Johnson landed among them. She spent decades as a hidden figure, breaking barriers behind the scenes. But by the end of her life, she had become a hero to millions—including Michelle and me.",275,2020-02-24 21:57:19,Twitter for iPhone,394772,43869,barackobama,1232061971148746754,False,https://t.co/isG29nwBiB,en,February,"['lifetime', 'reaching', 'stars', 'katherine', 'johnson', 'landed', 'among', 'spent', 'decades', 'hidden', 'figure', 'breaking', 'barriers', 'behind', 'scenes', 'end', 'life', 'become', 'hero', 'millionsincluding', 'michelle']"
"Happy birthday to one of my heroes — someone who believed our right to vote was more important than his own life. Thanks for making good trouble for 80 years, @repjohnlewis.",197,2020-02-21 15:34:33,Twitter for iPhone,332043,32491,barackobama,1230878481543725056,False,https://t.co/LqMuvmpbLp,en,February,"['happy', 'birthday', 'heroes', 'someone', 'believed', 'vote', 'important', 'life', 'thanks', 'making', 'good', 'trouble', '80', '@repjohnlewis']"
"Here are a couple of articles that are worth reading — from housing to health, these stories use data to explore challenges we face and demonstrate how policy solutions along with civic engagement can make a real difference in people’s lives.",266,2020-02-19 00:51:21,Twitter for iPhone,86677,15708,barackobama,1229931441624145920,False,https://t.co/G6EIUwuMqV,en,February,"['couple', 'articles', 'worth', 'reading', 'housing', 'health', 'stories', 'use', 'data', 'explore', 'challenges', 'face', 'demonstrate', 'policy', 'solutions', 'along', 'civic', 'engagement', 'real', 'difference', 'peoples', 'lives']"
"Eleven years ago today, near the bottom of the worst recession in generations, I signed the Recovery Act, paving the way for more than a decade of economic growth and the longest streak of job creation in American history.",246,2020-02-17 15:46:53,Twitter for iPhone,780862,114164,barackobama,1229432034650722304,False,https://t.co/BmdXrxUAUf,en,February,"['eleven', 'near', 'bottom', 'worst', 'recession', 'generations', 'signed', 'recovery', 'act', 'paving', 'decade', 'economic', 'growth', 'longest', 'streak', 'job', 'creation', 'american', 'history']"
"Happy Valentine’s Day to my forever dance partner, @MichelleObama.",90,2020-02-14 17:40:29,Twitter for iPhone,751920,57569,barackobama,1228373460616962048,False,https://t.co/lHvTGUwEHr,en,February,"['happy', 'valentines', 'forever', 'dance', 'partner', '@michelleobama']"
"What a great example of citizenship, what each of us can do to make a difference for all of us:",119,2020-02-13 15:31:32,Twitter for iPhone,116004,15559,barackobama,1227978620926296064,False,https://t.co/YxsvONUuVl,en,February,"['great', 'example', 'citizenship', 'difference']"
"Even if the methods are new, sowing the seeds of doubt, division, and discord to turn Americans against each other is an old trick. The antidote is citizenship: to get engaged, organized, mobilized, and to vote - on every level, in every election.",271,2020-02-11 21:05:32,Twitter for iPhone,201309,52895,barackobama,1227337897692495873,False,https://t.co/yOvaCZYtrW,en,February,"['methods', 'new', 'sowing', 'seeds', 'doubt', 'division', 'discord', 'turn', 'americans', 'old', 'trick', 'antidote', 'citizenship', 'engaged', 'organized', 'mobilized', 'vote', 'level', 'election']"
"Thirty years on, I remember the hope we all felt watching Mandela’s release from prison. The gift of a new way of seeing. The chance to participate in the work of building a better world. The ultimate example of perseverance and faith for each new generation to follow.",269,2020-02-11 18:09:29,Twitter for iPhone,280165,28322,barackobama,1227293592860987392,False,,en,February,"['thirty', 'remember', 'hope', 'felt', 'watching', 'mandelas', 'release', 'prison', 'gift', 'new', 'seeing', 'chance', 'participate', 'work', 'building', 'world', 'ultimate', 'example', 'perseverance', 'faith', 'new', 'generation', 'follow']"
"Congrats to Julia and Steven, the filmmakers behind American Factory, for telling such a complex, moving story about the very human consequences of wrenching economic change. Glad to see two talented and downright good people take home the Oscar for Higher Ground’s first release.",304,2020-02-10 02:38:19,Twitter for iPhone,182980,24099,barackobama,1226696870292008960,False,https://t.co/W4AZ68iWoY,en,February,"['congrats', 'julia', 'steven', 'filmmakers', 'behind', 'american', 'factory', 'telling', 'complex', 'moving', 'story', 'human', 'consequences', 'wrenching', 'economic', 'change', 'glad', 'talented', 'downright', 'good', 'people', 'take', 'home', 'oscar', 'higher', 'grounds', 'release']"
"Sixty years ago today, the Greensboro Four stood up to injustice by sitting down at a lunch counter. Our journey is full of such stories; of acts of patriotic protest that challenge this country we love to live up to our highest ideals, however long it takes. #BlackHistoryMonth",278,2020-02-01 20:36:40,Twitter Web App,328903,48578,barackobama,1223706755693187078,False,,en,February,"['sixty', 'greensboro', 'four', 'stood', 'injustice', 'sitting', 'lunch', 'counter', 'journey', 'full', 'stories', 'acts', 'patriotic', 'protest', 'challenge', 'country', 'love', 'live', 'highest', 'ideals', 'however', 'takes', '#blackhistorymonth']"
Kobe was a legend on the court and just getting started in what would have been just as meaningful a second act. To lose Gianna is even more heartbreaking to us as parents. Michelle and I send love and prayers to Vanessa and the entire Bryant family on an unthinkable day.,272,2020-01-26 21:56:16,Twitter for iPhone,4063481,670446,barackobama,1221552460768202756,False,,en,January,"['kobe', 'legend', 'court', 'started', 'meaningful', 'second', 'act', 'lose', 'gianna', 'heartbreaking', 'parents', 'michelle', 'send', 'love', 'prayers', 'vanessa', 'entire', 'bryant', 'family', 'unthinkable']"
"Every so often, I re-read Dr. King’s Letter from a Birmingham Jail. While some of the injustices may have changed, his poetic brilliance, moral clarity, and tests of conscience still reverberate today. Take a moment to reflect on his righteous call:",273,2020-01-20 14:35:29,Twitter for iPhone,262683,52601,barackobama,1219267208250941440,False,https://t.co/oBdqFqdWA6,en,January,"['often', 'reread', 'dr', 'kings', 'letter', 'birmingham', 'jail', 'injustices', 'may', 'changed', 'poetic', 'brilliance', 'moral', 'clarity', 'tests', 'conscience', 'still', 'reverberate', 'take', 'moment', 'reflect', 'righteous', 'call']"
"In every scene, you are my star, @MichelleObama! Happy birthday, baby!",94,2020-01-17 14:13:19,Twitter for iPhone,2765804,387038,barackobama,1218174463046553600,False,https://t.co/hgMBhHasBj,en,January,"['scene', 'star', '@michelleobama', 'happy', 'birthday', 'baby']"
Glad to see American Factory’s Oscar nod for Best Documentary. It’s the kind of story we don’t see often enough and it’s exactly what Michelle and I hope to achieve with Higher Ground. Congrats to the incredible filmmakers and entire team!,239,2020-01-13 14:13:44,Twitter for iPhone,130362,11038,barackobama,1216725015695183872,False,,en,January,"['glad', 'american', 'factorys', 'oscar', 'nod', 'best', 'documentary', 'kind', 'story', 'often', 'enough', 'exactly', 'michelle', 'hope', 'achieve', 'higher', 'ground', 'congrats', 'incredible', 'filmmakers', 'entire', 'team']"
"Our fellow Americans in Puerto Rico can use our support after this week’s earthquakes. They’ve shown their enduring spirit over the past couple years, and it’s up to us to pull together for one another once again. I hope you’ll support their recovery:",275,2020-01-12 18:35:50,Twitter for iPhone,135692,31004,barackobama,1216428587328458754,False,https://t.co/rYhSb8uVXK,en,January,"['fellow', 'americans', 'puerto', 'rico', 'use', 'support', 'weeks', 'earthquakes', 'theyve', 'shown', 'enduring', 'spirit', 'past', 'couple', 'pull', 'together', 'another', 'hope', 'youll', 'support', 'recovery']"
"Here’s the thing: Even with problems of this magnitude, each of us can still find a way to make change. That’s why I’m proud of young people like Alice Mahar, a environmental activist in Melbourne. Read about her and find ways you can help, too:",269,2020-01-09 21:01:14,Twitter for iPhone,38719,5897,barackobama,1215378018790707205,False,https://t.co/qAHFiBgw6b,en,January,"['heres', 'thing', 'problems', 'magnitude', 'still', 'find', 'change', 'proud', 'young', 'people', 'alice', 'mahar', 'environmental', 'activist', 'melbourne', 'find', 'ways', 'help']"
The catastrophic fires in Australia are the latest example of the very real and very urgent consequences of climate change. It’s on us to stay focused and protect the one planet we’ve got for the next generation:,236,2020-01-09 21:00:08,Twitter for iPhone,208471,37283,barackobama,1215377738858663937,False,https://t.co/dqytauPeXf,en,January,"['catastrophic', 'fires', 'australia', 'latest', 'example', 'real', 'urgent', 'consequences', 'climate', 'change', 'stay', 'focused', 'protect', 'planet', 'next', 'generation']"
"With David Stern’s passing, I’m reflecting on everything he did to take the NBA global, creating entire new generations of fans pretending to be like Mike or any of their favorite players on driveways and playgrounds around the world.",258,2020-01-02 23:49:54,Twitter for iPhone,86655,6254,barackobama,1212883749727158273,False,https://t.co/8QMCazx2Fs,en,January,"['david', 'sterns', 'passing', 'reflecting', 'take', 'nba', 'global', 'creating', 'entire', 'new', 'generations', 'fans', 'pretending', 'mike', 'favorite', 'players', 'driveways', 'playgrounds', 'world']"
"Here’s to a happy, healthy, and hopeful 2020. Happy New Year, everybody!",72,2020-01-01 17:16:44,Twitter for iPhone,1073795,134227,barackobama,1212422416716247040,False,,en,January,"['heres', 'happy', 'healthy', 'hopeful', '2020', 'happy', 'new', 'year', 'everybody']"
"Today I’m tipping my hat to all the giants in the Negro Leagues, from Satchel Paige to Toni Stone and so many others. Their brave example, first set 100 years ago, changed America’s pastime for the better––opening it up for new generations of players and fans alike.",290,2020-06-29 14:00:17,Twitter Media Studio,235837,30793,BarackObama,1277602792715300864,False,https://t.co/05jWocKs17,en,June,"['tipping', 'hat', 'giants', 'negro', 'leagues', 'satchel', 'paige', 'toni', 'stone', 'brave', 'example', 'set', '100', 'changed', 'americas', 'pastime', 'betteropening', 'new', 'generations', 'players', 'fans', 'alike']"
"Jim’s courage and persistence helped change America for the better. And so did every American who marched, organized, stood up, came out—or changed their own heart because they love someone who did. Happy anniversary, everybody.",252,2020-06-26 14:56:57,Twitter for iPhone,72056,11095,BarackObama,1276529890867793920,False,https://t.co/t8ULh2c0P5,en,June,"['jims', 'courage', 'persistence', 'helped', 'change', 'america', 'american', 'marched', 'organized', 'stood', 'came', 'outor', 'changed', 'heart', 'love', 'someone', 'happy', 'anniversary', 'everybody']"
Michelle and I want every kid in Chicago to grow up knowing even better opportunities than we had. We’re happy to help Chicago Connected reach every kid in the city. This is where I found a purpose and a family––and it’ll always be our home.,265,2020-06-25 19:47:05,Twitter for iPhone,97426,11043,BarackObama,1276240519182647297,False,https://t.co/ofSCxK8cJC,en,June,"['michelle', 'kid', 'chicago', 'grow', 'knowing', 'opportunities', 'happy', 'help', 'chicago', 'connected', 'reach', 'kid', 'city', 'found', 'purpose', 'familyand', 'itll', 'home']"
"I’m joining my friend @JoeBiden tomorrow to talk about everything that’s at stake in this election. 

I hope you’ll join us, too. This is a critical moment in our history––and all of us have to do our part to build this country into what we know it can be.",280,2020-06-22 16:30:58,Twitter Web App,126947,23893,BarackObama,1275103999474229249,False,https://t.co/diQxk3uFH2,en,June,"['joining', 'friend', '@joebiden', 'tomorrow', 'talk', 'stake', 'election', 'hope', 'youll', 'join', 'critical', 'moment', 'historyand', 'part', 'build', 'country']"
"Juneteenth has never been a celebration of victory, or an acceptance of the way things are. It's a celebration of progress. It's an affirmation that despite the most painful parts of our history, change is possible––and there is still so much work to do.",278,2020-06-19 16:51:15,Twitter Web App,365753,77097,BarackObama,1274021940760641536,False,https://t.co/5XCRdnk3iR,en,June,"['juneteenth', 'celebration', 'victory', 'acceptance', 'celebration', 'progress', 'affirmation', 'despite', 'painful', 'parts', 'history', 'change', 'possibleand', 'still', 'work']"
"...and now to stand up for those ideals, we have to move forward and elect @JoeBiden and a Democratic Congress that does its job, protects DREAMers, and finally creates a system that’s truly worthy of this nation of immigrants once and for all.",244,2020-06-18 15:24:24,Twitter for iPhone,196560,25229,BarackObama,1273637698012614664,False,,en,June,"['stand', 'ideals', 'move', 'forward', 'elect', '@joebiden', 'democratic', 'congress', 'job', 'protects', 'dreamers', 'finally', 'creates', 'system', 'truly', 'worthy', 'nation', 'immigrants']"
"Eight years ago this week, we protected young people who were raised as part of our American family from deportation. Today, I'm happy for them, their families, and all of us. We may look different and come from everywhere, but what makes us American are our shared ideals…",273,2020-06-18 15:23:59,Twitter for iPhone,579640,87003,BarackObama,1273637590013480961,False,,en,June,"['eight', 'week', 'protected', 'young', 'people', 'raised', 'part', 'american', 'family', 'deportation', 'happy', 'families', 'may', 'different', 'everywhere', 'makes', 'american', 'shared', 'ideals']"
"And here are two more essays that powerfully express the hope, heart, grief, and rage that are driving this moment of potential change. 

Racism Is Terrible. Blackness Is Not: 

The Trayvon Generation:",248,2020-06-16 15:30:53,Twitter Web App,30441,5380,BarackObama,1272914550917038081,False,https://t.co/64b0Xms1LE,en,June,"['essays', 'powerfully', 'express', 'hope', 'heart', 'grief', 'rage', 'driving', 'moment', 'potential', 'change', 'racism', 'terrible', 'blackness', 'trayvon', 'generation']"
These Nashville teenagers are representative of the remarkable leadership we’re seeing from young people across the country and around the world.,171,2020-06-16 15:30:52,Twitter Web App,88027,12122,BarackObama,1272914549415477248,False,https://t.co/TMA2BmKyq9,en,June,"['nashville', 'teenagers', 'representative', 'remarkable', 'leadership', 'seeing', 'young', 'people', 'across', 'country', 'world']"
"Today reminds us that progress might be slow. It might take decades. But no matter what things might look like today, it’s always possible. Happy Pride month, everybody.",193,2020-06-16 01:06:17,Twitter Web App,758242,104659,BarackObama,1272696969899708417,False,https://t.co/ey7p2TgEEf,en,June,"['reminds', 'progress', 'might', 'slow', 'might', 'take', 'decades', 'matter', 'might', 'possible', 'happy', 'pride', 'month', 'everybody']"
"This young generation makes me optimistic about our future. By protesting, they’re speaking up and shining a light on injustice––and one way we can support them is to vote for people who’ll change the laws on every level.",245,2020-06-11 18:30:59,Twitter Web App,44636,5976,BarackObama,1271147934608953345,False,https://t.co/3Ng1IC73nY,en,June,"['young', 'generation', 'makes', 'optimistic', 'future', 'protesting', 'speaking', 'shining', 'light', 'injusticeand', 'support', 'vote', 'people', 'wholl', 'change', 'laws', 'level']"
"In Columbia, Maryland, young people wielded social media to connect across boundaries, amplify voices, and enact some real change.",156,2020-06-11 18:30:58,Twitter Web App,40448,5979,BarackObama,1271147933178748933,False,https://t.co/RWcfVwdv4j,en,June,"['columbia', 'maryland', 'young', 'people', 'wielded', 'social', 'media', 'connect', 'across', 'boundaries', 'amplify', 'voices', 'enact', 'real', 'change']"
This group of Nashville teens led a peaceful march with tens of thousands of people in their community.,128,2020-06-11 18:30:58,Twitter Web App,11742,2121,BarackObama,1271147930460831751,False,https://t.co/KWVsI0Z53E,en,June,"['group', 'nashville', 'teens', 'led', 'peaceful', 'march', 'tens', 'thousands', 'people', 'community']"
"Over the past few weeks, we’ve seen young people in every corner of the country step up and become leaders. Through organization and mobilization, they’re showing us how we can sustain this momentum to bring about real change.",250,2020-06-11 18:30:57,Twitter Web App,162785,26366,BarackObama,1271147928841785344,False,https://t.co/UKnowQM2Lj,en,June,"['past', 'weeks', 'seen', 'young', 'people', 'corner', 'country', 'step', 'become', 'leaders', 'organization', 'mobilization', 'showing', 'sustain', 'momentum', 'bring', 'real', 'change']"
"It’s too early to tell if it’s permanent, but the changes brought on by COVID-19 are forcing many of us to reflect on what really matters in our lives.",175,2020-06-10 15:10:15,Twitter for iPhone,179382,25922,BarackObama,1270735032815095815,False,https://t.co/9qlOdWKAuO,en,June,"['early', 'tell', 'permanent', 'changes', 'brought', 'covid19', 'forcing', 'reflect', 'matters', 'lives']"
"As has always been true at key moments in history, it’s going to depend on young people to go out there and rewrite what is possible.

I couldn’t be prouder of all the young people leading that change right now. Here’s my advice for the Class of 2020:",275,2020-06-07 23:25:01,Twitter Web App,197204,30893,BarackObama,1269772382509596677,False,https://t.co/XD2n7LEihk,en,June,"['key', 'moments', 'history', 'depend', 'young', 'people', 'rewrite', 'possiblei', 'couldnt', 'prouder', 'young', 'people', 'leading', 'change', 'heres', 'advice', 'class', '2020']"
"We’ve seen the power that our voices have when we speak out about injustice––but we also know the toll that it takes on our mental health. Today, I talked to @repjohnlewis, Bryan Stevenson, and @MBK_Alliance activists about ways to keep our mental health a priority at this time.",303,2020-06-06 00:37:08,Twitter Web App,126359,20393,BarackObama,1269065755179524096,False,https://t.co/PAsWb607EU,en,June,"['seen', 'power', 'voices', 'speak', 'injusticebut', 'toll', 'takes', 'mental', 'health', 'talked', '@repjohnlewis', 'bryan', 'stevenson', '@mbk_alliance', 'activists', 'ways', 'mental', 'health', 'priority']"
"On National Gun Violence Awareness Day, we #WearOrange to honor the victims and survivors of gun violence––which continues to disproportionately harm Black communities. Then keep speaking up, voting, and changing laws across the country.",237,2020-06-05 16:21:00,Twitter for iPhone,283000,41980,BarackObama,1268940899616243715,False,,en,June,"['national', 'gun', 'violence', 'awareness', '#wearorange', 'honor', 'victims', 'survivors', 'gun', 'violencewhich', 'continues', 'disproportionately', 'harm', 'black', 'communities', 'speaking', 'voting', 'changing', 'laws', 'across', 'country']"
"Third, every city in this country should be a @MBK_Alliance community. We have 250 cities, counties, and tribal nations working to reduce barriers and expand opportunity for boys and young men of color. Join us:",235,2020-06-04 23:15:58,Twitter Web App,34259,5164,BarackObama,1268682939799425024,False,https://t.co/RZRwimA3SO,en,June,"['third', 'city', 'country', '@mbk_alliance', 'community', '250', 'cities', 'counties', 'tribal', 'nations', 'working', 'reduce', 'barriers', 'expand', 'opportunity', 'boys', 'young', 'men', 'color', 'join']"
"Second, every mayor should review their use of force policies with members of their community and commit to report on planned reforms. We need mayors, county executives, and those in positions of power to make this a priority. Take the pledge:",267,2020-06-04 23:15:58,Twitter Web App,42968,6601,BarackObama,1268682938251710464,False,https://t.co/c8pAlhJsPJ,en,June,"['second', 'mayor', 'review', 'use', 'force', 'policies', 'members', 'community', 'commit', 'report', 'planned', 'reforms', 'mayors', 'county', 'executives', 'positions', 'power', 'priority', 'take', 'pledge']"
"First, there are specific evidence-based reforms that would build trust, save lives, and lead to a decrease in crime, too. You can find clear, actionable recommendations right here:",205,2020-06-04 23:15:57,Twitter Web App,29969,5355,BarackObama,1268682936968241157,False,https://t.co/V7b0mJoZiL,en,June,"['specific', 'evidencebased', 'reforms', 'build', 'trust', 'save', 'lives', 'lead', 'decrease', 'crime', 'find', 'clear', 'actionable', 'recommendations']"
"Real change requires protest to highlight a problem, and politics to implement practical solutions and laws. As I mentioned yesterday in our @MBK_Alliance town hall, there are several steps our mayors and elected officials can take right now:",242,2020-06-04 23:15:57,Twitter Web App,247999,41068,BarackObama,1268682936221609994,False,,en,June,"['real', 'change', 'requires', 'protest', 'highlight', 'problem', 'politics', 'implement', 'practical', 'solutions', 'laws', 'mentioned', 'yesterday', '@mbk_alliance', 'town', 'hall', 'several', 'steps', 'mayors', 'elected', 'officials', 'take']"
"In our @MBK_Alliance town hall yesterday, I mentioned James Baldwin's The Fire Next Time. From 1962, it remains a seminal meditation on race by one of our greatest writers and relevant for understanding the pain and anger behind the protests. Excerpt:",275,2020-06-04 13:04:56,Twitter Web App,89386,16719,BarackObama,1268529169702543360,False,https://t.co/50F9ZP3JhQ,en,June,"['@mbk_alliance', 'town', 'hall', 'yesterday', 'mentioned', 'james', 'baldwins', 'fire', 'next', '1962', 'remains', 'seminal', 'meditation', 'race', 'greatest', 'writers', 'relevant', 'understanding', 'pain', 'anger', 'behind', 'protests', 'excerpt']"
"And third, an extraordinary essay by the former Chairman of the Joint Chiefs of Staff of the U.S. Armed Forces, Mike Mullen, explaining the values at risk when we start using our military to control domestic protests.",242,2020-06-03 15:04:20,Twitter Web App,58337,12197,BarackObama,1268196828140503042,False,https://t.co/ftmm5crbgg,en,June,"['third', 'extraordinary', 'essay', 'former', 'chairman', 'joint', 'chiefs', 'staff', 'armed', 'forces', 'mike', 'mullen', 'explaining', 'values', 'risk', 'start', 'using', 'military', 'control', 'domestic', 'protests']"
"Second, a reminder of the difference politics and voting can make in changing who has the power to make real change in a community like Ferguson with a history of blatant discriminatory law enforcement practices.",237,2020-06-03 15:04:20,Twitter Web App,60851,10361,BarackObama,1268196826374647808,False,https://t.co/U0z9wMOx8z,en,June,"['second', 'reminder', 'difference', 'politics', 'voting', 'changing', 'power', 'real', 'change', 'community', 'ferguson', 'history', 'blatant', 'discriminatory', 'law', 'enforcement', 'practices']"
Here’s a useful read––a reminder of the importance of de-escalation by police in their interactions with protestors.,141,2020-06-03 15:04:19,Twitter Web App,157413,34262,BarackObama,1268196824575291393,False,https://t.co/Ondw85gQNL,en,June,"['heres', 'useful', 'reada', 'reminder', 'importance', 'deescalation', 'police', 'interactions', 'protestors']"
"""Let’s do this another way. Let's stop thinking our voice don’t matter and vote. Not just for the president...educate yourself and know who you’re voting for. And that’s how we're going to hit 'em.""",222,2020-06-01 23:59:01,Twitter Web App,675306,159820,BarackObama,1267606608953192449,False,https://t.co/WX6oLNRtI2,en,June,"['lets', 'another', 'lets', 'stop', 'thinking', 'voice', 'matter', 'vote', 'presidenteducate', 'voting', 'hit', 'em']"
Let’s get to work.,42,2020-06-01 19:11:51,Twitter Web App,190255,37280,BarackObama,1267534342869442561,False,https://t.co/jEczrOeFdv,en,June,"['lets', 'work']"
