kw_jan,freq_jan,kw_feb,freq_feb,kw_mar,freq_mar,kw_apr,freq_apr,kw_may,freq_may,kw_jun,freq_jun,kw_junYTD,freq_junYTD,kw_q1,freq_q1,kw_q2,freq_q2,kw_q2YTD,freq_q2YTD
#vtbudget,55,#vtcapitol4aday,10,covid19,27,vermonters,29,vermonters,22,help,19,vermonters,100,#vtbudget,55,vermonters,69,vermonters,100
#vtsots,42,vermont,8,#vtpoli,17,vermont,21,vermont,18,continue,19,vermont,87,state,48,vermont,54,vermont,87
state,32,american,8,vermonters,16,work,17,health,16,vermonters,18,state,87,#vtsots,42,help,43,state,87
work,23,vt,8,health,14,covid19,16,outdoor,12,work,16,work,78,work,36,work,42,work,78
budget,23,african,7,response,14,state,15,may,11,vermont,15,help,69,vermont,33,state,39,help,69
people,18,great,7,together,11,help,13,continue,11,state,14,covid19,67,vermonters,31,covid19,37,covid19,67
vermont,16,essex,7,help,11,response,12,help,11,health,14,health,56,covid19,30,health,36,health,56
year,16,state,6,state,10,thank,12,safe,10,@healthvermont,13,#vtbudget,55,help,26,continue,34,#vtbudget,55
economic,14,#blackhistorymonth,6,thank,10,service,9,businesses,10,covid19,12,continue,47,people,25,safe,22,continue,47
22,14,workforce,5,public,9,vt,8,economy,10,act,11,#vtsots,42,budget,23,thank,22,#vtsots,42
12,14,new,5,work,9,vermonts,7,state,10,nation,11,support,41,12,22,economic,22,support,41
help,13,county,5,vermont,9,efforts,7,work,9,take,11,economic,39,support,21,@healthvermont,20,economic,39
million,13,workers,4,businesses,8,announced,7,support,9,economic,10,thank,38,22,20,support,20,thank,38
includes,12,team,4,care,8,#vtpoli,7,recovery,9,working,10,people,35,health,20,recovery,18,people,35
new,12,work,4,hard,7,provide,6,covid19,9,pandemic,10,together,32,year,20,relief,17,together,32
live,11,serve,4,vermonts,7,watch,6,data,9,safe,9,response,32,new,20,businesses,17,response,32
increase,11,vermonters,4,support,7,update,6,relief,9,spread,8,new,32,#vtpoli,18,together,16,new,32
vermonters,11,house,4,visit,6,virus,6,economic,8,equity,8,businesses,30,economic,17,public,16,businesses,30
tax,11,critical,4,safe,6,health,6,thank,8,guidance,8,public,29,thank,16,take,16,public,29
program,10,learn,4,guidance,6,emergency,6,million,8,public,8,#vtpoli,29,response,16,response,16,#vtpoli,29
propose,10,support,4,12,6,medical,6,reopen,8,week,8,million,28,tax,16,efforts,16,million,28
support,10,economy,4,provide,6,live,5,safety,8,important,8,12,28,together,16,act,16,12,28
continue,9,pond,3,pandemic,6,visit,5,package,8,hate,8,safe,28,million,15,data,15,safe,28
affordable,8,beecher,3,mitigation,6,stay,5,continues,8,team,8,22,27,live,14,vermonts,15,22,27
kids,8,aprils,3,people,6,states,5,restart,7,together,7,working,26,great,14,important,15,working,26
communities,8,employers,3,order,6,support,5,services,7,country,7,critical,26,vt,14,virus,15,critical,26
create,8,covid19,3,operations,6,1100,5,announced,7,community,7,vermonts,26,continue,13,pandemic,15,vermonts,26
future,8,provide,3,spread,6,news,5,limited,7,protect,7,provide,26,increase,13,team,15,provide,26
services,7,year,3,school,5,team,5,families,6,takes,7,vt,25,provide,13,announced,15,vt,25
jobs,7,island,3,challenge,5,online,5,public,6,force,7,@healthvermont,25,public,13,economy,14,@healthvermont,25
growth,7,mary,3,22,5,together,5,recreation,6,schools,6,team,25,businesses,13,stay,14,team,25
investment,7,morning,3,online,5,hard,5,additional,6,recovery,6,live,24,critical,13,spread,14,live,24
nation,7,thanks,3,stay,5,care,5,25,5,includes,6,budget,23,american,12,nation,14,budget,23
lets,7,largest,3,critical,5,local,5,cant,5,provide,6,economy,23,program,12,working,14,economy,23
across,6,falls,3,part,5,insurance,5,@healthvermont,5,close,6,care,23,workers,12,outdoor,13,care,23
business,6,celebrate,2,workers,5,link,5,efforts,5,kids,6,important,22,includes,12,critical,13,important,22
investments,6,maple,2,essential,5,another,5,put,5,racism,6,year,22,working,12,may,13,year,22
great,6,hear,2,15,4,stronger,4,everyone,5,states,6,pandemic,21,services,11,provide,13,pandemic,21
families,6,born,2,signed,4,@peterwelch,4,quickly,5,critical,6,nation,21,part,11,package,13,nation,21
crisis,6,jobs,2,continue,4,12,4,emergency,5,play,6,program,21,vermonts,11,testing,13,program,21
13,6,community,2,working,4,coming,4,still,5,enough,6,take,20,care,11,emergency,13,take,20
address,6,man,2,latest,4,economic,4,salons,5,means,6,relief,20,propose,10,million,13,relief,20
@vtlabor,6,increase,2,lives,4,issues,4,hair,5,sports,6,recovery,20,team,10,safety,13,recovery,20
additional,6,engineers,2,please,4,press,4,virus,5,months,6,spread,20,kids,10,still,12,spread,20
working,6,opportunities,2,save,4,checks,4,grants,5,fact,6,services,20,communities,10,good,12,services,20
incentive,5,scout,2,due,4,kindness,4,resume,5,relief,6,act,20,find,10,week,12,act,20
part,5,important,2,steps,4,continue,4,good,5,support,6,includes,20,#vtcapitol4aday,10,care,12,includes,20
1m,5,area,2,find,4,program,4,crisis,5,new,6,stay,20,workforce,10,new,12,stay,20
opportunities,5,rural,2,@healthvermont,4,22,4,assistance,5,systems,6,efforts,20,jobs,9,states,12,efforts,20
programs,5,hosting,2,home,4,forward,4,methodically,5,racial,6,crisis,20,crisis,9,months,11,crisis,20
show,5,lucy,2,update,4,strong,4,direction,5,testing,5,good,19,across,9,lives,11,good,19
focus,5,12,2,team,4,critical,4,stay,5,police,5,great,19,economy,9,vt,11,great,19
bigger,5,issues,2,schools,4,pandemic,4,bring,4,data,5,lives,19,future,9,crisis,11,lives,19
something,5,convent,2,local,4,holding,4,programs,4,reminder,5,emergency,19,visit,9,watch,11,emergency,19
businesses,5,tax,2,step,4,home,4,step,4,package,5,states,19,business,9,service,11,states,19
find,5,college,2,states,4,honor,4,restaurants,4,protests,5,across,18,hard,9,assistance,11,across,18
health,5,town,2,service,4,unemployment,4,commitment,4,risk,5,part,18,county,9,takes,11,part,18
