kw_jan,freq_jan,kw_feb,freq_feb,kw_mar,freq_mar,kw_apr,freq_apr,kw_may,freq_may,kw_jun,freq_jun,kw_junYTD,freq_junYTD,kw_q1,freq_q1,kw_q2,freq_q2,kw_q2YTD,freq_q2YTD
firstinthenation,10,health,12,tune,17,ca,55,ca,21,#covid19,25,ca,112,ca,27,ca,85,ca,112
state,8,trump,9,ca,15,cases,40,tune,19,wear,18,tune,85,tune,20,#covid19,67,tune,85
new,6,#casots,9,#covid19,14,tune,35,#covid19,18,mask,16,#covid19,81,new,19,tune,65,#covid19,81
change,6,housing,8,live,11,new,32,new,17,tune,11,new,74,health,18,new,55,new,74
homelessness,6,yes,6,help,9,home,26,continue,12,ca,9,cases,47,state,16,cases,45,cases,47
climate,6,california,6,work,9,physical,25,reopening,7,rate,7,continue,41,live,15,continue,37,continue,41
billion,6,new,6,home,9,#covid19,24,public,7,spread,7,health,38,#covid19,14,physical,34,health,38
ca,6,ca,6,people,8,positive,24,health,7,physical,7,home,38,people,14,home,29,home,38
@realdonaldtrump,5,record,6,thank,8,hospitals,24,federal,6,moment,7,physical,37,california,13,update,29,physical,37
prescription,5,state,6,hands,8,continue,22,allow,6,slow,6,take,35,healthcare,12,take,27,take,35
build,5,crisis,5,meet,7,confirmed,22,safe,6,update,6,update,34,help,12,confirmed,27,update,34
ban,5,homelessness,5,together,7,take,20,flattening,5,face,6,positive,30,trump,11,positive,26,positive,30
healthcare,5,vote,5,new,7,stay,18,states,5,wash,6,confirmed,27,hands,11,hospitals,25,confirmed,27
wall,5,families,5,health,6,update,18,update,5,practice,6,stay,27,thank,11,stay,21,stay,27
country,4,million,5,california,6,workers,15,testing,5,new,6,people,27,homelessness,11,health,20,people,27
values,4,growth,5,spread,6,flattening,14,confirmed,5,listen,6,help,26,housing,10,public,20,help,26
great,4,live,4,moment,6,health,13,cases,5,part,5,hospitals,26,work,10,flattening,19,hospitals,26
put,4,brain,4,stay,6,curve,13,fight,5,hands,5,public,26,families,10,curve,19,public,26
created,4,policies,4,coronavirus,6,help,12,curve,5,actions,5,state,23,firstinthenation,10,wear,18,state,23
school,4,children,4,listen,6,public,11,across,5,distancing,5,lives,23,million,9,workers,18,lives,23
address,3,address,4,#stayhomesavelives,6,thank,11,global,4,lives,5,thank,23,#casots,9,practice,16,thank,23
drug,3,job,4,school,5,#stayhomesavelives,11,risk,4,save,5,moment,22,crisis,9,lives,16,moment,22
job,3,america,4,public,5,distancing#stayhomesavelives,11,grateful,4,fight,4,live,21,record,9,mask,16,live,21
months,3,healthcare,3,working,5,icu,11,actions,4,love,4,curve,21,school,9,reopening,15,curve,21
system,3,homeless,3,info,5,science,10,provide,4,people,4,work,20,climate,9,moment,15,work,20
drugs,3,lose,3,update,5,practice,10,cannot,4,reminder,4,workers,20,home,9,seriously,15,workers,20
days,3,118,3,grocery,5,seriously,10,simply,4,covering,4,healthcare,20,change,8,science,14,healthcare,20
global,3,living,3,whats,5,staying,8,together,4,cas,4,practice,19,making,8,help,14,practice,19
later,3,system,3,hospital,5,reopening,8,people,4,conducted,3,flattening,19,billion,8,people,13,flattening,19
crisis,3,building,3,medical,5,impact,7,reopen,4,led,3,wear,18,take,8,icu,13,wear,18
invested,3,dark,3,making,4,care,7,take,4,positivity,3,seriously,18,wall,8,testing,12,seriously,18
record,3,social,3,place,4,californians,7,begin,4,close,3,million,18,vote,8,actions,12,million,18
issues,3,progressive,3,major,4,guided,7,great,4,repeat,3,#stayhomesavelives,18,@realdonaldtrump,8,thank,12,#stayhomesavelives,18
violence,3,affordable,3,lives,4,homepractice,7,crisis,4,equality,3,together,17,address,8,safe,12,together,17
prisons,3,reminder,3,save,4,healthy,7,lives,4,take,3,hands,17,lose,8,#stayhomesavelives,12,hands,17
big,3,wall,3,social,4,working,7,days,4,continue,3,listen,17,issues,7,distancing,12,listen,17
ways,3,seniors,3,positive,4,healthcare,7,isnt,4,smart,3,save,17,lives,7,californians,11,save,17
1,3,dream,3,contact,4,lives,7,site,3,californians,3,spread,16,job,7,across,11,spread,16
people,3,laws,3,communities,4,meet,6,decline,3,community,3,crisis,16,system,7,save,11,crisis,16
housing,2,months,3,grateful,4,distancing,6,support,3,justice,3,california,16,country,7,distancing#stayhomesavelives,11,california,16
standards,2,medicaid,3,announcement,4,million,6,staying,3,honor,3,mask,16,moment,7,states,11,mask,16
standing,2,watch,3,services,4,important,6,counties,3,law,3,distancing,15,build,7,staying,11,distancing,15
hope,2,tune,3,healthcare,4,work,6,workers,3,pandemic,3,reopening,15,major,7,fight,11,reopening,15
within,2,country,3,los,4,seriouslystay,6,firefighters,3,still,3,across,15,services,7,work,10,across,15
cant,2,literally,3,masks,4,states,6,safety,3,literally,3,safe,15,put,7,healthy,10,safe,15
breathe,2,take,3,stores,4,frontlines,6,science,3,gone,3,californians,15,together,7,allow,10,californians,15
companies,2,economic,3,file,4,ability,6,work,3,away,3,working,15,working,7,together,10,working,15
air,2,people,3,bloom,3,people,5,year,3,together,3,actions,14,listen,7,listen,10,actions,14
year,2,low,3,still,3,rooms,5,guidance,3,feet,3,school,14,social,7,spread,10,school,14
help,2,gun,3,lose,3,live,5,curbside,3,testing,3,science,14,meet,7,days,9,science,14
take,2,lets,3,worker,3,12pm,5,facing,3,rise,3,icu,14,stay,6,important,9,icu,14
largest,2,could,3,distancing,3,school,5,lower,3,counties,2,fight,14,coronavirus,6,risk,9,fight,14
executive,2,@realdonaldtrump,2,covid19,3,practicing,5,cant,3,lit,2,meet,13,1,6,million,9,meet,13
1b,2,air,2,take,3,risk,5,recession,3,help,2,days,13,real,6,guided,9,days,13
proposing,2,proud,2,shut,3,moment,5,2,3,days,2,protect,13,save,6,isnt,9,protect,13
funding,2,unemployment,2,pharmacies,3,across,4,seriously,3,required,2,testing,13,public,6,protect,8,testing,13
allow,2,safety,2,tested,3,power,4,government,3,santa,2,important,12,ban,6,love,8,important,12
reached,2,able,2,families,3,repeat,4,protect,3,statewide,2,literally,12,#stayhomesavelives,6,frontlines,8,literally,12
family,2,tonight,2,companies,3,icuwe,4,million,3,create,2,allow,12,created,6,working,8,allow,12
treating,2,simply,2,increase,3,thing,4,starting,3,state,2,states,12,great,6,healthcare,8,states,12
2019,2,top,2,period,3,meals,4,60,3,bars,2,great,12,yes,6,provide,8,great,12
remind,2,food,2,weeks,3,testing,4,racism,3,across,2,healthy,12,emergency,6,impact,8,healthy,12
women,2,regressive,2,run,3,safe,4,save,3,peacefully,2,making,12,months,6,literally,8,making,12
low,2,care,2,practice,3,weeks,4,include,3,use,2,staying,12,still,6,rate,7,staying,12
create,2,still,2,patients,3,economy,4,zip,3,simply,2,change,11,spread,6,state,7,change,11
established,2,opportunity,2,insurance,3,allow,4,code,3,capitol,2,firstinthenation,11,prescription,6,lost,7,firstinthenation,11
cas,2,cant,2,issues,3,listen,4,seen,3,choose,2,still,11,medical,6,crisis,7,still,11
