kw_jan,freq_jan,kw_feb,freq_feb,kw_mar,freq_mar,kw_apr,freq_apr,kw_may,freq_may,kw_jun,freq_jun,kw_junYTD,freq_junYTD
oregon,23,oregon,16,oregonians,42,oregon,39,oregon,47,oregon,28,oregon,188
climate,10,health,12,covid19,37,covid19,36,oregonians,28,health,20,oregonians,128
students,9,state,10,oregon,35,oregonians,22,oregons,21,oregonians,20,covid19,105
across,7,oregonians,10,health,22,health,19,safe,19,face,16,health,93
2020,7,work,8,coronavirus,22,oregons,15,covid19,17,covid19,15,state,64
working,7,change,7,home,20,home,15,workers,16,public,15,safe,63
people,7,together,7,help,15,care,12,health,16,counties,15,oregons,61
census,7,access,6,stay,15,together,12,home,15,safe,14,home,59
change,7,climate,6,distancing,15,thank,11,state,15,state,13,help,48
new,6,republicans,6,social,15,help,11,reopening,12,stay,13,stay,43
oregons,6,flooding,5,new,13,safe,11,please,12,phase,13,care,42
oregonians,6,communities,5,safe,13,workers,11,local,12,black,10,public,40
school,5,people,5,possible,13,state,10,protect,10,county,10,new,39
work,5,voting,5,state,13,pandemic,9,counties,10,pandemic,10,work,38
health,4,ready,4,spread,12,new,9,weekend,10,reopening,10,together,37
representation,4,help,4,care,11,ppe,8,strong,10,communities,9,thank,37
congratulations,4,future,4,times,11,resources,8,science,10,spread,9,workers,35
great,4,response,4,crisis,10,crisis,8,pandemic,9,help,9,people,34
future,4,thank,4,working,9,public,8,crisis,9,oregons,9,communities,34
decade,4,show,4,take,9,communities,8,thank,9,2,9,pandemic,33
carbon,4,action,4,people,9,stay,8,across,9,lives,9,please,32
environment,4,recovery,4,order,9,testing,7,agricultural,9,people,8,crisis,32
levels,4,voter,4,families,9,best,7,phase,9,covering,8,lives,32
year,3,oregons,4,protect,9,difficult,7,families,9,multnomah,8,protect,31
hard,3,clear,4,work,9,work,7,risk,9,live,7,working,30
voter,3,crisis,3,businesses,8,staying,7,benefits,9,coverings,7,local,29
best,3,@oregonguard,3,public,8,working,7,lives,8,local,7,continue,29
national,3,fire,3,action,8,food,6,support,8,home,7,students,27
falls,3,continue,3,access,8,action,6,communities,8,protect,7,counties,27
ensure,3,president,3,thank,8,please,6,1,8,wildfires,7,face,27
education,3,ensure,3,proud,8,healthy,6,keeping,8,justice,7,take,27
opportunity,3,umatilla,3,unprecedented,8,continue,6,staying,8,next,7,change,25
county,3,due,3,learn,8,support,6,states,8,statewide,6,across,25
next,3,local,3,together,8,states,6,safely,8,racial,6,access,25
state,3,country,3,employees,7,lives,5,care,8,support,6,spread,24
local,3,fighting,3,taking,7,federal,5,good,8,comes,6,support,24
federal,3,care,3,measures,7,times,5,face,8,cases,6,coronavirus,24
registration,3,public,3,lives,7,making,5,memorial,7,wear,6,action,24
safe,3,place,3,continue,7,forward,5,masks,7,voices,6,families,24
may,3,story,3,workers,7,social,5,business,7,river,6,climate,24
making,3,damage,3,blood,7,needs,5,together,7,continue,6,healthy,24
youth,3,rights,3,healthy,7,may,5,help,7,pause,6,phase,23
without,3,please,3,difficult,7,economy,5,data,7,indoor,6,distancing,23
prepared,3,critical,3,save,7,thanks,5,food,7,new,6,reopening,23
count,3,jobs,3,climate,6,business,5,voice,7,care,6,states,22
cascadia,3,making,3,important,6,helping,5,close,7,marion,6,businesses,22
share,3,season,3,everyone,6,benefits,5,mail,7,hood,6,times,22
