kw_jan,freq_jan,kw_feb,freq_feb,kw_mar,freq_mar,kw_apr,freq_apr,kw_may,freq_may,kw_jun,freq_jun,kw_junYTD,freq_junYTD,kw_q1,freq_q1,kw_q2,freq_q2,kw_q2YTD,freq_q2YTD
new,30,new,49,#covid19,70,#covid19,65,#covid19,42,#covid19,49,new,288,new,144,#covid19,156,new,288
state,22,hampshire,36,state,65,new,62,new,36,new,46,#covid19,226,state,121,new,144,#covid19,226
nh,19,state,34,new,65,hampshire,40,nh,31,state,31,state,221,hampshire,99,state,100,state,221
hampshire,17,nh,16,hampshire,46,nh,39,state,30,june,28,hampshire,179,nh,77,nh,89,hampshire,179
granite,13,#603pride,14,health,43,state,39,guidance,30,granite,27,nh,166,#covid19,70,hampshire,80,nh,166
#603pride,7,granite,12,nh,42,provide,35,may,27,million,26,granite,118,granite,61,provide,77,granite,118
ensure,7,hampshires,8,granite,36,health,27,click,26,guidance,25,health,105,health,49,guidance,61,health,105
todays,7,year,8,help,28,response,24,provide,22,hampshire,25,provide,102,#603pride,36,care,59,provide,102
year,7,great,8,staters,27,relief,24,care,22,thread,20,care,81,staters,35,relief,58,care,81
great,6,education,8,emergency,25,care,22,businesses,21,provide,20,help,76,help,32,million,58,help,76
launch,6,families,7,order,24,states,19,health,19,businesses,19,staters,75,ensure,30,granite,57,staters,75
live,6,staters,6,ensure,22,live,19,relief,18,nh,19,#603pride,73,live,30,health,56,#603pride,73
human,6,primary,6,provide,22,across,18,million,18,staters,19,ensure,71,states,28,may,52,ensure,71
christa,6,2020,6,@wmur9,21,emergency,18,fund,15,may,18,live,70,order,28,across,46,live,70
funding,6,watch,6,care,21,#603pride,18,help,15,program,17,relief,70,@wmur9,27,thread,44,relief,70
week,5,students,6,states,20,granite,17,testing,15,fund,17,across,67,services,27,help,44,across,67
ahead,5,live,6,services,20,watch,16,hampshire,15,relief,16,guidance,65,emergency,26,click,43,guidance,65
remain,5,across,5,live,18,press,16,test,14,help,16,million,64,provide,25,businesses,42,million,64
month,5,system,5,individuals,17,staters,16,funding,14,care,15,may,61,work,24,ensure,41,may,61
education,5,family,5,watch,17,conference,15,thread,14,ensure,15,services,59,watch,24,press,40,services,59
sports,5,along,5,home,17,testing,15,guidelines,14,across,14,press,58,thanks,23,live,40,press,58
executive,5,address,5,conference,17,ensure,15,across,14,funding,14,emergency,58,hampshires,23,staters,40,emergency,58
