kw_jan,freq_jan,kw_feb,freq_feb,kw_mar,freq_mar,kw_apr,freq_apr,kw_may,freq_may,kw_jun,freq_jun,kw_junYTD,freq_junYTD,kw_q1,freq_q1,kw_q2,freq_q2,kw_q2YTD,freq_q2YTD
trump,761,great,745,great,709,trump,713,trump,698,trump,726,trump,5019,great,2213,trump,2137,trump,5019
great,759,trump,701,trump,697,president,706,president,686,great,720,great,4993,trump,2159,president,2105,great,4993
president,680,united,650,president,680,great,675,great,682,president,713,president,4841,president,2009,great,2077,president,4841
united,665,president,649,united,639,united,660,united,639,people,671,united,4547,united,1954,united,1938,united,4547
states,643,states,632,states,622,states,644,people,637,united,639,states,4394,states,1897,people,1933,states,4394
people,604,people,600,people,602,people,625,states,608,states,622,people,4370,people,1806,states,1874,people,4370
new,558,new,572,new,537,new,571,new,552,new,546,new,3917,new,1667,new,1669,new,3917
house,354,news,330,american,355,house,363,house,359,american,387,american,2433,house,1008,american,1084,american,2433
american,337,national,330,house,351,american,347,american,350,news,343,house,2391,american,1005,house,1047,house,2391
national,308,american,313,government,330,government,329,government,311,government,331,government,2215,government,928,government,971,government,2215
federal,301,government,308,news,296,federal,320,federal,298,house,325,news,2151,news,926,federal,940,news,2151
news,300,house,303,state,293,national,293,national,298,federal,322,federal,2104,national,889,news,907,federal,2104
government,290,federal,293,federal,281,news,290,state,288,national,257,national,2024,federal,875,national,848,national,2024
state,272,state,267,administration,253,administration,284,news,274,administration,255,state,1893,state,832,administration,788,state,1893
white,261,administration,263,national,251,obama,273,white,265,obama,254,administration,1807,administration,767,state,786,administration,1807
administration,251,obama,241,white,247,state,261,administration,249,man,246,white,1692,white,717,obama,757,white,1692
country,229,world,228,obama,246,white,261,world,234,state,237,obama,1691,obama,690,white,739,obama,1691
man,226,party,218,democrats,233,democrats,224,obama,230,country,236,world,1588,country,673,world,680,world,1588
working,218,country,216,world,232,country,220,man,226,democrats,233,country,1545,world,669,country,675,country,1545
department,211,white,209,country,228,world,218,country,219,world,228,man,1541,democrats,639,man,670,man,1541
world,209,democrats,209,man,219,republican,211,republican,211,white,213,democrats,1508,man,638,democrats,662,democrats,1508
obama,203,republican,208,republican,214,working,206,working,206,york,211,republican,1446,working,620,republican,628,republican,1446
fbi,197,help,208,party,212,media,199,democrats,205,republican,206,working,1432,republican,618,working,611,working,1432
democrats,197,york,199,working,207,man,198,department,197,party,201,party,1354,party,615,york,583,party,1354
republican,196,working,195,thank,191,fbi,192,big,192,working,199,york,1345,department,577,media,570,york,1345
campaign,196,man,193,history,185,thank,191,media,190,best,190,department,1317,york,557,department,566,department,1317
thank,188,media,191,york,180,court,189,thank,186,donald,185,thank,1291,help,547,party,556,thank,1291
senate,186,department,190,best,179,department,188,york,185,department,181,fbi,1257,thank,547,fbi,550,fbi,1257
party,185,big,183,department,176,york,187,best,185,media,181,media,1250,big,535,thank,544,media,1250
election,183,donald,179,big,171,campaign,184,fbi,178,fbi,180,big,1242,fbi,524,best,542,big,1242
donald,182,fbi,176,court,169,party,182,party,173,big,176,best,1211,donald,522,big,532,best,1211
help,181,campaign,175,media,164,washington,169,campaign,169,fake,173,donald,1206,campaign,522,donald,516,donald,1206
big,181,thank,168,police,162,best,167,election,169,court,170,campaign,1197,media,501,campaign,516,campaign,1197
york,178,best,166,senate,162,big,164,donald,168,thank,167,help,1175,best,501,court,502,help,1175
2016,176,job,160,donald,161,donald,163,history,158,help,167,court,1122,history,496,election,482,court,1122
job,162,2016,158,job,159,russia,159,washington,156,campaign,163,election,1113,senate,491,washington,471,election,1113
washington,158,former,158,help,158,senate,156,senate,154,election,160,history,1101,job,481,help,471,history,1101
police,158,history,155,good,158,election,153,help,152,job,156,senate,1101,election,481,job,451,senate,1101
love,156,good,155,election,153,help,152,bill,151,good,156,job,1061,2016,473,russia,451,job,1061
history,156,presidential,153,fbi,151,congress,149,russia,149,police,153,washington,1051,court,469,senate,448,washington,1051
best,156,fake,152,may,151,former,149,america,149,security,148,good,1048,police,461,former,442,good,1048
justice,152,court,152,campaign,151,may,149,former,147,history,147,russia,1040,good,458,fake,442,russia,1040
russia,152,americans,152,russia,150,article,149,job,147,former,146,police,1032,washington,451,history,441,police,1032
presidential,152,city,151,washington,147,job,148,court,143,washington,146,may,1020,may,446,police,431,may,1020
court,148,may,149,former,144,good,145,police,142,russia,143,former,1017,presidential,443,bill,429,former,1017
media,146,washington,146,fake,141,bill,141,military,138,law,143,fake,1005,americans,438,good,425,fake,1005
may,146,election,145,americans,140,city,139,2016,137,senate,138,2016,1004,former,437,may,414,2016,1004
americans,146,senate,143,2016,139,security,137,justice,136,may,137,americans,976,russia,430,security,410,americans,976
good,145,police,141,presidential,138,history,136,fake,136,bill,137,love,961,love,427,article,404,love,961
hillary,140,article,140,year,138,americans,136,article,133,congress,136,city,950,fake,424,congress,396,city,950
committee,138,security,136,love,136,police,136,story,133,military,135,article,935,justice,405,americans,394,article,935
military,138,love,135,city,134,committee,133,love,131,left,133,presidential,924,city,401,justice,393,presidential,924
clinton,136,justice,133,thing,133,fake,133,trying,130,love,131,bill,922,year,396,love,392,bill,922
former,135,times,131,bill,131,2016,131,americans,130,year,131,security,908,article,393,2016,390,security,908
year,133,america,131,million,127,support,131,may,128,justice,129,justice,907,million,378,city,383,justice,907
article,133,russia,128,congress,126,love,130,security,125,hard,129,america,906,america,374,year,382,america,906
fake,131,million,126,left,124,justice,128,year,125,americans,128,year,901,bill,374,military,382,year,901
security,127,year,125,justice,120,left,127,good,124,city,127,congress,883,military,367,america,379,congress,883
america,127,military,124,article,120,supreme,127,committee,124,2016,122,military,862,congress,365,left,372,military,862
law,126,congress,123,committee,116,times,127,presidential,124,article,122,left,859,security,363,trying,366,left,859
million,125,post,122,america,116,year,126,china,122,china,120,committee,834,thing,363,committee,363,committee,834
china,125,hard,120,war,116,released,125,support,120,called,120,million,833,committee,360,law,362,million,833
called,124,thing,120,win,116,million,124,hard,119,thing,119,story,828,times,347,hard,361,story,828
bill,124,story,120,supreme,115,story,122,night,118,presidential,117,trying,818,left,347,story,361,trying,818
