kw_jan,freq_jan,kw_feb,freq_feb,kw_mar,freq_mar,kw_apr,freq_apr,kw_may,freq_may,kw_jun,freq_jun,kw_junYTD,freq_junYTD
state,18,north,12,covid19,55,covid19,51,covid19,28,north,14,covid19,149
#ndsots20,13,thanks,7,north,28,north,30,north,17,covid19,14,north,111
#ndgov,12,dakota,7,spread,25,todays,25,todays,16,dakota,8,state,68
north,10,state,6,@nddoh,22,stay,25,ct,14,nd,7,dakota,61
dakota,8,grateful,5,cases,20,watch,23,watch,13,testing,7,todays,59
grateful,7,safety,5,press,19,ct,22,press,12,state,6,watch,54
people,7,states,5,confirmed,19,330,19,briefing,11,ct,5,nd,51
great,6,across,4,state,19,spread,16,state,11,education,5,press,49
together,5,join,4,nd,17,live,16,330,9,learn,5,spread,48
nd,5,nd,4,health,15,briefing,16,dakota,8,330,4,ct,47
help,5,innovation,3,dakota,15,cases,15,testing,8,todays,4,briefing,43
@potus,5,terrific,3,watch,15,slow,15,live,8,work,4,cases,41
ag,4,energy,3,care,14,continue,15,fargo,8,public,4,health,40
thanks,4,conference,3,briefing,13,press,15,health,8,@nddoh,4,@nddoh,35
national,4,citizens,3,slow,13,dakota,15,lives,7,free,4,care,34
work,4,business,3,todays,13,testing,14,grateful,7,thanks,4,stay,33
justice,4,strong,3,positive,10,nd,12,work,7,events,4,testing,33
full,4,economy,3,help,10,health,12,citizens,7,weeks,4,grateful,32
fund,4,infrastructure,3,order,9,home,11,join,7,join,4,330,32
trade,4,governors,3,community,9,positive,10,#ndsmartrestart,7,dakotans,4,slow,31
future,4,military,3,tests,9,care,9,protect,6,holte,4,live,31
legacy,4,hosting,2,important,9,update,8,nd,6,@ndnationalguard,4,continue,31
2020,4,agriculture,2,conference,9,begins,8,continue,6,honor,4,confirmed,27
address,4,taking,2,pandemic,8,state,8,dakotas,6,care,4,dakotas,27
excited,4,leaders,2,coronavirus,8,new,8,care,5,officer,4,help,27
win,3,education,2,new,8,dakotans,8,emergency,5,local,4,dakotans,24
million,3,talk,2,executive,8,confirmed,8,begin,5,protect,3,positive,24
chief,3,critical,2,stay,8,capacity,8,officers,5,future,3,join,23
partners,3,country,2,child,8,rate,7,service,5,press,3,work,23
leaders,3,dakotans,2,dakotans,7,join,7,public,5,safe,3,protect,22
making,3,great,2,social,7,healthy,7,spread,5,celebration,3,citizens,22
housing,3,canada,2,latest,7,grateful,7,law,4,family,3,thanks,22
strengthening,3,#statesolutions,2,4,7,protect,7,county,4,dakotas,3,important,22
innovators,3,building,2,crisis,7,connected,7,communities,4,summit,3,new,22
bison,3,2020,2,#covid19nd,7,important,7,@ndnationalguard,4,federal,3,together,20
dedicated,3,help,2,k12,6,executive,7,@nddoh,4,longterm,3,safety,19
process,3,oil,2,workers,6,dakotas,7,honor,4,across,3,home,19
relationships,3,partner,2,take,6,tracing,6,cass,4,citizens,3,community,19
big,3,wing,2,situation,6,restart,6,memorial,4,help,3,local,18
women,3,threat,2,distancing,6,contact,6,help,3,june,3,lives,17
service,3,workforce,2,home,6,businesses,6,@potus,3,grand,3,working,17
dakotas,3,work,2,essential,6,order,6,team,3,national,3,states,16
forks,3,america,2,ct,6,response,6,schools,3,innovative,3,order,15
providing,3,industries,2,continue,6,#ndsmart,5,safety,3,governors,3,coronavirus,15
men,3,alberta,2,county,6,facilities,5,local,3,grateful,3,nds,15
grand,3,natural,2,play,6,guidelines,5,leaders,3,appointment,3,executive,15
new,3,speak,2,dakotas,6,avoid,5,protecting,3,cases,3,public,15
farmers,3,nearly,2,safety,5,plan,5,students,3,congratulations,3,tests,15
generations,2,discuss,2,local,5,targeted,5,cases,3,visitation,3,response,15
@ndhighwaypatrol,2,important,2,emergency,5,tests,5,fighting,3,forks,3,#ndsmart,14
entrepreneurs,2,low,2,working,5,smart,5,able,3,details,3,education,14
offenses,2,annual,2,role,5,states,5,national,3,fargo,3,conference,14
safe,2,economic,2,learn,5,together,5,west,3,briefing,3,workers,14
championship,2,local,2,case,5,working,5,gratitude,3,health,3,update,14
areas,2,people,2,information,5,@nddoh,4,workers,3,facilities,3,facilities,14
29,2,essential,2,april,5,safety,4,slow,3,calling,2,pandemic,14
local,2,future,2,live,5,care19,4,share,3,staff,2,service,14
amazing,2,gas,2,#ndsmart,5,citizens,4,forward,3,july,2,great,14
uneconomic,2,dakotas,2,facilities,5,april,4,together,3,lives,2,team,13
#usmca,2,issues,2,citizens,5,follow,4,support,3,save,2,leaders,13
fritz,2,administration,2,responsibility,5,pandemic,4,update,3,year,2,#ndsots20,13
business,2,grow,2,expand,4,efforts,4,capacity,3,team,2,@potus,13
receiving,2,#givingheartsday,2,work,4,nonessential,4,enforcement,3,approach,2,responsibility,13
leadership,2,promoting,2,physical,4,business,4,honored,3,bismarck,2,latest,13
line,2,together,2,schools,4,rates,4,dakotans,3,recovery,2,grand,13
thank,2,take,2,importance,4,lives,4,fortunate,3,register,2,forks,13
education,2,president,2,together,4,help,4,responsibility,3,minot,2,learn,13
development,2,working,2,practice,4,grand,4,begins,3,tomorrow,2,businesses,12
support,2,place,2,nds,4,surge,4,federal,3,rider,2,people,12
access,2,community,2,testing,4,#ndsmartrestart,4,important,3,cody,2,crisis,12
chester,2,@firstladynd,2,6,4,forks,4,rate,2,available,2,capacity,12
provide,2,drive,2,workforce,4,community,4,brave,2,award,2,county,12
economy,2,past,2,public,4,actions,4,plans,2,rough,2,communities,12
later,2,contribution,2,efforts,4,nds,4,sacrifice,2,6,2,#ndsmartrestart,12
team,2,nation,2,school,4,save,4,#inthistogethernd,2,working,2,federal,12
tribal,2,@givingheartsday,2,response,4,fight,4,contact,2,ticket,2,economy,12
1,2,solve,2,2,4,economy,4,protest,2,recognition,2,#ndgov,12
auditorium,2,opportunity,2,nonessential,4,coronavirus,4,moving,2,happy,2,begins,12
helping,2,complex,2,federal,4,hospital,4,joined,2,ensure,2,take,12
game,2,honor,2,protect,4,lowest,3,family,2,country,2,emergency,12
key,2,minot,2,avoid,4,workers,3,line,2,less,2,discuss,12
lives,2,trading,1,trips,4,communities,3,per,2,rest,2,fargo,11
nations,2,pursuing,1,signed,4,challenging,3,coronavirus,2,registration,2,honor,11
uas,2,achieve,1,visit,4,10,3,thank,2,soon,2,essential,11
government,2,lead,1,resources,4,employees,3,welcome,2,@lamoureuxtwins,2,business,11
declaration,2,mandan,1,wellbeing,4,part,3,continues,2,week,2,process,11
deal,2,airmen,1,serve,4,access,3,discuss,2,place,2,share,11
energy,2,actively,1,friends,4,thanks,3,new,2,change,2,support,11
@senjohnhoeven,2,monitoring,1,tune,4,3,3,members,2,#ndsmart,2,@ndnationalguard,11
nepa,2,development,1,march,4,people,3,week,2,funding,2,national,11
historic,2,research,1,details,4,critical,3,distance,2,safety,2,efforts,11
nds,2,tonight,1,related,4,app,3,looking,2,grant,2,rate,10
history,2,minutes,1,process,4,allow,3,provide,2,incredibly,2,healthy,10
prosperity,2,coronavirus,1,four,3,whether,3,tirelessly,2,capitol,2,details,10
officers,2,historic,1,steps,3,test,3,ensure,2,renew,2,4,10
meaningful,2,droughts,1,top,3,use,3,guidelines,2,efforts,2,across,10
congratulations,2,learn,1,share,3,taken,3,duty,2,equality,2,april,10
military,2,continued,1,find,3,process,3,livelihoods,2,month,2,future,10
market,2,businesses,1,#inthistogethernd,3,closed,3,capita,2,courage,2,contact,10
toward,2,initiatives,1,education,3,sectors,3,targeted,2,peace,2,guidelines,10
