kw_jan,freq_jan,kw_feb,freq_feb,kw_mar,freq_mar,kw_apr,freq_apr,kw_may,freq_may,kw_jun,freq_jun,kw_junYTD,freq_junYTD
new,144,new,120,new,186,new,204,new,178,new,107,new,939
mexico,81,mexico,70,mexico,105,#covid19,96,covid19,78,covid19,90,mexico,451
#stateofthestatenm,52,#nmleg,56,covid19,96,mexico,95,#covid19,68,statewide,60,covid19,337
state,45,#nmgov,35,health,81,health,77,mexico,60,deaths,53,state,270
#nmgov,42,state,34,state,66,home,76,spread,51,cases,51,health,255
mexicans,29,mexicans,32,mexicans,54,covid19,72,health,51,mexico,40,mexicans,213
education,28,legislation,26,home,49,stay,67,statewide,50,#covid19,33,#covid19,200
year,27,senate,25,stay,45,state,66,public,50,additional,31,cases,166
health,22,approved,24,information,44,announced,64,mask,44,currently,30,public,161
families,21,committee,20,#alltogethernm,41,additional,50,deaths,43,todays,30,home,160
care,18,across,19,positive,36,cases,48,state,39,individuals,30,stay,148
across,17,hb,19,public,36,positive,42,cases,38,update,29,statewide,143
economic,17,sb,16,@nmdoh,35,#alltogethernm,42,mexicans,38,info,29,spread,136
early,16,house,16,spread,33,spread,41,currently,37,hospitalized,28,deaths,126
legislation,15,costs,15,#coronavirus,31,mexicans,41,info,37,totaling,28,additional,126
#nmleg,15,bipartisan,14,cases,27,@nmdoh,38,update,36,bringing,27,positive,123
childhood,15,creating,14,officials,26,officials,35,todays,34,statewidemore,26,currently,117
opportunity,14,families,14,announced,24,tests,34,positive,33,public,21,announced,110
public,13,fund,13,continue,22,currently,34,tests,31,state,20,#alltogethernm,108
work,12,childhood,13,care,22,info,31,bringing,31,mexicans,19,info,107
million,12,health,13,#nmgov,21,public,31,individuals,30,community,13,totaling,100
fund,12,education,13,statewide,21,totaling,30,totaling,30,mexicos,12,#nmgov,98
scholarship,12,support,12,community,21,related,29,continue,29,mask,11,update,96
jobs,12,law,12,together,20,pandemic,29,home,29,face,11,tests,93
services,11,heads,12,tests,20,bringing,28,protect,28,health,11,@nmdoh,91
#nmleg2020,11,passed,11,protect,20,testing,25,wear,26,wear,10,bringing,90
together,11,care,11,essential,18,safe,25,face,23,spread,10,continue,90
investments,11,public,10,school,18,slow,24,slow,22,work,10,#nmleg,86
session,11,tool,10,order,17,deaths,24,additional,21,continue,9,care,81
support,10,insulin,10,additional,17,information,23,safe,21,positive,9,todays,77
economy,10,floor,10,best,16,#askgovmlg,22,order,21,safety,9,information,76
mexicos,10,early,10,children,16,statewidesadly,22,may,21,black,9,officials,74
investing,10,stay,10,workers,16,update,21,virus,21,safe,9,community,74
build,10,#sb5,10,please,16,mexicos,21,#alltogethernm,20,pandemic,9,across,73
committee,10,#erpo,9,emergency,15,unemployment,20,stay,20,businesses,8,mexicos,73
costs,10,scholarship,9,across,15,virus,20,hospitalized,17,four,8,protect,71
higher,9,unanimously,9,federal,15,lives,19,community,16,local,8,individuals,70
educators,9,please,9,currently,15,continue,19,mexicos,16,tests,8,safe,70
deliver,9,prescription,9,take,14,order,18,practices,15,legislature,8,order,66
industry,9,trust,8,working,13,federal,18,covidsafe,14,still,8,slow,62
legislative,9,clear,8,slow,13,businesses,17,thank,14,racism,8,pandemic,58
create,9,safety,8,businesses,13,care,17,announced,14,#protectnm,7,businesses,58
future,9,violence,8,contact,13,essential,16,available,13,essential,7,essential,58
students,8,higher,8,presumptive,13,community,16,gather,13,moment,7,mask,56
cannabis,8,proud,8,#nmleg,13,staying,16,people,13,students,6,families,55
children,8,gun,8,states,12,please,16,crisis,12,protect,6,support,55
sb,8,access,8,ensure,12,people,15,essential,12,live,6,virus,53
states,8,protection,8,totaling,12,support,15,@nmdoh,12,reform,6,#stateofthestatenm,52
efforts,8,children,8,making,12,benefits,15,required,12,ensure,6,legislation,52
ensure,7,ensuring,8,services,11,may,15,lives,12,justice,6,thank,51
great,7,making,8,child,11,thank,15,social,11,incredible,6,work,51
department,7,mexicos,7,online,11,social,13,pandemic,11,practices,6,together,51
behavioral,7,veterans,7,people,11,#stayhomesavelives,13,slowing,11,help,6,face,50
energy,7,safe,7,families,11,death,12,care,11,session,6,education,50
safety,7,100,7,possible,11,save,12,covering,10,leaders,6,please,50
government,7,critical,7,info,10,face,12,testing,10,five,6,hospitalized,50
creating,7,services,7,critical,10,help,12,emergency,10,council,6,lives,48
tomorrow,7,year,7,find,10,tomorrow,12,tested,10,vote,5,people,48
law,7,legislature,7,close,10,week,12,wearing,10,tax,5,year,47
next,7,diabetes,7,government,10,provide,11,able,10,ensuring,5,may,47
best,7,opportunity,7,social,10,emergency,11,employees,10,part,5,testing,45
passed,7,country,6,mexican,10,protect,11,distancing,10,wonderful,5,ensure,45
protection,7,enforcement,6,tested,10,todays,11,statewidemore,10,relief,5,statewidemore,42
budget,7,drugs,6,fed,9,live,11,businesses,10,together,5,services,42
incredible,7,extremerisk,6,novel,9,tune,11,request,9,neighbors,5,federal,40
system,7,states,6,funding,9,ensure,11,part,9,injustice,5,economic,40
funding,7,funding,6,insurance,9,actions,10,across,9,#alltogethernm,5,working,39
communities,7,incredible,6,live,9,online,10,work,9,thank,5,help,39
local,6,join,6,important,9,insurance,10,officials,9,critical,5,related,39
glad,6,economic,6,tune,9,reopening,10,masks,9,school,5,part,39
chance,6,lives,6,support,9,part,10,gallup,9,virus,5,tomorrow,39
toward,6,act,6,thank,9,la,10,together,9,gender,5,children,38
businesses,6,orders,5,schools,9,workers,10,reopening,9,states,5,social,38
continue,6,expand,5,solar,9,assistance,10,place,9,country,5,emergency,38
orders,6,signed,5,pandemic,9,receive,10,give,8,take,5,workers,37
wholesale,6,benefits,5,energy,8,government,10,remain,8,election,5,critical,37
violence,6,reduce,5,grocery,8,crisis,9,effective,8,across,5,states,37
important,6,military,5,steps,8,funds,9,thanks,8,business,5,wear,37
providing,6,final,5,test,8,criteria,9,staying,8,coverings,5,safety,37
#sb5,6,forward,5,proud,8,staff,9,contact,8,important,5,important,36
career,6,additional,5,part,8,critical,9,services,8,address,4,tune,36
bipartisan,6,reducing,5,mitigate,8,important,9,live,7,peaceful,4,live,35
tune,6,jobs,5,help,8,@nmdws,9,tune,7,join,4,fund,35
raises,6,#hb292,5,response,8,risk,8,modified,7,history,4,school,34
drug,6,economy,5,resources,8,work,8,tomorrow,7,mexican,4,take,34
community,6,tax,5,continues,8,economy,8,incredible,7,working,4,#coronavirus,33
full,6,tuition,5,ensuring,8,across,8,grateful,7,safely,4,government,33
working,6,insurance,5,tomorrow,8,residents,8,working,7,absolutely,4,incredible,33
people,6,finance,5,credit,8,reality,8,loved,7,consideration,4,making,33
recreational,6,news,5,morning,8,distancing,8,closed,6,tested,4,staying,32
announced,6,congratulations,5,legislation,8,still,8,could,6,find,4,save,31
protect,6,292,5,website,7,family,8,help,6,support,4,mexican,31
gun,6,communities,5,absolutely,7,statewide,8,memorial,6,required,4,risk,31
2020,6,ensure,5,staying,7,fight,8,ones,6,freedom,4,early,31
child,5,canada,5,glad,7,available,8,retailers,6,proud,4,communities,31
brighter,5,risk,5,update,7,watch,8,vote,6,special,4,committee,31
college,5,order,5,mexicos,7,en,8,workers,6,full,4,best,31
administration,5,suicide,5,facilities,7,nursing,8,account,6,rights,4,able,30
canada,5,kids,5,communities,7,working,7,related,6,distancing,4,access,30
forward,5,work,5,distancing,7,thanks,7,3,6,means,4,childhood,29
