kw_jan,freq_jan,kw_feb,freq_feb,kw_mar,freq_mar,kw_apr,freq_apr,kw_may,freq_may,kw_jun,freq_jun,kw_junYTD,freq_junYTD,kw_q1,freq_q1,kw_q2,freq_q2,kw_q2YTD,freq_q2YTD
district,39,district,44,coronavirus,97,covid19,130,covid19,107,live,55,covid19,347,dc,143,covid19,259,covid19,347
residents,34,dc,41,covid19,88,district,83,district,68,#dcstatehood,33,district,319,district,140,live,182,district,319
dc,33,#dcstatehood,37,visit,80,home,79,live,60,home,29,live,292,live,110,district,179,live,292
housing,26,live,37,dc,69,coronavirus,77,coronavirus,55,dc,29,dc,264,visit,108,coronavirus,149,dc,264
learn,26,join,36,districts,65,districts,71,districts,51,district,28,coronavirus,248,coronavirus,99,home,147,coronavirus,248
#fairshot,23,todays,36,live,58,live,67,positive,49,june,27,home,211,covid19,88,districts,126,home,211
help,23,budget,32,district,57,positive,56,reported,48,workouts,25,districts,205,districts,79,dc,121,districts,205
2020,22,event,30,march,48,reported,54,dc,43,#fitdc,25,visit,189,residents,78,positive,107,visit,189
community,20,#unitythroughcommunity,28,home,44,residents,53,may,40,covid19,22,residents,182,learn,66,residents,104,residents,182
year,20,#blackhistorydc,27,positive,40,dc,49,home,39,free,20,new,149,new,65,reported,104,new,149
visit,18,residents,25,captions,37,visit,48,2,37,residents,18,positive,147,home,64,workouts,103,positive,147
washingtonians,18,housing,25,delivery,36,workouts,42,#fitdc,36,coronavirus,17,#fitdc,130,join,59,#fitdc,103,#fitdc,130
new,17,community,24,stream,36,april,42,workouts,36,2,17,2,127,community,58,2,90,2,127
ensure,16,engagement,23,response,31,new,42,1,34,test,16,workouts,125,housing,55,new,84,workouts,125
across,15,history,23,new,31,#fitdc,42,new,34,move,15,learn,113,help,54,1,83,learn,113
live,15,black,22,learn,31,1,38,residents,33,ready,15,1,110,march,50,visit,81,1,110
#saferstrongerdc,14,thank,21,information,27,#stayhomedc,38,2020,31,bring,15,reported,105,#dcstatehood,45,lives,73,reported,105
programs,14,#blackhistorymonth,19,update,26,2,36,lives,27,seniors,14,2020,100,stay,43,2020,65,2020,100
ward,13,support,18,health,26,lives,36,lost,26,4,13,community,90,captions,42,move,59,community,90
call,13,#fairshot,18,#fitdc,25,stay,32,visit,26,statehood,13,join,86,#fairshot,41,bring,58,join,86
affordable,13,new,17,cases,25,bringing,31,data,26,update,13,health,84,positive,40,case,57,health,84
program,12,city,16,2,24,2020,31,due,25,without,13,help,83,support,39,bringing,57,help,83
safe,12,across,16,offering,24,health,29,cases,25,testing,12,stay,82,todays,39,seniors,56,stay,82
work,12,library,16,stay,24,case,29,case,25,follow,12,bringing,82,thank,38,data,56,bringing,82
home,12,program,15,1,23,cases,29,bringing,23,thank,12,cases,81,public,38,due,56,cases,81
districts,12,#saferstrongerdc,15,case,23,overall,29,overall,23,state,12,lives,81,health,38,ready,56,lives,81
#36000by2025,11,family,15,spread,23,includes,28,learn,23,representation,11,#dcstatehood,80,stream,37,#stayhomedc,56,#dcstatehood,80
@usmayors,11,congress,15,bringing,23,data,28,additional,23,3,11,case,80,2,37,cases,55,case,80
working,11,#dcproud,14,continue,23,additional,26,related,23,continue,11,data,79,budget,36,additional,53,data,79
#dc2020acr,11,dcs,14,workouts,22,related,26,includes,23,along,11,bring,77,delivery,36,overall,53,bring,77
great,11,forum,14,4,22,lost,26,move,22,1,11,ready,76,information,35,lost,53,ready,76
#dcproud,10,2,13,help,22,due,25,seniors,21,burn,11,move,74,continue,35,includes,52,move,74
find,10,gogo,13,public,22,deaths,24,ready,20,vote,11,housing,74,across,35,follow,50,housing,74
resources,10,highlight,13,data,21,bring,23,bring,20,kids,11,includes,73,2020,35,related,50,includes,73
wards,10,week,12,includes,20,learn,22,deaths,20,energy,11,seniors,73,washingtonians,33,may,50,seniors,73
greenery,9,state,12,providing,20,female,22,#stayhomedc,17,situational,10,3,72,program,32,along,48,3,72
walk,9,stay,12,3,19,move,22,follow,17,walk,10,overall,72,event,31,kids,47,overall,72
tree,9,events,11,residents,19,kids,21,along,16,lives,10,continue,72,#saferstrongerdc,31,learn,47,continue,72
meet,9,washingtonians,11,please,19,along,21,call,15,engine,9,public,71,4,31,energy,46,public,71
create,9,rights,10,columbia,18,seniors,21,energy,15,help,9,captions,69,work,31,health,46,captions,69
free,9,celebrate,10,overall,18,follow,21,kids,15,please,9,4,69,response,31,burn,46,4,69
anacostia,9,director,10,students,18,3,21,burn,15,sites,9,support,66,family,31,deaths,45,support,66
join,8,visit,10,government,18,ready,21,support,14,51st,9,#stayhomedc,66,together,29,3,45,#stayhomedc,66
holiday,8,music,10,support,17,energy,20,fy2021,13,new,8,response,65,city,28,april,44,response,65
8,8,public,10,monday,16,response,20,public,13,join,8,additional,64,#unitythroughcommunity,28,stay,39,additional,64
