kw_jan,freq_jan,kw_feb,freq_feb,kw_mar,freq_mar,kw_apr,freq_apr,kw_may,freq_may,kw_jun,freq_jun,kw_junYTD,freq_junYTD,kw_q1,freq_q1,kw_q2,freq_q2,kw_q2YTD,freq_q2YTD
#desots,38,state,11,stay,28,delaware,33,covid19,38,delaware,53,delaware,161,state,47,delaware,118,delaware,161
state,27,students,9,coronavirus,28,delawareans,32,public,33,covid19,34,covid19,122,#desots,46,covid19,103,covid19,122
delaware,20,funding,8,health,27,covid19,31,delaware,32,state,29,health,114,delaware,43,public,82,health,114
million,14,delaware,8,spread,22,health,28,health,26,public,25,public,111,health,41,delawareans,78,public,111
new,12,opportunity,8,care,21,thank,25,delawareans,22,delawareans,24,delawareans,107,delawareans,29,health,73,delawareans,107
delawareans,11,#netde,7,covid19,19,public,24,watch,21,health,19,state,106,public,29,state,59,state,106
year,11,#desots,7,public,19,stay,22,delawares,21,testing,19,thank,67,coronavirus,29,thank,49,thank,67
health,10,public,7,help,18,state,19,director,19,wear,17,stay,66,stay,28,delawares,47,stay,66
children,10,school,6,home,17,home,18,division,17,community,17,delawares,62,help,28,community,43,delawares,62
across,10,million,6,@delaware_dhss,16,workers,17,de,15,thank,15,de,60,care,27,watch,43,de,60
wilmington,8,new,6,delaware,15,protect,17,livestream,13,important,13,help,56,students,23,director,40,help,56
help,8,#edude,6,delawareans,15,care,16,reopening,13,help,13,care,56,de,23,stay,38,care,56
work,8,water,6,workers,14,delawares,15,community,13,en,13,watch,55,@delaware_dhss,23,de,37,watch,55
economy,7,people,5,de,14,face,15,may,12,country,12,community,50,new,22,face,33,community,50
working,7,budget,5,social,14,de,15,sussex,12,director,12,#desots,46,spread,22,protect,33,#desots,46
50,7,learn,5,work,11,community,13,economy,12,june,11,home,45,school,21,division,31,home,45
#edude,7,town,5,hands,11,difficult,13,briefing,11,delawares,11,protect,44,work,20,care,29,protect,44
students,7,kindness,5,response,11,situation,11,view,11,social,11,work,44,million,20,testing,29,work,44
water,7,#delaware,5,child,11,sussex,11,state,11,watch,11,school,42,home,19,help,28,school,42
next,6,communities,5,take,11,help,11,working,11,work,11,social,41,covid19,19,wear,28,social,41
care,6,wilmington,5,order,10,work,11,1,10,protect,10,director,40,thank,18,livestream,27,director,40
schools,6,february,4,businesses,10,together,11,safely,10,without,9,new,40,take,17,important,27,new,40
members,6,de,4,thank,10,watch,11,giving,10,progress,9,spread,40,schools,16,briefing,27,spread,40
success,6,clean,4,school,10,neighbors,10,thank,9,face,9,division,39,children,16,social,27,division,39
dr,6,schools,4,wash,9,economy,10,steps,9,students,9,working,38,workers,15,en,26,working,38
good,6,health,4,state,9,front,9,distancing,9,stay,9,students,38,#edude,15,home,26,students,38
states,5,staff,4,especially,8,briefing,9,rattay,9,communities,9,workers,38,delawares,15,economy,25,workers,38
thanks,5,join,4,watch,8,director,9,announced,9,mask,9,@delaware_dhss,38,social,14,sussex,25,@delaware_dhss,38
communities,5,tonight,4,info,8,emergency,9,dr,9,forward,8,economy,35,across,14,working,25,economy,35
thank,5,using,4,delawares,8,healthy,8,karyl,9,enforcement,8,important,35,year,14,work,24,important,35
school,5,across,3,situation,8,social,8,face,9,phase,8,face,35,communities,13,workers,23,face,35
program,5,difference,3,students,7,lines,8,en,9,serve,8,coronavirus,34,wilmington,13,giving,23,coronavirus,34
future,5,great,3,emergency,7,part,8,aj,8,services,8,businesses,34,people,13,view,22,businesses,34
de,5,mcqueen,3,virtual,7,businesses,8,continue,8,giving,8,support,32,water,13,businesses,22,support,32
city,5,government,3,part,7,county,8,phase,8,spread,8,take,32,working,13,difficult,21,take,32
farmland,5,colonel,3,restaurants,7,family,8,school,8,support,8,sussex,31,hands,12,school,21,sussex,31
senator,5,odessa,3,protect,7,@delaware_dhss,7,schall,8,still,8,communities,30,watch,12,together,20,communities,30
hal,4,take,3,distancing,7,covering,7,important,8,division,8,together,30,businesses,12,continue,20,together,30
areas,4,investing,3,seriously,7,especially,7,reopen,8,law,8,continue,30,child,12,reopening,20,continue,30
access,4,year,3,questions,7,@foodbankofde,7,new,8,livestream,7,testing,30,support,12,support,20,testing,30
governor,4,information,3,update,7,still,7,businesses,8,de,7,livestream,29,order,12,june,19,livestream,29
foster,4,proud,3,support,7,updates,7,social,8,continue,7,hands,29,funding,11,dr,19,hands,29
mayda,4,company,3,prevent,6,livestream,7,hands,8,food,7,briefing,28,access,11,covering,19,briefing,28
#actionde,4,secretary,3,close,6,response,7,care,8,leadership,7,across,28,protect,11,rattay,18,across,28
decade,4,support,3,together,6,school,7,guidance,8,español,7,wear,28,response,11,distancing,18,wear,28
preserved,4,delawareans,3,essential,6,spotlight,7,@delawareema,7,working,7,dr,27,opportunity,11,spread,18,dr,27
general,4,50,3,center,6,working,7,stay,7,secretary,7,giving,26,town,11,still,18,giving,26
continue,4,provides,3,town,6,serious,6,wear,7,subtítulos,7,en,26,50,11,new,18,en,26
assembly,4,fire,3,safe,6,save,6,wash,7,budget,7,distancing,25,#netde,10,karyl,18,distancing,25
proposal,4,delawares,3,informed,6,support,6,town,7,molly,7,wash,25,center,10,emergency,17,wash,25
forward,4,@delaware_dhss,3,services,6,mobile,6,hall,7,hands,7,schools,25,continue,10,communities,17,schools,25
clean,4,classrooms,3,schools,6,text,6,county,7,wash,7,children,25,next,10,county,17,children,25
delawares,4,good,3,hall,6,take,6,crisis,7,across,7,especially,24,together,10,hands,17,especially,24
#delawares,4,hope,3,taking,6,everyone,6,june,7,briefing,7,difficult,24,economy,10,may,17,difficult,24
invest,4,competition,3,access,6,delawarean,6,vulnerable,6,especially,7,visit,24,good,9,visit,16,visit,24
@delaware_dhss,4,#budgetde,3,updates,6,across,6,celebrate,6,history,7,emergency,24,family,9,neighbors,16,emergency,24
#keepdelitterfree,4,6pm,3,des,6,important,6,summer,6,disease,7,live,23,wash,9,phase,16,live,23
ways,3,real,3,march,6,info,6,remember,6,week,7,safe,23,important,8,guidance,16,safe,23
budget,3,teachers,3,please,6,safe,6,beach,6,good,7,view,22,budget,8,wash,16,view,22
insurance,3,thank,3,division,5,helping,6,visit,6,view,7,town,22,taking,8,safe,16,town,22
start,3,coupe,3,leaders,5,fight,6,live,6,monday,7,part,22,dr,8,especially,16,part,22
simple,3,@wawa,3,meals,5,drivethru,6,spread,6,nan,6,family,22,families,8,take,15,family,22
progress,3,division,3,family,5,division,6,covering,6,pandemic,6,year,22,situation,8,steps,15,year,22
rep,3,upcoming,2,important,5,new,6,protect,6,outside,6,order,21,#delaware,8,part,15,order,21
education,3,another,2,restrictions,5,informed,6,support,6,tested,6,june,21,division,8,aj,15,june,21
agriculture,3,@delaware_dshs,2,call,5,#stayhomede,6,hosting,5,covering,6,county,21,live,8,schall,15,county,21
billion,3,environment,2,tune,5,continue,5,countypreregister,5,program,6,neighbors,20,hall,8,students,15,neighbors,20
learners,3,#kindde,2,visit,5,hospital,5,precautions,5,businesses,6,million,20,visit,8,@delaware_dhss,15,million,20
strong,3,howard,2,issued,5,distancing,5,women,5,safe,6,secretary,20,especially,8,country,15,secretary,20
litter,3,senate,2,cases,5,essential,5,emergency,5,investments,6,food,20,learn,8,live,15,food,20
increase,3,please,2,families,5,order,5,testing,5,dr,6,forward,20,clean,8,front,15,forward,20
promised,3,high,2,icymi,5,giving,5,effort,5,locations,6,still,20,info,8,1,14,still,20
harris,3,job,2,threat,5,surge,5,castle,5,race,6,educators,20,des,8,across,14,educators,20
accomplished,3,#blackhistorymonth,2,people,5,communities,5,joining,5,police,6,situation,20,please,8,food,14,situation,20
behavioral,3,continue,2,latest,5,schools,5,throughout,5,throughout,6,reopening,20,great,8,secretary,14,reopening,20
@agriculturede,3,program,2,ensure,5,food,5,take,5,rattay,6,steps,20,part,7,forward,14,steps,20
rates,3,educators,2,slow,5,recovery,5,mothers,5,school,6,may,19,seriously,7,healthy,13,may,19
early,3,4,2,providing,4,virtual,5,together,5,joined,6,response,19,update,7,everyone,13,response,19
mayor,3,prepared,2,steps,4,online,5,follow,5,next,6,people,19,ensure,7,family,13,people,19
mcdowell,3,10,2,provide,4,learn,5,curve,5,part,6,next,19,questions,7,nan,13,next,19
cant,3,law,2,remain,4,guidance,5,faith,5,karyl,6,guidance,19,close,7,crisis,13,guidance,19
legislation,3,@caesarrodneysd,2,sussex,4,educators,5,distance,5,visit,6,covering,19,thanks,7,educators,13,covering,19
partnership,3,commitment,2,affect,4,testing,5,real,5,hosting,5,wilmington,19,safe,7,safely,13,wilmington,19
technology,3,simple,2,new,4,pantry,5,recovery,5,live,5,families,19,march,7,distance,13,families,19
investments,3,management,2,challenging,4,countypreregister,5,restrictions,5,distance,5,good,19,future,7,lines,12,good,19
english,3,enforcement,2,follow,4,partners,5,information,5,real,5,healthy,18,plan,7,beach,12,healthy,18
people,3,lead,2,neighbors,4,required,4,able,5,events,5,plan,18,distancing,7,hosting,12,plan,18
making,3,unique,2,virus,4,cases,4,starting,5,beach,5,rattay,18,emergency,7,@foodbankofde,12,rattay,18
important,3,@dedeptofed,2,facilities,4,management,4,economic,5,general,5,front,18,city,7,starting,12,front,18
ready,3,city,2,continue,4,spread,4,difficult,4,anger,5,real,18,essential,7,situation,12,real,18
@ltgovhall_long,3,forest,2,unnecessarily,4,dover,4,español,4,act,5,karyl,18,virtual,7,throughout,12,karyl,18
build,3,@destatepolice,2,statewide,4,live,4,place,4,salivabased,5,services,18,tonight,7,reopen,11,services,18
200,3,event,2,plan,4,yo,4,everyone,4,change,5,everyone,18,educators,7,states,11,everyone,18
lowincome,3,children,2,reduce,4,bring,4,moving,4,reopening,5,program,17,restaurants,7,plan,11,program,17
deserve,3,congratulations,2,starting,4,decisions,4,tracing,4,available,5,country,17,program,7,real,11,country,17
watch,3,halls,2,significant,4,days,4,statewide,4,household,5,hall,17,services,7,mobile,11,hall,17
together,3,serve,2,serious,4,visit,4,vote,4,full,5,starting,17,information,7,services,11,starting,17
office,3,investment,2,hard,4,volunteers,4,el,4,stop,5,budget,17,real,7,subtítulos,11,budget,17
pilot,3,talking,2,risk,4,restrictions,4,contact,4,educators,5,states,16,success,7,drivethru,11,states,16
#cleanwaterde,3,trust,2,actions,4,science,4,foster,4,committed,5,phase,16,community,7,families,11,phase,16
