kw_jan,freq_jan,kw_feb,freq_feb,kw_mar,freq_mar,kw_apr,freq_apr,kw_may,freq_may,kw_jun,freq_jun,kw_junYTD,freq_junYTD
president,33,president,26,#familiesfirst,35,#familiesfirst,51,#heroesact,23,americans,26,#familiesfirst,109
#defendourdemocracy,30,health,23,workers,26,crisis,18,#familiesfirst,18,act,25,president,107
trump,29,house,21,act,25,lives,17,americans,15,president,20,house,96
senate,24,american,19,health,23,coronavirus,16,testing,14,action,19,americans,93
impeachment,21,people,17,families,21,house,14,people,14,house,18,american,88
americans,20,americans,16,coronavirus,17,testing,12,american,13,#justiceinpolicing,17,act,81
trial,19,democrats,15,#coronavirus,16,american,12,president,13,police,16,health,80
american,19,trump,14,house,15,families,12,country,12,american,16,trump,73
house,19,security,13,response,13,across,12,lives,11,people,14,people,68
admin,13,presidents,13,emergency,13,truth,12,crisis,10,brutality,14,senate,68
bipartisan,12,care,11,testing,12,health,11,fight,10,congress,13,families,58
act,12,#sotu,11,crisis,11,ensure,11,senate,10,senate,13,workers,53
witnesses,11,tune,11,fight,11,businesses,10,covid19,9,trump,12,congress,51
people,11,families,11,security,10,democrats,10,house,9,capitol,12,democrats,49
constitution,10,senate,11,care,10,resources,10,et,9,full,11,crisis,47
congress,10,congress,11,public,9,workers,10,congress,8,injustice,11,coronavirus,45
mcconnell,10,act,10,legislation,9,continue,9,health,8,justice,10,lives,44
documents,10,funding,10,american,9,trump,9,nation,8,supreme,9,fight,42
america,9,america,9,americans,9,fight,8,response,7,communities,9,testing,42
delegation,9,law,8,package,9,president,8,national,7,take,9,full,42
managers,9,public,8,statement,9,livelihoods,8,responsibility,7,country,9,america,41
protect,8,vote,8,put,8,work,7,workers,7,nationwide,9,ensure,39
coverup,8,americas,7,leave,8,economy,7,work,7,racial,9,response,39
leader,8,#trumpbudget,7,democrats,8,americans,7,presidents,7,covid19,8,across,38
committee,8,passed,7,et,8,communities,7,communities,7,health,8,country,38
protections,8,response,7,support,8,protecting,7,expand,7,lgbtq,8,presidents,38
trumps,7,constitution,7,bipartisan,8,country,7,statement,7,tune,8,care,37
fair,7,leader,7,ensure,8,democracy,7,full,7,george,8,et,37
full,7,capitol,7,full,8,people,7,honor,7,secure,8,protect,37
articles,7,full,7,americas,7,et,6,passed,7,protect,7,tune,36
live,7,tonight,7,protect,7,pandemic,6,trump,6,reporters,7,bipartisan,34
power,7,stand,7,bill,7,reporters,6,legislation,6,democrats,7,capitol,34
health,7,rights,7,women,7,protect,6,stop,6,floyd,7,statement,33
tune,7,legislation,7,family,7,access,6,vote,6,together,7,#defendourdemocracy,33
congressional,7,women,7,paid,7,together,6,100000,6,america,7,action,33
statement,6,la,6,president,7,science,5,ensure,6,progress,7,legislation,32
across,6,address,6,senate,7,america,5,pass,6,lives,7,vote,31
preexisting,6,et,6,#caresact,7,program,5,families,6,passing,6,security,31
violence,6,national,6,government,6,speaking,5,put,6,historic,6,communities,31
member,6,action,6,food,6,frontline,5,family,6,violence,6,reporters,30
israel,6,#blackhistorymonth,6,responsibility,6,congress,5,take,6,real,6,public,30
clear,6,live,6,america,6,world,5,community,6,leader,6,work,30
democrats,6,mcconnell,6,resources,6,fighting,5,virus,5,across,6,#heroesact,29
presidents,6,fight,6,reporters,6,paycheck,5,justice,5,pass,6,take,29
capitol,6,thank,6,billion,6,working,5,without,5,victory,6,americas,28
former,6,discuss,6,people,5,protection,5,crucial,5,courts,6,live,27
care,6,work,6,confront,5,act,5,public,5,thank,6,law,26
families,6,values,5,corporations,5,committee,5,join,5,#heroesact,6,leader,26
judiciary,6,ensure,5,student,5,put,5,lost,5,calling,6,together,26
law,5,without,5,passage,5,public,4,efforts,5,letter,5,women,25
chairman,5,community,5,critical,5,governments,4,women,5,bigotry,5,put,25
liberation,5,fighting,5,speaking,5,save,4,coronavirus,5,#familiesfirst,5,passed,25
war,5,across,5,presidents,5,properly,4,nationwide,5,legislation,5,mcconnell,24
new,5,statement,5,needs,5,bipartisan,4,tracing,5,@housedemocrats,5,continue,23
iran,5,take,5,everyone,5,care,4,economy,5,ensure,5,justice,22
visit,5,union,5,proposal,5,death,4,america,5,live,5,pass,22
plan,5,week,5,medical,5,nationwide,4,strategy,4,end,5,stop,22
@housedemocrats,5,rule,5,free,5,disaster,4,protecting,4,commitment,5,national,22
honor,5,democratic,5,safe,5,state,4,tune,4,coronavirus,5,impeachment,22
#forthepeople,5,join,5,vote,5,administration,4,science,4,mcconnell,5,trial,21
#protectourcare,5,bipartisan,5,capitol,5,emergency,4,americas,4,vote,5,truth,21
commitment,5,trumps,5,country,5,de,4,administration,4,black,5,admin,21
continue,5,protect,5,across,5,donald,4,support,4,finally,5,rights,21
end,5,government,5,economic,5,#amr,4,children,4,law,5,speaking,21
world,5,opportunity,4,agreement,5,life,4,delay,4,rights,5,#coronavirus,20
actions,5,safe,4,working,5,essential,4,committed,4,combat,5,constitution,20
stop,4,@senschumer,4,action,4,select,4,plan,4,workers,5,nation,20
75,4,continue,4,equal,4,start,4,state,4,stop,5,@housedemocrats,20
watch,4,loved,4,ireland,4,local,4,1045,4,clear,4,clear,20
resolution,4,workers,4,funding,4,conference,4,spread,4,court,4,nationwide,20
rico,4,country,4,relief,4,#lssc,4,act,4,square,4,emergency,20
seen,4,hardworking,4,signature,4,take,4,pattern,4,committed,4,thank,19
forward,4,watch,4,best,4,decisions,4,relief,4,shameful,4,government,19
duty,4,budget,4,oversight,4,response,4,truth,4,shocking,4,family,19
ensure,4,together,4,take,4,goes,3,may,4,#juneteenth,4,police,19
forever,4,power,4,personal,4,money,3,across,4,statement,4,trumps,19
environment,4,democracy,4,congress,4,ensuring,3,still,4,ruling,4,resources,19
lives,4,financial,4,frontline,4,clear,3,protect,4,discrimination,4,democracy,19
message,4,#coronavirus,4,protective,4,press,3,law,4,message,4,community,18
top,4,@repescobar,4,tune,4,americas,3,enough,4,nation,4,covid19,18
proud,4,del,4,together,4,#latelateshow,3,continue,4,et,4,fighting,18
reporters,4,#forthepeople,4,desk,4,passed,3,reporters,4,may,4,protections,18
poland,4,epidemic,4,pass,4,por,3,students,4,deserve,4,state,18
cannot,4,state,4,immediately,4,weekly,3,republicans,3,step,4,working,17
survivors,4,republicans,4,work,4,interim,3,beijings,3,economic,4,#justiceinpolicing,17
impeached,4,message,4,coverage,4,vote,3,frontline,3,testing,4,responsibility,17
vote,4,pleasure,4,live,4,relief,3,show,3,human,4,support,17
et,4,ongoing,4,mark,4,proper,3,bring,3,todays,4,honor,17
fight,4,justice,4,strong,4,making,3,loved,3,presidents,4,congressional,17
puerto,4,important,4,equipment,4,needed,3,dangerous,3,killed,4,history,17
communities,4,achieve,4,affordable,4,congressional,3,men,3,confront,4,economic,17
away,4,call,4,prioritize,4,responsibility,3,economic,3,bold,4,mark,16
democratic,4,history,4,continues,4,facts,3,clear,3,americas,4,funding,16
military,4,ones,4,third,4,#amjoy,3,duty,3,men,4,without,16
