kw_jan,freq_jan,kw_feb,freq_feb,kw_mar,freq_mar,kw_apr,freq_apr,kw_may,freq_may,kw_jun,freq_jun,kw_junYTD,freq_junYTD
hawaii,24,help,5,#covid19,37,hawaii,22,hawaii,15,health,18,hawaii,92
#sustainablehawaii,15,#sustainablehawaii,4,#coronavirus,21,#covid19,15,state,12,travel,14,#covid19,75
#sots2020,12,energy,4,state,21,#hawaiicovid19,14,reopening,11,hawaii,12,state,65
#higov,11,governors,4,news,18,director,14,businesses,10,#covid19,11,health,45
state,11,via,4,hawaii,16,community,13,#covid19,9,travelers,11,2020,40
working,9,families,3,march,15,state,11,2020,9,quarantine,11,news,39
2020,8,communities,3,community,13,health,11,may,9,new,10,community,37
housing,7,#covid19,3,home,13,bruce,10,watch,8,june,10,dr,32
families,7,renewable,3,#live,11,dr,10,news,8,dr,9,director,28
affordable,6,goal,3,work,10,anderson,9,reopen,8,state,9,conference,27
people,6,programs,3,conference,10,business,9,health,8,watch,9,live,25
mahalo,6,guidance,3,2020,10,medical,8,speakers,7,interisland,8,#coronavirus,23
new,6,officials,3,stay,9,news,8,update,7,community,8,working,23
package,6,federal,3,covid19,8,live,8,emergency,7,live,7,people,23
#hileg,5,hawaii,3,together,8,dept,7,dr,7,together,7,proclamation,23
joint,5,#higov,3,spread,8,provide,6,conference,7,care,6,watch,22
climate,5,dc,3,continue,7,people,6,operations,6,cases,6,department,22
energy,5,l,2,public,7,help,6,live,6,testing,6,#hawaiicovid19,22
part,5,airport,2,actions,7,economic,6,director,6,anderson,6,anderson,21
hawaiis,4,questions,2,essential,7,#live,5,guest,6,14day,6,public,21
public,4,summer,2,proclamation,7,speakers,5,recovery,6,2020,6,#live,21
meet,4,local,2,department,7,guest,5,green,5,mayor,5,bruce,21
officers,4,viewers,2,everyone,7,@higov_health,5,proclamation,5,emergency,5,#higov,20
states,4,national,2,help,6,questions,5,hawaiis,5,safety,5,#sustainablehawaii,20
clean,4,2020,2,mayors,6,2020,5,discuss,5,people,5,emergency,20
enriquez,4,decade,2,may,6,conference,5,anderson,5,proclamation,5,help,20
flown,4,discussed,2,provide,6,tomorrow,5,states,5,#hawaiicovid19,5,together,20
change,4,@higov_health,2,visitors,6,unemployment,4,dept,5,reopening,5,hawaiis,20
sunset,3,please,2,form,6,support,4,department,5,businesses,5,new,19
system,3,@youtube,2,needs,6,april,4,contact,4,conversation,5,work,18
project,3,spread,2,dr,6,supplementary,4,services,4,process,5,travel,18
honolulu,3,edition,2,#hawaii,6,14,4,people,4,reopen,5,@higov_health,18
jan,3,discuss,2,@higov_health,6,tune,4,parks,4,bruce,5,may,18
flags,3,important,2,sakahara,5,join,4,josh,4,part,4,businesses,17
increase,3,message,2,entire,5,josh,4,flags,4,department,4,covid19,17
community,3,incubation,2,tim,5,signed,4,bruce,4,news,4,reopening,17
officer,3,build,2,working,5,proclamation,4,hawaiian,4,work,4,care,17
morning,3,#capitolconnection,2,meet,5,department,4,david,4,16,4,home,17
legislative,3,hawaiis,2,residents,5,recovery,4,flown,4,islands,4,recovery,16
improve,3,control,2,release,5,ask,4,governor,4,effective,4,families,16
month,3,homes,2,health,5,public,4,halfstaff,4,join,4,join,16
halfstaff,3,join,2,w,5,efforts,4,care,4,information,4,business,16
decade,3,#live,2,services,5,scott,4,continues,4,public,4,provide,15
happy,3,best,2,screening,5,facebook,4,announcing,3,place,4,march,15
plan,3,intl,2,resources,5,care,4,lassner,3,visit,4,travelers,15
ready,3,friends,2,employees,4,covid19,4,strategy,3,safe,4,residents,15
students,3,program,2,mitigate,4,latest,3,benefits,3,@higov_health,4,states,15
bills,3,projects,2,gatherings,4,sba,3,mayor,3,via,4,quarantine,15
progress,3,protect,2,hawaiis,4,conditions,3,details,3,ensure,4,questions,15
police,3,working,2,students,4,connection,3,president,3,contact,4,part,14
completed,3,latest,2,healthcare,4,resiliency,3,dlnr,3,approved,4,continue,14
childcare,3,private,2,place,4,murakami,3,taking,3,outofstate,4,speakers,14
future,3,period,2,issued,4,dhs,3,supplemental,3,form,4,services,14
flag,2,updates,2,plan,4,curve,3,#ohananuistrong,3,1,4,reopen,14
senate,2,facebook,2,director,4,difficult,3,starting,3,residents,4,safety,13
sources,2,providing,2,updates,4,resources,3,human,3,working,4,discuss,13
cost,2,taking,2,ordering,4,crisis,3,part,3,protect,3,guest,13
ensure,2,pest,2,business,4,virus,3,tracing,3,key,3,dept,13
power,2,health,2,county,4,hawaiis,3,chair,3,spread,3,support,13
living,2,proven,1,1pm,4,family,3,case,3,starting,3,spread,13
together,2,county,1,1201,4,working,3,honor,3,claims,3,testing,12
along,2,office,1,testing,4,lead,3,resiliency,3,tracing,3,safe,12
10,2,cdc,1,healthy,4,medquest,3,university,3,aug,3,#sots2020,12
support,2,crash,1,full,4,order,3,counties,3,president,3,efforts,12
duty,2,safety,1,plans,4,green,3,#hawaiicovid19,3,local,3,mahalo,12
safety,2,1992,1,statewide,4,emergency,3,activities,2,director,3,june,12
reducing,2,park,1,questions,4,assistance,3,yamada,2,covid19,3,economic,12
friends,2,#hawaii,1,decisions,4,oshima,3,7th,2,k,3,resources,11
start,2,flurry,1,safe,4,alan,3,follow,2,crisis,3,signed,11
line,2,touched,1,doe,4,essential,3,country,2,screening,3,crisis,11
proclamation,2,branch,1,take,4,governor,3,land,2,details,3,details,11
construction,2,renewables,1,days,4,healthcare,3,gov,2,claimants,3,information,11
house,2,strategies,1,support,4,discuss,3,process,2,@hihousedems,3,ensure,11
national,2,wishing,1,recovery,4,safety,3,childcare,2,insurance,3,interisland,11
land,2,#solar,1,social,4,relations,3,video,2,requirement,3,essential,11
goals,2,general,1,extreme,4,days,3,marine,2,@dothawaii,3,form,11
gas,2,lowincome,1,emergency,4,residents,3,questions,2,saiki,3,supplementary,11
build,2,share,1,efforts,4,sign,2,8th,2,covering,3,county,10
#hi4publiced,2,follow,1,crisis,4,details,2,public,2,info,3,flown,10
ultimate,2,hos,1,effective,4,protect,2,support,2,safely,3,via,10
patients,2,extensive,1,live,4,deepest,2,lt,2,pretravel,3,president,10
benefit,2,session,1,info,4,university,2,safely,2,@staradvertiser,3,governor,10
lives,2,provide,1,difficult,4,lt,2,ensure,2,free,3,needs,10
economy,2,higher,1,quicker,4,owners,2,across,2,@ltgovjoshgreen,3,unemployment,10
collaboration,2,witnesses,1,best,3,plan,2,mediumrisk,2,joining,3,facebook,10
help,2,winter,1,virus,3,dawn,2,division,2,unemployment,3,update,10
ordered,2,housing,1,pio,3,gov,2,safety,2,scott,3,operations,10
efforts,2,agencies,1,edition,3,@staradvertiser,2,home,2,face,3,contact,10
private,2,visitors,1,effect,3,due,2,johns,2,supplementary,3,plan,10
leaders,2,organizations,1,aggressive,3,lost,2,practices,2,kirk,3,latest,10
shall,2,yields,1,tsunami,3,island,2,joining,2,conference,3,meet,10
historic,2,restrictions,1,following,3,1015am,2,ige,2,transpacific,3,protect,10
entertainment,2,marketplace,1,jade,3,kouchi,2,applications,2,wear,3,starting,10
conference,2,novel,1,airports,3,food,2,friends,2,county,3,stay,10
propose,2,changes,1,action,3,response,2,continue,2,issues,3,taking,9
@hihousedems,2,#energyefficiency,1,#capitolconnection,3,@ryankaleitsuji,2,certification,2,loved,2,sakahara,9
goal,2,hdoappc@hawaiigov,1,industry,3,calling,2,respect,2,guest,2,tomorrow,9
residents,2,37,1,states,3,thank,2,data,2,ninth,2,visitors,9
end,2,viruses,1,latest,3,condolences,2,june,2,diseases,2,ask,9
21,2,importance,1,signed,3,services,2,distancing,2,aloha,2,process,9
