kw_jan,freq_jan,kw_feb,freq_feb,kw_mar,freq_mar,kw_apr,freq_apr,kw_may,freq_may,kw_jun,freq_jun,kw_junYTD,freq_junYTD
#wvgov,25,president,13,west,19,west,14,governor,15,governor,10,west,86
governor,23,west,12,virginia,14,virginia,9,west,13,west,9,governor,78
state,23,governor,11,coronavirus,11,governor,9,endorsed,11,#wvgov,7,#wvgov,65
west,19,#wvgov,11,governor,10,plan,6,virginia,10,virginia,5,virginia,61
virginia,16,@realdonaldtrump,8,#wvgov,10,primary,5,#wvgov,7,help,5,@jimjusticewv,44
@jimjusticewv,16,virginia,7,covid19,9,#wvgov,5,@jimjusticewv,6,@jimjusticewv,5,state,42
great,9,state,7,@jimjusticewv,8,economy,4,justice,5,endorsed,4,president,23
year,7,@jimjusticewv,6,novel,8,2020,4,election,4,virginians,4,virginians,21
@realdonaldtrump,7,life,6,#covid19,8,work,4,reelection,4,early,4,@realdonaldtrump,20
reelection,6,trump,4,order,7,election,4,early,4,18558211345,3,justice,18
justice,6,friend,4,#covid2019,6,virginians,3,president,4,inperson,3,endorsed,16
jobs,6,#wvpol,4,@nrlc,5,state,3,@wv4life,4,polls,3,reelection,14
job,5,jobs,4,state,5,republican,3,primary,4,800,3,coronavirus,14
paperwork,5,#sotu,4,businesses,5,justice,3,voting,4,across,3,across,14
president,5,best,3,information,5,coronavirus,3,endorsement,3,primary,3,covid19,14
numbers,5,unborn,3,@wv4life,5,reopen,3,state,3,address,3,election,13
employment,5,great,3,visit,4,guidelines,3,candidate,3,friends,3,2020,13
decade,5,support,3,prevent,4,announced,3,life,3,voting,3,jobs,13
thousands,4,virginians,3,law,4,covid19,3,2020,3,join,3,great,13
seen,4,impeachment,3,provide,4,@jimjusticewv,3,virginians,3,election,3,@wv4life,12
virginians,4,people,3,virginians,4,#westvirginiastrong,3,association,3,forward,3,life,12
candidacy,4,#prolife,3,across,4,thank,2,trump,3,dialing,2,primary,12
new,4,economic,3,#wvcovid19,4,action,2,@wvgop,3,locating,2,help,11
file,4,tonight,2,online,4,tax,2,strong,3,supporters,2,novel,10
thank,3,vote,2,announced,4,aspects,2,@realdonaldtrump,3,precinct,2,#covid19,10
strong,3,jim,2,protection,3,endorsement,2,@nra,3,vote,2,economy,10
dollars,3,states,2,#prolife,3,novel,2,across,3,tonight,2,announced,10
icymi,3,welcome,2,month,3,strong,2,rated,2,2020,2,forward,9
county,3,@wvgop,2,@wvlegislature,3,#covid19,2,find,2,630,2,work,9
employees,3,country,2,tax,3,business,2,action,2,hospital,2,strong,9
incredible,3,law,2,act,3,required,2,campaign,2,action,2,address,9
forward,3,mine,2,issued,3,coal,2,parks,2,underway,2,jim,9
@jimjusticewvs,3,bills,2,#stayhomewv,3,please,2,locations,2,justices,2,endorsement,8
work,3,proud,2,stay,3,largest,2,strongly,2,political,2,early,8
fighting,3,forward,2,residents,3,reelection,2,jobs,2,730,2,thank,8
economy,3,desk,2,home,3,morning,2,covid19,2,thanking,2,people,8
absolutely,2,child,2,continue,3,@wvautodealers,2,kids,2,justice,2,online,8
challenge,2,union,2,survivors,3,virginias,2,agriculture,2,hardworking,2,year,8
excited,2,virginias,2,senior,3,political,2,countys,2,committee,2,numbers,7
barriers,2,justice,2,abortion,3,various,2,jim,2,invitationonly,2,@wvgop,7
week,2,watch,2,seniors,3,jim,2,group,1,association,1,order,7
@delegatedaniel,2,across,2,spread,3,experts,2,roman,1,please,1,joined,7
team,2,new,2,bornalive,3,comeback,2,@realdonaldtrumps,1,closed,1,watch,7
program,2,economy,2,call,3,#thecomeback,2,played,1,jobs,1,voting,7
campaign,2,delegate,2,help,3,industry,2,committee,1,earning,1,law,7
another,2,recent,2,meals,3,return,2,listened,1,opportunity,1,new,7
appreciate,2,bill,2,leaders,3,committee,2,feed,1,leadership,1,unborn,7
yesterday,2,signing,2,watch,3,file,2,oil,1,listen,1,#prolife,7
2019,2,hand,2,meal,3,roadmap,2,tourism,1,@wvgop,1,states,7
start,2,created,2,flu,3,people,2,roads,1,looks,1,trump,7
welcome,2,improve,2,needs,3,lowincome,2,promoted,1,@realdonaldtrump,1,job,7
second,2,democratled,2,executive,3,safe,2,gets,1,serve,1,support,6
leadership,2,#sotu2020,2,yesterday,2,visit,2,#almostheaven,1,share,1,#covid2019,6
filed,2,endorsement,2,nutrition,2,ready,1,thanks,1,established,1,file,6
jim,2,proudly,2,helping,2,portal,1,new,1,supports,1,provide,6
100,2,#wvlegis,2,bureau,2,good,1,@gop,1,facebook,1,decade,6
lady,2,senate,2,18008774304,2,plans,1,#prolife,1,belief,1,visit,6
best,2,yesterday,2,spreading,2,postponed,1,unborn,1,whether,1,action,6
senate,2,defend,2,services,2,@irsnews,1,pandemic,1,@nra,1,virginias,6
check,2,announced,2,discuss,2,represents,1,22,1,call,1,thousands,6
stronger,2,@wv4life,2,together,2,top,1,release,1,alert,1,seen,6
states,2,address,2,program,2,serves,1,farm,1,decision,1,political,6
working,2,#keepamericagreat,2,filing,2,senate,1,meeting,1,@wv4life,1,information,6
help,2,seen,2,2019,2,pleased,1,reached,1,tweet,1,yesterday,6
office,2,prolife,2,precautionary,2,lay,1,100,1,tomorrow,1,please,6
highest,2,policies,2,regarding,2,automobile,1,@wvfarmbureau,1,#wvgop,1,friend,6
cathy,2,joined,2,safe,2,automotive,1,people,1,jim,1,plan,6
@sencarmichaelwv,2,work,2,defend,2,association,1,week,1,possibledonate,1,@nra,5
growing,2,@cline2,1,@wvgovernor,2,pandemic,1,stauffer,1,thousands,1,safe,5
across,2,respected,1,area,2,real,1,national,1,rated,1,child,5
linville,2,incumbent,1,prayer,2,behalf,1,states,1,little,1,working,5
support,2,health,1,emergency,2,individual,1,omega,1,correct,1,join,5
making,2,falling,1,salons,2,online,1,political,1,contribution,1,committee,5
found,2,nearly,1,@foxandfriends,2,endorsed,1,endorse,1,exciting,1,tax,5
beyond,2,voted,1,working,2,endorse,1,justices,1,yard,1,leadership,5
charleston,2,another,1,recipients,2,slow,1,12,1,reelection,1,campaign,5
joined,2,sign,1,prevention,2,putting,1,rifle,1,dialin,1,senate,5
capitol,2,largest,1,ive,2,27,1,underway,1,billboards,1,prevent,5
2020,2,farce,1,health,2,check,1,#voteprolifewv,1,supported,1,@jimjusticewvs,5
weekend,2,@macwarnerforwv,1,unborn,2,spread,1,towards,1,saturday,1,@nrlc,5
roads,2,crime,1,beginning,2,trade,1,forefront,1,find,1,#wvpol,5
online,2,@sencapito,1,fishing,2,leadership,1,working,1,able,1,economic,5
lot,2,part,1,sign,2,submit,1,days,1,ads,1,best,5
address,2,precious,1,disease,2,ranked,1,@wvhta,1,locations,1,paperwork,5
dealers,2,endorses,1,signed,2,stay,1,distributed,1,endorsement,1,program,5
news,2,government,1,poll,2,organizations,1,school,1,link,1,employment,5
mountain,2,surging,1,disaster,2,regarding,1,help,1,countys,1,businesses,5
coming,2,electronically,1,states,2,receive,1,challenging,1,bring,1,week,5
story,1,comes,1,hotline,2,countrys,1,proper,1,todayyour,1,association,5
past,1,underserved,1,address,2,@speakerhanshaw,1,suggestions,1,moving,1,defend,5
@wvlegislature,1,executive,1,resources,2,response,1,serving,1,invited,1,call,4
deliver,1,confidence,1,life,2,joined,1,frontlines,1,message,1,spread,4
