kw_jan,freq_jan,kw_feb,freq_feb,kw_mar,freq_mar,kw_apr,freq_apr,kw_may,freq_may,kw_jun,freq_jun,kw_junYTD,freq_junYTD
idaho,17,#idleg,11,idaho,32,idaho,19,idaho,35,idaho,21,idaho,134
#idleg,17,idaho,10,coronavirus,16,thank,13,businesses,13,work,14,thank,47
#idpol,9,#idpol,10,public,16,idahos,11,available,11,covid19,8,idahos,39
great,8,thank,5,#idahocovid19,12,#idahocovid19,10,may,11,bonuses,8,state,37
#idedu,8,state,5,thank,11,help,9,thank,9,public,7,covid19,35
state,7,idahos,5,order,11,covid19,9,covid19,8,economic,7,#idleg,34
thank,5,@whitehouse,4,state,10,idahoans,8,state,8,federal,7,public,29
education,5,teacher,4,stayhome,10,coronavirus,7,cash,7,rebound,6,businesses,29
happy,5,@congmikesimpson,3,covid19,10,state,6,rebound,7,return,6,#idahocovid19,26
idahos,5,house,3,idahos,10,businesses,6,health,7,safely,5,coronavirus,26
people,5,school,3,information,10,work,5,stage,6,unemployment,5,idahoans,26
career,5,government,3,conference,8,information,5,grants,6,benefits,5,work,25
technical,4,privilege,3,spread,8,thanks,4,idahos,5,#maskupidaho,5,help,22
parma,4,families,3,please,7,rebound,4,information,5,economy,5,health,21
benefit,4,cascade,3,help,7,health,4,support,5,june,4,order,21
good,3,capital,3,idahoans,7,people,4,apply,5,returning,4,information,21
house,3,enjoy,3,follow,6,great,4,rebounds,5,idahoans,4,#idpol,21
budget,3,nurses,3,health,6,continue,4,2,5,support,4,available,20
@whitehouse,3,morning,3,press,6,stayhome,4,idahoans,4,people,4,may,20
government,3,capitol,3,march,6,economy,4,care,4,thank,4,conference,18
capital,3,national,3,guidance,5,spread,4,300,4,businesses,4,great,17
2020,3,health,3,#idleg,5,forest,4,workers,4,relief,4,rebound,17
legislative,3,#idedu,3,update,5,may,4,new,4,conference,4,people,16
regulatory,3,white,3,available,5,new,4,impacted,4,enhanced,3,stayhome,15
anniversary,3,red,2,office,5,order,4,plan,4,protect,3,#idedu,15
businesses,3,@realdonaldtrump,2,emergency,5,blood,3,million,4,citizens,3,spread,14
number,3,present,2,statewide,5,federal,3,protocols,4,future,3,support,14
work,3,salaries,2,important,4,stay,3,additional,3,safety,3,press,13
needs,3,grigg,2,news,4,neighbors,3,economy,3,pledge,3,new,13
join,3,honor,2,2020,4,supplies,3,ccds,3,coronavirus,3,2020,12
support,2,@senatorrisch,2,host,4,primary,3,mental,3,great,3,happy,12
live,2,cross,2,cases,4,available,3,criteria,3,property,3,economic,12
transportation,2,bill,2,teacher,4,example,3,order,3,press,3,economy,12
enforcement,2,business,2,latest,4,important,3,ones,3,visiting,3,join,11
invest,2,pay,2,10,4,friends,3,individuals,3,telephone,3,care,11
school,2,children,2,response,4,19,3,economic,3,help,3,workers,11
