kw_jan,freq_jan,kw_feb,freq_feb,kw_mar,freq_mar,kw_apr,freq_apr,kw_may,freq_may,kw_jun,freq_jun,kw_junYTD,freq_junYTD
mississippi,33,mississippi,29,mississippi,29,mississippi,41,mississippi,16,mississippi,12,mississippi,160
state,10,great,24,stay,26,stay,27,people,12,safe,10,state,80
inauguration,8,state,20,covid19,23,help,22,stay,10,god,9,stay,74
work,7,working,19,state,20,state,20,state,8,bless,8,people,61
mississippians,7,mississippians,10,working,19,people,19,help,7,tomorrow,7,working,59
people,7,forward,10,safe,17,safe,19,tonight,7,briefing,7,safe,57
days,7,ms,10,home,16,mississippians,19,country,6,flag,6,mississippians,52
together,6,leaders,9,protect,15,health,16,hope,6,please,6,help,51
honor,6,amazing,9,health,15,take,16,safe,6,stay,6,please,45
thank,6,work,9,ms,15,care,14,god,6,people,5,covid19,43
students,6,education,8,people,14,please,13,continue,6,honor,5,great,42
working,6,new,8,woman,14,easter,13,family,6,covid19,4,together,42
step,5,together,8,please,14,protect,13,give,6,loved,4,work,40
historic,5,helping,8,together,12,god,13,live,5,join,4,protect,38
website,5,future,8,unemployment,12,home,13,mississippians,5,new,3,home,37
mdoc,5,flooding,7,live,12,bless,12,facebook,5,great,3,ms,33
best,5,local,7,response,11,order,12,fight,5,dr,3,god,32
making,5,protect,7,help,11,covid19,12,safely,5,live,3,health,32
system,5,@msema,7,mississippians,11,mississippis,11,take,5,dobbs,3,thank,31
teachers,4,help,7,work,11,lives,11,hours,5,facebook,3,care,30
governor,4,tonight,6,facebook,10,working,11,thousands,5,sheriff,3,take,30
check,4,meeting,6,care,10,together,11,services,5,legislature,3,new,30
trafficking,4,strong,5,spread,9,fight,10,good,5,praying,3,live,28
grateful,4,please,5,outbreak,9,new,10,name,5,someone,3,local,26
order,4,plan,5,join,9,#stayhealthyms,10,prayer,5,days,3,bless,26
blessed,4,nation,5,women,9,family,10,graduates,5,james,3,family,25
committed,4,truly,5,local,9,thank,9,honor,4,country,3,join,24
mission,4,continue,5,across,9,storms,9,#stayhealthyms,4,ones,3,continue,24
good,4,governor,5,another,8,spread,9,please,4,deputy,3,order,23
future,4,2020,5,businesses,8,shelterinplace,8,covid19,4,big,2,lives,23
human,4,prepare,5,benefits,8,lost,8,news,4,risk,2,mississippis,23
moment,4,jobs,5,thank,8,work,8,reopen,4,work,2,facebook,22
