kw_jan,freq_jan,kw_feb,freq_feb,kw_mar,freq_mar,kw_apr,freq_apr,kw_may,freq_may,kw_jun,freq_jun,kw_junYTD,freq_junYTD
war,33,people,31,health,44,health,50,health,31,people,23,people,176
people,32,america,25,people,33,workers,43,crisis,29,pandemic,19,health,165
trump,22,care,20,workers,33,people,31,people,26,workers,17,workers,136
country,19,trump,18,care,25,care,30,workers,24,country,13,care,113
american,18,end,17,country,23,pandemic,19,care,19,act,13,country,91
stand,16,war,16,coronavirus,22,millions,17,pandemic,18,police,12,trump,90
health,15,pay,16,sick,21,crisis,16,americans,16,america,12,america,88
climate,15,health,15,american,21,million,16,million,13,trump,11,american,77
stop,14,working,15,paid,20,jobs,16,america,12,lives,11,americans,73
america,13,social,14,medical,19,trump,14,pay,11,senate,11,crisis,70
end,13,americans,14,leave,17,country,14,millions,11,americans,10,war,64
care,12,corporate,14,crisis,15,americans,14,country,11,million,10,pandemic,64
working,12,workers,13,52,15,sick,13,american,11,health,10,million,62
puerto,12,year,13,america,15,postal,12,trump,11,pass,8,congress,61
change,12,american,13,corporate,15,america,11,guarantee,10,provide,8,working,60
congress,11,big,13,trump,14,congress,11,economic,10,millions,8,pay,59
iran,11,billion,13,protect,13,american,10,working,10,coronavirus,8,millions,58
president,11,security,13,congress,13,cannot,10,jobs,10,care,7,jobs,58
states,10,energy,13,americans,12,pay,9,medicare,10,congress,7,end,54
pay,10,medicare,13,guarantee,12,provide,9,legislation,9,jobs,7,act,50
rico,10,tax,12,working,12,paid,9,congress,9,lost,7,paid,50
cannot,10,wall,12,lives,11,leave,9,world,9,stand,7,sick,49
fossil,10,jobs,11,medicare,10,benefits,9,families,9,cannot,6,coronavirus,49
wage,10,street,11,protective,10,government,9,paycheck,9,unemployment,6,medicare,46
power,9,country,11,millions,10,coronavirus,9,act,9,making,6,stand,45
trial,9,1,10,pay,10,losing,8,lost,8,military,6,cannot,43
jobs,9,congress,10,stand,10,protect,8,emergency,8,end,6,protect,43
planet,9,president,10,government,9,paychecks,8,month,8,ban,6,president,42
united,9,taxes,10,work,9,human,8,medical,8,president,6,corporate,41
impeachment,8,act,10,families,9,worker,8,paid,8,hell,6,government,41
justice,8,job,9,put,9,help,8,government,8,rights,6,families,40
richest,8,companies,9,corporations,9,lives,7,senate,8,free,6,lives,39
wall,8,wage,9,together,8,federal,7,coronavirus,7,economic,5,medical,38
debt,8,fight,9,debt,8,essential,7,2000,7,system,5,senate,38
iraq,8,million,9,public,8,medical,7,check,7,everyone,5,world,38
world,8,richest,9,pandemic,8,enough,7,billion,7,guarantee,5,billion,38
trumps,8,half,9,bill,8,support,7,cannot,7,across,5,states,37
senate,8,system,8,gear,8,masks,7,1200,7,human,5,job,36
fight,8,government,8,needs,8,families,7,states,7,real,5,guarantee,36
prevent,7,money,8,richest,7,unemployment,7,benefits,7,wage,5,richest,36
social,7,take,8,war,7,service,7,end,7,protect,5,system,35
medicare,7,bill,8,student,7,working,7,support,7,cut,5,human,35
new,7,drug,8,world,7,emergency,7,human,7,crisis,5,economic,34
job,7,americas,8,afford,7,protective,7,stand,6,trumps,5,stop,34
americans,7,protect,8,senate,7,workplace,6,president,6,invest,5,leave,34
together,7,billionaires,7,job,7,fund,6,enough,6,recognition,4,provide,34
million,7,living,7,system,7,billion,6,everyone,6,racism,4,corporations,32
15,7,pass,7,treatment,7,que,6,federal,6,without,4,wage,31
greed,7,power,7,end,7,cover,6,family,6,worst,4,united,31
1,7,trade,7,million,7,insurance,6,receive,6,effort,4,tax,31
build,6,rich,7,act,7,states,6,sick,6,american,4,trumps,30
workers,6,create,7,year,6,gear,6,per,6,accountable,4,security,29
act,6,class,7,disease,6,system,6,believe,6,still,4,year,29
full,6,universal,7,billionaires,6,job,6,provide,6,2000,4,fight,28
military,6,millions,7,worker,6,amazon,6,corporate,6,work,4,federal,28
protect,6,0,7,think,6,safe,6,vaccine,5,vaccine,4,wall,28
senator,6,greed,7,worry,6,horrific,6,unemployment,5,family,4,street,28
trade,6,live,6,economic,6,airline,5,great,5,legislation,4,social,28
big,6,share,6,life,6,nurses,5,workingclass,5,undocumented,4,pass,27
tax,6,paid,6,cannot,6,richest,5,security,5,working,4,together,27
street,6,united,6,safe,6,guarantee,5,horrific,5,past,4,billionaires,27
voted,6,breaks,6,ventilators,6,free,5,paychecks,5,fossil,4,1,27
history,6,constitution,6,fighting,6,food,5,profits,5,billionaires,4,change,26
@aoc,6,school,6,centers,6,still,5,allow,5,technology,4,benefits,26
class,6,die,6,states,6,put,5,weeks,5,families,4,put,26
minimum,6,corporations,6,welfare,6,labor,5,another,5,richest,4,debt,26
fuel,6,water,6,major,6,stop,5,person,5,history,4,afford,26
corporations,6,human,6,children,6,world,5,children,5,emergency,4,big,25
house,6,save,6,free,6,medicare,5,hunger,4,facial,4,legislation,25
security,6,change,6,provide,6,act,5,bill,4,postal,4,enough,25
king,5,thousands,6,help,6,ensure,5,outrageous,4,cant,4,free,25
constitutional,5,hundreds,6,billion,5,corporations,5,system,4,corporations,4,bill,24
legislation,5,insurance,6,cant,5,frontline,5,home,4,idea,4,work,24
