kw_jan,freq_jan,kw_feb,freq_feb,kw_mar,freq_mar,kw_apr,freq_apr,kw_may,freq_may,kw_jun,freq_jun,kw_junYTD,freq_junYTD,kw_q1,freq_q1,kw_q2,freq_q2,kw_q2YTD,freq_q2YTD
beshear,25,#teamkentucky,41,#covid19,153,#covid19,159,#covid19,103,#covid19,59,#covid19,474,#teamkentucky,156,#covid19,321,#covid19,474
kentucky,22,ab,40,#teamkentucky,113,#teamkentucky,114,#togetherky,80,watch,39,#teamkentucky,368,#covid19,153,#teamkentucky,212,#teamkentucky,368
budget,14,kentucky,35,#togetherky,74,#togetherky,112,#teamkentucky,79,live,36,#togetherky,280,ab,103,#togetherky,206,#togetherky,280
governor,13,beshear,15,beshear,60,#healthyathome,74,beshear,43,beshear,31,beshear,227,beshear,100,beshear,127,beshear,227
kentuckians,13,million,12,kentuckians,59,governor,73,governor,41,update,31,governor,203,kentucky,83,governor,122,governor,203
gov,12,families,11,governor,59,beshear,53,#healthyatwork,40,gov,26,live,178,kentuckians,82,live,120,live,178
ab,11,commonwealth,11,live,55,live,53,watch,38,kentucky,23,kentuckians,175,governor,81,watch,115,kentuckians,175
new,10,gov,11,ab,52,kentuckians,47,information,38,4,23,ab,171,#togetherky,74,#healthyathome,101,ab,171
state,10,kentuckians,10,information,51,#patriot,43,live,31,visit,21,watch,152,live,58,kentuckians,93,watch,152
commonwealth,9,governor,9,updated,42,visit,40,visit,31,kentuckians,19,kentucky,147,information,53,update,93,kentucky,147
jobs,9,support,9,et,41,watch,38,update,30,#teamkentucky,19,information,139,updated,42,visit,92,information,139
people,9,county,9,update,37,thank,37,5,27,andy,18,update,135,update,42,information,86,update,135
education,9,thank,9,watch,33,information,37,kentuckians,27,commonwealth,16,visit,115,et,41,thank,69,visit,115
grant,8,help,9,facebook,32,5,34,#healthyathome,27,via,15,#healthyathome,112,watch,37,ab,68,#healthyathome,112
together,8,new,8,5,30,et,33,ab,26,#togetherky,14,et,107,commonwealth,34,et,66,et,107
@ltgovcoleman,8,state,7,kentucky,26,ab,33,updated,25,june,14,updated,104,facebook,32,kentucky,64,updated,104
children,7,week,7,shares,24,update,32,thank,25,full,12,thank,97,5,31,updated,62,thank,97
tonight,7,students,7,visit,20,shares,29,et,22,together,12,5,92,together,31,5,61,5,92
work,7,communities,7,together,20,updated,28,shares,22,et,11,help,75,state,29,shares,51,help,75
public,7,proud,7,share,19,help,25,kentucky,19,todays,11,together,75,help,29,#healthyatwork,50,together,75
capitol,7,future,6,help,18,facebook,24,via,19,fight,11,shares,75,thank,28,#patriot,49,shares,75
community,6,education,6,thank,17,kentucky,22,testing,18,information,11,gov,65,gov,28,help,46,gov,65
opportunity,6,jobs,5,please,14,testing,20,safe,16,conference,11,commonwealth,63,shares,24,together,44,commonwealth,63
million,6,flooding,5,commonwealth,14,together,19,may,15,news,10,#patriot,62,new,23,testing,41,#patriot,62
support,5,eastern,5,media,14,health,16,tune,15,state,10,facebook,56,million,23,via,40,facebook,56
means,5,ky,5,cases,13,care,16,todays,14,ab,9,todays,52,visit,23,gov,37,todays,52
protect,5,fitness,5,#patriot,13,new,15,together,13,updated,9,new,51,support,22,todays,37,new,51
create,5,park,5,protect,13,todays,12,help,13,states,9,state,50,share,21,health,33,state,50
teachers,5,capitol,5,state,12,protect,12,take,12,louisville,8,#healthyatwork,50,education,20,conference,31,#healthyatwork,50
2020,5,bill,5,todays,12,yesterday,11,protect,12,health,8,protect,49,families,20,protect,30,protect,49
development,5,commitment,5,positive,12,10,11,gov,11,governor,8,health,45,children,20,safe,30,health,45
address,5,join,5,safe,12,important,10,guidelines,11,help,8,safe,45,proud,19,care,29,safe,45
building,5,update,5,#healthyathome,11,lets,9,weekend,11,across,8,via,44,protect,19,andy,29,via,44
key,5,grants,4,beat,10,shared,9,conference,11,remember,7,testing,44,county,19,commonwealth,29,testing,44
@repkoenig,5,schools,4,care,10,remember,9,andy,11,tune,7,care,43,capitol,18,new,28,care,43
investment,5,coal,4,youtube,10,defeat,9,reopening,10,events,7,conference,38,work,17,news,27,conference,38
county,5,educators,4,yesterday,10,news,9,remember,10,cases,7,andy,37,budget,16,tune,27,andy,37
teacher,4,projects,4,children,10,2,9,register,9,#healthyatwork,7,share,37,week,16,4,26,share,37
families,4,andy,4,thanks,9,home,9,wear,9,thank,7,news,35,please,15,remember,26,news,35
justice,4,fund,4,home,9,follow,9,health,9,reopening,7,support,34,jobs,15,facebook,24,support,34
awareness,4,plans,4,proud,9,tonight,9,stay,9,continue,6,week,33,todays,15,fight,24,week,33
great,4,airport,4,lost,9,work,9,tomorrow,8,locations,6,4,32,safe,15,full,22,4,32
team,4,funding,4,important,9,lost,9,economy,8,new,6,proud,31,care,14,state,21,proud,31
raise,4,best,4,full,9,conference,9,news,8,safe,6,full,31,cases,14,june,21,full,31
serve,4,black,4,social,9,fight,9,mask,8,protect,6,take,31,students,14,reopening,21,take,31
generation,4,grant,4,health,9,commonwealth,8,updates,8,contact,6,work,30,social,14,take,20,work,30
cuts,4,miners,4,work,8,safe,8,care,8,county,5,honor,30,media,14,updates,19,honor,30
working,4,lung,4,honor,8,register,8,please,8,economy,5,please,29,future,13,tomorrow,18,please,29
proposal,4,morehead,4,follow,8,support,8,honor,8,place,5,fight,29,people,13,across,18,fight,29
expand,4,investment,4,support,8,donate,8,ahead,7,next,5,tune,29,tonight,13,lets,18,tune,29
survivors,4,improve,4,covid19,7,#socialdistancing,8,daily,7,tomorrow,5,yesterday,28,#patriot,13,may,18,yesterday,28
responsible,4,meeting,4,video,7,updates,8,june,7,unemployment,5,capitol,28,honor,13,week,17,capitol,28
14,4,nearly,4,making,7,workers,8,new,7,call,5,remember,28,grant,12,honor,17,remember,28
program,4,service,4,due,7,communities,7,special,7,tracing,5,tonight,28,important,12,weekend,17,tonight,28
andy,4,building,4,family,7,lives,7,follow,6,thing,5,cases,28,health,12,guidelines,17,cases,28
