kw_jan,freq_jan,kw_feb,freq_feb,kw_mar,freq_mar,kw_apr,freq_apr,kw_may,freq_may,kw_jun,freq_jun,kw_junYTD,freq_junYTD
colorado,22,#unitedwaychat,9,covid19,50,colorado,14,colorado,7,continue,5,colorado,85
state,22,health,8,colorado,33,home,12,home,5,colorado,4,state,63
health,17,care,8,state,28,stay,11,violence,4,drop,3,covid19,63
@ltgovofco,16,resources,6,cases,17,covid19,9,george,4,enforcement,3,health,41
@kerrydonovansd5,15,#211colorado,6,positive,16,#doingmypartco,8,state,4,coloradans,3,coloradans,38
@mccluskieforco,15,money,6,health,15,watch,6,covid19,4,law,3,home,28
care,15,colorado,5,coloradans,14,masks,6,floyd,4,reform,3,care,24
year,11,coloradans,5,update,13,face,5,coloradans,4,elijah,2,help,23
coloradans,9,211,5,help,13,live,5,hard,3,individuals,2,#doingmypartco,22
money,9,#team211,5,spread,12,#covid19colorado,5,peaceful,3,sb20217,2,live,21
work,7,work,4,#doingmypartco,12,continue,5,peacefully,3,22,2,people,21
people,6,individuals,4,home,11,possible,4,join,3,criminal,2,stay,19
thanks,6,#colorado,4,testing,10,#saferathome,4,news,3,death,2,work,18
saving,6,critical,4,coronavirus,10,wear,4,facebook,3,person,2,important,18
working,5,year,4,order,10,lives,4,work,3,state,2,year,18
together,5,state,4,presumptive,9,update,4,command,3,box,2,update,18
bipartisan,5,saving,4,@cdphe,9,presentation,3,thank,3,statement,2,cases,17
change,4,help,4,provide,9,coloradans,3,together,3,still,2,@ltgovofco,17
next,4,important,4,people,9,unless,3,space,3,justice,2,watch,16
future,4,connect,3,case,9,seniors,3,important,2,create,2,positive,16
special,4,12,3,tested,8,social,3,murder,2,process,2,@kerrydonovansd5,16
reinsurance,4,people,3,watch,8,staying,3,protest,2,live,2,@mccluskieforco,15
tax,4,available,3,latest,7,easter,3,hope,2,moment,2,money,15
life,4,families,3,la,7,providing,3,strict,2,court,2,together,15
important,4,22,3,lab,7,important,3,unjust,2,12,2,continue,14
costs,4,cost,2,stay,7,mask,3,damage,2,order,2,spread,14
cannabis,4,reflect,2,live,7,state,3,justice,2,losing,1,order,14
energy,4,february,2,public,6,critical,2,demonstrations,2,black,1,saving,13
take,4,appreciate,2,new,6,stayathome,2,still,2,americans,1,provide,13
school,4,theres,2,march,6,instagram,2,killing,2,perceived,1,new,12
economy,4,data,2,number,6,happy,2,turn,2,injustice,1,#covid19colorado,12
live,3,callers,2,press,6,order,2,proud,2,victory,1,testing,11
larry,3,talking,2,emergency,5,phase,2,#covid19colorado,2,7,1,thank,11
enroll,3,program,2,protect,5,address,2,best,2,glad,1,@cdphe,11
historic,3,expected,2,#covid19colorado,5,id,2,unfortunately,2,activities,1,coronavirus,10
deadline,3,inform,2,de,5,colorados,2,force,2,virus,1,working,10
relief,3,discuss,2,tests,5,absolutely,2,president,2,build,1,resources,10
january,3,month,2,confirmed,5,inperson,2,#doingmypartco,2,weiser,1,case,10
build,3,seeking,2,thank,4,saferathome,2,working,2,63,1,individuals,10
climate,3,resource,2,1,4,covering,2,stand,2,government,1,facebook,9
save,3,lucky,2,results,4,week,2,information,2,support,1,protect,9
kindergarten,3,services,2,community,4,states,2,help,2,designating,1,public,9
renewable,3,meteorologists,2,family,4,cloth,2,live,2,lay,1,great,9
job,3,americans,2,release,4,necessary,2,facts,2,forget,1,#unitedwaychat,9
programs,3,needs,2,additional,4,april,2,safe,2,vote,1,states,9
safe,3,proud,2,crucial,4,free,2,precautions,2,14,1,presumptive,9
fight,3,@unitedwaydenver,2,conference,4,shopping,2,lost,2,actions,1,12,8
child,3,great,2,taken,4,spread,2,air,2,color,1,possible,8
making,3,opportunity,2,lives,4,newsletter,2,salons,2,deal,1,community,8
delivered,3,moment,2,important,4,resources,2,twitter,2,congress,1,critical,8
bold,3,live,2,insurance,4,stop,2,times,2,mcclainexecutive,1,safe,8
savings,3,save,2,relief,4,design,2,difficult,2,ruling,1,tested,8
family,3,ways,2,co,4,equals,2,video,2,commend,1,life,8
walker,3,community,2,page,4,protect,2,senseless,2,distancing,1,22,8
leave,3,working,2,tonight,4,real,2,new,2,bill,1,free,8
high,3,water,2,friends,4,grocery,2,states,2,accountable,1,still,8
graduate,3,local,2,reduce,4,heres,2,symptoms,2,job,1,family,8
free,3,lower,2,indeterminate,4,may,2,people,2,policing,1,lives,8
plan,3,residents,2,stop,4,creative,2,city,1,system,1,proud,8
opportunity,3,together,2,joined,4,year,2,doctor,1,comprehensive,1,press,7
legislation,3,history,2,completed,4,begin,2,inperson,1,protect,1,latest,7
everyone,3,nation,2,safety,4,times,2,close,1,rtd,1,masks,7
strong,3,possibly,1,todays,3,whenever,2,protesters,1,society,1,la,7
help,3,1,1,possible,3,love,2,announcement,1,prosecute,1,stop,7
beer,2,#publicoption#kfflive,1,officials,3,domestic,2,law,1,federal,1,bipartisan,7
international,2,accomplished,1,great,3,distancing,2,began,1,step,1,save,7
program,2,enough,1,together,3,facebook,2,sources,1,trust,1,address,7
led,2,condition,1,best,3,new,2,granted,1,journey,1,economy,7
system,2,@govinslee,1,economy,3,response,2,class,1,prosecution,1,thanks,7
transportation,2,remind,1,federal,3,thank,2,part,1,unfair,1,lab,7
samantha,2,black,1,22,3,remember,2,2021,1,confidence,1,next,7
8,2,give,1,treated,3,whether,1,extremely,1,use,1,future,7
100,2,rich,1,contact,3,@karshhagan,1,main,1,accountability,1,relief,7
taxpayers,2,prepared,1,5,3,youon,1,sacrifice,1,lgbtq,1,friends,7
less,2,difficult,1,communities,3,limit,1,announced,1,joined,1,face,6
house,2,cant,1,morning,3,updates,1,welcomed,1,whose,1,tonight,6
honor,2,wealth,1,staying,3,celebrate,1,hear,1,safe,1,best,6
adopted,2,@coloradodot,1,glenwood,3,enough,1,unrest,1,enhance,1,families,6
investment,2,country,1,facebook,3,together,1,ask,1,masks,1,local,6
still,2,friend,1,aurora,3,graduation,1,star,1,equality,1,response,6
reach,2,heritage,1,2,3,uptodate,1,educate,1,favorite,1,social,6
lost,2,avalanche,1,employer,3,testing,1,allowed,1,phil,1,person,6
universal,2,food,1,business,3,finally,1,tomorrow,1,passage,1,staying,6
cut,2,republican,1,slow,3,house,1,#thankblue,1,officerinvolved,1,insurance,6
quality,2,systems,1,8,3,cannot,1,heard,1,sides,1,take,6
pathway,2,partnership,1,denver,3,individuals,1,moment,1,bias,1,number,6
#copolitics,2,education,1,actions,3,simpleplease,1,photo,1,dreamers,1,heres,6
air,2,industry,1,states,3,try,1,industry,1,strong,1,stand,6
insurance,2,journalism,1,brings,3,stand,1,victims,1,steps,1,#211colorado,6
prosperity,2,congress,1,12,3,household,1,dedication,1,real,1,cost,6
states,2,use,1,coloradan,3,resource,1,grief,1,together,1,providing,6
address,2,specialists,1,city,3,printed,1,visit,1,mcclains,1,colorados,6
families,2,navigate,1,driveup,3,asl,1,local,1,along,1,page,6
represent,2,gain,1,springs,3,reiterate,1,mask,1,criminally,1,march,6
comes,2,solutions,1,start,2,stress,1,prestigious,1,result,1,love,6
issues,2,upon,1,woman,2,still,1,house,1,risk,1,school,6
looks,2,covering,1,estado,2,630,1,individuals,1,@serenaforco,1,energy,6
affordable,2,photos,1,coverage,2,general,1,night,1,incredibly,1,week,6
born,2,fighting,1,uninsured,2,hopeful,1,covid19learn,1,supreme,1,joined,6
able,2,safety,1,colorados,2,school,1,tag,1,pathway,1,1,6
