kw_jan,freq_jan,kw_feb,freq_feb,kw_mar,freq_mar,kw_apr,freq_apr,kw_may,freq_may,kw_jun,freq_jun,kw_junYTD,freq_junYTD,kw_q1,freq_q1,kw_q2,freq_q2,kw_q2YTD,freq_q2YTD
sd,29,south,18,#covid19,45,#covid19,60,south,30,south,32,south,183,south,64,south,119,south,183
south,24,dakota,15,south,22,south,57,#covid19,22,dakota,26,#covid19,135,dakota,50,#covid19,90,#covid19,135
state,20,thank,11,dakota,18,live,35,dakota,20,freedom,15,dakota,125,#covid19,45,dakota,75,dakota,125
dakota,17,state,11,update,17,update,32,state,15,people,10,state,74,sd,37,live,58,state,74
great,13,work,9,help,9,watch,32,live,14,watch,10,watch,67,state,37,watch,55,watch,67
business,9,learn,9,latest,9,dakota,29,watch,13,live,9,live,67,thank,26,update,46,live,67
big,8,week,8,thank,8,todays,26,todays,13,great,9,update,64,great,25,todays,40,update,64
@realdonaldtrump,8,support,7,@vp,8,dakotans,23,checkpoints,11,state,8,thank,52,update,18,state,37,thank,52
forward,8,thanks,7,live,8,thank,19,working,11,government,8,great,51,learn,17,dakotans,35,great,51
@whitehouse,8,sd,7,stay,8,people,15,update,10,#covid19,8,sd,47,work,17,people,30,sd,47
new,7,students,7,watch,8,state,14,great,10,work,8,todays,42,help,16,thank,26,todays,42
visit,7,great,7,updates,7,help,14,together,8,local,7,dakotans,41,business,14,great,26,dakotans,41
thank,7,family,7,details,6,ct,13,tribal,7,protests,7,people,41,life,14,together,26,people,41
#southdakotaopenforbusiness,7,bill,6,state,6,together,12,dakotans,7,violence,7,together,39,together,13,help,21,together,39
life,6,life,5,thankful,6,fight,12,fight,6,family,7,help,37,week,13,fight,20,help,37
2020,6,proud,5,#flattenthecurve,6,plan,10,tribes,6,solve,7,work,36,visit,13,work,19,work,36
2019,6,families,5,afternoon,5,tune,10,lets,6,together,6,working,26,watch,12,freedom,16,working,26
incredible,6,night,5,together,5,situation,7,help,6,fund,6,week,21,thankful,12,working,16,week,21
work,6,people,5,businesses,5,work,7,discussion,5,violent,6,fight,21,forward,12,ct,16,fight,21
world,6,business,5,visit,5,great,7,plan,5,covid,5,family,21,strong,11,plan,15,family,21
producers,6,legislation,4,w,5,spread,7,people,5,conference,5,learn,21,people,11,normal,13,learn,21
leaders,5,sb,4,strong,5,smithfield,7,normal,5,dakotans,5,ct,21,families,11,family,12,ct,21
china,5,157,4,efforts,5,normal,6,mt,5,press,5,life,21,new,11,tune,11,life,21
trade,5,year,4,great,5,good,5,testing,5,falls,5,business,19,@realdonaldtrump,11,lets,11,business,19
week,5,happy,4,ct,5,another,5,work,4,problem,5,families,19,bill,10,checkpoints,11,families,19
folks,5,health,4,information,4,@sddoh,5,happy,4,justice,5,tune,19,working,10,falls,11,tune,19
progress,5,pierre,4,tune,4,health,5,fighting,4,sd,5,thanks,18,#southdakotaopenforbusiness,10,public,10,thanks,18
thankful,5,legislative,4,good,4,social,5,thank,4,public,5,visit,18,thanks,10,mt,10,visit,18
year,5,high,4,operations,4,app,5,tourism,4,life,5,plan,18,support,9,sd,10,plan,18
help,5,together,4,learn,4,cut,5,rushmore,4,path,5,freedom,17,@whitehouse,9,sioux,10,freedom,17
together,4,visiting,4,team,4,public,5,shine,4,best,5,new,17,live,9,government,9,new,17
phase,4,communities,4,working,4,14,5,continue,4,sioux,5,health,16,stay,9,health,9,health,16
government,4,future,4,#flatteningthecurve,4,34,5,everyone,3,important,4,communities,16,latest,9,situation,9,communities,16
months,4,show,4,#coronavirus,4,may,5,new,3,take,4,forward,15,year,9,theres,9,forward,15
national,4,signed,4,happening,4,god,5,department,3,states,4,@realdonaldtrump,15,businesses,9,smithfield,9,@realdonaldtrump,15
trafficking,4,capitol,4,prepare,3,24,5,smart,3,recovery,4,good,15,family,9,spread,9,good,15
people,4,birthday,3,joined,3,week,5,booker,3,served,4,happy,15,signed,8,celebrate,9,happy,15
glad,4,serve,3,center,3,money,5,health,3,heard,4,government,15,leaders,8,good,9,government,15
funding,4,safety,3,new,3,continue,4,join,3,update,4,folks,15,@vp,8,fund,8,folks,15
communities,4,forward,3,health,3,@sanfordhealth,4,falls,3,purpose,4,continue,14,joined,8,hard,8,continue,14
looking,4,tune,3,news,3,details,4,find,3,place,4,normal,14,tune,8,fighting,8,normal,14
watch,4,enjoyed,3,love,3,responsibility,4,thanks,3,looting,4,strong,14,team,8,continue,8,strong,14
check,4,leadership,3,give,3,soon,4,birthday,3,celebrate,4,thankful,14,students,8,everyone,8,thankful,14
families,4,@realdonaldtrump,3,create,3,folks,4,tonight,3,happy,4,year,14,proud,8,week,8,year,14
bill,4,everyone,3,leadership,3,theres,4,questions,3,happened,4,team,13,leadership,8,testing,8,team,13
agreement,4,generation,3,congratulations,3,data,4,family,3,families,4,lets,13,big,8,best,8,lets,13
joined,4,rushmore,3,@potus,3,difficult,4,safe,3,opportunity,3,dakotas,13,folks,8,thanks,8,dakotas,13
#keepsdsafe,4,enjoy,3,hot,3,theyve,4,show,3,free,3,businesses,13,next,8,god,8,businesses,13
human,4,working,3,emergency,3,hope,4,good,3,emergency,3,love,13,communities,8,happy,8,love,13
veterans,4,learning,3,diligent,3,questions,4,year,3,tolerate,3,place,13,check,8,communities,8,place,13
ag,4,farmers,3,neighbors,3,working,4,week,3,america,3,public,13,farmers,7,families,8,public,13
budget,4,love,3,springs,3,healthcare,4,congratulations,3,media,3,best,12,updates,7,country,7,best,12
learn,4,house,3,briefing,3,national,4,communities,3,answer,3,falls,12,producers,7,birthday,7,falls,12
best,4,@lgrhoden,3,press,3,sd,4,celebrate,3,thank,3,sioux,12,place,7,virus,7,sioux,12
education,3,mount,3,plan,3,plant,4,event,3,everyone,3,everyone,12,world,7,local,7,everyone,12
equip,3,program,3,little,3,dakotas,4,teams,3,nights,3,latest,12,serve,7,dakotas,7,latest,12
craig,3,page,3,conference,3,county,4,highways,3,ground,3,stay,12,progress,7,life,7,stay,12
across,3,#southdakotaopenforbusiness,3,life,3,@averahealth,3,hard,3,@southdakota,3,@vp,12,talk,7,hope,7,@vp,12
address,3,talk,3,spoke,3,positives,3,memorial,3,prepared,3,mt,12,happy,7,states,7,mt,12
chance,3,experience,3,coming,3,@_monumenthealth,3,country,3,mt,3,celebrate,12,health,7,violence,7,celebrate,12
making,3,grateful,3,discuss,3,seattle,3,#spiritoftravel,2,enforcement,3,details,12,incredible,7,love,7,details,12
officers,3,kids,3,call,3,business,3,@pbr,2,modeling,3,spread,11,capitol,7,national,7,spread,11
award,3,session,3,take,3,personal,3,places,2,rights,3,checkpoints,11,w,6,path,7,checkpoints,11
news,3,highlighting,3,meeting,3,hard,3,service,2,problems,3,news,11,happening,6,folks,7,news,11
team,3,next,3,situation,2,thanks,3,conversation,2,americas,3,hope,11,dakotas,6,34,7,hope,11
school,3,strong,3,legislators,2,join,3,#hifromsd,2,love,3,take,11,safety,6,solve,7,take,11
special,3,notebook,3,received,2,distancing,3,innovative,2,virus,3,national,11,trade,6,14,7,national,11
place,3,farm,3,spring,2,feel,3,12,2,guard,3,proud,11,future,6,24,7,proud,11
capitol,3,favorite,3,negatively,2,easter,3,#nationaldayofprayer,2,theres,3,talk,11,issues,6,tribal,7,talk,11
dakotas,3,engage,3,share,2,team,3,possible,2,lets,3,call,11,pierre,6,protests,7,call,11
hear,3,young,3,run,2,budget,3,sioux,2,law,3,support,11,government,6,press,7,support,11
proud,3,practice,2,#covid_19,2,lost,3,honor,2,june,3,situation,11,afternoon,6,take,7,situation,11
travel,3,advocates,2,officials,2,jewish,3,stepping,2,model,3,join,11,economic,6,questions,7,join,11
dakotans,3,grow,2,line,2,download,3,amazing,2,worst,3,birthday,11,special,6,social,7,birthday,11
economic,3,stronger,2,disaster,2,additional,3,unfortunately,2,policing,3,theres,10,show,6,another,6,theres,10
serve,3,stories,2,families,2,communities,3,roads,2,@sd_guard,3,check,10,trafficking,6,science,6,check,10
signed,3,beautiful,2,@sddoh,2,projected,3,challenges,2,protecting,3,tribal,10,news,6,data,6,tribal,10
israel,3,coming,2,feeling,2,tax,3,healthy,2,birthday,3,discussion,10,2019,6,justice,6,discussion,10
jerry,3,reality,2,facility,2,curve,3,ramp,2,value,2,#southdakotaopenforbusiness,10,legislative,6,rushmore,6,#southdakotaopenforbusiness,10
chief,3,forever,2,next,2,#doyourpart,3,investigation,2,learned,2,afternoon,10,ag,6,decisions,6,afternoon,10
service,3,senior,2,1,2,taking,3,talked,2,bryon,2,bill,10,#flattenthecurve,6,responsibility,6,bill,10
river,3,photo,2,positive,2,townhall,3,families,2,visit,2,show,10,love,6,new,6,show,10
issues,3,marliss,2,@,2,@vp,3,memories,2,rioting,2,rushmore,10,good,6,especially,6,rushmore,10
working,3,progress,2,hope,2,cdc,3,lights,2,riots,2,conference,10,2020,6,tribes,6,conference,10
red,3,red,2,@sanfordhealth,2,peak,3,bia,2,decisions,2,leaders,10,school,6,conference,6,leaders,10
wonderful,3,four,2,@3m,2,#prayforsd,3,visit,2,concerns,2,congratulations,10,grateful,6,answer,6,congratulations,10
tourism,3,help,2,general,2,care,3,ultimate,2,relief,2,@whitehouse,10,dakotans,6,join,6,@whitehouse,10
legislature,3,chargers,2,support,2,community,3,nurses,2,team,2,press,10,across,6,details,6,press,10
strengthening,3,place,2,economic,2,april,3,#nttw20,2,communities,2,students,10,call,6,discussion,6,students,10
strong,3,flags,2,across,2,sioux,3,news,2,beef,2,big,10,months,6,important,6,big,10
deal,3,celebrate,2,win,2,answer,3,return,2,heart,2,next,10,continue,6,violent,6,next,10
feed,3,schoolers,2,preparing,2,assistance,3,america,2,lot,2,serve,9,details,6,job,6,serve,9
safety,3,opportunities,2,@averahealth,2,keeping,3,rest,2,job,2,world,9,house,5,place,6,world,9
vote,3,pages,2,decision,2,available,3,asked,2,12,2,grateful,9,service,5,call,5,grateful,9
spearfish,3,morning,2,ready,2,especially,3,weekend,2,okay,2,fighting,9,efforts,5,congratulations,5,fighting,9
talk,3,create,2,check,2,give,3,hope,2,country,2,leadership,9,ranchers,5,@sddoh,5,leadership,9
next,3,behalf,2,reopening,2,exercise,3,letters,2,hard,2,states,9,create,5,visit,5,states,9
join,3,hope,2,means,2,congress,3,forget,2,part,2,smithfield,9,process,5,america,5,smithfield,9
awards,3,#hifromsd,2,impacted,2,offense,3,love,2,places,2,looking,9,157,5,trusted,5,looking,9
@sdpublicsafety,2,safe,2,join,2,prayers,3,issue,2,single,2,social,9,chance,5,difficult,5,social,9
