Tweets,Length,Date,Source,Favourites,RTs,Username,id_str,in_reply_to_user_id,user_id,isRT,tco,Language,Month,Quarter,TweetsTokenized
"When I wear a mask, it protects you. When you wear a mask, it protects others. #MaskUpMT",88,2020-06-30 19:04:07,Twitter for iPhone,799,132,GovernorBullock,1278041644701380608,,111721601,False,,en,June,Q2,"['wear', 'mask', 'protects', 'wear', 'mask', 'protects', '#maskupmt']"
"As cases continue to increase across the state, we must do more to protect one another - or else we may end up putting ourselves in a position where we have to move backwards. 

The virus is still with us and we must act like it. 

#MaskUpMT",265,2020-06-29 22:10:49,Twitter Web App,475,106,GovernorBullock,1277726240179273728,,111721601,False,https://t.co/r8uacJMm43,en,June,Q2,"['cases', 'continue', 'increase', 'across', 'state', 'protect', 'another', 'else', 'may', 'end', 'putting', 'position', 'move', 'backwards', 'virus', 'still', 'act', '#maskupmt']"
"If we want to keep the Big Sky State open, we have to keep our guard up. Maintain social distancing where you can, wear a mask when you can't, and stay home and call your provider if you have any symptoms of COVID-19.",217,2020-06-28 15:39:26,Twitter for iPhone,783,135,GovernorBullock,1277265358429159424,,111721601,False,,en,June,Q2,"['big', 'sky', 'state', 'guard', 'maintain', 'social', 'distancing', 'wear', 'mask', 'cant', 'stay', 'home', 'call', 'provider', 'symptoms', 'covid19']"
"Please don’t wear a mask. It interferes with our facial recognition software. 

(JUST KIDDING...thought I’d try a little reverse psychology. Please do wear a mask)

#MaskUpMT",174,2020-06-26 22:30:29,Twitter for iPhone,2031,278,GovernorBullock,1276644026465136640,,111721601,False,,en,June,Q2,"['please', 'wear', 'mask', 'interferes', 'facial', 'recognition', 'software', 'kiddingthought', 'id', 'try', 'little', 'reverse', 'psychology', 'please', 'wear', 'mask#maskupmt']"
"Make sure to stay safe in our new normal when you enjoy the outdoors this weekend:
🥾 Wear appropriate footwear
💧 Bring water 
🐻 Brush up on how to handle a wildlife encounter
🗺 Choose a trail that isn’t crowded
🏡 Socially distance from folks outside your household",264,2020-06-26 18:24:38,Twitter for iPhone,200,24,GovernorBullock,1276582156706308096,,111721601,False,,en,June,Q2,"['stay', 'safe', 'new', 'normal', 'enjoy', 'outdoors', 'weekend', 'wear', 'appropriate', 'footwear', 'bring', 'water', 'brush', 'handle', 'wildlife', 'encounter', 'choose', 'trail', 'isnt', 'crowded', 'socially', 'distance', 'folks', 'outside', 'household']"
"Wearing a mask where social distancing is difficult decreases the spread of COVID-19. If we don’t do things right in Montana, this virus can quickly get out of hand. Let’s continue to be an example for the rest of the nation, as we did in our initial response to this virus.",274,2020-06-25 22:41:08,Twitter Web App,466,54,GovernorBullock,1276284318541742080,111721601.0,111721601,False,,en,June,Q2,"['wearing', 'mask', 'social', 'distancing', 'difficult', 'decreases', 'spread', 'covid19', 'montana', 'virus', 'quickly', 'hand', 'lets', 'continue', 'example', 'rest', 'nation', 'initial', 'response', 'virus']"
"Folks, it's simple: we aren't asking you to wear a mask while enjoying public lands or when you're at home. Do so at the grocery store, the pharmacy, grabbing a coffee. That fifteen minutes of inconvenience can make all the difference between one case turning into a dozen more.",278,2020-06-25 22:40:24,Twitter Web App,2365,509,GovernorBullock,1276284136144039938,,111721601,False,,en,June,Q2,"['folks', 'simple', 'arent', 'asking', 'wear', 'mask', 'enjoying', 'public', 'lands', 'home', 'grocery', 'store', 'pharmacy', 'grabbing', 'coffee', 'fifteen', 'minutes', 'inconvenience', 'difference', 'case', 'turning', 'dozen']"
"Living in our new normal means adapting how we work and play to ensure the safety of our colleagues, our families, and ourselves. I ask folks to exercise caution in the workplace and elsewhere and avoid actions that have led to COVID-19 clusters.",270,2020-06-25 20:23:50,Twitter Web App,88,10,GovernorBullock,1276249765122961408,,111721601,False,https://t.co/MRKZxpSWjn,en,June,Q2,"['living', 'new', 'normal', 'means', 'adapting', 'work', 'play', 'ensure', 'safety', 'colleagues', 'families', 'ask', 'folks', 'exercise', 'caution', 'workplace', 'elsewhere', 'avoid', 'actions', 'led', 'covid19', 'clusters']"
"We need to dedicate ourselves to taking actions that protect our friends and neighbors from this virus. As Dr. Greg Holzman, our State Chief Medical Officer, said: ""You may be a Griz, you may be a Bobcat, but right now, you just gotta be a Montanan.”",274,2020-06-25 00:27:03,Twitter for iPhone,278,51,GovernorBullock,1275948583930322945,,111721601,False,https://t.co/ZFFZszSSxJ,en,June,Q2,"['dedicate', 'taking', 'actions', 'protect', 'friends', 'neighbors', 'virus', 'dr', 'greg', 'holzman', 'state', 'chief', 'medical', 'officer', 'may', 'griz', 'may', 'bobcat', 'gotta', 'montanan']"
During this difficult time we can’t forget that nutritious food is the foundation to it all – a basic need that must be prioritized.,157,2020-06-24 18:48:07,Twitter Web App,105,20,GovernorBullock,1275863291177234432,,111721601,False,https://t.co/lozHRaWMvT,en,June,Q2,"['difficult', 'cant', 'forget', 'nutritious', 'food', 'foundation', 'basic', 'prioritized']"
