kw_jan,freq_jan,kw_feb,freq_feb,kw_mar,freq_mar,kw_apr,freq_apr,kw_may,freq_may,kw_jun,freq_jun,kw_junYTD,freq_junYTD
arizona,81,arizona,90,#covid19,260,#covid19,199,arizona,102,arizona,59,arizona,601
#thearizonaway,79,#thearizonaway,53,arizona,145,arizona,124,#covid19,63,health,47,#covid19,560
state,39,state,38,health,116,#aztogether,114,health,59,#covid19,38,thank,316
thank,29,thank,33,@azdhs,73,thank,106,thank,49,public,31,health,303
budget,27,arizonas,26,thank,68,health,74,#returnstronger,43,thank,31,state,222
#azbalanced,25,#azbalanced,19,arizonans,66,arizonans,60,public,39,protect,29,arizonans,192
new,23,county,16,public,65,care,53,guidance,38,testing,28,public,189
great,18,new,15,arizonas,53,state,40,state,36,state,26,#thearizonaway,180
arizonas,17,education,14,@drcarachrist,50,support,36,support,35,grateful,26,arizonas,162
safety,16,school,14,protect,43,businesses,35,arizonans,32,safety,25,#aztogether,157
public,16,jobs,14,state,43,help,35,testing,30,continue,22,care,142
students,16,@natlgovsassoc,12,working,42,professionals,30,continue,30,work,21,work,141
work,16,nation,12,spread,41,medical,30,across,29,arizonans,21,continue,136
support,15,law,12,work,40,arizonas,30,care,26,spread,20,@azdhs,134
people,15,#wethestates,12,continue,38,work,29,work,26,care,20,support,131
jobs,15,proud,11,help,38,working,28,grateful,26,contain,19,protect,114
year,15,working,11,care,37,1,28,@azdhs,25,continued,17,grateful,114
thanks,14,budget,11,1,37,testing,27,1,24,safe,17,help,112
million,13,#hcr2036,11,information,34,public,27,arizonas,24,leaders,17,working,112
lets,12,public,11,latest,32,resources,27,businesses,23,@azdhs,17,1,109
2020,12,million,11,food,31,workers,27,@aznationalguard,22,guidance,15,testing,104
everyone,11,enforcement,10,discuss,31,continue,26,continued,21,1,15,safety,102
veterans,11,president,10,access,30,discuss,25,#aztestingblitz,21,across,13,new,93
help,11,welcome,9,together,30,stay,24,safety,20,support,13,across,91
schools,11,arizonans,9,kids,29,responders,23,leaders,20,working,13,businesses,89
continue,11,happy,9,grateful,29,grateful,22,az,19,provide,12,discuss,84
school,11,communities,9,resources,29,@aznationalguard,21,2,18,arizonas,12,spread,84
tucson,11,cooperation,9,visit,28,home,21,help,18,home,12,resources,83
put,11,work,9,ensure,27,protect,21,#aztogether,18,local,11,safe,79
proud,10,@asu,9,@supt_hoffman,27,az,21,available,18,contact,10,guidance,79
nation,10,great,9,stay,27,call,21,preregister,18,@drcarachrist,10,@drcarachrist,77
life,10,continue,9,safe,26,provide,20,may,17,families,10,kids,76
education,10,service,9,families,25,across,20,economy,17,fellow,10,home,70
grateful,10,strong,9,support,25,information,19,continues,16,partnership,10,ensure,70
service,9,nice,8,efforts,24,#thearizonaway,19,sites,16,director,10,together,67
rural,9,students,8,healthy,24,safe,19,protect,15,mask,9,families,67
funding,9,trade,8,#aztogether,24,spread,18,@arizona_dps,14,@azstateforestry,9,2,66
law,9,ensure,8,combat,23,@azcommerce,18,food,14,communities,9,@aznationalguard,65
kids,8,invests,8,partnership,22,efforts,17,resources,14,ppe,9,leaders,65
investments,8,future,8,important,22,healthy,17,details,14,call,9,information,65
access,7,@tjshopeforaz,7,businesses,22,@uarizona,16,new,14,tracing,9,access,65
