kw_jan,freq_jan,kw_feb,freq_feb,kw_mar,freq_mar,kw_apr,freq_apr,kw_may,freq_may,kw_jun,freq_jun,kw_junYTD,freq_junYTD
state,29,#oklasots20,59,#covid19,45,#covid19,67,#covid19,39,oklahoma,32,state,197
oklahoma,21,state,39,state,39,oklahoma,52,oklahoma,39,oklahomans,24,oklahoma,184
year,13,agencies,13,oklahomans,32,oklahomans,40,oklahomans,38,state,18,#covid19,166
top,10,states,11,oklahoma,30,state,38,state,34,#covid19,15,oklahomans,149
#oklaproud,7,#oklaproud,11,health,28,update,23,thank,24,join,13,continue,82
10,6,oklahomans,10,continue,13,continue,23,continue,23,help,11,help,61
vision,6,oklahoma,10,people,13,help,22,safely,18,businesses,10,states,61
new,6,year,9,working,13,live,19,data,16,continue,10,#oklasots20,59
administration,5,@okladoc,9,businesses,12,together,18,states,14,work,9,health,59
following,5,ok,9,protect,12,testing,17,phase,14,live,9,together,51
oklahomans,5,job,9,help,12,response,17,sen,12,states,9,thank,50
great,5,continue,9,take,11,states,16,oklahomas,12,food,8,work,50
work,5,top,8,care,11,ppe,15,work,12,@realdonaldtrump,7,join,50
shared,4,ten,8,please,10,workers,15,response,12,cities,7,oklahomas,48
boy,4,future,8,workers,10,join,15,plan,11,oklahomas,7,live,47
public,4,new,8,critical,10,oklahomas,15,rep,11,update,7,#oklaproud,46
continue,4,economy,7,respond,10,plan,14,reopen,11,leaders,7,update,44
together,4,great,7,join,10,across,14,provide,11,together,7,across,44
governor,4,work,7,across,10,available,13,working,11,new,7,response,43
court,4,help,7,response,9,stay,13,2,10,business,6,working,42
2020,3,business,6,resources,9,people,13,proud,10,health,6,great,40
place,3,agency,6,community,9,hospital,13,hb,10,forward,6,new,38
honored,3,#okleg,6,order,9,#oklaproud,12,health,10,care,6,businesses,38
tax,3,quality,6,proactive,9,working,11,together,10,helping,6,testing,37
justice,3,okla,6,business,9,please,11,across,9,listen,6,take,35
working,3,oklahomas,6,work,9,health,10,positive,9,honor,6,provide,34
grow,3,world,5,states,9,thank,10,testing,9,counties,6,people,33
achieve,3,tulsa,5,together,9,businesses,10,protect,9,cares,6,proud,33
supreme,3,2019,5,live,8,great,10,join,9,roundtable,6,protect,33
thank,3,program,5,testing,8,statewide,10,live,8,funding,5,critical,32
agency,3,place,5,provide,8,take,10,#oklaproud,8,take,5,care,30
services,3,community,5,spread,8,proud,9,update,8,discussion,5,top,30
grandfather,3,employees,5,visit,8,healthcare,9,great,8,american,5,safely,29
big,3,across,5,new,7,home,9,help,8,gaming,5,community,28
okc,3,students,5,home,7,resources,9,critical,7,recover,5,business,28
#oktopten,3,calling,5,federal,7,safely,8,social,7,excited,5,data,28
nation,3,health,5,public,7,data,8,fight,7,tulsa,5,plan,28
