kw_jan,freq_jan,kw_feb,freq_feb,kw_mar,freq_mar,kw_apr,freq_apr,kw_may,freq_may,kw_jun,freq_jun,kw_junYTD,freq_junYTD
beshear,25,#teamkentucky,41,#covid19,153,#covid19,159,#covid19,103,#covid19,59,#covid19,474
kentucky,22,ab,40,#teamkentucky,113,#teamkentucky,114,#togetherky,80,watch,39,#teamkentucky,368
budget,14,kentucky,35,#togetherky,74,#togetherky,112,#teamkentucky,79,live,36,#togetherky,280
governor,13,beshear,15,beshear,60,#healthyathome,74,beshear,43,beshear,31,beshear,227
kentuckians,13,million,12,kentuckians,59,governor,73,governor,41,update,31,governor,203
gov,12,families,11,governor,59,beshear,53,#healthyatwork,40,gov,26,live,178
ab,11,commonwealth,11,live,55,live,53,watch,38,kentucky,23,kentuckians,175
new,10,gov,11,ab,52,kentuckians,47,information,38,4,23,ab,171
state,10,kentuckians,10,information,51,#patriot,43,live,31,visit,21,watch,152
commonwealth,9,governor,9,updated,42,visit,40,visit,31,kentuckians,19,kentucky,147
jobs,9,support,9,et,41,watch,38,update,30,#teamkentucky,19,information,139
people,9,county,9,update,37,thank,37,5,27,andy,18,update,135
education,9,thank,9,watch,33,information,37,kentuckians,27,commonwealth,16,visit,115
grant,8,help,9,facebook,32,5,34,#healthyathome,27,via,15,#healthyathome,112
together,8,new,8,5,30,et,33,ab,26,#togetherky,14,et,107
@ltgovcoleman,8,state,7,kentucky,26,ab,33,updated,25,june,14,updated,104
children,7,week,7,shares,24,update,32,thank,25,full,12,thank,97
tonight,7,students,7,visit,20,shares,29,et,22,together,12,5,92
work,7,communities,7,together,20,updated,28,shares,22,et,11,help,75
public,7,proud,7,share,19,help,25,kentucky,19,todays,11,together,75
capitol,7,future,6,help,18,facebook,24,via,19,fight,11,shares,75
community,6,education,6,thank,17,kentucky,22,testing,18,information,11,gov,65
opportunity,6,jobs,5,please,14,testing,20,safe,16,conference,11,commonwealth,63
million,6,flooding,5,commonwealth,14,together,19,may,15,news,10,#patriot,62
support,5,eastern,5,media,14,health,16,tune,15,state,10,facebook,56
means,5,ky,5,cases,13,care,16,todays,14,ab,9,todays,52
protect,5,fitness,5,#patriot,13,new,15,together,13,updated,9,new,51
create,5,park,5,protect,13,todays,12,help,13,states,9,state,50
teachers,5,capitol,5,state,12,protect,12,take,12,louisville,8,#healthyatwork,50
2020,5,bill,5,todays,12,yesterday,11,protect,12,health,8,protect,49
development,5,commitment,5,positive,12,10,11,gov,11,governor,8,health,45
address,5,join,5,safe,12,important,10,guidelines,11,help,8,safe,45
building,5,update,5,#healthyathome,11,lets,9,weekend,11,across,8,via,44
key,5,grants,4,beat,10,shared,9,conference,11,remember,7,testing,44
@repkoenig,5,schools,4,care,10,remember,9,andy,11,tune,7,care,43
investment,5,coal,4,youtube,10,defeat,9,reopening,10,events,7,conference,38
county,5,educators,4,yesterday,10,news,9,remember,10,cases,7,andy,37
teacher,4,projects,4,children,10,2,9,register,9,#healthyatwork,7,share,37
families,4,andy,4,thanks,9,home,9,wear,9,thank,7,news,35
justice,4,fund,4,home,9,follow,9,health,9,reopening,7,support,34
awareness,4,plans,4,proud,9,tonight,9,stay,9,continue,6,week,33
great,4,airport,4,lost,9,work,9,tomorrow,8,locations,6,4,32
team,4,funding,4,important,9,lost,9,economy,8,new,6,proud,31
raise,4,best,4,full,9,conference,9,news,8,safe,6,full,31
serve,4,black,4,social,9,fight,9,mask,8,protect,6,take,31
generation,4,grant,4,health,9,commonwealth,8,updates,8,contact,6,work,30
cuts,4,miners,4,work,8,safe,8,care,8,county,5,honor,30
working,4,lung,4,honor,8,register,8,please,8,economy,5,please,29
proposal,4,morehead,4,follow,8,support,8,honor,8,place,5,fight,29
expand,4,investment,4,support,8,donate,8,ahead,7,next,5,tune,29
survivors,4,improve,4,covid19,7,#socialdistancing,8,daily,7,tomorrow,5,yesterday,28
responsible,4,meeting,4,video,7,updates,8,june,7,unemployment,5,capitol,28
14,4,nearly,4,making,7,workers,8,new,7,call,5,remember,28
program,4,service,4,due,7,communities,7,special,7,tracing,5,tonight,28
andy,4,building,4,family,7,lives,7,follow,6,thing,5,cases,28
ged,4,lives,4,green,7,staying,7,following,6,hold,5,children,28
trafficking,4,welcome,3,students,7,making,7,lets,6,@ltgovcoleman,5,county,27
face,3,honored,3,latest,7,green,7,public,6,2,5,families,26
green,3,board,3,sacrifices,7,steps,7,#patriot,6,ensure,5,follow,25
coleman,3,visit,3,week,7,week,7,week,6,care,5,across,25
administration,3,water,3,good,7,state,7,capitol,6,spread,5,million,25
message,3,saves,3,provide,7,#ppe,7,share,6,edt,5,lets,24
continue,3,ensure,3,tonight,6,sites,7,friday,5,take,4,lost,24
forward,3,pleasure,3,capitol,6,honor,7,yesterday,5,social,4,important,24
take,3,trails,3,distancing,6,share,7,locations,5,schools,4,people,23
ending,3,together,3,working,6,full,6,still,5,juneteenth,4,following,23
month,3,kentuckian,3,show,6,beat,6,spread,5,daily,4,public,23
law,3,accessible,3,news,6,complete,6,hate,5,following,4,updates,23
employees,3,social,3,conference,6,working,6,reopen,5,confirmed,4,making,22
funding,3,fulltime,3,morning,6,following,6,thanks,5,least,4,green,22
amount,3,across,3,taking,6,best,6,announced,5,voting,4,guidelines,22
city,3,live,3,use,6,proud,6,family,5,step,4,continue,21
across,3,additional,3,death,6,locations,6,masks,5,people,4,education,21
expected,3,agriculture,3,tips,6,via,6,statement,5,change,4,reopening,21
lt,3,emergency,3,seek,5,#unemployment,6,commonwealth,5,case,4,family,21
major,3,insulin,3,start,5,homes,6,louisville,5,monday,4,social,21
proud,3,national,3,kentuckian,5,list,6,across,5,vote,4,june,21
end,3,honor,3,kids,5,weekend,6,#memorialday,5,efforts,4,home,21
@ket,3,financial,3,million,5,another,6,available,5,equitable,4,economy,20
provide,3,local,3,new,5,guidance,6,advantage,5,answer,4,10,20
office,3,crown,3,step,5,save,6,safely,5,week,4,thanks,20
college,3,awareness,3,coronavirus,5,#countmeinky2020,5,step,4,virus,4,communities,20
jan,3,boards,3,following,5,across,5,plans,4,request,4,2,20
deserve,3,leaders,3,take,5,please,5,include,4,recent,4,stay,19
fully,3,growth,3,close,5,call,5,state,4,numbers,4,students,19
year,3,rep,3,guidelines,5,sacrifices,5,fight,4,mask,4,next,19
plans,3,medical,3,county,5,resources,5,full,4,appointments,3,weekend,19
1,3,action,3,parents,5,masks,5,proud,4,commissions,3,working,19
breaking,3,lawrence,3,eligible,5,business,5,lives,4,taylors,3,tomorrow,19
hunger,3,center,3,future,5,rebuild,5,face,4,still,3,states,19
school,3,cork,3,march,5,public,5,call,4,boards,3,positive,18
keene,3,dist,3,gov,5,everyone,5,beshears,4,testing,3,register,18
human,3,children,3,loved,5,#2020census,5,online,4,listening,3,@ltgovcoleman,18
forever,3,supporting,3,lets,5,@uscensusbureau,5,#whyiwearamask,4,system,3,may,18
commissioner,3,award,3,practicing,5,actions,5,thing,4,saturday,3,beat,18
committed,3,workers,3,education,5,night,5,making,4,tested,3,shared,18
block,3,counties,3,medical,5,tomorrow,5,tonight,4,freedom,3,media,17
park,2,possible,3,families,5,continue,5,healthy,4,equality,3,call,17
build,2,create,3,announced,5,tune,5,primary,4,share,3,locations,17
ready,2,centers,3,continue,5,heroes,5,monday,4,newly,3,spread,17
