kw_jan,freq_jan,kw_feb,freq_feb,kw_mar,freq_mar,kw_apr,freq_apr,kw_may,freq_may,kw_jun,freq_jun,kw_junYTD,freq_junYTD
people,15,people,20,people,56,people,21,w,16,people,16,people,140
war,13,public,12,w,20,covid,19,people,12,w,12,w,74
new,9,work,10,paid,20,workers,18,police,11,new,11,new,49
w,8,new,10,leave,19,community,12,congress,8,black,11,workers,47
means,8,communities,8,help,17,w,11,workers,8,june,10,public,39
climate,8,thank,8,workers,16,still,10,work,8,voting,10,thank,38
working,7,w,7,ubi,15,health,10,public,7,vote,10,work,38
congress,7,food,6,coronavirus,15,congress,10,black,7,police,10,healthcare,37
innocent,6,without,6,call,14,lives,9,covid,7,community,7,congress,37
money,6,worked,6,bill,14,food,9,working,6,communities,7,working,35
power,6,starting,6,healthcare,13,relief,8,human,6,york,6,community,35
thank,6,working,6,gop,13,thank,7,killed,6,congress,6,covid,34
community,6,campaign,6,care,12,bill,7,healthcare,6,ballot,6,paid,31
saying,5,change,6,could,11,week,7,thank,6,primary,6,everyone,30
together,5,think,6,student,11,everyone,7,white,6,justice,6,take,28
makes,5,actually,5,pay,11,millions,7,history,5,officers,5,help,28
everyone,5,poverty,5,working,11,new,7,moment,5,money,5,pay,28
status,5,powerful,5,etc,10,healthcare,7,policy,5,thanks,5,gop,27
give,5,cant,5,policy,10,families,6,check,5,streets,5,money,27
iowa,4,money,5,still,10,idea,6,family,5,early,5,vote,27
protect,4,dollars,5,sick,10,10,6,could,5,history,5,campaign,26
members,4,believe,5,work,10,bc,6,asking,5,nypd,5,still,26
take,4,entire,5,relief,10,communities,6,budget,5,isnt,5,black,25
act,4,gop,5,emergency,10,rent,6,housing,5,person,5,bill,25
iraq,4,60,5,rent,10,live,5,country,4,white,5,communities,25
millions,4,holding,4,take,10,next,5,new,4,campaign,5,health,25
building,4,billionaires,4,away,9,power,5,relief,4,stay,5,lives,25
2,4,policy,4,suspensions,9,bronx,5,4,4,place,5,could,25
moment,4,paid,4,public,9,stimulus,5,dms,4,everyone,4,call,25
folks,4,@shodesusandmero,4,needs,9,hit,5,ppl,4,work,4,relief,24
year,4,pay,4,lot,9,cases,5,especially,4,election,4,climate,23
#greennewdeal,4,country,4,money,9,wall,5,justice,4,movement,4,change,23
progressive,4,climate,4,everyone,8,100,5,deserves,4,public,4,leave,23
census,4,pointing,4,mortgage,8,public,5,violence,4,@jamaalbowmanny,4,policy,23
healthcare,4,folks,4,cant,8,help,5,care,4,start,4,care,22
parties,3,trump,4,debt,8,racial,5,without,4,check,4,millions,22
trump,3,big,4,progressive,8,ny14,5,change,4,free,4,means,22
conflict,3,frisk,4,important,8,vote,5,families,4,country,4,families,22
save,3,city,4,major,8,paid,5,helps,4,tuesday,4,power,21
running,3,income,4,new,8,pay,5,men,4,violence,4,bc,21
emissions,3,angry,4,loan,8,take,5,call,4,pay,4,food,21
hit,3,racial,4,please,8,decision,4,theft,4,racial,4,justice,21
sites,3,healthcare,4,enough,8,inequality,4,everyone,4,location,4,police,21
important,3,asking,4,nyc,8,housing,4,organizing,4,ny,4,cant,21
lives,3,security,4,climate,7,check,4,pushing,3,world,4,check,20
vote,3,important,4,thank,7,fund,4,wage,3,safe,4,country,20
local,3,billion,4,great,7,federal,4,explain,3,budget,4,support,20
primary,3,talk,4,support,7,talk,4,democracy,3,may,4,without,20
movement,3,census,4,payments,7,policies,4,system,3,take,4,trump,20
gop,3,justice,4,lives,7,testing,4,frontline,3,mail,4,rent,20
targeting,3,taxes,4,means,7,ny,4,free,3,tear,4,racial,19
actually,3,take,4,hands,7,young,4,update,3,saying,4,lot,19
change,3,stop,3,senate,7,nyc,4,told,3,chose,4,year,18
support,3,mad,3,unemployment,7,ive,4,bc,3,wouldnt,4,coronavirus,18
lets,3,line,3,campaign,7,abt,4,class,3,absentee,4,major,18
courage,3,events,3,tax,7,black,4,island,3,thank,4,fight,18
news,3,m4a,3,bc,7,gop,4,visits,3,republicans,3,housing,18
live,3,lets,3,put,7,change,4,shouldnt,3,anyone,3,good,18
best,3,corporate,3,millions,7,lost,4,part,3,state,3,protect,17
colonial,3,etc,3,insurance,7,may,4,folks,3,polling,3,ny14,17
invest,3,wo,3,payment,6,house,4,think,3,deal,3,important,17
housing,3,democracy,3,trump,6,call,4,death,3,choice,3,put,17
