kw_jan,freq_jan,kw_feb,freq_feb,kw_mar,freq_mar,kw_apr,freq_apr,kw_may,freq_may,kw_jun,freq_jun,kw_junYTD,freq_junYTD,kw_q1,freq_q1,kw_q2,freq_q2,kw_q2YTD,freq_q2YTD
texas,35,texas,29,texas,59,texas,37,#covid19,22,#covid19,11,texas,189,texas,123,#covid19,69,texas,189
state,14,state,9,state,24,#covid19,36,texas,20,texas,9,#covid19,92,state,47,texas,66,#covid19,92
human,10,music,9,#covid19,23,texans,31,texans,15,state,5,state,80,texans,25,texans,50,state,80
#txlege,10,#txlege,7,texans,20,care,20,testing,10,texans,4,texans,75,#covid19,23,state,33,texans,75
lone,9,human,6,health,17,state,19,state,9,star,4,health,43,health,22,health,21,health,43
star,9,trafficking,6,continue,12,health,15,@texashhsc,8,continues,4,lone,32,#txlege,21,care,20,lone,32
trafficking,8,@txmusicoffice,5,public,11,help,14,may,7,spread,4,star,32,communities,17,provide,19,star,32
survivors,7,honor,5,tx,10,provide,13,nursing,6,phase,4,continue,28,human,16,testing,19,continue,28
israel,6,domestic,4,covid19,9,child,10,funding,6,iii,4,communities,28,lone,16,help,17,communities,28
communities,6,lone,4,@texasdshs,9,certain,9,together,5,lone,4,care,28,star,16,spread,17,care,28
#econdev,5,star,4,spread,9,local,9,phase,5,new,3,help,27,continue,15,star,16,help,27
governors,5,jobs,4,help,9,continue,9,provide,5,social,3,provide,27,honor,14,lone,16,provide,27
women,5,year,4,care,8,workers,9,lone,5,@tdem,3,spread,26,trafficking,14,@texashhsc,14,spread,26
trade,5,violence,4,new,8,spread,8,week,5,@texasdshs,3,testing,26,new,13,response,14,testing,26
crime,5,#tmo30th,4,across,8,county,8,spread,5,great,3,local,23,public,13,local,14,local,23
sexual,5,survivors,4,local,8,services,8,response,5,testing,3,new,22,across,11,together,13,new,22
assault,5,business,4,protect,8,response,8,details,5,texan,3,@texasdshs,22,combat,11,#texasbizstrong,13,@texasdshs,22
combat,5,workforce,3,communities,8,together,8,star,5,de,3,together,21,workforce,11,continue,13,together,21
