kw_jan,freq_jan,kw_feb,freq_feb,kw_mar,freq_mar,kw_apr,freq_apr,kw_may,freq_may,kw_jun,freq_jun,kw_junYTD,freq_junYTD
hogan,4,city,8,@govlarryhogan,7,live,9,maryland,13,hogan,11,maryland,36
#mdga20,3,baltimore,7,health,6,watch,6,hogan,10,covid19,9,hogan,28
lets,3,#mdga20,6,together,6,@govlarryhogan,6,testing,9,maryland,8,live,22
maryland,3,crime,6,take,5,maryland,4,coronavirus,8,gov,6,coronavirus,22
majority,3,tax,6,state,5,coronavirus,4,new,8,testing,6,@govlarryhogan,22
thank,2,action,6,coronavirus,5,@govlarryhogans,4,live,8,@wjz,6,state,21
transit,2,legislators,5,lives,5,update,3,state,8,rate,6,covid19,19
via,2,maryland,4,actions,4,nursing,3,covid19,7,positivity,5,testing,15
take,2,legislation,4,save,4,recovery,3,announces,7,coronavirus,5,new,15
sentences,2,#mdpolitics,4,maryland,4,governors,3,watch,5,reopening,5,watch,14
plan,2,support,4,may,4,tune,3,recovery,5,baltimore,4,baltimore,14
project,2,hike,4,emergency,4,homes,3,@wjz,5,stage,4,@wjz,13
@govlarryhogans,2,@govlarryhogan,4,visit,3,announces,2,governor,4,hospitalizations,4,announces,13
americas,2,bills,4,tax,3,moving,2,@govlarryhogan,4,live,4,health,12
#ravensflock,2,take,3,bill,3,covid19,2,#marylandstrong,4,governor,4,take,11
gov,2,murders,3,update,2,announcement,2,@foxbaltimore,4,phase,3,tax,11
@ravens,2,marylanders,3,cannot,2,country,2,site,4,md,3,together,11
support,2,legislature,3,meeting,2,together,2,drivethru,4,@wmar2news,3,#mdga20,11
tougher,2,majority,3,bars,2,strike,2,says,3,million,3,governor,10
marylanders,2,streets,3,americans,2,pandemic,2,larry,3,new,3,gov,10
crime,2,overwhelming,3,important,2,states,2,update,3,@foxbaltimore,3,update,10
opposing,2,leaders,3,resources,2,continue,2,announcement,3,begins,3,city,10
health,2,excuses,3,#mdga20,2,roadmap,2,roadmap,3,state,3,recovery,9
state,2,delays,3,seem,2,teams,2,todays,3,announces,3,crime,8
leaders,2,violent,3,thing,2,hogan,2,500,3,announcement,2,marylanders,8
new,2,stop,2,necessary,2,relief,2,local,3,@abc7news,2,action,8
care,2,state,2,list,2,nations,2,incredible,2,site,2,@govlarryhogans,7
overwhelming,2,continually,2,critical,2,help,2,provide,2,larry,2,@foxbaltimore,7
tax,2,criminals,2,thousands,2,strong,1,april,2,days,2,rate,7
violent,2,year,2,people,2,leaders,1,health,2,update,2,actions,7
less,1,change,2,comptroller,2,road,1,people,2,republican,2,todays,7
continued,1,television,2,says,2,democrats,1,level,2,center,2,announcement,7
problem,1,spot,2,whatever,2,businesses,1,17,2,lowest,2,governors,7
@washtimes,1,passing,2,part,2,protect,1,regarding,2,proud,2,leaders,7
taking,1,life,2,comprehensive,2,best,1,marylanders,2,todays,2,support,7
cracks,1,urgent,2,extreme,2,facebook,1,half,2,friday,2,majority,6
ticket,1,death,2,personnel,1,lead,1,together,2,impeachment,2,stage,6
bay,1,crisis,2,lifesaving,1,@baltimoresun,1,bipartisan,2,additional,2,help,6
success,1,shootings,2,washington,1,desperately,1,sites,2,health,2,site,6
schedule,1,efforts,2,baltimore,1,behalf,1,goal,2,dad,2,roadmap,6
independent,1,massive,2,democrats,1,try,1,captioning,2,watch,2,lives,6
provides,1,fund,2,anyone,1,responding,1,tests,2,help,2,people,6
stand,1,haircut,2,todays,1,#happybirthday,1,congress,2,funding,2,reopening,6
larry,1,pass,2,restaurants,1,honors,1,md,2,marylands,2,bipartisan,6
home,1,43,2,arent,1,officials,1,protect,2,50,2,md,6
nonpartisan,1,launched,2,increase,1,target,1,critical,2,tests,2,#marylandstrong,6
light,1,annapolis,2,new,1,wishing,1,hospitalizations,2,@wbaltv11,2,hospitalizations,6
democrats,1,ignoring,2,spread,1,services,1,outdoor,2,free,2,critical,6
annapolis,1,strongly,2,try,1,recoverywatch,1,happy,2,convention,2,says,6
party,1,matter,2,local,1,something,1,nation,2,prince,1,larry,6
washington,1,actions,2,order,1,immediate,1,response,2,protests,1,legislation,5
championed,1,bring,1,possibly,1,voice,1,hospital,2,president,1,level,5
billion,1,governors,1,marylanders,1,gottlieb,1,youtube,2,vote,1,marylands,5
playoff,1,calls,1,applaud,1,funding,1,begin,2,facebook,1,across,5
@kroger,1,9,1,governors,1,available,1,tune,2,five,1,legislators,5
youll,1,residents,1,virus,1,announced,1,governments,2,@wbalradio,1,plan,5
america,1,jack,1,implement,1,baltimore,1,serve,2,400000,1,local,5
chairman,1,lifesaving,1,federal,1,hope,1,help,2,decline,1,#mdpolitics,5
shows,1,meeting,1,votebymail,1,confront,1,#covid19,2,peaceful,1,positivity,5
announced,1,nearly,1,level,1,critical,1,@wbaltv11,2,learn,1,bill,5
among,1,tougher,1,watch,1,economic,1,available,2,cvs,1,tune,5
decades,1,55,1,press,1,global,1,wishing,2,lifetime,1,relief,5
hope,1,combat,1,latei,1,senate,1,marylands,2,pandemic,1,violent,5
announces,1,plaguing,1,annapolis,1,fiscal,1,across,2,@baltimoresun,1,emergency,5
jobs,1,refused,1,dc,1,introducing,1,stage,2,dropped,1,overwhelming,5
changing,1,control,1,system,1,across,1,twitter,2,youtube,1,drivethru,5
redistricting,1,economic,1,bicameral,1,bipartisan,1,gov,2,alone,1,twitter,4
budget,1,kirwan,1,members,1,@boydkrutherford,1,facebook,2,next,1,nations,4
set,1,nations,1,meet,1,state,1,safe,2,55k,1,county,4
murders,1,country,1,expensive,1,approximately,1,pay,1,world,1,meeting,4
answer,1,lack,1,@peterfranchot,1,#lightitblue,1,patients,1,announced,1,save,4
400,1,leads,1,primary,1,essential,1,politics,1,officials,1,hike,4
tennessee,1,65,1,blast,1,urgent,1,money,1,personal,1,urgent,4
ravens,1,hogan,1,kits,1,@npr,1,launch,1,cbs,1,tests,4
fix,1,plan,1,crisis,1,provide,1,virus,1,press,1,center,4
misguided,1,significant,1,#mdpolitics,1,people,1,virtual,1,210,1,300,4
efforts,1,bill,1,pandemic,1,urge,1,enforcement,1,expanded,1,500,4
construction,1,passes,1,sales,1,american,1,law,1,impossible,1,available,4
americans,1,billion,1,passing,1,@fox5dc,1,icu,1,agencies,1,efforts,4
criminals,1,floor,1,care,1,county,1,deepest,1,richard,1,states,4
reduction,1,bloodshed,1,levels,1,twitter,1,increases,1,hold,1,phase,4
impose,1,largest,1,access,1,300,1,brave,1,birthday,1,funding,4
