kw_jan,freq_jan,kw_feb,freq_feb,kw_mar,freq_mar,kw_apr,freq_apr,kw_may,freq_may,kw_jun,freq_jun,kw_junYTD,freq_junYTD
#waleg,54,wa,30,covid19,94,covid19,58,covid19,23,covid19,25,covid19,204
wa,39,thanks,14,washingtonians,58,stay,53,watch,22,watch,21,state,176
@careerconnectwa,30,washingtonians,11,state,49,home,49,state,21,state,20,wa,146
@paidleavewa,28,new,10,stay,40,state,49,stay,20,wa,17,washingtonians,138
state,27,work,10,health,37,washingtonians,33,phase,19,washington,16,stay,117
people,19,students,10,#wegotthiswa,30,health,28,#wegotthiswa,17,work,15,health,94
@kpwashington,19,great,10,home,29,response,27,update,16,county,15,home,94
@seiu1199nw,19,state,10,wa,29,washington,27,2,15,help,14,washington,88
work,18,safe,9,care,26,#wegotthiswa,26,response,14,wear,13,people,86
climate,16,good,8,help,24,healthy,26,washington,13,press,12,watch,85
washingtonians,14,college,8,workers,23,update,25,people,13,health,11,work,78
thanks,14,people,7,response,23,watch,24,counties,13,people,11,help,77
washington,12,health,7,people,21,wa,22,washingtonians,12,mask,11,#wegotthiswa,75
clean,12,country,6,washington,20,work,17,home,12,care,10,response,74
year,11,hs,6,healthy,18,people,15,tune,12,3,10,#waleg,63
best,11,communities,6,live,16,continue,15,safe,11,phase,10,healthy,59
help,11,working,6,grateful,15,protect,15,help,10,police,10,thanks,57
fight,10,program,6,steps,15,recovery,15,move,9,community,10,care,56
homelessness,10,leaders,6,watch,15,virus,14,healthy,9,facial,10,new,55
leadership,9,protect,6,continue,14,public,13,wa,9,virus,10,protect,54
thank,9,news,5,thanks,14,help,13,virus,8,washingtonians,10,continue,52
new,8,public,5,spread,14,giving,13,new,8,sea,9,update,51
continue,8,@monadas,5,federal,13,working,13,approved,7,ellis,9,workers,49
gun,8,leadership,5,businesses,13,staying,12,contact,7,still,9,safe,46
protect,8,week,5,measures,13,across,12,together,7,inslee,9,public,41
family,7,help,5,outbreak,13,states,12,good,7,new,9,working,41
energy,7,@waltgov,5,social,13,plan,12,giving,6,governor,9,virus,40
leaders,7,grant,5,slow,12,workers,12,230,6,availability,8,live,40
change,7,covid19,4,together,12,safety,11,businesses,6,public,8,good,38
proud,7,community,4,lives,12,reopen,11,guidelines,6,investigation,8,grateful,38
stand,7,@dhingrama,4,work,12,new,10,reopen,6,moved,8,lives,36
students,6,pleasure,4,take,12,lives,10,may,6,independent,8,tune,35
country,6,@cmsatwinderkaur,4,emergency,11,distancing,9,work,6,lives,8,states,35
forward,6,training,4,thank,11,crisis,9,county,6,beat,8,@careerconnectwa,34
health,6,care,4,protect,11,families,9,progress,6,leaders,8,take,34
world,6,part,4,bill,11,businesses,9,protect,6,communities,8,fight,34
justice,6,facility,4,safe,11,together,9,case,5,protect,8,leaders,34
created,6,support,4,working,10,risk,9,support,5,counties,8,together,34
statement,6,resources,4,school,10,may,9,continue,5,tune,8,spread,33
working,6,system,4,new,10,proud,8,health,5,president,8,businesses,33
@washingtonea,6,jobs,3,million,10,science,8,live,5,states,7,2,33
care,6,makes,3,medical,10,food,8,without,5,good,7,thank,33
communities,5,history,3,schools,10,best,8,another,5,fight,7,best,31
workers,5,workers,3,local,10,2,8,start,5,continue,7,leadership,31
big,5,cost,3,distancing,10,spread,8,1,5,death,7,giving,30
issue,5,best,3,crisis,10,put,8,order,5,take,7,phase,29
success,5,deserve,3,states,10,live,8,lives,5,covering,7,@paidleavewa,29
lets,5,means,3,necessary,10,tune,8,plan,5,spread,7,community,28
give,5,@wawomenscomm,3,provide,9,safe,8,fight,5,coverings,7,across,28
grateful,5,next,3,efforts,9,q,8,public,5,#maskupwa,7,distancing,28
history,5,equity,3,taking,9,grateful,7,lets,4,distancing,6,communities,27
vaping,5,workforce,3,stepping,9,protecting,7,across,4,face,6,climate,27
fuel,5,story,3,resources,9,care,7,please,4,justice,6,support,27
trump,5,continue,3,families,8,restrictions,7,destruction,4,physical,6,families,27
economy,5,#waleg,3,virus,8,schools,7,still,4,update,6,school,26
next,5,spread,3,good,8,thanks,7,honor,4,grateful,6,country,25
statewide,5,thank,3,assistance,8,soon,7,deliver,4,law,6,counties,25
act,5,climate,3,leaders,8,fight,7,hard,4,committed,6,family,25
making,4,across,3,impact,8,testing,7,take,4,leadership,6,efforts,24
americans,4,programs,3,capacity,8,service,7,nurses,4,americans,5,crisis,24
skilled,4,healthy,3,president,8,#askgovinslee,7,ones,4,pandemic,5,hard,24
live,4,live,3,challenge,8,thank,7,national,4,enforcement,5,schools,24
nation,4,women,3,leave,8,order,6,news,4,thanks,5,steps,24
full,4,novel,3,expanding,7,hope,6,testing,4,news,5,another,23
steps,4,another,3,united,7,support,6,helping,4,yakima,5,news,23
