kw_jan,freq_jan,kw_feb,freq_feb,kw_mar,freq_mar,kw_apr,freq_apr,kw_may,freq_may,kw_jun,freq_jun,kw_junYTD,freq_junYTD
minnesotans,24,minnesota,13,minnesotans,32,minnesotans,65,minnesotans,53,minnesotans,21,minnesotans,204
#buildonemn,12,state,10,care,26,covid19,45,minnesota,32,minnesota,19,minnesota,136
#oneminnesota,11,mn,10,#stayhomemn,25,minnesota,42,home,25,work,16,health,86
state,10,minnesotans,9,minnesota,23,#stayhomemn,37,health,23,police,14,covid19,86
access,10,#mnleg,9,#covid19,22,health,33,stay,18,accountability,14,state,81
working,10,thank,6,health,21,home,23,safe,16,reform,13,home,70
local,9,school,5,state,16,state,22,covid19,16,thank,12,care,69
ensure,9,safety,5,covid19,15,care,22,tune,15,plan,11,#stayhomemn,68
projects,9,everyone,5,stay,13,support,21,people,15,people,10,thank,65
work,8,#oneminnesota,5,home,11,pandemic,20,local,15,covid19,10,work,64
across,8,funding,5,providers,11,together,18,thank,15,george,9,together,58
#mnleg,8,safe,5,child,10,#mnstrong,17,state,14,together,9,safe,51
minnesota,7,states,4,together,9,thank,16,care,14,state,9,stay,49
affordable,7,together,4,emergency,9,help,16,update,14,change,9,community,44
thank,7,help,4,work,9,work,16,justice,13,tune,9,local,44
together,7,firefighters,4,thank,9,lives,15,communities,13,local,8,support,43
people,7,place,4,support,8,workers,15,work,12,senate,8,people,43
students,7,without,4,lives,7,proud,15,safety,12,communities,8,tune,41
community,7,proud,4,crisis,7,safe,14,lives,12,community,8,communities,40
communities,6,lost,4,take,7,#mnsots,14,together,11,history,8,help,39
year,6,farm,4,across,7,new,14,community,11,important,8,lives,39
broadband,6,folks,3,safety,7,ways,13,protect,11,systemic,8,pandemic,36
mn,6,community,3,order,6,stay,12,plan,11,toward,7,working,35
businesses,6,stand,3,families,6,continue,12,please,11,justice,7,safety,35
great,6,jake,3,healthy,6,loved,12,minnesotas,10,live,7,plan,33
services,6,across,3,minnesotas,6,neighbors,11,law,10,families,6,proud,32
cant,6,high,3,safe,6,tune,11,businesses,9,bring,6,businesses,32
jobs,6,joined,3,save,6,making,11,#staysafemn,9,safe,6,workers,31
king,5,#buildonemn,3,@mnhealth,6,minnesotas,11,public,9,#staysafemn,6,across,31
#mnmlk,5,governors,3,workers,6,ones,10,testing,9,announced,6,continue,30
plan,5,afford,3,questions,6,testing,10,continue,9,help,6,#covid19,30
home,5,honored,3,priority,6,take,9,response,9,moment,6,minnesotas,30
insulin,5,communities,3,community,6,community,9,pandemic,9,working,6,public,29
quality,4,law,3,public,5,forward,9,signed,8,meaningful,6,#oneminnesota,28
