kw_jan,freq_jan,kw_feb,freq_feb,kw_mar,freq_mar,kw_apr,freq_apr,kw_may,freq_may,kw_jun,freq_jun,kw_junYTD,freq_junYTD
power,7,great,5,#covid19,19,covid19,18,covid19,15,state,14,state,64
state,7,state,5,covid19,14,new,16,new,14,health,11,covid19,58
thank,6,health,4,state,13,#covid19,14,people,12,public,11,health,56
new,6,best,4,health,13,state,14,state,11,covid19,10,new,55
care,5,history,4,county,12,health,14,health,10,great,9,#covid19,47
work,5,honor,4,help,12,public,11,care,9,business,9,thank,39
support,4,families,4,live,11,home,11,help,9,year,7,public,39
great,4,public,4,thank,10,work,11,phase,9,work,7,care,39
health,4,center,4,1,10,help,11,#covid19,8,new,7,help,39
legislature,4,thank,3,new,10,ensure,10,live,7,million,7,live,35
people,4,general,3,coronavirus,10,care,10,great,7,local,6,great,34
world,3,holding,3,provide,10,live,9,local,7,june,6,work,31
crews,3,year,3,businesses,10,thank,9,virus,6,#covid19,6,people,28
federal,3,job,3,take,9,schools,8,emergency,6,law,6,take,28
kids,3,mexico,3,care,9,stay,8,take,6,justice,6,continue,26
fight,3,honored,3,together,8,take,8,thank,6,continue,6,stay,25
human,3,country,3,city,7,states,8,may,6,july,6,home,24
put,3,fracking,3,update,7,beds,7,public,6,across,6,provide,22
continue,3,live,3,arizona,7,million,7,watch,6,country,6,together,21
safe,3,women,2,emergency,7,spread,6,together,5,states,5,ensure,21
protecting,3,billion,2,working,7,students,6,week,5,communities,5,businesses,21
together,3,south,2,stay,7,12,6,working,5,safety,5,working,21
proud,3,unique,2,response,6,cases,6,proud,5,businesses,5,coronavirus,21
children,3,news,2,home,6,government,6,test,5,order,5,emergency,20
puerto,3,operations,2,workers,6,april,6,pandemic,5,police,5,states,20
#gapol,3,conference,2,positive,6,safe,6,businesses,5,join,5,million,19
justice,3,local,2,watch,6,coronavirus,6,reopen,5,people,5,pandemic,19
president,3,strong,2,hospital,6,great,5,testing,5,care,5,local,19
war,3,hard,2,continue,6,positive,5,guidance,4,help,5,support,19
individual,3,people,2,services,5,social,5,business,4,school,5,important,18
local,2,learn,2,distancing,5,plan,5,tune,4,partnership,5,city,18
jobs,2,work,2,testing,5,watch,5,recovery,4,family,5,county,18
budget,2,big,2,important,5,school,5,news,4,thank,5,schools,18
schools,2,new,2,meals,5,safety,5,child,4,executive,4,1,18
victims,2,campaign,2,social,5,provide,5,national,4,community,4,watch,17
market,2,african,2,pandemic,5,continue,5,month,4,workers,4,year,17
savings,2,32,2,weeks,5,hard,5,coming,4,provide,4,positive,17
year,2,economy,2,por,5,virus,5,ppe,4,please,4,workers,17
quite,2,disposal,2,public,5,pandemic,5,latest,4,budget,4,business,17
encourage,2,#alpolitics,2,ensure,5,distancing,4,city,4,real,4,update,16
past,2,military,2,schools,5,center,4,call,4,america,4,phase,16
propose,2,especially,2,spread,5,happy,4,2,4,enforcement,4,across,16
bills,2,arizona,2,work,4,grateful,4,information,4,commitment,4,response,16
economy,2,lives,2,press,4,briefing,4,update,4,support,4,government,15
trip,2,serve,2,updates,4,update,4,tests,4,home,4,safety,15
government,2,everyone,2,critical,4,important,4,community,4,save,4,news,15
little,2,fund,2,@drcarachrist,4,federal,4,stay,4,important,4,order,15
leadership,2,program,2,information,4,hospitals,4,continue,4,economic,4,school,15
street,2,support,2,@azdhs,4,able,4,reopening,4,program,4,safe,15
real,2,commitment,2,meal,4,taking,4,positive,4,still,4,cases,15
mexicans,2,thanks,2,support,4,2020,4,3,4,racial,4,testing,14
ahead,2,woodson,2,great,4,order,4,weekend,3,pandemic,4,community,14
committed,2,proud,2,order,4,together,4,almost,3,phase,4,distancing,14
roads,2,abdullah,2,grateful,4,counties,4,bill,3,toronto,4,tune,13
decade,2,response,2,lives,4,facebook,4,groups,3,face,4,program,13
#vtsots,2,williams,2,national,4,free,4,available,3,americans,4,hard,13
opportunity,2,@ncdot,2,please,3,districts,4,another,3,ensure,4,services,13
criminal,2,working,2,could,3,response,4,centers,3,2020,4,social,13
