kw_jan,freq_jan,kw_feb,freq_feb,kw_mar,freq_mar,kw_apr,freq_apr,kw_may,freq_may,kw_jun,freq_jun,kw_junYTD,freq_junYTD
texas,35,texas,29,texas,59,texas,37,#covid19,22,#covid19,11,texas,189
state,14,state,9,state,24,#covid19,36,texas,20,texas,9,#covid19,92
human,10,music,9,#covid19,23,texans,31,texans,15,state,5,state,80
#txlege,10,#txlege,7,texans,20,care,20,testing,10,texans,4,texans,75
lone,9,human,6,health,17,state,19,state,9,star,4,health,43
star,9,trafficking,6,continue,12,health,15,@texashhsc,8,continues,4,lone,32
trafficking,8,@txmusicoffice,5,public,11,help,14,may,7,spread,4,star,32
survivors,7,honor,5,tx,10,provide,13,nursing,6,phase,4,continue,28
israel,6,domestic,4,covid19,9,child,10,funding,6,iii,4,communities,28
communities,6,lone,4,@texasdshs,9,certain,9,together,5,lone,4,care,28
#econdev,5,star,4,spread,9,local,9,phase,5,new,3,help,27
governors,5,jobs,4,help,9,continue,9,provide,5,social,3,provide,27
women,5,year,4,care,8,workers,9,lone,5,@tdem,3,spread,26
trade,5,violence,4,new,8,spread,8,week,5,@texasdshs,3,testing,26
crime,5,#tmo30th,4,across,8,county,8,spread,5,great,3,local,23
sexual,5,survivors,4,local,8,services,8,response,5,testing,3,new,22
assault,5,business,4,protect,8,response,8,details,5,texan,3,@texasdshs,22
combat,5,workforce,3,communities,8,together,8,star,5,de,3,together,21
federal,4,new,3,testing,7,#texasbizstrong,8,teams,5,wearing,2,#txlege,21
workforce,4,@texasflca,3,medical,7,emergency,8,health,5,hands,2,response,21
health,4,american,3,executive,7,resources,7,pandemic,5,celebrate,2,honor,20
heinous,4,30,3,coronavirus,6,available,7,local,5,psa,2,public,20
grateful,4,communities,3,professionals,6,covid19,7,ii,5,masks,2,businesses,18
leaders,4,top,3,hospital,6,communities,7,@gsf_opentexas,4,combat,2,work,18
states,4,helped,3,response,6,star,7,counties,4,follow,2,across,18
officials,4,guard,3,work,6,lone,7,information,4,freedom,2,covid19,17
nation,4,businesses,3,provide,6,businesses,7,residents,4,women,2,human,17
opportunity,4,row,2,safety,6,lives,7,texan,4,executive,2,@texashhsc,17
honor,4,exports,2,may,5,frontline,6,announced,4,mask,2,services,17
texans,4,sexual,2,honor,5,work,6,homes,4,continue,2,resources,16
growth,4,statement,2,neighbors,5,safe,6,services,4,@txmilitary,2,@tdem,16
force,3,department,2,2020,5,@gsf_opentexas,6,#texasbizstrong,4,@texashhsc,2,combat,15
capitol,3,economic,2,food,5,million,6,w,4,protocols,2,support,15
safe,3,part,2,essential,5,@texasdshs,6,disaster,3,update,2,may,15
fight,3,clemency,2,order,5,testing,6,locations,3,providing,2,trafficking,14
leads,3,force,2,orders,5,information,6,contain,3,medical,2,tx,14
#gobigintexas,3,school,2,issued,5,public,5,business,3,action,2,safety,14
job,3,worldwide,2,medicaid,5,assistance,5,students,3,men,2,workforce,14
jerusalem,3,task,2,@tdem,5,protocols,5,additional,3,mitigate,2,#texasbizstrong,14
honored,3,support,2,combat,5,temporarily,5,travel,3,distancing,2,executive,13
continue,3,flags,2,respond,5,economy,5,activities,3,support,2,emergency,13
awareness,3,army,2,together,5,funds,5,@tdem,3,may,2,social,13
task,3,program,2,capabilities,4,additional,5,@texasdshs,3,team,2,business,13
freedom,3,application,2,great,4,job,5,spots,3,plan,2,certain,13
jobs,3,longview,2,txs,4,access,5,thank,3,extending,2,economy,12
start,3,life,2,reduce,4,home,5,across,3,taking,2,safe,12
summit,3,abuse,2,stay,4,weather,5,due,3,brown,2,county,12
business,3,serve,2,national,4,safely,5,safely,3,impact,2,survivors,12
committed,3,grant,2,businesses,4,essential,5,food,3,communities,2,jobs,12
efforts,3,address,2,virus,4,stay,5,surge,3,midaugust,1,protect,12
new,2,committed,2,discuss,4,ensure,5,service,3,la,1,information,12
resources,2,nominations,2,million,4,online,5,work,3,standard,1,continues,12
prayers,2,home,2,meeting,4,officials,5,occupancy,3,benefits,1,@texasflca,12
fame,2,awards,2,industry,4,announcing,4,hot,3,minimum,1,essential,11
hall,2,border,2,disaster,4,new,4,strategy,3,adopted,1,medical,11
economic,2,promises,2,capacity,4,financial,4,honor,3,continued,1,serve,11
flags,2,owners,2,@texasflca,4,polk,4,working,3,create,1,workers,11
lubbock,2,richard,2,people,4,allow,4,fellow,3,military,1,federal,11
@texasflca,2,military,2,services,4,severe,4,resources,3,continuar,1,service,11
life,2,growing,2,call,4,save,4,license,3,june,1,@gsf_opentexas,11
ranks,2,1,2,joined,4,activities,4,drivethru,3,advice,1,community,11
population,2,national,2,potential,4,@tdem,4,unleash,2,defend,1,force,11
military,2,industry,2,emergency,4,service,4,following,2,based,1,additional,11
win,2,large,2,supply,4,@texashhsc,4,support,2,español,1,protocols,11
killed,2,capitol,2,guidelines,4,community,4,solutions,2,manera,1,home,11
fostering,2,fire,2,needs,4,governments,4,communities,2,los,1,governors,11
end,2,veterans,2,mitigate,4,federal,4,safe,2,immediately,1,million,11
#texasworks,2,opportunity,2,workforce,4,expand,4,celebrate,2,moment,1,funding,11
businesses,2,2019,2,working,4,providing,4,sites,2,funds,1,ensure,11
antonio,2,african,2,announcing,4,receive,4,found,2,pandemic,1,national,11
